"plh0224","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","Urban Area","37","0.00436082455879848","0.00313935707973966","0.0055822920378573"
"1 Strongly disagree","2005","no migration background","Rural Area","21","","",""
"1 Strongly disagree","2005","direct migration background","Urban Area","8","","",""
"1 Strongly disagree","2005","direct migration background","Rural Area","1","","",""
"1 Strongly disagree","2005","indirect migration background","Urban Area","1","","",""
"1 Strongly disagree","2005","indirect migration background","Rural Area","1","","",""
"2 on scale 1-7 ","2005","no migration background","Urban Area","70","0.00655672214897078","0.00506061898718192","0.00805282531075963"
"2 on scale 1-7 ","2005","no migration background","Rural Area","43","0.00825147603811864","0.00602438189192186","0.0104785701843154"
"2 on scale 1-7 ","2005","direct migration background","Urban Area","9","","",""
"2 on scale 1-7 ","2005","direct migration background","Rural Area","2","","",""
"2 on scale 1-7 ","2005","indirect migration background","Urban Area","5","","",""
"2 on scale 1-7 ","2005","indirect migration background","Rural Area","1","","",""
"3 on scale 1-7 ","2005","no migration background","Urban Area","237","0.0209538033053896","0.0182987109230751","0.0236088956877041"
"3 on scale 1-7 ","2005","no migration background","Rural Area","140","0.027515014593853","0.0234878600169104","0.0315421691707955"
"3 on scale 1-7 ","2005","direct migration background","Urban Area","47","0.0181708810615522","0.0122606489601714","0.0240811131629331"
"3 on scale 1-7 ","2005","direct migration background","Rural Area","5","","",""
"3 on scale 1-7 ","2005","indirect migration background","Urban Area","23","","",""
"3 on scale 1-7 ","2005","indirect migration background","Rural Area","2","","",""
"4 on scale 1-7","2005","no migration background","Urban Area","1106","0.095129205145198","0.0896904834934719","0.100567926796924"
"4 on scale 1-7","2005","no migration background","Rural Area","619","0.0956571647122249","0.088416185898348","0.102898143526102"
"4 on scale 1-7","2005","direct migration background","Urban Area","171","0.0896745163175701","0.0770320600148878","0.102316972620252"
"4 on scale 1-7","2005","direct migration background","Rural Area","33","0.0715623020260887","0.0464274725713231","0.0966971314808542"
"4 on scale 1-7","2005","indirect migration background","Urban Area","80","0.10995090761676","0.0871482570246629","0.132753558208857"
"4 on scale 1-7","2005","indirect migration background","Rural Area","16","","",""
"5 on scale 1-7","2005","no migration background","Urban Area","2305","0.206128483068106","0.198629701094473","0.21362726504174"
"5 on scale 1-7","2005","no migration background","Rural Area","1258","0.186477358669448","0.176888435247702","0.196066282091193"
"5 on scale 1-7","2005","direct migration background","Urban Area","390","0.20996025165116","0.191938723988629","0.227981779313691"
"5 on scale 1-7","2005","direct migration background","Rural Area","67","0.158262445013749","0.122671895298418","0.193852994729079"
"5 on scale 1-7","2005","indirect migration background","Urban Area","150","0.197575778807843","0.168552410817494","0.226599146798192"
"5 on scale 1-7","2005","indirect migration background","Rural Area","31","0.292827967420987","0.20660459265669","0.379051342185283"
"6 on scale 1-7","2005","no migration background","Urban Area","4276","0.375029933561487","0.366055455755928","0.384004411367046"
"6 on scale 1-7","2005","no migration background","Rural Area","2438","0.37238010302664","0.360478278058853","0.384281927994428"
"6 on scale 1-7","2005","direct migration background","Urban Area","663","0.329974967953554","0.309169159241969","0.350780776665138"
"6 on scale 1-7","2005","direct migration background","Rural Area","152","0.392132006137318","0.344524197389684","0.439739814884952"
"6 on scale 1-7","2005","indirect migration background","Urban Area","235","0.323774755033773","0.289667550620353","0.357881959447192"
"6 on scale 1-7","2005","indirect migration background","Rural Area","28","","",""
"7 Strongly agree","2005","no migration background","Urban Area","3148","0.291841028212049","0.283413792000669","0.30026826442343"
"7 Strongly agree","2005","no migration background","Rural Area","1819","0.306374716407735","0.295025630265659","0.317723802549812"
"7 Strongly agree","2005","direct migration background","Urban Area","674","0.336837791596886","0.315924669176038","0.357750914017735"
"7 Strongly agree","2005","direct migration background","Rural Area","144","0.365993230706187","0.319021032763346","0.412965428649029"
"7 Strongly agree","2005","indirect migration background","Urban Area","229","0.325565389932343","0.291409313101869","0.359721466762817"
"7 Strongly agree","2005","indirect migration background","Rural Area","28","","",""
"1 Strongly disagree","2006","no migration background","Urban Area","","","",""
"1 Strongly disagree","2006","no migration background","Rural Area","","","",""
"1 Strongly disagree","2006","direct migration background","Urban Area","","","",""
"1 Strongly disagree","2006","direct migration background","Rural Area","","","",""
"1 Strongly disagree","2006","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2006","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2006","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2006","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2006","direct migration background","Urban Area","","","",""
"2 on scale 1-7 ","2006","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2006","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2006","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2006","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2006","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2006","direct migration background","Urban Area","","","",""
