"plh0224","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","(0) in school","","","",""
"1 Strongly disagree","2005","1-pers.-HH","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","1-pers.-HH","(1b) general elementary school","3","","",""
"1 Strongly disagree","2005","1-pers.-HH","(1c) basic vocational qualification","4","","",""
"1 Strongly disagree","2005","1-pers.-HH","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","1-pers.-HH","(2a) intermediate vocational","1","","",""
"1 Strongly disagree","2005","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","1","","",""
"1 Strongly disagree","2005","1-pers.-HH","(3a) lower tertiary education","1","","",""
"1 Strongly disagree","2005","1-pers.-HH","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(0) in school","","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(1b) general elementary school","2","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(1c) basic vocational qualification","17","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(2a) intermediate vocational","4","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","2","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(3a) lower tertiary education","1","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(3b) higher tertiary education","1","","",""
"1 Strongly disagree","2005","Single parent ","(0) in school","","","",""
"1 Strongly disagree","2005","Single parent ","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","Single parent ","(1b) general elementary school","","","",""
"1 Strongly disagree","2005","Single parent ","(1c) basic vocational qualification","1","","",""
"1 Strongly disagree","2005","Single parent ","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","Single parent ","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2005","Single parent ","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","Single parent ","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","Single parent ","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(0) in school","","","",""
