"plh0224","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","in school","Urban Area","1","","",""
"1 Strongly disagree","2005","in school","Rural Area","1","","",""
"1 Strongly disagree","2005","inadequately","Urban Area","1","","",""
"1 Strongly disagree","2005","inadequately","Rural Area","1","","",""
"1 Strongly disagree","2005","general elemantary","Urban Area","7","","",""
"1 Strongly disagree","2005","general elemantary","Rural Area","1","","",""
"1 Strongly disagree","2005","middle vocational","Urban Area","24","","",""
"1 Strongly disagree","2005","middle vocational","Rural Area","11","","",""
"1 Strongly disagree","2005","vocational + Abi","Urban Area","6","","",""
"1 Strongly disagree","2005","vocational + Abi","Rural Area","","","",""
"1 Strongly disagree","2005","higher vocational","Urban Area","2","","",""
"1 Strongly disagree","2005","higher vocational","Rural Area","6","","",""
"1 Strongly disagree","2005","higher education","Urban Area","3","","",""
"1 Strongly disagree","2005","higher education","Rural Area","3","","",""
"2 on scale 1-7 ","2005","in school","Urban Area","3","","",""
"2 on scale 1-7 ","2005","in school","Rural Area","1","","",""
"2 on scale 1-7 ","2005","inadequately","Urban Area","1","","",""
"2 on scale 1-7 ","2005","inadequately","Rural Area","2","","",""
"2 on scale 1-7 ","2005","general elemantary","Urban Area","14","","",""
"2 on scale 1-7 ","2005","general elemantary","Rural Area","10","","",""
"2 on scale 1-7 ","2005","middle vocational","Urban Area","42","0.00545072639300254","0.0036667053429421","0.00723474744306297"
"2 on scale 1-7 ","2005","middle vocational","Rural Area","25","","",""
"2 on scale 1-7 ","2005","vocational + Abi","Urban Area","5","","",""
"2 on scale 1-7 ","2005","vocational + Abi","Rural Area","","","",""
"2 on scale 1-7 ","2005","higher vocational","Urban Area","3","","",""
"2 on scale 1-7 ","2005","higher vocational","Rural Area","2","","",""
"2 on scale 1-7 ","2005","higher education","Urban Area","14","","",""
"2 on scale 1-7 ","2005","higher education","Rural Area","4","","",""
"3 on scale 1-7 ","2005","in school","Urban Area","11","","",""
"3 on scale 1-7 ","2005","in school","Rural Area","2","","",""
"3 on scale 1-7 ","2005","inadequately","Urban Area","7","","",""
"3 on scale 1-7 ","2005","inadequately","Rural Area","2","","",""
"3 on scale 1-7 ","2005","general elemantary","Urban Area","45","0.0231725816423687","0.0158888364352075","0.0304563268495299"
"3 on scale 1-7 ","2005","general elemantary","Rural Area","18","","",""
"3 on scale 1-7 ","2005","middle vocational","Urban Area","146","0.021323974915563","0.0178236110893886","0.0248243387417373"
"3 on scale 1-7 ","2005","middle vocational","Rural Area","82","0.0268143746856739","0.0216183967770985","0.0320103525942493"
"3 on scale 1-7 ","2005","vocational + Abi","Urban Area","16","","",""
"3 on scale 1-7 ","2005","vocational + Abi","Rural Area","4","","",""
"3 on scale 1-7 ","2005","higher vocational","Urban Area","23","","",""
"3 on scale 1-7 ","2005","higher vocational","Rural Area","15","","",""
"3 on scale 1-7 ","2005","higher education","Urban Area","52","0.0154299525198289","0.0109986714957892","0.0198612335438687"
"3 on scale 1-7 ","2005","higher education","Rural Area","19","","",""
"4 on scale 1-7","2005","in school","Urban Area","56","0.110955381372958","0.0819366917004776","0.139974071045439"
"4 on scale 1-7","2005","in school","Rural Area","21","","",""
"4 on scale 1-7","2005","inadequately","Urban Area","19","","",""
"4 on scale 1-7","2005","inadequately","Rural Area","8","","",""
"4 on scale 1-7","2005","general elemantary","Urban Area","150","0.0790310833314065","0.0659699739002951","0.0920921927625179"
"4 on scale 1-7","2005","general elemantary","Rural Area","94","0.115224213594847","0.0925686790891158","0.137879748100578"
"4 on scale 1-7","2005","middle vocational","Urban Area","631","0.09560594612079","0.0884810107076884","0.102730881533892"
"4 on scale 1-7","2005","middle vocational","Rural Area","347","0.093638630439242","0.0842681073215501","0.103009153556934"
"4 on scale 1-7","2005","vocational + Abi","Urban Area","84","0.0964854322039597","0.0768772440118967","0.116093620396023"
"4 on scale 1-7","2005","vocational + Abi","Rural Area","22","","",""
"4 on scale 1-7","2005","higher vocational","Urban Area","105","0.105554181920037","0.0865194925754112","0.124588871264663"
"4 on scale 1-7","2005","higher vocational","Rural Area","48","0.0769071828840197","0.0547799742415881","0.0990343915264513"
"4 on scale 1-7","2005","higher education","Urban Area","285","0.0954597584148862","0.0848952863199685","0.106024230509804"
"4 on scale 1-7","2005","higher education","Rural Area","111","0.0808399669477442","0.0654170649949914","0.096262868900497"
"5 on scale 1-7","2005","in school","Urban Area","102","0.228754277945979","0.189946137754808","0.267562418137151"
"5 on scale 1-7","2005","in school","Rural Area","37","0.145624364129078","0.0964932124551298","0.194755515803026"
"5 on scale 1-7","2005","inadequately","Urban Area","30","0.127295429195776","0.0786040732760698","0.175986785115481"
"5 on scale 1-7","2005","inadequately","Rural Area","9","","",""
"5 on scale 1-7","2005","general elemantary","Urban Area","307","0.197572029275049","0.178295698329405","0.216848360220693"
"5 on scale 1-7","2005","general elemantary","Rural Area","145","0.177637483718472","0.150517789918876","0.204757177518068"
"5 on scale 1-7","2005","middle vocational","Urban Area","1301","0.20102828849505","0.191317512861297","0.210739064128803"
"5 on scale 1-7","2005","middle vocational","Rural Area","718","0.18339921042221","0.170951506637434","0.195846914206985"
"5 on scale 1-7","2005","vocational + Abi","Urban Area","186","0.223016017117785","0.19537124118139","0.25066079305418"
"5 on scale 1-7","2005","vocational + Abi","Rural Area","59","0.178093780375598","0.132029884709373","0.224157676041824"
"5 on scale 1-7","2005","higher vocational","Urban Area","203","0.188918555680012","0.164669178229066","0.213167933130959"
"5 on scale 1-7","2005","higher vocational","Rural Area","110","0.192902862974869","0.160134651824374","0.225671074125364"
"5 on scale 1-7","2005","higher education","Urban Area","670","0.223162796097976","0.208193561531408","0.238132030664545"
"5 on scale 1-7","2005","higher education","Rural Area","264","0.217157012182296","0.193828785339023","0.240485239025569"
"6 on scale 1-7","2005","in school","Urban Area","172","0.400810185760743","0.355531540942077","0.446088830579408"
"6 on scale 1-7","2005","in school","Rural Area","81","0.33719754105046","0.271348455110108","0.403046626990812"
"6 on scale 1-7","2005","inadequately","Urban Area","53","0.302642047709161","0.235529403414678","0.369754692003644"
"6 on scale 1-7","2005","inadequately","Rural Area","13","","",""
"6 on scale 1-7","2005","general elemantary","Urban Area","548","0.331653255540593","0.308860246379048","0.354446264702139"
"6 on scale 1-7","2005","general elemantary","Rural Area","252","0.313675223423156","0.280752877887849","0.346597568958464"
"6 on scale 1-7","2005","middle vocational","Urban Area","2390","0.360042190188484","0.348411325586162","0.371673054790806"
"6 on scale 1-7","2005","middle vocational","Rural Area","1423","0.380061877280296","0.364448856313677","0.395674898246914"
"6 on scale 1-7","2005","vocational + Abi","Urban Area","347","0.38844018726978","0.356071837349031","0.420808537190529"
"6 on scale 1-7","2005","vocational + Abi","Rural Area","101","0.398190329444702","0.339251692293119","0.457128966596285"
"6 on scale 1-7","2005","higher vocational","Urban Area","367","0.389008675463117","0.358807196031421","0.419210154894814"
"6 on scale 1-7","2005","higher vocational","Rural Area","229","0.415027964009596","0.374108802470968","0.455947125548224"
"6 on scale 1-7","2005","higher education","Urban Area","1235","0.402390094911632","0.384759936162168","0.420020253661095"
"6 on scale 1-7","2005","higher education","Rural Area","486","0.39589198072175","0.368222365439949","0.42356159600355"
"7 Strongly agree","2005","in school","Urban Area","105","0.224718080088904","0.186153316796985","0.263282843380824"
"7 Strongly agree","2005","in school","Rural Area","55","0.352747926093001","0.286192348650817","0.419303503535185"
"7 Strongly agree","2005","inadequately","Urban Area","69","0.403666779856792","0.331991756147806","0.475341803565779"
"7 Strongly agree","2005","inadequately","Rural Area","23","","",""
"7 Strongly agree","2005","general elemantary","Urban Area","568","0.349885407205997","0.326795803114716","0.372975011297278"
"7 Strongly agree","2005","general elemantary","Rural Area","243","0.348148411827354","0.314346411998642","0.381950411656066"
"7 Strongly agree","2005","middle vocational","Urban Area","2009","0.31058881745496","0.299376595141948","0.321801039767971"
