"plh0224","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","Male","","","",""
"1 Strongly disagree","2005","no migration background","Female","","","",""
"1 Strongly disagree","2005","direct migration background","Male","","","",""
"1 Strongly disagree","2005","direct migration background","Female","","","",""
"1 Strongly disagree","2005","indirect migration background","Male","","","",""
"1 Strongly disagree","2005","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2005","no migration background","Male","64","0.00813823362056324","0.00621485442557687","0.0100616128155496"
"2 on scale 1-7 ","2005","no migration background","Female","49","0.00618650529398259","0.00457856856936559","0.00779444201859958"
"2 on scale 1-7 ","2005","direct migration background","Male","","","",""
"2 on scale 1-7 ","2005","direct migration background","Female","","","",""
"2 on scale 1-7 ","2005","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2005","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2005","no migration background","Male","242","0.0308894200726224","0.0271854641696296","0.0345933759756151"
"3 on scale 1-7 ","2005","no migration background","Female","135","0.0159125520062845","0.0133464106290831","0.018478693383486"
"3 on scale 1-7 ","2005","direct migration background","Male","32","0.0263037987393279","0.0169059928625381","0.0357016046161177"
"3 on scale 1-7 ","2005","direct migration background","Female","","","",""
"3 on scale 1-7 ","2005","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2005","indirect migration background","Female","","","",""
"4 on scale 1-7","2005","no migration background","Male","1085","0.122932432273458","0.115902938898743","0.129961925648172"
"4 on scale 1-7","2005","no migration background","Female","640","0.0691706927057645","0.0639672604839176","0.0743741249276115"
"4 on scale 1-7","2005","direct migration background","Male","136","0.132816128630242","0.112887083065674","0.152745174194811"
"4 on scale 1-7","2005","direct migration background","Female","68","0.0452630370040059","0.033748151071992","0.0567779229360197"
"4 on scale 1-7","2005","indirect migration background","Male","53","0.136960538189289","0.103393840139547","0.170527236239031"
"4 on scale 1-7","2005","indirect migration background","Female","43","0.104430322936279","0.075423701019157","0.1334369448534"
"5 on scale 1-7","2005","no migration background","Male","1989","0.232583747795545","0.223539354463608","0.241628141127483"
"5 on scale 1-7","2005","no migration background","Female","1574","0.168034628216198","0.160367268565227","0.175701987867169"
"5 on scale 1-7","2005","direct migration background","Male","237","0.207458259675138","0.18364702403526","0.231269495315016"
"5 on scale 1-7","2005","direct migration background","Female","220","0.195450362556181","0.173484888099873","0.217415837012489"
"5 on scale 1-7","2005","indirect migration background","Male","105","0.260209965122341","0.217373683148769","0.303046247095912"
"5 on scale 1-7","2005","indirect migration background","Female","76","0.162148048109852","0.127187868196799","0.197108228022905"
"6 on scale 1-7","2005","no migration background","Male","3092","0.365970627094965","0.355658409534588","0.376282844655341"
"6 on scale 1-7","2005","no migration background","Female","3622","0.381841434459308","0.37187854555996","0.391804323358655"
"6 on scale 1-7","2005","direct migration background","Male","370","0.316585673666387","0.289271179397279","0.343900167935496"
"6 on scale 1-7","2005","direct migration background","Female","445","0.362070720927481","0.335449443112067","0.388691998742894"
"6 on scale 1-7","2005","indirect migration background","Male","123","0.289974902990628","0.245673995390305","0.33427581059095"
"6 on scale 1-7","2005","indirect migration background","Female","140","0.339638566883249","0.294719212662529","0.38455792110397"
"7 Strongly agree","2005","no migration background","Male","1881","0.234898762938222","0.225823189410466","0.243974336465978"
"7 Strongly agree","2005","no migration background","Female","3086","0.35538283818842","0.345567777873883","0.365197898502958"
"7 Strongly agree","2005","direct migration background","Male","329","0.306016392935088","0.278954856679181","0.333077929190996"
"7 Strongly agree","2005","direct migration background","Female","489","0.373818775641416","0.347019287290886","0.400618263991946"
"7 Strongly agree","2005","indirect migration background","Male","102","0.255793252580866","0.213195477929494","0.298391027232238"
"7 Strongly agree","2005","indirect migration background","Female","155","0.371814192282294","0.325974552608887","0.417653831955701"
"1 Strongly disagree","2006","no migration background","Male","","","",""
"1 Strongly disagree","2006","no migration background","Female","","","",""
"1 Strongly disagree","2006","direct migration background","Male","","","",""
"1 Strongly disagree","2006","direct migration background","Female","","","",""
"1 Strongly disagree","2006","indirect migration background","Male","","","",""
"1 Strongly disagree","2006","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2006","no migration background","Male","","","",""
"2 on scale 1-7 ","2006","no migration background","Female","","","",""
"2 on scale 1-7 ","2006","direct migration background","Male","","","",""
"2 on scale 1-7 ","2006","direct migration background","Female","","","",""
"2 on scale 1-7 ","2006","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2006","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2006","no migration background","Male","","","",""
"3 on scale 1-7 ","2006","no migration background","Female","","","",""
"3 on scale 1-7 ","2006","direct migration background","Male","","","",""
"3 on scale 1-7 ","2006","direct migration background","Female","","","",""
"3 on scale 1-7 ","2006","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2006","indirect migration background","Female","","","",""
"4 on scale 1-7","2006","no migration background","Male","","","",""
"4 on scale 1-7","2006","no migration background","Female","","","",""
"4 on scale 1-7","2006","direct migration background","Male","","","",""
"4 on scale 1-7","2006","direct migration background","Female","","","",""
"4 on scale 1-7","2006","indirect migration background","Male","","","",""
"4 on scale 1-7","2006","indirect migration background","Female","","","",""
"5 on scale 1-7","2006","no migration background","Male","","","",""
"5 on scale 1-7","2006","no migration background","Female","","","",""
"5 on scale 1-7","2006","direct migration background","Male","","","",""
"5 on scale 1-7","2006","direct migration background","Female","","","",""
"5 on scale 1-7","2006","indirect migration background","Male","","","",""
"5 on scale 1-7","2006","indirect migration background","Female","","","",""
"6 on scale 1-7","2006","no migration background","Male","","","",""
"6 on scale 1-7","2006","no migration background","Female","","","",""
"6 on scale 1-7","2006","direct migration background","Male","","","",""
"6 on scale 1-7","2006","direct migration background","Female","","","",""
"6 on scale 1-7","2006","indirect migration background","Male","","","",""
"6 on scale 1-7","2006","indirect migration background","Female","","","",""
"7 Strongly agree","2006","no migration background","Male","","","",""
"7 Strongly agree","2006","no migration background","Female","","","",""
"7 Strongly agree","2006","direct migration background","Male","","","",""
"7 Strongly agree","2006","direct migration background","Female","","","",""
"7 Strongly agree","2006","indirect migration background","Male","","","",""
"7 Strongly agree","2006","indirect migration background","Female","","","",""
"1 Strongly disagree","2007","no migration background","Male","","","",""
"1 Strongly disagree","2007","no migration background","Female","","","",""
"1 Strongly disagree","2007","direct migration background","Male","","","",""
"1 Strongly disagree","2007","direct migration background","Female","","","",""
"1 Strongly disagree","2007","indirect migration background","Male","","","",""
"1 Strongly disagree","2007","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2007","no migration background","Male","","","",""
"2 on scale 1-7 ","2007","no migration background","Female","","","",""
"2 on scale 1-7 ","2007","direct migration background","Male","","","",""
"2 on scale 1-7 ","2007","direct migration background","Female","","","",""
"2 on scale 1-7 ","2007","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2007","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2007","no migration background","Male","","","",""
"3 on scale 1-7 ","2007","no migration background","Female","","","",""
"3 on scale 1-7 ","2007","direct migration background","Male","","","",""
"3 on scale 1-7 ","2007","direct migration background","Female","","","",""
"3 on scale 1-7 ","2007","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2007","indirect migration background","Female","","","",""
"4 on scale 1-7","2007","no migration background","Male","","","",""
"4 on scale 1-7","2007","no migration background","Female","","","",""
"4 on scale 1-7","2007","direct migration background","Male","","","",""
"4 on scale 1-7","2007","direct migration background","Female","","","",""
"4 on scale 1-7","2007","indirect migration background","Male","","","",""
"4 on scale 1-7","2007","indirect migration background","Female","","","",""
"5 on scale 1-7","2007","no migration background","Male","","","",""
"5 on scale 1-7","2007","no migration background","Female","","","",""
"5 on scale 1-7","2007","direct migration background","Male","","","",""
"5 on scale 1-7","2007","direct migration background","Female","","","",""
"5 on scale 1-7","2007","indirect migration background","Male","","","",""
"5 on scale 1-7","2007","indirect migration background","Female","","","",""
"6 on scale 1-7","2007","no migration background","Male","","","",""
"6 on scale 1-7","2007","no migration background","Female","","","",""
"6 on scale 1-7","2007","direct migration background","Male","","","",""
"6 on scale 1-7","2007","direct migration background","Female","","","",""
"6 on scale 1-7","2007","indirect migration background","Male","","","",""
"6 on scale 1-7","2007","indirect migration background","Female","","","",""
"7 Strongly agree","2007","no migration background","Male","","","",""
"7 Strongly agree","2007","no migration background","Female","","","",""
"7 Strongly agree","2007","direct migration background","Male","","","",""
"7 Strongly agree","2007","direct migration background","Female","","","",""
"7 Strongly agree","2007","indirect migration background","Male","","","",""
"7 Strongly agree","2007","indirect migration background","Female","","","",""
"1 Strongly disagree","2008","no migration background","Male","","","",""
"1 Strongly disagree","2008","no migration background","Female","","","",""
"1 Strongly disagree","2008","direct migration background","Male","","","",""
"1 Strongly disagree","2008","direct migration background","Female","","","",""
"1 Strongly disagree","2008","indirect migration background","Male","","","",""
