"plh0224","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","(0) in school","2","","",""
"1 Strongly disagree","2005","no migration background","(1a) inadequately completed","1","","",""
"1 Strongly disagree","2005","no migration background","(1b) general elementary school","5","","",""
"1 Strongly disagree","2005","no migration background","(1c) basic vocational qualification","24","","",""
"1 Strongly disagree","2005","no migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","no migration background","(2a) intermediate vocational","14","","",""
"1 Strongly disagree","2005","no migration background","(2c_gen) general maturity certificate","1","","",""
"1 Strongly disagree","2005","no migration background","(2c_voc) vocational maturity certificate","4","","",""
"1 Strongly disagree","2005","no migration background","(3a) lower tertiary education","3","","",""
"1 Strongly disagree","2005","no migration background","(3b) higher tertiary education","2","","",""
"1 Strongly disagree","2005","direct migration background","(0) in school","","","",""
"1 Strongly disagree","2005","direct migration background","(1a) inadequately completed","1","","",""
"1 Strongly disagree","2005","direct migration background","(1b) general elementary school","2","","",""
"1 Strongly disagree","2005","direct migration background","(1c) basic vocational qualification","3","","",""
"1 Strongly disagree","2005","direct migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","direct migration background","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","direct migration background","(2c_voc) vocational maturity certificate","2","","",""
"1 Strongly disagree","2005","direct migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","direct migration background","(3b) higher tertiary education","1","","",""
"1 Strongly disagree","2005","indirect migration background","(0) in school","","","",""
"1 Strongly disagree","2005","indirect migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","indirect migration background","(1b) general elementary school","1","","",""
"1 Strongly disagree","2005","indirect migration background","(1c) basic vocational qualification","1","","",""
"1 Strongly disagree","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","indirect migration background","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","indirect migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","indirect migration background","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","no migration background","(0) in school","3","","",""
"2 on scale 1-7 ","2005","no migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","no migration background","(1b) general elementary school","15","","",""
"2 on scale 1-7 ","2005","no migration background","(1c) basic vocational qualification","29","","",""
"2 on scale 1-7 ","2005","no migration background","(2b) intermediate general qualification","2","","",""
"2 on scale 1-7 ","2005","no migration background","(2a) intermediate vocational","34","0.00748786015695307","0.00497633465440562","0.00999938565950053"
"2 on scale 1-7 ","2005","no migration background","(2c_gen) general maturity certificate","5","","",""
"2 on scale 1-7 ","2005","no migration background","(2c_voc) vocational maturity certificate","4","","",""
"2 on scale 1-7 ","2005","no migration background","(3a) lower tertiary education","9","","",""
"2 on scale 1-7 ","2005","no migration background","(3b) higher tertiary education","9","","",""
"2 on scale 1-7 ","2005","direct migration background","(0) in school","","","",""
"2 on scale 1-7 ","2005","direct migration background","(1a) inadequately completed","2","","",""
"2 on scale 1-7 ","2005","direct migration background","(1b) general elementary school","3","","",""
"2 on scale 1-7 ","2005","direct migration background","(1c) basic vocational qualification","3","","",""
"2 on scale 1-7 ","2005","direct migration background","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","direct migration background","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","direct migration background","(2c_voc) vocational maturity certificate","1","","",""
"2 on scale 1-7 ","2005","direct migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","direct migration background","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(0) in school","1","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1b) general elementary school","3","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2b) intermediate general qualification","2","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","no migration background","(0) in school","10","","",""
"3 on scale 1-7 ","2005","no migration background","(1a) inadequately completed","2","","",""
"3 on scale 1-7 ","2005","no migration background","(1b) general elementary school","36","0.0300181257555689","0.0204742999633764","0.0395619515477613"
"3 on scale 1-7 ","2005","no migration background","(1c) basic vocational qualification","113","0.0263771526836335","0.0218910338604018","0.0308632715068652"
"3 on scale 1-7 ","2005","no migration background","(2b) intermediate general qualification","7","","",""
"3 on scale 1-7 ","2005","no migration background","(2a) intermediate vocational","94","0.0220773909306521","0.0177966698281051","0.0263581120331992"
"3 on scale 1-7 ","2005","no migration background","(2c_gen) general maturity certificate","14","","",""
"3 on scale 1-7 ","2005","no migration background","(2c_voc) vocational maturity certificate","25","","",""
"3 on scale 1-7 ","2005","no migration background","(3a) lower tertiary education","29","","",""
"3 on scale 1-7 ","2005","no migration background","(3b) higher tertiary education","35","0.0148729361867698","0.00982293585207212","0.0199229365214675"
"3 on scale 1-7 ","2005","direct migration background","(0) in school","","","",""
"3 on scale 1-7 ","2005","direct migration background","(1a) inadequately completed","5","","",""
"3 on scale 1-7 ","2005","direct migration background","(1b) general elementary school","12","","",""
"3 on scale 1-7 ","2005","direct migration background","(1c) basic vocational qualification","25","","",""
"3 on scale 1-7 ","2005","direct migration background","(2b) intermediate general qualification","1","","",""
"3 on scale 1-7 ","2005","direct migration background","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","direct migration background","(2c_voc) vocational maturity certificate","3","","",""
"3 on scale 1-7 ","2005","direct migration background","(3a) lower tertiary education","3","","",""
"3 on scale 1-7 ","2005","direct migration background","(3b) higher tertiary education","3","","",""
"3 on scale 1-7 ","2005","indirect migration background","(0) in school","3","","",""
"3 on scale 1-7 ","2005","indirect migration background","(1a) inadequately completed","1","","",""
"3 on scale 1-7 ","2005","indirect migration background","(1b) general elementary school","7","","",""
"3 on scale 1-7 ","2005","indirect migration background","(1c) basic vocational qualification","2","","",""
"3 on scale 1-7 ","2005","indirect migration background","(2b) intermediate general qualification","2","","",""
"3 on scale 1-7 ","2005","indirect migration background","(2a) intermediate vocational","3","","",""
"3 on scale 1-7 ","2005","indirect migration background","(2c_gen) general maturity certificate","2","","",""
"3 on scale 1-7 ","2005","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"3 on scale 1-7 ","2005","indirect migration background","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(3b) higher tertiary education","1","","",""
"4 on scale 1-7","2005","no migration background","(0) in school","55","0.10551075270457","0.0787696055366668","0.132251899872473"
"4 on scale 1-7","2005","no migration background","(1a) inadequately completed","14","","",""
"4 on scale 1-7","2005","no migration background","(1b) general elementary school","137","0.0971916831194873","0.080624020778562","0.113759345460413"
"4 on scale 1-7","2005","no migration background","(1c) basic vocational qualification","503","0.0977136151896666","0.0894015071333568","0.106025723245976"
"4 on scale 1-7","2005","no migration background","(2b) intermediate general qualification","48","0.120321132655702","0.0905906328392831","0.150051632472122"
"4 on scale 1-7","2005","no migration background","(2a) intermediate vocational","393","0.0846660635109632","0.076555794074954","0.0927763329469725"
"4 on scale 1-7","2005","no migration background","(2c_gen) general maturity certificate","57","0.102354231163706","0.0781408610960469","0.126567601231366"
"4 on scale 1-7","2005","no migration background","(2c_voc) vocational maturity certificate","117","0.0982629405457566","0.0813503767496197","0.115175504341894"
"4 on scale 1-7","2005","no migration background","(3a) lower tertiary education","145","0.0876418478697246","0.0735961854521231","0.101687510287326"
"4 on scale 1-7","2005","no migration background","(3b) higher tertiary education","221","0.101777651002457","0.089163295553889","0.114392006451025"
"4 on scale 1-7","2005","direct migration background","(0) in school","5","","",""
"4 on scale 1-7","2005","direct migration background","(1a) inadequately completed","15","","",""
"4 on scale 1-7","2005","direct migration background","(1b) general elementary school","46","0.0815099225326402","0.0579244113101789","0.105095433755101"
