"plh0224","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","1-pers.-HH","Male","2","","","","1"
"1 Strongly disagree","2005","1-pers.-HH","Female","8","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","Male","13","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","Female","14","","","","1"
"1 Strongly disagree","2005","Single parent ","Male","","","","","1"
"1 Strongly disagree","2005","Single parent ","Female","1","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","Male","6","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","Female","2","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","Male","9","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","Female","7","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Male","2","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Female","1","","","","1"
"2 on scale 1-7 ","2005","(Married) couple without C. ","Male","21","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","Male","9","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","Male","11","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","Female","7","","","","2"
"2 on scale 1-7 ","2005","Single parent ","Female","6","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","Female","5","","","","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","Female","21","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","Male","13","","","","2"
"2 on scale 1-7 ","2005","Single parent ","Male","2","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","Female","6","","","","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","Male","15","","","","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","Female","8","","","","2"
"3 on scale 1-7 ","2005","1-pers.-HH","Female","28","","","","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","Male","95","0.0285878484094347","0.0230535336583199","0.0341221631605495","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","Female","56","0.0144399690602496","0.0105129352186443","0.0183670029018548","3"
"3 on scale 1-7 ","2005","Single parent ","Male","14","","","","3"
"3 on scale 1-7 ","2005","Single parent ","Female","10","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","Male","57","0.0385176408372076","0.0296617970035955","0.0473734846708197","3"
