"plh0224","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","Not Employed","7","","",""
"1 Strongly disagree","2005","16-34 y.","Employed","7","","",""
"1 Strongly disagree","2005","35-65 y.","Not Employed","9","","",""
"1 Strongly disagree","2005","35-65 y.","Employed","27","","",""
"1 Strongly disagree","2005","66 and older","Not Employed","19","","",""
"1 Strongly disagree","2005","66 and older","Employed","","","",""
"2 on scale 1-7 ","2005","16-34 y.","Not Employed","16","","",""
"2 on scale 1-7 ","2005","16-34 y.","Employed","18","","",""
"2 on scale 1-7 ","2005","35-65 y.","Not Employed","16","","",""
"2 on scale 1-7 ","2005","35-65 y.","Employed","59","0.00809609504935152","0.00623610206206123","0.00995608803664182"
"2 on scale 1-7 ","2005","66 and older","Not Employed","21","","",""
"2 on scale 1-7 ","2005","66 and older","Employed","","","",""
"3 on scale 1-7 ","2005","16-34 y.","Not Employed","40","0.0274649601816236","0.0194965895074399","0.0354333308558074"
"3 on scale 1-7 ","2005","16-34 y.","Employed","77","0.0220548506171547","0.0173252778605833","0.026784423373726"
"3 on scale 1-7 ","2005","35-65 y.","Not Employed","52","0.0185186238182709","0.0134248855180698","0.023612362118472"
"3 on scale 1-7 ","2005","35-65 y.","Employed","195","0.0231799850321024","0.0200567651681954","0.0263032048960095"
"3 on scale 1-7 ","2005","66 and older","Not Employed","82","0.0220405054838502","0.017216405191872","0.0268646057758285"
"3 on scale 1-7 ","2005","66 and older","Employed","8","","",""
"4 on scale 1-7","2005","16-34 y.","Not Employed","176","0.114508335150116","0.0989830994662413","0.13003357083399"
"4 on scale 1-7","2005","16-34 y.","Employed","355","0.0901191305260026","0.0808973800783511","0.0993408809736541"
"4 on scale 1-7","2005","35-65 y.","Not Employed","275","0.101939195841046","0.0905073932889603","0.113370998393132"
"4 on scale 1-7","2005","35-65 y.","Employed","878","0.0970559666398304","0.0909115558426397","0.103200377437021"
"4 on scale 1-7","2005","66 and older","Not Employed","317","0.0844972995203973","0.0753583485225418","0.0936362505182529"
"4 on scale 1-7","2005","66 and older","Employed","24","","",""
"5 on scale 1-7","2005","16-34 y.","Not Employed","337","0.201678335489447","0.182114860722454","0.22124181025644"
"5 on scale 1-7","2005","16-34 y.","Employed","783","0.224865600198807","0.211420544098305","0.238310656299309"
"5 on scale 1-7","2005","35-65 y.","Not Employed","548","0.202482547546445","0.187299633334697","0.217665461758193"
"5 on scale 1-7","2005","35-65 y.","Employed","1838","0.198463233749599","0.190184947043316","0.206741520455882"
"5 on scale 1-7","2005","66 and older","Not Employed","652","0.179456828300891","0.166847968060235","0.192065688541546"
"5 on scale 1-7","2005","66 and older","Employed","43","0.190916031331108","0.139788695909502","0.242043366752714"
"6 on scale 1-7","2005","16-34 y.","Not Employed","589","0.348819255613617","0.325582343617789","0.372056167609446"
"6 on scale 1-7","2005","16-34 y.","Employed","1452","0.389021800470771","0.373321338584555","0.404722262356986"
"6 on scale 1-7","2005","35-65 y.","Not Employed","976","0.357748148131513","0.339637557169526","0.3758587390935"
"6 on scale 1-7","2005","35-65 y.","Employed","3485","0.38203160757036","0.371946710106762","0.392116505033958"
"6 on scale 1-7","2005","66 and older","Not Employed","1211","0.336526985917758","0.321000731490157","0.352053240345358"
"6 on scale 1-7","2005","66 and older","Employed","79","0.293849627749481","0.23459171761049","0.353107537888472"
"7 Strongly agree","2005","16-34 y.","Not Employed","451","0.291372555208786","0.269218118195955","0.313526992221616"
"7 Strongly agree","2005","16-34 y.","Employed","1012","0.264906313770548","0.25069513499094","0.279117492550156"
"7 Strongly agree","2005","35-65 y.","Not Employed","815","0.310216756076446","0.292739220759325","0.327694291393566"
"7 Strongly agree","2005","35-65 y.","Employed","2435","0.286716200243343","0.277329866239683","0.296102534247003"
"7 Strongly agree","2005","66 and older","Not Employed","1256","0.366271137558784","0.350440507092715","0.382101768024853"
"7 Strongly agree","2005","66 and older","Employed","73","0.365311904842293","0.302672553575913","0.427951256108672"
"1 Strongly disagree","2006","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2006","16-34 y.","Employed","","","",""
"1 Strongly disagree","2006","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2006","35-65 y.","Employed","","","",""
"1 Strongly disagree","2006","66 and older","Not Employed","","","",""
"1 Strongly disagree","2006","66 and older","Employed","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2006","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2006","66 and older","Employed","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2006","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2006","66 and older","Employed","","","",""
"4 on scale 1-7","2006","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2006","16-34 y.","Employed","","","",""
"4 on scale 1-7","2006","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2006","35-65 y.","Employed","","","",""
"4 on scale 1-7","2006","66 and older","Not Employed","","","",""
"4 on scale 1-7","2006","66 and older","Employed","","","",""
"5 on scale 1-7","2006","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2006","16-34 y.","Employed","","","",""
"5 on scale 1-7","2006","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2006","35-65 y.","Employed","","","",""
"5 on scale 1-7","2006","66 and older","Not Employed","","","",""
"5 on scale 1-7","2006","66 and older","Employed","","","",""
"6 on scale 1-7","2006","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2006","16-34 y.","Employed","","","",""
"6 on scale 1-7","2006","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2006","35-65 y.","Employed","","","",""
"6 on scale 1-7","2006","66 and older","Not Employed","","","",""
"6 on scale 1-7","2006","66 and older","Employed","","","",""
"7 Strongly agree","2006","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2006","16-34 y.","Employed","","","",""
"7 Strongly agree","2006","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2006","35-65 y.","Employed","","","",""
"7 Strongly agree","2006","66 and older","Not Employed","","","",""
"7 Strongly agree","2006","66 and older","Employed","","","",""
"1 Strongly disagree","2007","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2007","16-34 y.","Employed","","","",""
"1 Strongly disagree","2007","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2007","35-65 y.","Employed","","","",""
"1 Strongly disagree","2007","66 and older","Not Employed","","","",""
"1 Strongly disagree","2007","66 and older","Employed","","","",""
"2 on scale 1-7 ","2007","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2007","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2007","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2007","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2007","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2007","66 and older","Employed","","","",""
"3 on scale 1-7 ","2007","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2007","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2007","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2007","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2007","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2007","66 and older","Employed","","","",""
"4 on scale 1-7","2007","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2007","16-34 y.","Employed","","","",""
"4 on scale 1-7","2007","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2007","35-65 y.","Employed","","","",""
"4 on scale 1-7","2007","66 and older","Not Employed","","","",""
"4 on scale 1-7","2007","66 and older","Employed","","","",""
"5 on scale 1-7","2007","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2007","16-34 y.","Employed","","","",""
"5 on scale 1-7","2007","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2007","35-65 y.","Employed","","","",""
"5 on scale 1-7","2007","66 and older","Not Employed","","","",""
"5 on scale 1-7","2007","66 and older","Employed","","","",""
"6 on scale 1-7","2007","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2007","16-34 y.","Employed","","","",""
"6 on scale 1-7","2007","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2007","35-65 y.","Employed","","","",""
"6 on scale 1-7","2007","66 and older","Not Employed","","","",""
"6 on scale 1-7","2007","66 and older","Employed","","","",""
"7 Strongly agree","2007","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2007","16-34 y.","Employed","","","",""
"7 Strongly agree","2007","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2007","35-65 y.","Employed","","","",""
"7 Strongly agree","2007","66 and older","Not Employed","","","",""
"7 Strongly agree","2007","66 and older","Employed","","","",""
"1 Strongly disagree","2008","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2008","16-34 y.","Employed","","","",""
"1 Strongly disagree","2008","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2008","35-65 y.","Employed","","","",""
"1 Strongly disagree","2008","66 and older","Not Employed","","","",""
"1 Strongly disagree","2008","66 and older","Employed","","","",""
"2 on scale 1-7 ","2008","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2008","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2008","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2008","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2008","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2008","66 and older","Employed","","","",""
"3 on scale 1-7 ","2008","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2008","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2008","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2008","35-65 y.","Employed","","","",""
