"plh0224","year","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","West Germany","55","0.00423904918641661","0.00322180464919074","0.00525629372364248","1"
"1 Strongly disagree","2005","East Germany","14","","","","1"
"2 on scale 1-7 ","2005","East Germany","36","0.00738901449831988","0.00502534688294826","0.0097526821136915","2"
"2 on scale 1-7 ","2005","West Germany","94","0.00699938089624786","0.00569405736750312","0.00830470442499261","2"
"3 on scale 1-7 ","2005","West Germany","382","0.0236395399469177","0.0212608480416056","0.0260182318522298","3"
"3 on scale 1-7 ","2005","East Germany","72","0.0184257350760301","0.0147139946244975","0.0221374755275627","3"
"4 on scale 1-7","2005","East Germany","471","0.0909137794338503","0.082979253194522","0.0988483056731786","4"
"4 on scale 1-7","2005","West Germany","1554","0.096084798287333","0.0914705094177383","0.100699087156928","4"
"5 on scale 1-7","2005","West Germany","3246","0.20471842986283","0.198400824074996","0.211036035650664","5"
"5 on scale 1-7","2005","East Germany","955","0.179641347458136","0.169046160110307","0.190236534805964","5"
"6 on scale 1-7","2005","East Germany","1958","0.3750597866276","0.361697736590686","0.388421836664514","6"
"6 on scale 1-7","2005","West Germany","5834","0.365745244077965","0.358204142290946","0.373286345864984","6"
"7 Strongly agree","2005","East Germany","1537","0.324525853842302","0.311603767961195","0.33744793972341","7"
"7 Strongly agree","2005","West Germany","4505","0.29857355774229","0.291408324513837","0.305738790970744","7"
"1 Strongly disagree","2006","West Germany","","","","","1"
"1 Strongly disagree","2006","East Germany","","","","","1"
"2 on scale 1-7 ","2006","West Germany","","","","","2"
"2 on scale 1-7 ","2006","East Germany","","","","","2"
"3 on scale 1-7 ","2006","East Germany","","","","","3"
"3 on scale 1-7 ","2006","West Germany","","","","","3"
"4 on scale 1-7","2006","West Germany","","","","","4"
"4 on scale 1-7","2006","East Germany","","","","","4"
"5 on scale 1-7","2006","East Germany","","","","","5"
"5 on scale 1-7","2006","West Germany","","","","","5"
"6 on scale 1-7","2006","East Germany","","","","","6"
"6 on scale 1-7","2006","West Germany","","","","","6"
"7 Strongly agree","2006","East Germany","","","","","7"
"7 Strongly agree","2006","West Germany","","","","","7"
"1 Strongly disagree","2007","West Germany","","","","","1"
"1 Strongly disagree","2007","East Germany","","","","","1"
"2 on scale 1-7 ","2007","East Germany","","","","","2"
"2 on scale 1-7 ","2007","West Germany","","","","","2"
"3 on scale 1-7 ","2007","West Germany","","","","","3"
"3 on scale 1-7 ","2007","East Germany","","","","","3"
"4 on scale 1-7","2007","East Germany","","","","","4"
"4 on scale 1-7","2007","West Germany","","","","","4"
"5 on scale 1-7","2007","East Germany","","","","","5"
"5 on scale 1-7","2007","West Germany","","","","","5"
"6 on scale 1-7","2007","East Germany","","","","","6"
"6 on scale 1-7","2007","West Germany","","","","","6"
"7 Strongly agree","2007","West Germany","","","","","7"
"7 Strongly agree","2007","East Germany","","","","","7"
"1 Strongly disagree","2008","West Germany","","","","","1"
"1 Strongly disagree","2008","East Germany","","","","","1"
"2 on scale 1-7 ","2008","West Germany","","","","","2"
"2 on scale 1-7 ","2008","East Germany","","","","","2"
"3 on scale 1-7 ","2008","East Germany","","","","","3"
"3 on scale 1-7 ","2008","West Germany","","","","","3"
"4 on scale 1-7","2008","West Germany","","","","","4"
"4 on scale 1-7","2008","East Germany","","","","","4"
"5 on scale 1-7","2008","East Germany","","","","","5"
"5 on scale 1-7","2008","West Germany","","","","","5"
"6 on scale 1-7","2008","East Germany","","","","","6"
"6 on scale 1-7","2008","West Germany","","","","","6"
"7 Strongly agree","2008","West Germany","","","","","7"
"7 Strongly agree","2008","East Germany","","","","","7"
"1 Strongly disagree","2009","West Germany","51","0.00476116714357811","0.00359843036434384","0.00592390392281237","1"
"1 Strongly disagree","2009","East Germany","20","","","","1"
"2 on scale 1-7 ","2009","East Germany","35","0.00650307183837523","0.00416394318878195","0.00884220048796851","2"
"2 on scale 1-7 ","2009","West Germany","112","0.00991443958275136","0.00824091734284462","0.0115879618226581","2"
"3 on scale 1-7 ","2009","West Germany","372","0.0300949292687621","0.027209088809188","0.0329807697283362","3"
"3 on scale 1-7 ","2009","East Germany","86","0.0180668468002853","0.0141907580652731","0.0219429355352976","3"
"4 on scale 1-7","2009","East Germany","470","0.10739691310718","0.0983866668732293","0.116407159341131","4"
"4 on scale 1-7","2009","West Germany","1470","0.111503213285264","0.106186629507632","0.116819797062895","4"
"5 on scale 1-7","2009","East Germany","1031","0.232249823854569","0.21996131385835","0.244538333850789","5"
"5 on scale 1-7","2009","West Germany","3015","0.222717096753703","0.215689167589429","0.229745025917977","5"
"6 on scale 1-7","2009","East Germany","1753","0.381370276797577","0.367235128135353","0.3955054254598","6"
"6 on scale 1-7","2009","West Germany","5005","0.360165229797092","0.352056630302228","0.368273829291957","6"
"7 Strongly agree","2009","West Germany","3439","0.26084392416885","0.253427074478764","0.268260773858935","7"
"7 Strongly agree","2009","East Germany","1141","0.250686575236685","0.238073852074549","0.263299298398822","7"
"1 Strongly disagree","2010","West Germany","","","","","1"
"1 Strongly disagree","2010","East Germany","","","","","1"
"2 on scale 1-7 ","2010","West Germany","","","","","2"
"2 on scale 1-7 ","2010","East Germany","","","","","2"
"3 on scale 1-7 ","2010","East Germany","","","","","3"
"3 on scale 1-7 ","2010","West Germany","","","","","3"
"4 on scale 1-7","2010","East Germany","","","","","4"
"4 on scale 1-7","2010","West Germany","","","","","4"
"5 on scale 1-7","2010","East Germany","","","","","5"
"5 on scale 1-7","2010","West Germany","","","","","5"
"6 on scale 1-7","2010","West Germany","","","","","6"
"6 on scale 1-7","2010","East Germany","","","","","6"
"7 Strongly agree","2010","West Germany","","","","","7"
"7 Strongly agree","2010","East Germany","","","","","7"
"1 Strongly disagree","2011","West Germany","","","","","1"
"1 Strongly disagree","2011","East Germany","","","","","1"
"2 on scale 1-7 ","2011","East Germany","","","","","2"
"2 on scale 1-7 ","2011","West Germany","","","","","2"
"3 on scale 1-7 ","2011","West Germany","","","","","3"
"3 on scale 1-7 ","2011","East Germany","","","","","3"
"4 on scale 1-7","2011","East Germany","","","","","4"
"4 on scale 1-7","2011","West Germany","","","","","4"
"5 on scale 1-7","2011","East Germany","","","","","5"
"5 on scale 1-7","2011","West Germany","","","","","5"
"6 on scale 1-7","2011","East Germany","","","","","6"
"6 on scale 1-7","2011","West Germany","","","","","6"
"7 Strongly agree","2011","West Germany","","","","","7"
"7 Strongly agree","2011","East Germany","","","","","7"
"1 Strongly disagree","2012","West Germany","17","","","","1"
"1 Strongly disagree","2012","East Germany","1","","","","1"
"2 on scale 1-7 ","2012","West Germany","40","0.00749062259691417","0.0052681556286865","0.00971308956514183","2"
"2 on scale 1-7 ","2012","East Germany","7","","","","2"
"3 on scale 1-7 ","2012","East Germany","23","","","","3"
"3 on scale 1-7 ","2012","West Germany","106","0.0197875850661883","0.0161978239899776","0.023377346142399","3"
