"plh0224","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Full Time","Urban Area","15","","","","1"
"1 Strongly disagree","2005","Full Time","Rural Area","9","","","","1"
"1 Strongly disagree","2005","Part Time","Urban Area","6","","","","1"
"1 Strongly disagree","2005","Part Time","Rural Area","4","","","","1"
"1 Strongly disagree","2005","Not Working","Urban Area","25","","","","1"
"1 Strongly disagree","2005","Not Working","Rural Area","10","","","","1"
"2 on scale 1-7 ","2005","Part Time","Urban Area","16","","","","2"
"2 on scale 1-7 ","2005","Full Time","Urban Area","38","0.00702307498739396","0.00479471373859581","0.00925143623619211","2"
"2 on scale 1-7 ","2005","Not Working","Rural Area","23","","","","2"
"2 on scale 1-7 ","2005","Full Time","Rural Area","17","","","","2"
"2 on scale 1-7 ","2005","Part Time","Rural Area","6","","","","2"
"2 on scale 1-7 ","2005","Not Working","Urban Area","30","0.00508443097963662","0.00315278784502689","0.00701607411424636","2"
"3 on scale 1-7 ","2005","Not Working","Urban Area","118","0.0203761499416647","0.0165390479582938","0.0242132519250356","3"
"3 on scale 1-7 ","2005","Full Time","Urban Area","138","0.0256246208604115","0.0214081972026134","0.0298410445182096","3"
"3 on scale 1-7 ","2005","Part Time","Rural Area","26","","","","3"
"3 on scale 1-7 ","2005","Part Time","Urban Area","51","0.0155515649651632","0.0113048195406865","0.0197983103896399","3"
"3 on scale 1-7 ","2005","Full Time","Rural Area","65","0.0333679408743281","0.0265132428509132","0.0402226388977429","3"
"3 on scale 1-7 ","2005","Not Working","Rural Area","56","0.0250984873906126","0.0191506859704695","0.0310462888107557","3"
"4 on scale 1-7","2005","Not Working","Rural Area","256","0.094303762453764","0.0831913563149496","0.105416168592578","4"
"4 on scale 1-7","2005","Full Time","Rural Area","277","0.0935496605609398","0.0824352575052822","0.104664063616597","4"
"4 on scale 1-7","2005","Part Time","Urban Area","268","0.0795424111530872","0.0702554429474913","0.0888293793586832","4"
"4 on scale 1-7","2005","Not Working","Urban Area","512","0.0955166822112709","0.0875339327672575","0.103499431655284","4"
"4 on scale 1-7","2005","Full Time","Urban Area","577","0.103674145426408","0.0955398384022081","0.111808452450607","4"
"4 on scale 1-7","2005","Part Time","Rural Area","135","0.100642446014782","0.0856890553577827","0.115595836671781","4"
"5 on scale 1-7","2005","Not Working","Rural Area","519","0.184237898383862","0.169497013255551","0.198978783512173","5"
"5 on scale 1-7","2005","Part Time","Rural Area","280","0.168021888403026","0.1494386338717","0.186605142934351","5"
"5 on scale 1-7","2005","Not Working","Urban Area","1018","0.19339664021211","0.18266991688466","0.20412336353956","5"
"5 on scale 1-7","2005","Full Time","Urban Area","1219","0.22888609933987","0.217675693336756","0.240096505342984","5"
"5 on scale 1-7","2005","Full Time","Rural Area","557","0.199624139253531","0.184367933214485","0.214880345292577","5"
"5 on scale 1-7","2005","Part Time","Urban Area","608","0.191941879931385","0.178424925084112","0.205458834778658","5"
"6 on scale 1-7","2005","Not Working","Rural Area","971","0.349705391855107","0.331572855595695","0.367837928114519","6"
"6 on scale 1-7","2005","Part Time","Urban Area","1315","0.388678347453366","0.371948084973809","0.405408609932922","6"
"6 on scale 1-7","2005","Not Working","Urban Area","1805","0.343356654206845","0.330460800099778","0.356252508313911","6"
"6 on scale 1-7","2005","Full Time","Urban Area","2054","0.375292896986237","0.362372502883248","0.388213291089225","6"
"6 on scale 1-7","2005","Part Time","Rural Area","620","0.390945931652379","0.366692724978663","0.415199138326095","6"
"6 on scale 1-7","2005","Full Time","Rural Area","1027","0.384499402281157","0.36593183098789","0.403066973574424","6"
"7 Strongly agree","2005","Not Working","Rural Area","822","0.333293832829214","0.315369904903938","0.35121776075449","7"
"7 Strongly agree","2005","Not Working","Urban Area","1700","0.336869187825689","0.324032799352676","0.349705576298702","7"
"7 Strongly agree","2005","Part Time","Urban Area","997","0.31190798639227","0.296007544365808","0.327808428418731","7"
"7 Strongly agree","2005","Part Time","Rural Area","484","0.319797154011492","0.296615767192476","0.342978540830509","7"
"7 Strongly agree","2005","Full Time","Urban Area","1354","0.254666362197416","0.243040811891277","0.266291912503555","7"
"7 Strongly agree","2005","Full Time","Rural Area","685","0.277490172574719","0.260400304548738","0.294580040600699","7"
"1 Strongly disagree","2006","Full Time","Rural Area","","","","","1"
"1 Strongly disagree","2006","Part Time","Urban Area","","","","","1"
"1 Strongly disagree","2006","Part Time","Rural Area","","","","","1"
"1 Strongly disagree","2006","Not Working","Urban Area","","","","","1"
"1 Strongly disagree","2006","Not Working","Rural Area","","","","","1"
"1 Strongly disagree","2006","Full Time","Urban Area","","","","","1"
"2 on scale 1-7 ","2006","Full Time","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","Part Time","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","Part Time","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","Not Working","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","Full Time","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","Not Working","Urban Area","","","","","2"
"3 on scale 1-7 ","2006","Not Working","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","Not Working","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","Part Time","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","Part Time","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","Full Time","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","Full Time","Urban Area","","","","","3"
"4 on scale 1-7","2006","Full Time","Rural Area","","","","","4"
"4 on scale 1-7","2006","Full Time","Urban Area","","","","","4"
"4 on scale 1-7","2006","Not Working","Rural Area","","","","","4"
"4 on scale 1-7","2006","Not Working","Urban Area","","","","","4"
"4 on scale 1-7","2006","Part Time","Rural Area","","","","","4"
"4 on scale 1-7","2006","Part Time","Urban Area","","","","","4"
"5 on scale 1-7","2006","Not Working","Rural Area","","","","","5"
"5 on scale 1-7","2006","Not Working","Urban Area","","","","","5"
"5 on scale 1-7","2006","Part Time","Urban Area","","","","","5"
"5 on scale 1-7","2006","Part Time","Rural Area","","","","","5"
"5 on scale 1-7","2006","Full Time","Urban Area","","","","","5"
"5 on scale 1-7","2006","Full Time","Rural Area","","","","","5"
"6 on scale 1-7","2006","Not Working","Rural Area","","","","","6"
"6 on scale 1-7","2006","Part Time","Urban Area","","","","","6"
"6 on scale 1-7","2006","Not Working","Urban Area","","","","","6"
"6 on scale 1-7","2006","Part Time","Rural Area","","","","","6"
"6 on scale 1-7","2006","Full Time","Rural Area","","","","","6"
"6 on scale 1-7","2006","Full Time","Urban Area","","","","","6"
"7 Strongly agree","2006","Not Working","Rural Area","","","","","7"
"7 Strongly agree","2006","Part Time","Urban Area","","","","","7"
"7 Strongly agree","2006","Part Time","Rural Area","","","","","7"
"7 Strongly agree","2006","Not Working","Urban Area","","","","","7"
"7 Strongly agree","2006","Full Time","Urban Area","","","","","7"
"7 Strongly agree","2006","Full Time","Rural Area","","","","","7"
"1 Strongly disagree","2007","Full Time","Urban Area","","","","","1"
"1 Strongly disagree","2007","Full Time","Rural Area","","","","","1"
"1 Strongly disagree","2007","Part Time","Urban Area","","","","","1"
"1 Strongly disagree","2007","Part Time","Rural Area","","","","","1"
"1 Strongly disagree","2007","Not Working","Urban Area","","","","","1"
"1 Strongly disagree","2007","Not Working","Rural Area","","","","","1"
"2 on scale 1-7 ","2007","Not Working","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","Not Working","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","Part Time","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","Full Time","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","Full Time","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","Part Time","Rural Area","","","","","2"
"3 on scale 1-7 ","2007","Part Time","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","Full Time","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","Not Working","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","Full Time","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","Part Time","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","Not Working","Urban Area","","","","","3"
"4 on scale 1-7","2007","Full Time","Urban Area","","","","","4"
"4 on scale 1-7","2007","Full Time","Rural Area","","","","","4"
"4 on scale 1-7","2007","Not Working","Rural Area","","","","","4"
