"plh0224","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","no migration background","9","","",""
"1 Strongly disagree","2005","1-pers.-HH","direct migration background","1","","",""
"1 Strongly disagree","2005","1-pers.-HH","indirect migration background","","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","no migration background","24","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","direct migration background","3","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","indirect migration background","","","",""
"1 Strongly disagree","2005","Single parent ","no migration background","","","",""
"1 Strongly disagree","2005","Single parent ","direct migration background","1","","",""
"1 Strongly disagree","2005","Single parent ","indirect migration background","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","no migration background","6","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","direct migration background","2","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","indirect migration background","","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","no migration background","15","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","direct migration background","","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","indirect migration background","1","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","no migration background","3","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","direct migration background","","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","indirect migration background","","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","no migration background","19","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","direct migration background","1","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","indirect migration background","","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","no migration background","40","0.00569528953413624","0.0038241116907452","0.00756646737752727"
"2 on scale 1-7 ","2005","(Married) couple without C. ","direct migration background","2","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","indirect migration background","","","",""
"2 on scale 1-7 ","2005","Single parent ","no migration background","5","","",""
"2 on scale 1-7 ","2005","Single parent ","direct migration background","1","","",""
"2 on scale 1-7 ","2005","Single parent ","indirect migration background","2","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","no migration background","11","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","direct migration background","3","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","indirect migration background","1","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","no migration background","20","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","direct migration background","2","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","indirect migration background","1","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","no migration background","14","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","direct migration background","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","indirect migration background","2","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","no migration background","53","0.0202178131241023","0.0148712349133008","0.0255643913349038"
"3 on scale 1-7 ","2005","1-pers.-HH","direct migration background","","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","indirect migration background","1","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","no migration background","130","0.0219409009543828","0.0182983369503771","0.0255834649583884"
"3 on scale 1-7 ","2005","(Married) couple without C. ","direct migration background","19","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","indirect migration background","2","","",""
"3 on scale 1-7 ","2005","Single parent ","no migration background","22","","",""
"3 on scale 1-7 ","2005","Single parent ","direct migration background","","","",""
"3 on scale 1-7 ","2005","Single parent ","indirect migration background","2","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","no migration background","58","0.025202305006845","0.0195973064480047","0.0308073035656854"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","direct migration background","13","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","indirect migration background","6","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","no migration background","69","0.0212682524306366","0.0161353089239957","0.0264011959372775"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","direct migration background","7","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","indirect migration background","6","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","no migration background","31","0.0316151577352285","0.0220816522491019","0.0411486632213551"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","direct migration background","9","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","indirect migration background","5","","",""
"4 on scale 1-7","2005","1-pers.-HH","no migration background","219","0.081202264401481","0.0708260701480638","0.0915784586548982"
"4 on scale 1-7","2005","1-pers.-HH","direct migration background","18","","",""
"4 on scale 1-7","2005","1-pers.-HH","indirect migration background","9","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","no migration background","574","0.090517570705823","0.0833831122112539","0.0976520292003922"
"4 on scale 1-7","2005","(Married) couple without C. ","direct migration background","50","0.082502159536869","0.0621207481683631","0.102883570905375"
"4 on scale 1-7","2005","(Married) couple without C. ","indirect migration background","11","","",""
"4 on scale 1-7","2005","Single parent ","no migration background","83","0.0875438698972652","0.0690790233276708","0.106008716466859"
"4 on scale 1-7","2005","Single parent ","direct migration background","16","","",""
"4 on scale 1-7","2005","Single parent ","indirect migration background","5","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","no migration background","332","0.105256728076404","0.0942825429935615","0.116230913159247"
"4 on scale 1-7","2005","Couple + C. LE 16 ","direct migration background","40","0.0679115546408821","0.0464514651768291","0.0893716441049351"
"4 on scale 1-7","2005","Couple + C. LE 16 ","indirect migration background","16","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","no migration background","322","0.113567017650563","0.102278996687254","0.124855038613872"
"4 on scale 1-7","2005","Couple + C. GT 16 ","direct migration background","35","0.091774240285517","0.0636218862612033","0.119926594309831"
"4 on scale 1-7","2005","Couple + C. GT 16 ","indirect migration background","29","","",""
