"plh0224","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","lower secondary degree","6","","",""
"1 Strongly disagree","2005","Full Time","secondary school degree","7","","",""
"1 Strongly disagree","2005","Full Time","college entrance qualification","7","","",""
"1 Strongly disagree","2005","Full Time","Other degree","2","","",""
"1 Strongly disagree","2005","Full Time","no degree/no degree yet","1","","",""
"1 Strongly disagree","2005","Part Time","lower secondary degree","5","","",""
"1 Strongly disagree","2005","Part Time","secondary school degree","3","","",""
"1 Strongly disagree","2005","Part Time","college entrance qualification","2","","",""
"1 Strongly disagree","2005","Part Time","Other degree","","","",""
"1 Strongly disagree","2005","Part Time","no degree/no degree yet","","","",""
"1 Strongly disagree","2005","Not Working","lower secondary degree","24","","",""
"1 Strongly disagree","2005","Not Working","secondary school degree","4","","",""
"1 Strongly disagree","2005","Not Working","college entrance qualification","2","","",""
"1 Strongly disagree","2005","Not Working","Other degree","1","","",""
"1 Strongly disagree","2005","Not Working","no degree/no degree yet","3","","",""
"2 on scale 1-7 ","2005","Full Time","lower secondary degree","17","","",""
"2 on scale 1-7 ","2005","Full Time","secondary school degree","25","","",""
"2 on scale 1-7 ","2005","Full Time","college entrance qualification","12","","",""
"2 on scale 1-7 ","2005","Full Time","Other degree","1","","",""
"2 on scale 1-7 ","2005","Full Time","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2005","Part Time","lower secondary degree","6","","",""
"2 on scale 1-7 ","2005","Part Time","secondary school degree","7","","",""
"2 on scale 1-7 ","2005","Part Time","college entrance qualification","6","","",""
"2 on scale 1-7 ","2005","Part Time","Other degree","","","",""
"2 on scale 1-7 ","2005","Part Time","no degree/no degree yet","1","","",""
"2 on scale 1-7 ","2005","Not Working","lower secondary degree","27","","",""
"2 on scale 1-7 ","2005","Not Working","secondary school degree","8","","",""
"2 on scale 1-7 ","2005","Not Working","college entrance qualification","7","","",""
"2 on scale 1-7 ","2005","Not Working","Other degree","3","","",""
"2 on scale 1-7 ","2005","Not Working","no degree/no degree yet","5","","",""
"3 on scale 1-7 ","2005","Full Time","lower secondary degree","67","0.0385004031628702","0.0300850290307849","0.0469157772949556"
"3 on scale 1-7 ","2005","Full Time","secondary school degree","67","0.0283408405419647","0.022283400730122","0.0343982803538075"
"3 on scale 1-7 ","2005","Full Time","college entrance qualification","54","0.0167801863815751","0.0118190270453199","0.0217413457178302"
"3 on scale 1-7 ","2005","Full Time","Other degree","8","","",""
"3 on scale 1-7 ","2005","Full Time","no degree/no degree yet","1","","",""
"3 on scale 1-7 ","2005","Part Time","lower secondary degree","26","","",""
"3 on scale 1-7 ","2005","Part Time","secondary school degree","20","","",""
"3 on scale 1-7 ","2005","Part Time","college entrance qualification","24","","",""
"3 on scale 1-7 ","2005","Part Time","Other degree","3","","",""
"3 on scale 1-7 ","2005","Part Time","no degree/no degree yet","1","","",""
"3 on scale 1-7 ","2005","Not Working","lower secondary degree","80","0.0226278424498854","0.0178801062842945","0.0273755786154764"
"3 on scale 1-7 ","2005","Not Working","secondary school degree","28","","",""
"3 on scale 1-7 ","2005","Not Working","college entrance qualification","24","","",""
"3 on scale 1-7 ","2005","Not Working","Other degree","18","","",""
"3 on scale 1-7 ","2005","Not Working","no degree/no degree yet","19","","",""
"4 on scale 1-7","2005","Full Time","lower secondary degree","241","0.118103344272766","0.103987521977237","0.132219166568294"
"4 on scale 1-7","2005","Full Time","secondary school degree","288","0.0858778112490452","0.0756503373742912","0.0961052851237992"
"4 on scale 1-7","2005","Full Time","college entrance qualification","271","0.0989901015713137","0.0874550340686903","0.110525169073937"
"4 on scale 1-7","2005","Full Time","Other degree","36","0.105542431233964","0.0747713949167227","0.136313467551206"
"4 on scale 1-7","2005","Full Time","no degree/no degree yet","4","","",""
"4 on scale 1-7","2005","Part Time","lower secondary degree","128","0.0918533650532005","0.0762192872152184","0.107487442891183"
"4 on scale 1-7","2005","Part Time","secondary school degree","108","0.0730725651635537","0.0603638874699923","0.0857812428571151"
"4 on scale 1-7","2005","Part Time","college entrance qualification","111","0.0805427697232914","0.0662005607144367","0.094884978732146"
"4 on scale 1-7","2005","Part Time","Other degree","28","","",""
"4 on scale 1-7","2005","Part Time","no degree/no degree yet","17","","",""
"4 on scale 1-7","2005","Not Working","lower secondary degree","358","0.0864362224946752","0.0774649851320096","0.0954074598573408"
"4 on scale 1-7","2005","Not Working","secondary school degree","126","0.0941256482380631","0.0794845253523231","0.108766771123803"
"4 on scale 1-7","2005","Not Working","college entrance qualification","127","0.111397003790283","0.0938782552295512","0.128915752351014"
"4 on scale 1-7","2005","Not Working","Other degree","44","0.093990306460153","0.0677475626237762","0.12023305029653"
"4 on scale 1-7","2005","Not Working","no degree/no degree yet","85","0.118740080780769","0.0948955344829654","0.142584627078573"
"5 on scale 1-7","2005","Full Time","lower secondary degree","431","0.197426705876924","0.180016194047093","0.214837217706756"
"5 on scale 1-7","2005","Full Time","secondary school degree","618","0.229392090997793","0.214044800242886","0.2447393817527"
"5 on scale 1-7","2005","Full Time","college entrance qualification","598","0.226670055627594","0.210498977943682","0.242841133311506"
"5 on scale 1-7","2005","Full Time","Other degree","87","0.235911679880929","0.193391488934376","0.278431870827482"
"5 on scale 1-7","2005","Full Time","no degree/no degree yet","16","","",""
"5 on scale 1-7","2005","Part Time","lower secondary degree","235","0.188476095076763","0.167305866777","0.209646323376526"
"5 on scale 1-7","2005","Part Time","secondary school degree","264","0.162921069159663","0.144887896038295","0.18095424228103"
"5 on scale 1-7","2005","Part Time","college entrance qualification","289","0.198643859813365","0.177616373541924","0.219671346084806"
"5 on scale 1-7","2005","Part Time","Other degree","42","0.167882959558416","0.122363853421356","0.213402065695476"
"5 on scale 1-7","2005","Part Time","no degree/no degree yet","32","0.201392198610436","0.134481333723443","0.268303063497429"
"5 on scale 1-7","2005","Not Working","lower secondary degree","732","0.192052406237223","0.179476580965782","0.204628231508665"
"5 on scale 1-7","2005","Not Working","secondary school degree","285","0.159619267524901","0.14125527471585","0.177983260333952"
"5 on scale 1-7","2005","Not Working","college entrance qualification","268","0.227952224164825","0.204593106036114","0.251311342293536"
"5 on scale 1-7","2005","Not Working","Other degree","96","0.207179229747843","0.170732220004319","0.243626239491366"
"5 on scale 1-7","2005","Not Working","no degree/no degree yet","131","0.159751289515921","0.132745026206966","0.186757552824875"
"6 on scale 1-7","2005","Full Time","lower secondary degree","685","0.347989517993806","0.327155328644708","0.368823707342904"
"6 on scale 1-7","2005","Full Time","secondary school degree","1122","0.377498898104581","0.359803771419857","0.395194024789304"
"6 on scale 1-7","2005","Full Time","college entrance qualification","1089","0.434448057159904","0.415302647947181","0.453593466372627"
"6 on scale 1-7","2005","Full Time","Other degree","116","0.288950222286482","0.243554992062769","0.334345452510195"
"6 on scale 1-7","2005","Full Time","no degree/no degree yet","23","","",""
"6 on scale 1-7","2005","Part Time","lower secondary degree","468","0.348448990289697","0.322656661198165","0.374241319381228"
"6 on scale 1-7","2005","Part Time","secondary school degree","677","0.41932027155233","0.395224458640183","0.443416084464477"
"6 on scale 1-7","2005","Part Time","college entrance qualification","605","0.426221254448312","0.400158111813763","0.45228439708286"
"6 on scale 1-7","2005","Part Time","Other degree","96","0.374849079946163","0.315894320597586","0.43380383929474"
"6 on scale 1-7","2005","Part Time","no degree/no degree yet","50","0.360741819366242","0.280621081421219","0.440862557311265"
"6 on scale 1-7","2005","Not Working","lower secondary degree","1299","0.346676659621303","0.331483034352139","0.361870284890467"
"6 on scale 1-7","2005","Not Working","secondary school degree","554","0.351374444279353","0.327437509985333","0.375311378573373"
"6 on scale 1-7","2005","Not Working","college entrance qualification","478","0.366692366936723","0.33985927405403","0.393525459819416"
"6 on scale 1-7","2005","Not Working","Other degree","141","0.28803368414587","0.247309475915602","0.328757892376139"
"6 on scale 1-7","2005","Not Working","no degree/no degree yet","259","0.354821845264779","0.319553637851906","0.390090052677652"
"7 Strongly agree","2005","Full Time","lower secondary degree","561","0.281572894750111","0.261900690981048","0.301245098519174"
"7 Strongly agree","2005","Full Time","secondary school degree","756","0.269696878249851","0.253496867298865","0.285896889200838"
"7 Strongly agree","2005","Full Time","college entrance qualification","544","0.215867626407731","0.199976747264681","0.231758505550781"
"7 Strongly agree","2005","Full Time","Other degree","133","0.335168788650242","0.28789328233271","0.382444294967774"
"7 Strongly agree","2005","Full Time","no degree/no degree yet","11","","",""
"7 Strongly agree","2005","Part Time","lower secondary degree","443","0.342629650897554","0.31693964093701","0.368319660858098"
"7 Strongly agree","2005","Part Time","secondary school degree","532","0.326136622624058","0.30324450162853","0.349028743619586"
"7 Strongly agree","2005","Part Time","college entrance qualification","346","0.266655078503892","0.243349167966718","0.289960989041067"
"7 Strongly agree","2005","Part Time","Other degree","90","0.330597884140163","0.273306174235978","0.387889594044348"
"7 Strongly agree","2005","Part Time","no degree/no degree yet","37","0.259204577422429","0.186094199942532","0.332314954902326"
"7 Strongly agree","2005","Not Working","lower secondary degree","1249","0.338666793525486","0.323557940548164","0.353775646502808"
"7 Strongly agree","2005","Not Working","secondary school degree","523","0.370202732102142","0.345992073159381","0.394413391044902"
"7 Strongly agree","2005","Not Working","college entrance qualification","333","0.271276982022921","0.246519860166953","0.296034103878889"
"7 Strongly agree","2005","Not Working","Other degree","172","0.368310861239542","0.324933787162019","0.411687935317064"
"7 Strongly agree","2005","Not Working","no degree/no degree yet","205","0.334809578527633","0.300023112192776","0.369596044862491"
"1 Strongly disagree","2006","Full Time","lower secondary degree","","","",""
"1 Strongly disagree","2006","Full Time","secondary school degree","","","",""
"1 Strongly disagree","2006","Full Time","college entrance qualification","","","",""
"1 Strongly disagree","2006","Full Time","Other degree","","","",""
"1 Strongly disagree","2006","Full Time","no degree/no degree yet","","","",""
"1 Strongly disagree","2006","Part Time","lower secondary degree","","","",""
"1 Strongly disagree","2006","Part Time","secondary school degree","","","",""
"1 Strongly disagree","2006","Part Time","college entrance qualification","","","",""
"1 Strongly disagree","2006","Part Time","Other degree","","","",""
"1 Strongly disagree","2006","Part Time","no degree/no degree yet","","","",""
"1 Strongly disagree","2006","Not Working","lower secondary degree","","","",""
"1 Strongly disagree","2006","Not Working","secondary school degree","","","",""
"1 Strongly disagree","2006","Not Working","college entrance qualification","","","",""
"1 Strongly disagree","2006","Not Working","Other degree","","","",""
"1 Strongly disagree","2006","Not Working","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","Full Time","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","Full Time","secondary school degree","","","",""
"2 on scale 1-7 ","2006","Full Time","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Full Time","Other degree","","","",""
"2 on scale 1-7 ","2006","Full Time","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","Part Time","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","Part Time","secondary school degree","","","",""
"2 on scale 1-7 ","2006","Part Time","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Part Time","Other degree","","","",""
"2 on scale 1-7 ","2006","Part Time","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","Not Working","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","Not Working","secondary school degree","","","",""
"2 on scale 1-7 ","2006","Not Working","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Not Working","Other degree","","","",""
"2 on scale 1-7 ","2006","Not Working","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","Full Time","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","Full Time","secondary school degree","","","",""
"3 on scale 1-7 ","2006","Full Time","college entrance qualification","","","",""
