"year","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Full Time","1.94","2","3189","1","2","2","3","3","1.92","1.96","1","4","2","2"
"1990","Not Working","1.89","2","2616","1","2","2","3","4","1.87","1.91","1","4","2","2"
"1990","Part Time","1.89","2","1336","1","2","2","3","3","1.86","1.92","1","4","2","2"
"1991","Full Time","","","","","","","","","","","","","",""
"1991","Not Working","","","","","","","","","","","","","",""
"1991","Part Time","","","","","","","","","","","","","",""
"1992","Full Time","1.9","2","5337","1","2","2","3","3","1.88","1.92","1","4","2","2"
"1992","Not Working","1.94","2","3546","1","2","2","3","4","1.92","1.96","1","4","2","2"
"1992","Part Time","1.82","2","2125","1","1","2","2","3","1.8","1.84","1","4","2","2"
"1993","Full Time","","","","","","","","","","","","","",""
"1993","Not Working","","","","","","","","","","","","","",""
"1993","Part Time","","","","","","","","","","","","","",""
"1994","Full Time","","","","","","","","","","","","","",""
"1994","Not Working","","","","","","","","","","","","","",""
"1994","Part Time","","","","","","","","","","","","","",""
"1995","Full Time","1.87","2","4968","1","2","2","2","3","1.85","1.89","1","4","2","2"
"1995","Not Working","1.86","2","4081","1","1","2","3","4","1.84","1.88","1","4","2","2"
"1995","Part Time","1.81","2","2201","1","1","2","2","4","1.78","1.84","1","4","2","2"
"1996","Full Time","","","","","","","","","","","","","",""
"1996","Not Working","","","","","","","","","","","","","",""
"1996","Part Time","","","","","","","","","","","","","",""
"1997","Full Time","","","","","","","","","","","","","",""
"1997","Not Working","","","","","","","","","","","","","",""
"1997","Part Time","","","","","","","","","","","","","",""
"1998","Full Time","","","","","","","","","","","","","",""
"1998","Not Working","","","","","","","","","","","","","",""
"1998","Part Time","","","","","","","","","","","","","",""
"1999","Full Time","","","","","","","","","","","","","",""
"1999","Not Working","","","","","","","","","","","","","",""
"1999","Part Time","","","","","","","","","","","","","",""
"2000","Full Time","","","","","","","","","","","","","",""
"2000","Not Working","","","","","","","","","","","","","",""
"2000","Part Time","","","","","","","","","","","","","",""
"2001","Full Time","","","","","","","","","","","","","",""
"2001","Not Working","","","","","","","","","","","","","",""
"2001","Part Time","","","","","","","","","","","","","",""
"2002","Full Time","","","","","","","","","","","","","",""
"2002","Not Working","","","","","","","","","","","","","",""
"2002","Part Time","","","","","","","","","","","","","",""
"2003","Full Time","","","","","","","","","","","","","",""
"2003","Not Working","","","","","","","","","","","","","",""
"2003","Part Time","","","","","","","","","","","","","",""
"2004","Full Time","1.87","2","8455","1","2","2","3","3","1.86","1.88","1","4","2","2"
"2004","Not Working","1.86","2","8166","1","1","2","2","3","1.85","1.87","1","4","2","2"
"2004","Part Time","1.78","2","5019","1","1","2","2","3","1.76","1.8","1","4","2","2"
"2005","Full Time","","","","","","","","","","","","","",""
"2005","Not Working","","","","","","","","","","","","","",""
"2005","Part Time","","","","","","","","","","","","","",""
"2006","Full Time","","","","","","","","","","","","","",""
"2006","Not Working","","","","","","","","","","","","","",""
"2006","Part Time","","","","","","","","","","","","","",""
"2007","Full Time","","","","","","","","","","","","","",""
"2007","Not Working","","","","","","","","","","","","","",""
"2007","Part Time","","","","","","","","","","","","","",""
"2008","Full Time","1.86","2","7490","1","2","2","2","3","1.85","1.87","1","4","2","2"
"2008","Not Working","1.88","2","7464","1","2","2","3","4","1.87","1.89","1","4","2","2"
"2008","Part Time","1.77","2","4419","1","1","2","2","3","1.75","1.79","1","4","2","2"
"2009","Full Time","","","","","","","","","","","","","",""
"2009","Not Working","","","","","","","","","","","","","",""
"2009","Part Time","","","","","","","","","","","","","",""
"2010","Full Time","1.58","2","2786","1","1","2","2","3","1.56","1.6","1","4","2","2"
"2010","Not Working","1.47","1","2081","1","1","2","2","3","1.45","1.49","1","4","1","1"
"2010","Part Time","1.49","1","2444","1","1","2","2","3","1.47","1.51","1","4","1","1"
"2011","Full Time","","","","","","","","","","","","","",""
"2011","Not Working","","","","","","","","","","","","","",""
"2011","Part Time","","","","","","","","","","","","","",""
"2012","Full Time","1.75","2","10421","1","1","2","2","3","1.74","1.76","1","4","2","2"
"2012","Not Working","1.8","2","9788","1","1","2","2","4","1.79","1.81","1","4","2","2"
"2012","Part Time","1.67","2","7463","1","1","2","2","3","1.66","1.68","1","4","2","2"
"2013","Full Time","","","","","","","","","","","","","",""
"2013","Not Working","","","","","","","","","","","","","",""
"2013","Part Time","","","","","","","","","","","","","",""
"2014","Full Time","","","","","","","","","","","","","",""
"2014","Not Working","","","","","","","","","","","","","",""
"2014","Part Time","","","","","","","","","","","","","",""
"2015","Full Time","","","","","","","","","","","","","",""
"2015","Not Working","","","","","","","","","","","","","",""
"2015","Part Time","","","","","","","","","","","","","",""
"2016","Full Time","1.72","2","9178","1","1","2","2","3","1.71","1.73","1","4","2","2"
"2016","Not Working","1.78","2","8240","1","1","2","2","3","1.77","1.79","1","4","2","2"
"2016","Part Time","1.63","2","6967","1","1","2","2","3","1.62","1.64","1","4","2","2"
