"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","16-34 y.","general elemantary","4.59","5","833","3","4","6","7","4.49","4.69","5","5"
"2005","16-34 y.","higher education","4.59","5","522","3","4","6","6","4.47","4.71","5","5"
"2005","16-34 y.","higher vocational","4.72","5","206","2","4","6","7","4.51","4.93","5","5"
"2005","16-34 y.","in school","4.64","5","649","3","4","6","6","4.53","4.75","4","5"
"2005","16-34 y.","inadequately","4.03","4","59","2","3","6","6","3.58","4.48","3","4"
"2005","16-34 y.","middle vocational","4.57","5","2334","2","4","6","6","4.51","4.63","5","5"
"2005","16-34 y.","vocational + Abi","4.59","5","439","3","4","6","6","4.45","4.73","4","5"
"2005","35-65 y.","general elemantary","4.27","4","826","2","3","5","6","4.16","4.38","4","4"
"2005","35-65 y.","higher education","4.55","5","2982","3","4","6","6","4.5","4.6","5","5"
"2005","35-65 y.","higher vocational","4.63","5","1097","3","4","6","7","4.54","4.72","5","5"
"2005","35-65 y.","in school","","","","","","","","","","",""
"2005","35-65 y.","inadequately","4.24","4","128","2","3","5","7","3.92","4.56","4","5"
"2005","35-65 y.","middle vocational","4.52","5","5958","2","4","6","7","4.48","4.56","5","5"
"2005","35-65 y.","vocational + Abi","4.29","4","594","2","3","6","6","4.17","4.41","4","5"
"2005","66 and older","general elemantary","4.32","4","739","2","3","5","7","4.2","4.44","4","4"
"2005","66 and older","higher education","4.85","5","664","3","4","6","7","4.74","4.96","5","5"
"2005","66 and older","higher vocational","4.63","5","255","3","4","6","7","4.45","4.81","4","5"
"2005","66 and older","in school","","","","","","","","","","",""
"2005","66 and older","inadequately","4.29","4","49","2","3","6","7","3.85","4.73","3","4"
"2005","66 and older","middle vocational","4.55","5","1947","2","4","6","7","4.48","4.62","4","5"
"2005","66 and older","vocational + Abi","4.5","5","102","2","4","6","6","4.2","4.8","4","5"
"2006","16-34 y.","general elemantary","","","","","","","","","","",""
"2006","16-34 y.","higher education","","","","","","","","","","",""
"2006","16-34 y.","higher vocational","","","","","","","","","","",""
"2006","16-34 y.","in school","","","","","","","","","","",""
"2006","16-34 y.","inadequately","","","","","","","","","","",""
"2006","16-34 y.","middle vocational","","","","","","","","","","",""
"2006","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2006","35-65 y.","general elemantary","","","","","","","","","","",""
"2006","35-65 y.","higher education","","","","","","","","","","",""
"2006","35-65 y.","higher vocational","","","","","","","","","","",""
"2006","35-65 y.","in school","","","","","","","","","","",""
"2006","35-65 y.","inadequately","","","","","","","","","","",""
"2006","35-65 y.","middle vocational","","","","","","","","","","",""
"2006","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2006","66 and older","general elemantary","","","","","","","","","","",""
"2006","66 and older","higher education","","","","","","","","","","",""
"2006","66 and older","higher vocational","","","","","","","","","","",""
"2006","66 and older","in school","","","","","","","","","","",""
"2006","66 and older","inadequately","","","","","","","","","","",""
"2006","66 and older","middle vocational","","","","","","","","","","",""
"2006","66 and older","vocational + Abi","","","","","","","","","","",""
"2007","16-34 y.","general elemantary","","","","","","","","","","",""
"2007","16-34 y.","higher education","","","","","","","","","","",""
"2007","16-34 y.","higher vocational","","","","","","","","","","",""
"2007","16-34 y.","in school","","","","","","","","","","",""
"2007","16-34 y.","inadequately","","","","","","","","","","",""
"2007","16-34 y.","middle vocational","","","","","","","","","","",""
"2007","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2007","35-65 y.","general elemantary","","","","","","","","","","",""
"2007","35-65 y.","higher education","","","","","","","","","","",""
"2007","35-65 y.","higher vocational","","","","","","","","","","",""
"2007","35-65 y.","in school","","","","","","","","","","",""
"2007","35-65 y.","inadequately","","","","","","","","","","",""
"2007","35-65 y.","middle vocational","","","","","","","","","","",""
"2007","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2007","66 and older","general elemantary","","","","","","","","","","",""
"2007","66 and older","higher education","","","","","","","","","","",""
"2007","66 and older","higher vocational","","","","","","","","","","",""
"2007","66 and older","in school","","","","","","","","","","",""
"2007","66 and older","inadequately","","","","","","","","","","",""
"2007","66 and older","middle vocational","","","","","","","","","","",""
"2007","66 and older","vocational + Abi","","","","","","","","","","",""
"2008","16-34 y.","general elemantary","","","","","","","","","","",""
"2008","16-34 y.","higher education","","","","","","","","","","",""
"2008","16-34 y.","higher vocational","","","","","","","","","","",""
"2008","16-34 y.","in school","","","","","","","","","","",""
"2008","16-34 y.","inadequately","","","","","","","","","","",""
"2008","16-34 y.","middle vocational","","","","","","","","","","",""
"2008","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2008","35-65 y.","general elemantary","","","","","","","","","","",""
"2008","35-65 y.","higher education","","","","","","","","","","",""
"2008","35-65 y.","higher vocational","","","","","","","","","","",""
"2008","35-65 y.","in school","","","","","","","","","","",""
"2008","35-65 y.","inadequately","","","","","","","","","","",""
"2008","35-65 y.","middle vocational","","","","","","","","","","",""
"2008","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2008","66 and older","general elemantary","","","","","","","","","","",""
"2008","66 and older","higher education","","","","","","","","","","",""
"2008","66 and older","higher vocational","","","","","","","","","","",""
"2008","66 and older","in school","","","","","","","","","","",""
"2008","66 and older","inadequately","","","","","","","","","","",""
"2008","66 and older","middle vocational","","","","","","","","","","",""
"2008","66 and older","vocational + Abi","","","","","","","","","","",""
"2009","16-34 y.","general elemantary","4.49","5","548","2","3","6","6","4.36","4.62","4","5"
"2009","16-34 y.","higher education","4.54","5","539","2","4","6","6","4.42","4.66","4","5"
"2009","16-34 y.","higher vocational","4.46","5","109","3","4","5","6","4.19","4.73","4","5"
"2009","16-34 y.","in school","4.52","5","310","3","4","5","6","4.36","4.68","4","5"
"2009","16-34 y.","inadequately","3.26","3","40","1","1","5","6","2.68","3.84","3","4"
"2009","16-34 y.","middle vocational","4.5","5","1796","2","4","6","6","4.43","4.57","5","5"
"2009","16-34 y.","vocational + Abi","4.44","5","336","2","4","5","6","4.28","4.6","4","5"
"2009","35-65 y.","general elemantary","4.27","4","585","2","3","5","6","4.14","4.4","4","4"
"2009","35-65 y.","higher education","4.42","4","2613","3","3","5","6","4.37","4.47","5","5"
"2009","35-65 y.","higher vocational","4.5","4","904","3","4","6","6","4.41","4.59","4","5"
"2009","35-65 y.","in school","","","","","","","","","","",""
"2009","35-65 y.","inadequately","3.8","4","83","1","3","5","6","3.4","4.2","3","4"
"2009","35-65 y.","middle vocational","4.4","4","5095","2","3","6","6","4.36","4.44","4","5"
"2009","35-65 y.","vocational + Abi","4.32","4","567","2","3","5","6","4.2","4.44","4","5"
"2009","66 and older","general elemantary","4.16","4","655","2","3","5","6","4.04","4.28","4","4"
"2009","66 and older","higher education","4.59","5","875","3","4","6","6","4.5","4.68","5","5"
"2009","66 and older","higher vocational","4.61","5","316","3","4","6","6","4.46","4.76","5","5"
"2009","66 and older","in school","","","","","","","","","","",""
"2009","66 and older","inadequately","3.89","4","42","2","3","5","6","3.51","4.27","3","4"
"2009","66 and older","middle vocational","4.45","4.01","2163","2","3","6","6","4.39","4.51","4","5"
"2009","66 and older","vocational + Abi","4.22","4","94","2","4","5","6","3.89","4.55","4","5"
"2010","16-34 y.","general elemantary","","","","","","","","","","",""
"2010","16-34 y.","higher education","","","","","","","","","","",""
"2010","16-34 y.","higher vocational","","","","","","","","","","",""
"2010","16-34 y.","in school","","","","","","","","","","",""
"2010","16-34 y.","inadequately","","","","","","","","","","",""
"2010","16-34 y.","middle vocational","","","","","","","","","","",""
"2010","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2010","35-65 y.","general elemantary","","","","","","","","","","",""
"2010","35-65 y.","higher education","","","","","","","","","","",""
"2010","35-65 y.","higher vocational","","","","","","","","","","",""
"2010","35-65 y.","in school","","","","","","","","","","",""
"2010","35-65 y.","inadequately","","","","","","","","","","",""
"2010","35-65 y.","middle vocational","","","","","","","","","","",""
"2010","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2010","66 and older","general elemantary","","","","","","","","","","",""
"2010","66 and older","higher education","","","","","","","","","","",""
"2010","66 and older","higher vocational","","","","","","","","","","",""
"2010","66 and older","in school","","","","","","","","","","",""
"2010","66 and older","inadequately","","","","","","","","","","",""
"2010","66 and older","middle vocational","","","","","","","","","","",""
"2010","66 and older","vocational + Abi","","","","","","","","","","",""
"2011","16-34 y.","general elemantary","","","","","","","","","","",""
"2011","16-34 y.","higher education","","","","","","","","","","",""
"2011","16-34 y.","higher vocational","","","","","","","","","","",""
"2011","16-34 y.","in school","","","","","","","","","","",""
"2011","16-34 y.","inadequately","","","","","","","","","","",""
"2011","16-34 y.","middle vocational","","","","","","","","","","",""
"2011","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2011","35-65 y.","general elemantary","","","","","","","","","","",""
"2011","35-65 y.","higher education","","","","","","","","","","",""
"2011","35-65 y.","higher vocational","","","","","","","","","","",""
"2011","35-65 y.","in school","","","","","","","","","","",""
"2011","35-65 y.","inadequately","","","","","","","","","","",""
"2011","35-65 y.","middle vocational","","","","","","","","","","",""
"2011","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2011","66 and older","general elemantary","","","","","","","","","","",""
"2011","66 and older","higher education","","","","","","","","","","",""
"2011","66 and older","higher vocational","","","","","","","","","","",""
"2011","66 and older","in school","","","","","","","","","","",""
"2011","66 and older","inadequately","","","","","","","","","","",""
"2011","66 and older","middle vocational","","","","","","","","","","",""
"2011","66 and older","vocational + Abi","","","","","","","","","","",""
"2012","16-34 y.","general elemantary","4.57","5","416","2","4","6","7","4.42","4.72","5","5"
"2012","16-34 y.","higher education","4.55","5","202","3","4","6","6","4.35","4.75","4","5"
"2012","16-34 y.","higher vocational","4.58","5","45","1","4","6","6","4.05","5.11","4","6"
"2012","16-34 y.","in school","4.65","5","190","2","4","6","6","4.44","4.86","5","5"
"2012","16-34 y.","inadequately","4.29","4","87","2","3","5","7","3.88","4.7","4","5"
"2012","16-34 y.","middle vocational","4.56","5","953","2","4","6","6","4.46","4.66","5","5"
"2012","16-34 y.","vocational + Abi","4.69","5","182","2","4","6","6","4.47","4.91","4","5"
"2012","35-65 y.","general elemantary","4.34","5","357","2","3","6","7","4.17","4.51","4","5"
"2012","35-65 y.","higher education","4.55","5","1289","3","4","6","6","4.47","4.63","5","5"
"2012","35-65 y.","higher vocational","4.76","5","317","3","4","6","7","4.6","4.92","5","5"
