"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","college entrance qualification","4.58","5","5195","3","4","6","6","4.54","4.62","5","5"
"2005","lower secondary degree","4.52","5","7075","2","4","6","7","4.48","4.56","5","5"
"2005","no degree/no degree yet","4.51","5","900","3","4","6","6","4.41","4.61","4","5"
"2005","Other degree","4.34","4","1115","2","3","6","6","4.25","4.43","4","5"
"2005","secondary school degree","4.55","5","6013","2","4","6","7","4.51","4.59","5","5"
"2006","college entrance qualification","","","","","","","","","","",""
"2006","lower secondary degree","","","","","","","","","","",""
"2006","no degree/no degree yet","","","","","","","","","","",""
"2006","Other degree","","","","","","","","","","",""
"2006","secondary school degree","","","","","","","","","","",""
"2007","college entrance qualification","","","","","","","","","","",""
"2007","lower secondary degree","","","","","","","","","","",""
"2007","no degree/no degree yet","","","","","","","","","","",""
"2007","Other degree","","","","","","","","","","",""
"2007","secondary school degree","","","","","","","","","","",""
"2008","college entrance qualification","","","","","","","","","","",""
"2008","lower secondary degree","","","","","","","","","","",""
"2008","no degree/no degree yet","","","","","","","","","","",""
"2008","Other degree","","","","","","","","","","",""
"2008","secondary school degree","","","","","","","","","","",""
"2009","college entrance qualification","4.46","5","4886","3","4","6","6","4.42","4.5","5","5"
"2009","lower secondary degree","4.39","4","5918","2","3","6","6","4.35","4.43","4","5"
"2009","no degree/no degree yet","4.22","4","483","2","3","5","6","4.08","4.36","4","5"
"2009","Other degree","4.41","4","799","2","3","6","6","4.31","4.51","4","4"
"2009","secondary school degree","4.44","4","5406","2","4","6","6","4.4","4.48","4","5"
"2010","college entrance qualification","","","","","","","","","","",""
"2010","lower secondary degree","","","","","","","","","","",""
"2010","no degree/no degree yet","","","","","","","","","","",""
"2010","Other degree","","","","","","","","","","",""
"2010","secondary school degree","","","","","","","","","","",""
"2011","college entrance qualification","","","","","","","","","","",""
"2011","lower secondary degree","","","","","","","","","","",""
"2011","no degree/no degree yet","","","","","","","","","","",""
"2011","Other degree","","","","","","","","","","",""
"2011","secondary school degree","","","","","","","","","","",""
"2012","college entrance qualification","4.55","5","2145","3","4","6","6","4.49","4.61","5","5"
"2012","lower secondary degree","4.62","5","1406","2","4","6","7","4.54","4.7","5","5"
"2012","no degree/no degree yet","4.54","5","352","2","3","6","6","4.37","4.71","5","5"
"2012","Other degree","4.55","5","675","2","3","6","7","4.43","4.67","5","5"
"2012","secondary school degree","4.58","5","2386","2","4","6","6","4.52","4.64","5","5"
"2013","college entrance qualification","4.63","5","5388","3","4","6","6","4.59","4.67","5","5"
"2013","lower secondary degree","4.55","5","5814","2","4","6","6","4.51","4.59","5","5"
"2013","no degree/no degree yet","4.27","4","487","2","3","6","6","4.13","4.41","4","5"
"2013","Other degree","4.63","5","1017","3","4","6","7","4.53","4.73","5","5"
"2013","secondary school degree","4.61","5","5634","3","4","6","6","4.57","4.65","5","5"
"2014","college entrance qualification","","","","","","","","","","",""
"2014","lower secondary degree","","","","","","","","","","",""
"2014","no degree/no degree yet","","","","","","","","","","",""
"2014","Other degree","","","","","","","","","","",""
"2014","secondary school degree","","","","","","","","","","",""
"2015","college entrance qualification","","","","","","","","","","",""
"2015","lower secondary degree","","","","","","","","","","",""
"2015","no degree/no degree yet","","","","","","","","","","",""
"2015","Other degree","","","","","","","","","","",""
"2015","secondary school degree","","","","","","","","","","",""
"2016","college entrance qualification","","","","","","","","","","",""
"2016","lower secondary degree","","","","","","","","","","",""
"2016","no degree/no degree yet","","","","","","","","","","",""
"2016","Other degree","","","","","","","","","","",""
"2016","secondary school degree","","","","","","","","","","",""
"2017","college entrance qualification","4.58","5","7946","3","4","6","6","4.55","4.61","5","5"
"2017","lower secondary degree","4.57","5","6092","2","4","6","6","4.53","4.61","5","5"
"2017","no degree/no degree yet","4.59","5","1847","2","4","6","7","4.51","4.67","5","5"
"2017","Other degree","4.6","5","4561","2","4","6","7","4.55","4.65","5","5"
"2017","secondary school degree","4.58","5","7615","2","4","6","6","4.55","4.61","5","5"
"2018","college entrance qualification","","","","","","","","","","",""
"2018","lower secondary degree","","","","","","","","","","",""
"2018","no degree/no degree yet","","","","","","","","","","",""
"2018","Other degree","","","","","","","","","","",""
"2018","secondary school degree","","","","","","","","","","",""
"2019","college entrance qualification","4.58","5","8546","3","4","6","6","4.55","4.61","5","5"
"2019","lower secondary degree","4.6","5","5295","2","4","6","7","4.56","4.64","5","5"
"2019","no degree/no degree yet","4.6","5","777","2","4","6","7","4.48","4.72","5","5"
"2019","Other degree","4.64","5","2551","2","4","6","7","4.58","4.7","5","5"
"2019","secondary school degree","4.59","5","7424","2","4","6","6","4.56","4.62","5","5"
