"year","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","East Germany","4.51","5","5046","2","4","6","6","7","4.47","4.55","1","7","5","5"
"2005","West Germany","4.53","5","15638","2","4","6","7","7","4.51","4.55","1","7","5","5"
"2006","East Germany","","","","","","","","","","","","","",""
"2006","West Germany","","","","","","","","","","","","","",""
"2007","East Germany","","","","","","","","","","","","","",""
"2007","West Germany","","","","","","","","","","","","","",""
"2008","East Germany","","","","","","","","","","","","","",""
"2008","West Germany","","","","","","","","","","","","","",""
"2009","East Germany","4.41","4","4539","2","3","5","6","7","4.37","4.45","1","7","4","5"
"2009","West Germany","4.43","4","13457","2","3","6","6","7","4.4","4.46","1","7","4","5"
"2010","East Germany","","","","","","","","","","","","","",""
"2010","West Germany","","","","","","","","","","","","","",""
"2011","East Germany","","","","","","","","","","","","","",""
"2011","West Germany","","","","","","","","","","","","","",""
"2012","East Germany","4.52","5","1336","2","4","6","6","7","4.44","4.6","1","7","5","5"
"2012","West Germany","4.59","5","5781","2","4","6","6","7","4.55","4.63","1","7","5","5"
"2013","East Germany","4.56","5","4460","3","4","6","6","7","4.52","4.6","1","7","5","5"
"2013","West Germany","4.6","5","14398","2","4","6","6","7","4.58","4.62","1","7","5","5"
"2014","East Germany","","","","","","","","","","","","","",""
"2014","West Germany","","","","","","","","","","","","","",""
"2015","East Germany","","","","","","","","","","","","","",""
"2015","West Germany","","","","","","","","","","","","","",""
"2016","East Germany","","","","","","","","","","","","","",""
"2016","West Germany","","","","","","","","","","","","","",""
"2017","East Germany","4.53","5","6091","2","4","6","6","7","4.49","4.57","1","7","5","5"
"2017","West Germany","4.58","5","23172","2","4","6","6","7","4.56","4.6","1","7","5","5"
"2018","East Germany","","","","","","","","","","","","","",""
"2018","West Germany","","","","","","","","","","","","","",""
"2019","East Germany","4.56","5","5558","3","4","6","6","7","4.52","4.6","1","7","5","5"
"2019","West Germany","4.6","5","20130","3","4","6","6","7","4.58","4.62","1","7","5","5"
