"year","age_gr","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","16-34 y.","direct migration background","4.61","5","525","3","4","6","6","4.49","4.73","5","5"
"2005","16-34 y.","indirect migration background","4.68","5","664","3","4","6","7","4.57","4.79","5","5"
"2005","16-34 y.","no migration background","4.54","5","4128","2","4","6","6","4.49","4.59","5","5"
"2005","35-65 y.","direct migration background","4.36","4","1469","2","3","6","6","4.28","4.44","4","5"
"2005","35-65 y.","indirect migration background","4.74","5","155","3","4","6","7","4.5","4.98","4","5"
"2005","35-65 y.","no migration background","4.52","5","9980","2","4","6","6","4.49","4.55","5","5"
"2005","66 and older","direct migration background","4.57","5","362","2","4","6","7","4.4","4.74","4","5"
"2005","66 and older","indirect migration background","","","","","","","","","","",""
"2005","66 and older","no migration background","4.54","5","3389","2","4","6","7","4.49","4.59","5","5"
"2006","16-34 y.","direct migration background","","","","","","","","","","",""
"2006","16-34 y.","indirect migration background","","","","","","","","","","",""
"2006","16-34 y.","no migration background","","","","","","","","","","",""
"2006","35-65 y.","direct migration background","","","","","","","","","","",""
"2006","35-65 y.","indirect migration background","","","","","","","","","","",""
"2006","35-65 y.","no migration background","","","","","","","","","","",""
"2006","66 and older","direct migration background","","","","","","","","","","",""
"2006","66 and older","indirect migration background","","","","","","","","","","",""
"2006","66 and older","no migration background","","","","","","","","","","",""
"2007","16-34 y.","direct migration background","","","","","","","","","","",""
"2007","16-34 y.","indirect migration background","","","","","","","","","","",""
"2007","16-34 y.","no migration background","","","","","","","","","","",""
"2007","35-65 y.","direct migration background","","","","","","","","","","",""
"2007","35-65 y.","indirect migration background","","","","","","","","","","",""
"2007","35-65 y.","no migration background","","","","","","","","","","",""
"2007","66 and older","direct migration background","","","","","","","","","","",""
"2007","66 and older","indirect migration background","","","","","","","","","","",""
"2007","66 and older","no migration background","","","","","","","","","","",""
"2008","16-34 y.","direct migration background","","","","","","","","","","",""
"2008","16-34 y.","indirect migration background","","","","","","","","","","",""
"2008","16-34 y.","no migration background","","","","","","","","","","",""
"2008","35-65 y.","direct migration background","","","","","","","","","","",""
"2008","35-65 y.","indirect migration background","","","","","","","","","","",""
"2008","35-65 y.","no migration background","","","","","","","","","","",""
"2008","66 and older","direct migration background","","","","","","","","","","",""
"2008","66 and older","indirect migration background","","","","","","","","","","",""
"2008","66 and older","no migration background","","","","","","","","","","",""
"2009","16-34 y.","direct migration background","4.71","5","295","3","4","6","7","4.54","4.88","4","5"
"2009","16-34 y.","indirect migration background","4.74","5","516","3","4","6","7","4.61","4.87","4","5"
"2009","16-34 y.","no migration background","4.42","5","3176","2","3","6","6","4.37","4.47","4","5"
"2009","35-65 y.","direct migration background","4.35","4","1020","2","3","6","6","4.26","4.44","4","5"
"2009","35-65 y.","indirect migration background","4.55","5","190","2","4","6","6","4.33","4.77","4","5"
"2009","35-65 y.","no migration background","4.4","4","8650","2","3","6","6","4.37","4.43","4","5"
"2009","66 and older","direct migration background","4.29","4","330","2","3","5","6","4.12","4.46","4","5"
"2009","66 and older","indirect migration background","","","","","","","","","","",""
"2009","66 and older","no migration background","4.43","4","3813","2","3","6","6","4.38","4.48","4","5"
"2010","16-34 y.","direct migration background","","","","","","","","","","",""
"2010","16-34 y.","indirect migration background","","","","","","","","","","",""
"2010","16-34 y.","no migration background","","","","","","","","","","",""
"2010","35-65 y.","direct migration background","","","","","","","","","","",""
"2010","35-65 y.","indirect migration background","","","","","","","","","","",""
"2010","35-65 y.","no migration background","","","","","","","","","","",""
"2010","66 and older","direct migration background","","","","","","","","","","",""
"2010","66 and older","indirect migration background","","","","","","","","","","",""
"2010","66 and older","no migration background","","","","","","","","","","",""
"2011","16-34 y.","direct migration background","","","","","","","","","","",""
"2011","16-34 y.","indirect migration background","","","","","","","","","","",""
"2011","16-34 y.","no migration background","","","","","","","","","","",""
"2011","35-65 y.","direct migration background","","","","","","","","","","",""
"2011","35-65 y.","indirect migration background","","","","","","","","","","",""
"2011","35-65 y.","no migration background","","","","","","","","","","",""
"2011","66 and older","direct migration background","","","","","","","","","","",""
"2011","66 and older","indirect migration background","","","","","","","","","","",""
"2011","66 and older","no migration background","","","","","","","","","","",""
"2012","16-34 y.","direct migration background","4.73","5","408","3","4","6","7","4.58","4.88","5","5"
"2012","16-34 y.","indirect migration background","4.41","5","243","2","3","6","6","4.2","4.62","4","5"
"2012","16-34 y.","no migration background","4.56","5","1547","2","4","6","6","4.48","4.64","5","5"
"2012","35-65 y.","direct migration background","4.68","5","679","2","4","6","7","4.56","4.8","5","5"
"2012","35-65 y.","indirect migration background","4.51","4","241","2","3","6","7","4.32","4.7","4","5"
"2012","35-65 y.","no migration background","4.55","5","3975","2","4","6","6","4.5","4.6","5","5"
"2012","66 and older","direct migration background","","","","","","","","","","",""
"2012","66 and older","indirect migration background","","","","","","","","","","",""
"2012","66 and older","no migration background","","","","","","","","","","",""
"2013","16-34 y.","direct migration background","4.73","5","285","2","4","6","7","4.56","4.9","5","5"
"2013","16-34 y.","indirect migration background","4.69","5","424","3","4","6","7","4.54","4.84","5","5"
"2013","16-34 y.","no migration background","4.62","5","2986","3","4","6","6","4.57","4.67","5","5"
"2013","35-65 y.","direct migration background","4.61","5","1031","2","4","6","6","4.51","4.71","4","5"
"2013","35-65 y.","indirect migration background","4.72","5","285","2","4","6","7","4.55","4.89","5","5"
"2013","35-65 y.","no migration background","4.54","5","8909","2","4","6","6","4.51","4.57","5","5"
"2013","66 and older","direct migration background","4.64","5","369","3","4","6","7","4.48","4.8","4","5"
"2013","66 and older","indirect migration background","","","","","","","","","","",""
"2013","66 and older","no migration background","4.63","5","4564","3","4","6","6","4.59","4.67","5","5"
"2014","16-34 y.","direct migration background","","","","","","","","","","",""
"2014","16-34 y.","indirect migration background","","","","","","","","","","",""
"2014","16-34 y.","no migration background","","","","","","","","","","",""
"2014","35-65 y.","direct migration background","","","","","","","","","","",""
"2014","35-65 y.","indirect migration background","","","","","","","","","","",""
"2014","35-65 y.","no migration background","","","","","","","","","","",""
"2014","66 and older","direct migration background","","","","","","","","","","",""
"2014","66 and older","indirect migration background","","","","","","","","","","",""
"2014","66 and older","no migration background","","","","","","","","","","",""
"2015","16-34 y.","direct migration background","","","","","","","","","","",""
"2015","16-34 y.","indirect migration background","","","","","","","","","","",""
"2015","16-34 y.","no migration background","","","","","","","","","","",""
"2015","35-65 y.","direct migration background","","","","","","","","","","",""
"2015","35-65 y.","indirect migration background","","","","","","","","","","",""
"2015","35-65 y.","no migration background","","","","","","","","","","",""
"2015","66 and older","direct migration background","","","","","","","","","","",""
"2015","66 and older","indirect migration background","","","","","","","","","","",""
"2015","66 and older","no migration background","","","","","","","","","","",""
"2016","16-34 y.","direct migration background","","","","","","","","","","",""
"2016","16-34 y.","indirect migration background","","","","","","","","","","",""
"2016","16-34 y.","no migration background","","","","","","","","","","",""
"2016","35-65 y.","direct migration background","","","","","","","","","","",""
"2016","35-65 y.","indirect migration background","","","","","","","","","","",""
"2016","35-65 y.","no migration background","","","","","","","","","","",""
"2016","66 and older","direct migration background","","","","","","","","","","",""
"2016","66 and older","indirect migration background","","","","","","","","","","",""
"2016","66 and older","no migration background","","","","","","","","","","",""
"2017","16-34 y.","direct migration background","4.82","5","2502","3","4","6","7","4.76","4.88","5","6"
"2017","16-34 y.","indirect migration background","4.58","5","975","3","4","6","7","4.48","4.68","4","5"
"2017","16-34 y.","no migration background","4.46","5","4088","2","3","6","6","4.41","4.51","4","5"
"2017","35-65 y.","direct migration background","4.61","5","4309","2","4","6","7","4.56","4.66","5","5"
"2017","35-65 y.","indirect migration background","4.67","5","723","2","4","6","7","4.55","4.79","5","5"
"2017","35-65 y.","no migration background","4.55","5","11645","2","4","6","6","4.52","4.58","5","5"
"2017","66 and older","direct migration background","4.58","5","446","2","4","6","6","4.44","4.72","5","5"
"2017","66 and older","indirect migration background","","","","","","","","","","",""
"2017","66 and older","no migration background","4.62","5","4559","3","4","6","6","4.58","4.66","5","5"
"2018","16-34 y.","direct migration background","","","","","","","","","","",""
"2018","16-34 y.","indirect migration background","","","","","","","","","","",""
"2018","16-34 y.","no migration background","","","","","","","","","","",""
"2018","35-65 y.","direct migration background","","","","","","","","","","",""
"2018","35-65 y.","indirect migration background","","","","","","","","","","",""
"2018","35-65 y.","no migration background","","","","","","","","","","",""
"2018","66 and older","direct migration background","","","","","","","","","","",""
"2018","66 and older","indirect migration background","","","","","","","","","","",""
"2018","66 and older","no migration background","","","","","","","","","","",""
"2019","16-34 y.","direct migration background","4.91","5","805","3","4","6","7","4.8","5.02","5","5"
"2019","16-34 y.","indirect migration background","4.66","5","878","2","4","6","6","4.55","4.77","5","5"
"2019","16-34 y.","no migration background","4.52","5","3745","3","4","6","6","4.47","4.57","5","5"
"2019","35-65 y.","direct migration background","4.6","5","2602","2","4","6","7","4.54","4.66","5","5"
"2019","35-65 y.","indirect migration background","4.74","5","786","3","4","6","7","4.63","4.85","5","5"
"2019","35-65 y.","no migration background","4.56","5","11747","2","4","6","6","4.53","4.59","5","5"
"2019","66 and older","direct migration background","4.66","5","420","3","4","6","7","4.51","4.81","5","5"
"2019","66 and older","indirect migration background","4.71","5.05","36","2","4","6","6","4.14","5.28","4","6"
"2019","66 and older","no migration background","4.61","5","4748","3","4","6","6","4.57","4.65","5","5"
