"year","education","sex","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2005","college entrance qualification","Female","4.36","4","2479","4.3","4.42","2","3","5","6"
"2005","college entrance qualification","Male","4.78","5","2716","4.73","4.83","3","4","6","6"
"2005","lower secondary degree","Female","4.4","4","3624","4.35","4.45","2","3","6","7"
"2005","lower secondary degree","Male","4.65","5","3451","4.6","4.7","2","4","6","7"
"2005","no degree/no degree yet","Female","4.29","4","481","4.16","4.42","2","3","5","6"
"2005","no degree/no degree yet","Male","4.75","5","419","4.61","4.89","3","4","6","7"
"2005","Other degree","Female","4.28","4","583","4.15","4.41","2","3","5","6"
"2005","Other degree","Male","4.41","4","532","4.28","4.54","2","3","6","7"
"2005","secondary school degree","Female","4.41","4","3444","4.36","4.46","2","3","6","6"
"2005","secondary school degree","Male","4.73","5","2569","4.67","4.79","3","4","6","7"
"2006","college entrance qualification","Female","","","","","","","","",""
"2006","college entrance qualification","Male","","","","","","","","",""
"2006","lower secondary degree","Female","","","","","","","","",""
"2006","lower secondary degree","Male","","","","","","","","",""
"2006","no degree/no degree yet","Female","","","","","","","","",""
"2006","no degree/no degree yet","Male","","","","","","","","",""
"2006","Other degree","Female","","","","","","","","",""
"2006","Other degree","Male","","","","","","","","",""
"2006","secondary school degree","Female","","","","","","","","",""
"2006","secondary school degree","Male","","","","","","","","",""
"2007","college entrance qualification","Female","","","","","","","","",""
"2007","college entrance qualification","Male","","","","","","","","",""
"2007","lower secondary degree","Female","","","","","","","","",""
"2007","lower secondary degree","Male","","","","","","","","",""
"2007","no degree/no degree yet","Female","","","","","","","","",""
"2007","no degree/no degree yet","Male","","","","","","","","",""
"2007","Other degree","Female","","","","","","","","",""
"2007","Other degree","Male","","","","","","","","",""
"2007","secondary school degree","Female","","","","","","","","",""
"2007","secondary school degree","Male","","","","","","","","",""
"2008","college entrance qualification","Female","","","","","","","","",""
"2008","college entrance qualification","Male","","","","","","","","",""
"2008","lower secondary degree","Female","","","","","","","","",""
"2008","lower secondary degree","Male","","","","","","","","",""
"2008","no degree/no degree yet","Female","","","","","","","","",""
"2008","no degree/no degree yet","Male","","","","","","","","",""
"2008","Other degree","Female","","","","","","","","",""
"2008","Other degree","Male","","","","","","","","",""
"2008","secondary school degree","Female","","","","","","","","",""
"2008","secondary school degree","Male","","","","","","","","",""
"2009","college entrance qualification","Female","4.22","4","2370","4.16","4.28","2","3","5","6"
"2009","college entrance qualification","Male","4.67","5","2516","4.62","4.72","3","4","6","6"
"2009","lower secondary degree","Female","4.3","4","3008","4.24","4.36","2","3","5","6"
"2009","lower secondary degree","Male","4.49","5","2910","4.43","4.55","2","4","6","6"
"2009","no degree/no degree yet","Female","4.03","4","237","3.83","4.23","2","3","5","6"
"2009","no degree/no degree yet","Male","4.41","4","246","4.22","4.6","3","3","6","6"
"2009","Other degree","Female","4.31","4","432","4.17","4.45","2","3","5","6"
"2009","Other degree","Male","4.52","5","367","4.36","4.68","2","3","6","7"
"2009","secondary school degree","Female","4.23","4","3120","4.18","4.28","2","3","5","6"
