"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","Female","4.3","4","1246","2","3","5","6","7","4.21","4.39","1","7","4","4"
"2005","direct migration background","Male","4.63","5","1110","3","4","6","7","7","4.54","4.72","1","7","5","5"
"2005","indirect migration background","Female","4.67","5","427","3","4","6","7","7","4.53","4.81","1","7","4","5"
"2005","indirect migration background","Male","4.71","5","404","3","4","6","7","7","4.57","4.85","1","7","5","5"
"2005","no migration background","Female","4.38","4","9125","2","3","6","6","7","4.35","4.41","1","7","4","4"
"2005","no migration background","Male","4.69","5","8372","3","4","6","7","7","4.66","4.72","1","7","5","5"
"2006","direct migration background","Female","","","","","","","","","","","","","",""
"2006","direct migration background","Male","","","","","","","","","","","","","",""
"2006","indirect migration background","Female","","","","","","","","","","","","","",""
"2006","indirect migration background","Male","","","","","","","","","","","","","",""
"2006","no migration background","Female","","","","","","","","","","","","","",""
"2006","no migration background","Male","","","","","","","","","","","","","",""
"2007","direct migration background","Female","","","","","","","","","","","","","",""
"2007","direct migration background","Male","","","","","","","","","","","","","",""
"2007","indirect migration background","Female","","","","","","","","","","","","","",""
"2007","indirect migration background","Male","","","","","","","","","","","","","",""
"2007","no migration background","Female","","","","","","","","","","","","","",""
"2007","no migration background","Male","","","","","","","","","","","","","",""
"2008","direct migration background","Female","","","","","","","","","","","","","",""
"2008","direct migration background","Male","","","","","","","","","","","","","",""
"2008","indirect migration background","Female","","","","","","","","","","","","","",""
"2008","indirect migration background","Male","","","","","","","","","","","","","",""
"2008","no migration background","Female","","","","","","","","","","","","","",""
"2008","no migration background","Male","","","","","","","","","","","","","",""
"2009","direct migration background","Female","4.3","4","892","2","3","5","6","7","4.2","4.4","1","7","4","4"
"2009","direct migration background","Male","4.54","5","753","3","3","6","7","7","4.43","4.65","1","7","5","5"
"2009","indirect migration background","Female","4.52","5","369","2","4","6","6","7","4.36","4.68","1","7","4","5"
"2009","indirect migration background","Male","4.88","5","343","3","4","6","7","7","4.73","5.03","1","7","5","5"
"2009","no migration background","Female","4.24","4","8147","2","3","5","6","7","4.21","4.27","1","7","4","4"
"2009","no migration background","Male","4.59","5","7492","3","4","6","6","7","4.56","4.62","1","7","5","5"
"2010","direct migration background","Female","","","","","","","","","","","","","",""
"2010","direct migration background","Male","","","","","","","","","","","","","",""
"2010","indirect migration background","Female","","","","","","","","","","","","","",""
"2010","indirect migration background","Male","","","","","","","","","","","","","",""
"2010","no migration background","Female","","","","","","","","","","","","","",""
"2010","no migration background","Male","","","","","","","","","","","","","",""
"2011","direct migration background","Female","","","","","","","","","","","","","",""
"2011","direct migration background","Male","","","","","","","","","","","","","",""
"2011","indirect migration background","Female","","","","","","","","","","","","","",""
"2011","indirect migration background","Male","","","","","","","","","","","","","",""
"2011","no migration background","Female","","","","","","","","","","","","","",""
"2011","no migration background","Male","","","","","","","","","","","","","",""
"2012","direct migration background","Female","4.52","5","604","2","3","6","7","7","4.39","4.65","1","7","4","5"
"2012","direct migration background","Male","4.9","5","484","3","4","6","7","7","4.77","5.03","1","7","5","5"
"2012","indirect migration background","Female","4.2","4","287","2","3","5","6","7","4.01","4.39","1","7","4","5"
"2012","indirect migration background","Male","4.77","5","197","2","4","6","7","7","4.56","4.98","1","7","5","5"
"2012","no migration background","Female","4.34","4","3339","2","3","5","6","7","4.29","4.39","1","7","4","5"
"2012","no migration background","Male","4.84","5","2206","3","4","6","6","7","4.78","4.9","1","7","5","5"
"2013","direct migration background","Female","4.38","4","953","2","3","5","6","7","4.28","4.48","1","7","4","5"
"2013","direct migration background","Male","4.93","5","732","3","4","6","7","7","4.82","5.04","1","7","5","5"
"2013","indirect migration background","Female","4.51","5","370","2","4","6","7","7","4.35","4.67","1","7","4","5"
"2013","indirect migration background","Male","4.88","5","344","3","4","6","7","7","4.73","5.03","1","7","5","5"
"2013","no migration background","Female","4.4","5","8707","2","3","5","6","7","4.37","4.43","1","7","4","5"
"2013","no migration background","Male","4.77","5","7752","3","4","6","6","7","4.74","4.8","1","7","5","5"
"2014","direct migration background","Female","","","","","","","","","","","","","",""
"2014","direct migration background","Male","","","","","","","","","","","","","",""
"2014","indirect migration background","Female","","","","","","","","","","","","","",""
"2014","indirect migration background","Male","","","","","","","","","","","","","",""
"2014","no migration background","Female","","","","","","","","","","","","","",""
"2014","no migration background","Male","","","","","","","","","","","","","",""
"2015","direct migration background","Female","","","","","","","","","","","","","",""
"2015","direct migration background","Male","","","","","","","","","","","","","",""
"2015","indirect migration background","Female","","","","","","","","","","","","","",""
"2015","indirect migration background","Male","","","","","","","","","","","","","",""
"2015","no migration background","Female","","","","","","","","","","","","","",""
"2015","no migration background","Male","","","","","","","","","","","","","",""
"2016","direct migration background","Female","","","","","","","","","","","","","",""
"2016","direct migration background","Male","","","","","","","","","","","","","",""
"2016","indirect migration background","Female","","","","","","","","","","","","","",""
"2016","indirect migration background","Male","","","","","","","","","","","","","",""
"2016","no migration background","Female","","","","","","","","","","","","","",""
"2016","no migration background","Male","","","","","","","","","","","","","",""
"2017","direct migration background","Female","4.5","5","3522","2","3","6","7","7","4.44","4.56","1","7","5","5"
"2017","direct migration background","Male","4.83","5","3735","3","4","6","7","7","4.78","4.88","1","7","5","6"
"2017","indirect migration background","Female","4.49","5","926","2","4","6","6","7","4.39","4.59","1","7","4","5"
"2017","indirect migration background","Male","4.72","5","788","3","4","6","7","7","4.61","4.83","1","7","5","5"
"2017","no migration background","Female","4.37","4","10845","2","3","5","6","7","4.34","4.4","1","7","4","5"
"2017","no migration background","Male","4.74","5","9447","3","4","6","6","7","4.71","4.77","1","7","5","5"
"2018","direct migration background","Female","","","","","","","","","","","","","",""
"2018","direct migration background","Male","","","","","","","","","","","","","",""
"2018","indirect migration background","Female","","","","","","","","","","","","","",""
"2018","indirect migration background","Male","","","","","","","","","","","","","",""
"2018","no migration background","Female","","","","","","","","","","","","","",""
"2018","no migration background","Male","","","","","","","","","","","","","",""
"2019","direct migration background","Female","4.51","5","2098","2","4","6","6","7","4.44","4.58","1","7","4","5"
"2019","direct migration background","Male","4.85","5","1729","3","4","6","7","7","4.78","4.92","1","7","5","5"
"2019","indirect migration background","Female","4.47","4.31","902","2","3","6","6","7","4.36","4.58","1","7","4","5"
"2019","indirect migration background","Male","4.9","5","797","3","4","6","7","7","4.8","5","1","7","5","5"
"2019","no migration background","Female","4.4","4","10462","2","3","6","6","7","4.37","4.43","1","7","4","5"
"2019","no migration background","Male","4.75","5","9770","3","4","6","6","7","4.72","4.78","1","7","5","5"
