"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","direct migration background","1729.15","1639.14","63","562","920","2556","3068","4717","1481.03","1977.27","153","4717","1227","1944"
"1984","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1984","college entrance qualification","no migration background","1919.82","1841","743","435","1125","2546","3142","6135","1831.62","2008.02","0","10143","1790","1943"
"1984","lower secondary degree","direct migration background","1131.98","1125","393","326","664","1534","1790","3017","1074.56","1189.4","58","4090","920","1073"
"1984","lower secondary degree","indirect migration background","907.97","818","42","270","562","1099","1585","5113","628.73","1187.21","102","5113","327","830"
"1984","lower secondary degree","no migration background","1250.66","1253","2863","355","792","1585","2025","3323","1221.67","1279.65","0","16873","1227","1278"
"1984","no degree/no degree yet","direct migration background","1185.38","1227","641","716","920","1432","1636","2199","1151.01","1219.75","0","6135","1125","1227"
"1984","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1984","no degree/no degree yet","no migration background","753.66","869","30","199","228","1164","1319","1738","572.76","934.56","31","1738","292","971"
"1984","Other degree","direct migration background","1297.67","1253","1067","767","1023","1534","1790","2946","1255.41","1339.93","113","14443","1227","1278"
"1984","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1984","Other degree","no migration background","","","","","","","","","","","","","",""
"1984","secondary school degree","direct migration background","1462.59","1278","83","316","767","1636","2301","9172","1211.53","1713.65","26","9172","869","1304"
"1984","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1984","secondary school degree","no migration background","1334.91","1227","1136","290","741","1738","2358","4090","1279.98","1389.84","0","10226","1176","1278"
"1985","college entrance qualification","direct migration background","1560.75","1465.4","63","230","818","2301","3068","3598","1318.48","1803.02","0","3598","1125","1636"
"1985","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1985","college entrance qualification","no migration background","1850.82","1790","733","322","1074","2556","3119","5150","1767.94","1933.7","51","7669","1783","1943"
"1985","lower secondary degree","direct migration background","1214.99","1225.08","366","358","767","1534","1943","4346","1150.96","1279.02","0","5113","971","1125"
"1985","lower secondary degree","indirect migration background","936.96","1090.1","41","317","567","1227","1534","2045","801.21","1072.71","143","2045","567","1023"
"1985","lower secondary degree","no migration background","1258.21","1268","2592","341","805","1598","2045","3579","1230.49","1285.93","0","9368","1227","1278"
"1985","no degree/no degree yet","direct migration background","1217.36","1227","500","767","1016","1432","1687","2403","1181.78","1252.94","49","2990","1176","1242"
"1985","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1985","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"1985","Other degree","direct migration background","1315.01","1278","896","767","1023","1534","1841","3272","1276.71","1353.31","0","9395","1227","1278"
"1985","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1985","Other degree","no migration background","","","","","","","","","","","","","",""
"1985","secondary school degree","direct migration background","1263.92","1151.59","88","222","639","1534","2556","7950","1044.94","1482.9","41","7950","767","1278"
"1985","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1985","secondary school degree","no migration background","1412.38","1278","1090","307","767","1790","2454","4346","1346.47","1478.29","0","20452","1227","1328"
