"year","bula_h","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Baden-W?rttemberg","Rural Area","1196.25","1176","188","222","639","1636","2134","3170","1100.79","1291.71","0","3226","1104","1278"
"1985","Baden-W?rttemberg","Urban Area","1345.48","1278","1137","314","818","1738","2199","4090","1300.77","1390.19","0","7684","1227","1309"
"1985","Bavaria","Rural Area","1212.24","1169.47","543","298","716","1534","2083","3592","1145.89","1278.59","0","9368","1074","1176"
"1985","Bavaria","Urban Area","1423.3","1278.57","647","409","818","1841","2556","4334","1361.43","1485.17","0","6135","1227","1329"
"1985","Berlin","Rural Area","","","","","","","","","","","","","",""
"1985","Berlin","Urban Area","1391.76","1329","228","543","869","1746","2301","3323","1297.32","1486.2","81","6135","1227","1341"
"1985","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1985","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1985","Bremen","Rural Area","","","","","","","","","","","","","",""
"1985","Bremen","Urban Area","967.93","920","42","216","502","1278","1790","2556","787.29","1148.57","82","2556","767","1125"
"1985","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1985","Hamburg","Urban Area","1433.1","1432","164","322","920","1892","2556","3323","1310.59","1555.61","0","5608","1227","1470"
"1985","Hesse","Rural Area","1296.51","1263.02","77","266","920","1687","2045","3579","1145.91","1447.11","77","3579","1148","1504"
"1985","Hesse","Urban Area","1389.82","1278","599","307","818","1790","2459","4090","1325.59","1454.05","0","7950","1227","1278"
"1985","Lower Saxony","Rural Area","1393.36","1229.72","271","256","639","1738","2331","4156","1217.13","1569.59","26","20452","1176","1373"
"1985","Lower Saxony","Urban Area","1462.55","1299.49","314","266","869","1790","2555","6711","1345.68","1579.42","102","9715","1227","1380"
"1985","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"1985","North Rhine-Westphalia","Rural Area","1174.69","1094.99","42","307","665","1483","2147","3068","963.9","1385.48","192","3068","869","1432"
"1985","North Rhine-Westphalia","Urban Area","1446.52","1380","1649","353","920","1790","2505","4704","1404.87","1488.17","0","9395","1278","1349"
"1985","Rhineland-Palatinate,Saarland","Rural Area","1245.78","1224.37","68","358","772","1518","2147","6647","1031.91","1459.65","174","6647","1117","1329"
"1985","Rhineland-Palatinate,Saarland","Urban Area","1265.85","1227","352","322","869","1534","2301","3584","1192.9","1338.8","31","5113","1150","1278"
"1985","Saxony","Rural Area","","","","","","","","","","","","","",""
"1985","Saxony","Urban Area","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","Rural Area","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","Urban Area","","","","","","","","","","","","","",""
"1985","Schleswig-Holstein","Rural Area","1405.9","1416.88","101","614","920","1789","2377","3068","1263.45","1548.35","0","3551","1228","1514"
