"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","East Germany","","","","","","","","","","","","","",""
"1984","direct migration background","West Germany","1276.4","1227","2290","547","869","1534","1892","3323","1249.19","1303.61","0","14443","1176","1227"
"1984","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1984","indirect migration background","West Germany","954.01","818","68","273","381","1380","1590","2445","759.65","1148.37","102","5113","511","869"
"1984","no migration background","East Germany","","","","","","","","","","","","","",""
"1984","no migration background","West Germany","1368.04","1278","4804","327","818","1738","2301","4587","1341.56","1394.52","0","16873","1278","1278"
"1985","direct migration background","East Germany","","","","","","","","","","","","","",""
"1985","direct migration background","West Germany","1283.87","1227","1960","511","895","1534","1994","3528","1256.92","1310.82","0","9395","1176","1227"
"1985","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1985","indirect migration background","West Germany","1038.79","916.52","67","199","511","1329","2147","2917","895.88","1181.7","131","2917","567","920"
"1985","no migration background","East Germany","","","","","","","","","","","","","",""
"1985","no migration background","West Germany","1382.08","1278","4502","319","818","1790","2379","4346","1354.84","1409.32","0","20452","1278","1329"
"1986","direct migration background","East Germany","","","","","","","","","","","","","",""
"1986","direct migration background","West Germany","1325.09","1278","1884","486","920","1636","2045","3579","1298.32","1351.86","0","6376","1253","1278"
"1986","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1986","indirect migration background","West Germany","1161.31","1116.83","91","307","767","1534","2301","2556","1015.43","1307.19","49","5113","767","1115"
"1986","no migration background","East Germany","","","","","","","","","","","","","",""
"1986","no migration background","West Germany","1436.53","1329","4334","341","869","1790","2504","4434","1407.34","1465.72","0","16361","1329","1380"
"1987","direct migration background","East Germany","","","","","","","","","","","","","",""
"1987","direct migration background","West Germany","1369.29","1281.04","1873","486","920","1636","2144","3835","1337.43","1401.15","46","15339","1278","1329"
"1987","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1987","indirect migration background","West Germany","1050.86","1003.64","92","307","614","1585","1738","2301","912.62","1189.1","187","5113","614","1002"
"1987","no migration background","East Germany","","","","","","","","","","","","","",""
"1987","no migration background","West Germany","1452.81","1380","4332","338","854","1841","2554","4602","1423.13","1482.49","0","12782","1329","1380"
"1988","direct migration background","East Germany","","","","","","","","","","","","","",""
"1988","direct migration background","West Germany","1419.82","1355.73","1747","409","992","1687","2193","3835","1388.22","1451.42","0","10159","1309","1355"
"1988","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1988","indirect migration background","West Germany","1087.28","1067.57","121","225","511","1559","1943","2556","966.7","1207.86","0","5113","741","1023"
"1988","no migration background","East Germany","","","","","","","","","","","","","",""
"1988","no migration background","West Germany","1523.71","1432","4120","358","920","1917","2556","4908","1491.89","1555.53","0","13331","1381","1432"
"1989","direct migration background","East Germany","","","","","","","","","","","","","",""
"1989","direct migration background","West Germany","1489.44","1432","1699","562","1048","1790","2301","3732","1458.23","1520.65","0","7669","1329","1432"
"1989","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1989","indirect migration background","West Germany","1123.69","1024.47","137","316","535","1636","1943","2684","994.24","1253.14","0","5113","877","1133"
"1989","no migration background","East Germany","","","","","","","","","","","","","",""
"1989","no migration background","West Germany","1592.04","1483","4044","378","998","1994","2659","5051","1557.95","1626.13","0","23008","1432","1483"
"1990","direct migration background","East Germany","584.32","578.67","97","338","441","690","818","1355","544.94","623.7","102","1355","511","614"
"1990","direct migration background","West Germany","1535.74","1483","1659","538","1074","1841","2454","3886","1500.35","1571.13","0","10226","1432","1483"
"1990","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1990","indirect migration background","West Germany","1049.77","1023","166","258","460","1465","1841","2812","930.48","1169.06","0","7158","782","1176"
"1990","no migration background","East Germany","589.86","562","3338","297","435","716","869","1544","580.54","599.18","16","2812","562","573"
"1990","no migration background","West Germany","1640.9","1534","3944","410","971","2062","2812","4857","1604.93","1676.87","0","25565","1491","1534"
"1991","direct migration background","East Germany","760.55","754.93","76","373","614","869","1048","2166","691.5","829.6","210","2166","716","844"
"1991","direct migration background","West Germany","1595.42","1534","1671","524","1074","1892","2556","5113","1561","1629.84","0","10226","1483","1534"
"1991","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1991","indirect migration background","West Germany","1030.97","816.22","212","307","450","1534","1943","3068","921.95","1139.99","26","6647","767","1023"
"1991","no migration background","East Germany","792.89","741","2757","399","588","920","1227","2301","778.33","807.45","0","3579","732","767"
"1991","no migration background","West Germany","1714.53","1602.57","4009","435","1023","2183","2914","5211","1678.55","1750.51","0","17043","1534","1636"
"1992","direct migration background","East Germany","1114.81","999.09","59","614","823","1350","1784","2556","996.92","1232.7","229","2556","920","1078"
"1992","direct migration background","West Germany","1702.05","1636","1564","614","1166","2051","2643","4602","1663.71","1740.39","0","10226","1600","1687"
"1992","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1992","indirect migration background","West Germany","1145.09","997","233","358","486","1585","2250","3426","1030.41","1259.77","0","7669","920","1176"
"1992","no migration background","East Germany","1054.52","971","2376","522","767","1260","1600","2812","1033.88","1075.16","0","7669","971","1015"
"1992","no migration background","West Germany","1860.77","1738","3910","511","1158","2352","3075","5595","1824.05","1897.49","0","17384","1687","1738"
"1993","direct migration background","East Germany","1395.49","1285.12","48","767","992","1790","2045","3835","1218.45","1572.53","256","3835","1023","1411"
"1993","direct migration background","West Germany","1844.17","1687","1483","638","1278","2147","3068","5624","1800.55","1887.79","0","10226","1636","1687"
"1993","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1993","indirect migration background","West Germany","1115.5","912.09","281","366","511","1585","2045","3323","1017.88","1213.12","0","7669","900","1278"
"1993","no migration background","East Germany","1283.92","1227","2217","584","920","1559","1953","3323","1253.85","1313.99","0","15339","1176","1227"
"1993","no migration background","West Germany","1982.55","1815","3881","511","1176","2556","3388","5880","1940.17","2024.93","0","28121","1784","1790"
"1994","direct migration background","East Germany","1545.25","1454.55","51","818","1074","1841","2268","4039","1350.28","1740.22","332","4039","1176","1687"
"1994","direct migration background","West Germany","1859.95","1687","1318","614","1253","2147","3068","5880","1804.64","1915.26","0","20452","1636","1738"
"1994","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1994","indirect migration background","West Germany","1233.65","1072.72","285","409","529","1790","2045","3732","1130.59","1336.71","51","7669","1085","1380"
"1994","no migration background","East Germany","1429.65","1353","2158","614","1023","1769","2199","3579","1397","1462.3","0","11760","1329","1380"
"1994","no migration background","West Germany","2041.15","1892","3761","562","1278","2556","3477","6135","1997.67","2084.63","0","25565","1828","1892"
"1995","direct migration background","East Germany","1533.57","1459.02","55","879","1125","1826","2352","4857","1338.28","1728.86","286","4857","1125","1534"
"1995","direct migration background","West Germany","1877.45","1738","1507","511","1278","2250","3068","5701","1789.99","1964.91","0","51128","1687","1790"
"1995","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1995","indirect migration background","West Germany","1210.71","1041.99","301","383","525","1790","2301","3475","1105.38","1316.04","0","7669","1023","1401"
"1995","no migration background","East Germany","1520.14","1432","2147","648","1033","1790","2301","4090","1471.04","1569.24","0","40903","1380","1432"
"1995","no migration background","West Germany","2098.87","1943","3864","559","1278","2618","3579","6187","2056.51","2141.23","0","21304","1841","1943"
"1996","direct migration background","East Germany","1455.12","1459.71","51","744","1053","1790","2403","2705","1273.72","1636.52","36","2705","1125","1636"
"1996","direct migration background","West Germany","1918.18","1790","1387","573","1278","2301","3068","7669","1868.24","1968.12","20","8948","1738","1790"
"1996","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1996","indirect migration background","West Germany","1538.99","1189.07","309","409","562","1790","2684","20452","1379.23","1698.75","26","20452","1224","1483"
"1996","no migration background","East Germany","1578.2","1534","2076","639","1125","1943","2505","4051","1543.66","1612.74","61","10226","1432","1534"
"1996","no migration background","West Germany","2226.91","2045","3823","614","1370","2761","3835","7097","2174.67","2279.15","51","44617","1943","2043"
"1997","direct migration background","East Germany","1462.57","1535.18","45","767","1135","1861","2087","2739","1281.61","1643.53","307","2739","1135","1713"
"1997","direct migration background","West Germany","1984.96","1790","1282","604","1299","2352","3170","8254","1930.44","2039.48","56","10226","1790","1841"
"1997","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1997","indirect migration background","West Germany","1453.73","1266.27","343","348","537","1841","2556","18151","1320.15","1587.31","19","18151","1176","1432"
"1997","no migration background","East Germany","1630.32","1534","2021","639","1092","1994","2556","4090","1586.42","1674.22","51","25565","1497","1534"
"1997","no migration background","West Germany","2215.47","2045","3728","626","1370","2812","3835","6647","2171.59","2259.35","25","25565","1994","2045"
"1998","direct migration background","East Germany","1444.26","1636","36","844","1074","1738","1943","2556","1267.47","1621.05","247","2556","1074","1636"
"1998","direct migration background","West Germany","2007.85","1841","1248","562","1278","2403","3432","7490","1946.37","2069.33","0","12215","1790","1892"
"1998","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1998","indirect migration background","West Germany","1533.01","1401.91","345","330","562","1943","2761","7202","1405.3","1660.72","0","14316","1278","1538"
"1998","no migration background","East Germany","1624.55","1534","2118","614","1125","2019","2710","4090","1587.8","1661.3","0","10226","1483","1534"
"1998","no migration background","West Germany","2250.9","2071","4398","588","1380","2863","3835","6851","2210.28","2291.52","0","15339","1994","2045"
"1999","direct migration background","East Germany","1408.59","1429.82","35","869","1112","1790","2045","2556","1220.58","1596.6","266","2556","1074","1534"
"1999","direct migration background","West Germany","2212.77","1841","1157","539","1329","2403","3750","8692","2127.71","2297.83","0","33234","1790","1892"
"1999","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1999","indirect migration background","West Germany","1436.49","1432","370","354","562","1994","2671","4448","1334.59","1538.39","61","5624","1329","1534"
"1999","no migration background","East Germany","1648.34","1534","2129","614","1125","2045","2761","4090","1611.15","1685.53","0","11248","1534","1577"
"1999","no migration background","West Germany","2247.36","2096","4387","481","1308","2863","3988","6902","2205.43","2289.29","0","20452","2004","2045"
"2000","direct migration background","East Germany","1442","1374.27","46","496","920","1790","2556","4090","1190.57","1693.43","0","4090","1074","1733"
"2000","direct migration background","West Germany","1958.39","1790","1763","461","1227","2429","3323","6800","1898.4","2018.38","0","15339","1790","1892"
"2000","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2000","indirect migration background","West Germany","1561.63","1534","485","327","614","2096","2812","4806","1469.09","1654.17","0","6180","1467","1665"
"2000","no migration background","East Germany","1682.33","1534","3157","511","1074","2096","2812","5113","1645.34","1719.32","0","15328","1534","1585"
"2000","no migration background","West Germany","2312.15","2147","8381","460","1278","2965","4090","7748","2276.65","2347.65","0","25565","2067","2147"
"2001","direct migration background","East Germany","1322.52","1277.14","36","176","414","1790","2556","4090","1006.25","1638.79","0","4090","858","1636"
"2001","direct migration background","West Germany","1972.08","1829.17","1591","409","1176","2454","3323","7669","1906.93","2037.23","0","15339","1790","1943"
"2001","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2001","indirect migration background","West Germany","1774.92","1555.98","455","322","654","2301","3323","7669","1650.96","1898.88","0","12782","1457","1738"
"2001","no migration background","East Germany","1712.71","1585","2926","511","1074","2173","2863","4857","1675.68","1749.74","0","17895","1535","1636"
"2001","no migration background","West Germany","2311.42","2147","7612","409","1249","2982","4090","7874","2275.18","2347.66","0","20452","2074","2147"
"2002","direct migration background","East Germany","","","","","","","","","","","","","",""
"2002","direct migration background","West Germany","1946.24","1800","1515","325","1000","2500","3300","7365","1835.28","2057.2","0","50000","1900","2000"
"2002","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2002","indirect migration background","West Germany","1782.3","1600","463","325","650","2390","3300","7000","1634.93","1929.67","0","17500","1500","1800"
"2002","no migration background","East Germany","1762.87","1600","2914","496","1094","2250","3000","5700","1711.48","1814.26","0","18000","1680","1790"
"2002","no migration background","West Germany","2449.1","2200","8568","420","1250","3099","4300","9999","2385.45","2512.75","0","132569","2300","2400"
"2003","direct migration background","East Germany","","","","","","","","","","","","","",""
"2003","direct migration background","West Germany","1981.99","1800","1384","350","1000","2560","3300","8700","1894.41","2069.57","0","26000","1900","2015"
"2003","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2003","indirect migration background","West Germany","1811.98","1600","468","325","630","2500","3475","7500","1605.72","2018.24","0","30000","1500","1850"
"2003","no migration background","East Germany","1847.98","1700","2793","520","1100","2400","3100","6300","1791.99","1903.97","0","20000","1700","1800"
