"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","general elemantary","1050.68","1023","706","368","767","1380","1585","2454","1017.77","1083.59","26","2556","1023","1125"
"1984","direct migration background","higher education","1918.49","1829.66","92","590","920","2659","3196","4717","1611.12","2225.86","153","11248","1278","1892"
"1984","direct migration background","higher vocational","1886.37","1534","33","614","1023","2026","2372","9172","1373.57","2399.17","220","9172","1329","1636"
"1984","direct migration background","in school","","","","","","","","","","","","","",""
"1984","direct migration background","inadequately","1161.04","1176","563","665","920","1432","1605","2045","1124.72","1197.36","0","6135","1125","1207"
"1984","direct migration background","middle vocational","1297.17","1278","768","553","920","1585","1892","3068","1247.37","1346.97","58","14443","1258","1304"
"1984","direct migration background","vocational + Abi","1245.34","1160.62","97","679","956","1534","1841","2946","1146.49","1344.19","153","2946","1131","1380"
"1984","indirect migration background","general elemantary","813.57","712.61","30","254","381","1099","1432","5113","449.78","1177.36","102","5113","258","818"
"1984","indirect migration background","higher education","","","","","","","","","","","","","",""
"1984","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1984","indirect migration background","in school","","","","","","","","","","","","","",""
"1984","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1984","indirect migration background","middle vocational","","","","","","","","","","","","","",""
"1984","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1984","no migration background","general elemantary","791.24","716","908","199","307","1176","1534","2250","756.61","825.87","0","2914","639","767"
"1984","no migration background","higher education","2260.08","2148.7","528","971","1534","2761","3468","6180","2156.36","2363.8","0","10143","2045","2250"
"1984","no migration background","higher vocational","1676.58","1585","419","741","1227","2045","2556","4346","1596.25","1756.91","0","6135","1534","1687"
"1984","no migration background","in school","","","","","","","","","","","","","",""
"1984","no migration background","inadequately","771.34","878.82","32","194","256","1161","1278","1738","601.07","941.61","31","1738","292","1074"
"1984","no migration background","middle vocational","1349.87","1278","2791","491","922","1636","2045","4090","1318.56","1381.18","0","16873","1278","1329"
"1984","no migration background","vocational + Abi","1587.32","1432.53","116","629","1074","1943","2710","7561","1409.21","1765.43","51","7561","1278","1534"
