"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","college entrance qualification","1331.46","1278","370","291","622","1841","2275","4587","1231.29","1431.63","0","10143","1170","1380"
"1984","16-34 y.","lower secondary degree","1066.1","1074","1309","281","665","1380","1687","2981","1034","1098.2","0","6155","1023","1074"
"1984","16-34 y.","no degree/no degree yet","939.39","965.33","177","210","614","1278","1483","1790","872.9","1005.88","31","3068","1023","1126"
"1984","16-34 y.","Other degree","1125.54","1074","356","511","869","1432","1636","2556","1073.62","1177.46","150","4090","1074","1183"
"1984","16-34 y.","secondary school degree","1061.7","1039.57","709","266","511","1380","1790","3579","1008.93","1114.47","12","7696","1023","1083"
"1984","35-65 y.","college entrance qualification","2359.14","2301","428","1074","1713","2843","3477","6180","2247.49","2470.79","0","9920","2199","2340"
"1984","35-65 y.","lower secondary degree","1350.51","1329","1961","460","920","1687","2056","3410","1312.89","1388.13","0","16873","1304","1380"
"1984","35-65 y.","no degree/no degree yet","1187.6","1227","497","688","966","1432","1631","2199","1148","1227.2","0","6135","1125","1278"
"1984","35-65 y.","Other degree","1388.93","1278","735","839","1074","1534","1935","3068","1332.81","1445.05","113","14443","1278","1329"
"1984","35-65 y.","secondary school degree","1711.96","1585","517","537","1050","2096","2934","5068","1616.78","1807.14","0","10226","1534","1687"
"1984","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1984","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1984","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1984","66 and older","Other degree","","","","","","","","","","","","","",""
"1984","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1985","16-34 y.","college entrance qualification","1278.99","1227","381","266","614","1790","2199","4090","1192.15","1365.83","0","6135","1125","1329"
"1985","16-34 y.","lower secondary degree","1084.1","1112.73","1185","322","767","1380","1677","2585","1051.63","1116.57","0","9368","1023","1124"
"1985","16-34 y.","no degree/no degree yet","815.27","920","123","77","252","1176","1380","2556","724.3","906.24","31","2990","971","1125"
"1985","16-34 y.","Other degree","1107.18","1107.38","277","454","869","1380","1636","2301","1052.25","1162.11","0","3835","1125","1278"
"1985","16-34 y.","secondary school degree","1064.9","1074","682","271","535","1422","1790","3068","1015.14","1114.66","0","7669","1023","1125"
"1985","35-65 y.","college entrance qualification","2332.38","2298.48","406","1023","1765","2913","3525","5829","2226.92","2437.84","71","6711","2147","2403"
"1985","35-65 y.","lower secondary degree","1359.54","1360.27","1786","409","869","1738","2147","4090","1324.15","1394.93","0","6902","1329","1381"
"1985","35-65 y.","no degree/no degree yet","1216.29","1227","408","767","1023","1416","1687","2260","1178.27","1254.31","84","2983","1176","1278"
"1985","35-65 y.","Other degree","1380.15","1278","646","809","1074","1585","1994","3272","1331.62","1428.68","0","9395","1278","1329"
"1985","35-65 y.","secondary school degree","1852.44","1664.75","506","665","1125","2250","3068","5624","1731.79","1973.09","0","20452","1585","1790"
"1985","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1985","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1985","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1985","66 and older","Other degree","","","","","","","","","","","","","",""
"1985","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1986","16-34 y.","college entrance qualification","1367.64","1278","404","317","716","1790","2360","5113","1267.86","1467.42","15","9203","1202","1380"
"1986","16-34 y.","lower secondary degree","1109.41","1125","1185","307","767","1432","1738","2556","1078.08","1140.74","0","5113","1074","1125"
"1986","16-34 y.","no degree/no degree yet","970.13","971.96","116","169","614","1278","1657","1943","875.24","1065.02","36","3323","968","1176"
"1986","16-34 y.","Other degree","1081.49","1125","238","267","741","1457","1636","3088","1014.66","1148.32","69","3579","1150","1278"
"1986","16-34 y.","secondary school degree","1098.59","1074","681","286","547","1458","1841","3068","1044.05","1153.13","0","11248","1023","1125"
"1986","35-65 y.","college entrance qualification","2557.87","2454","396","1380","1943","3068","3681","6187","2430.19","2685.55","0","12782","2331","2556"
