"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","direct migration background","Rural Area","7.57","3","180","1","2","10","19","51","5.61","9.53","1","120","2","4"
"1985","direct migration background","Urban Area","9.28","6","1435","1","3","12","20","43","8.6","9.96","0","260","5","5"
"1985","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1985","indirect migration background","Urban Area","9.92","6.19","50","1","2","15","26","50","6.97","12.87","1","50","3","10"
"1985","no migration background","Rural Area","13.22","6","799","1","2","16","30","100","11.66","14.78","0","280","6","8"
"1985","no migration background","Urban Area","11.97","8","2867","1","3","15","26","70","11.39","12.55","0","360","7","8"
"1986","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1986","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1986","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1986","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1986","no migration background","Rural Area","","","","","","","","","","","","","",""
"1986","no migration background","Urban Area","","","","","","","","","","","","","",""
"1987","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1987","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1987","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1987","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1987","no migration background","Rural Area","","","","","","","","","","","","","",""
"1987","no migration background","Urban Area","","","","","","","","","","","","","",""
"1988","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1988","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1988","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1988","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1988","no migration background","Rural Area","","","","","","","","","","","","","",""
"1988","no migration background","Urban Area","","","","","","","","","","","","","",""
"1989","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1989","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1989","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1989","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1989","no migration background","Rural Area","","","","","","","","","","","","","",""
"1989","no migration background","Urban Area","","","","","","","","","","","","","",""
"1990","direct migration background","Rural Area","10.05","5","182","1","2","10","25","110","7.09","13.01","0","130","3","4"
"1990","direct migration background","Urban Area","10.64","6","1229","1","3","15","25","74","9.99","11.29","0","100","5","6"
"1990","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1990","indirect migration background","Urban Area","9.88","8","115","2","4","12","20","50","8.12","11.64","1","60","5","9"
"1990","no migration background","Rural Area","16.57","10","697","1","3","20","38","110","14.74","18.4","0","330","8","11"
"1990","no migration background","Urban Area","13.29","8","2525","2","4","16","30","75","12.52","14.06","0","330","8","9"
"1991","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1991","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1991","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1991","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1991","no migration background","Rural Area","40.45","10","633","5","7","20","70","550","32.27","48.63","1","999","10","12"
"1991","no migration background","Urban Area","47.43","10","190","4","6","20","40","750","29.64","65.22","0","750","10","13"
"1992","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1992","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1992","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1992","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1992","no migration background","Rural Area","42.55","12","562","5","7","25","70","550","34.03","51.07","1","800","12","15"
"1992","no migration background","Urban Area","29.35","12","178","5","8","20","30","550","16.25","42.45","1","600","10","15"
