"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","direct migration background","(0) in school","","","","","","","","","","","","","",""
"1985","direct migration background","(1a) inadequately completed","7.39","4","409","1","2","8","20","40","6.57","8.21","0","60","4","5"
"1985","direct migration background","(1b) general elementary school","7.69","5","491","1","2","10","16","35","6.96","8.42","1","80","4","5"
"1985","direct migration background","(1c) basic vocational qualification","9.99","6","417","2","3","12","20","92","8.01","11.97","0","260","5","7"
"1985","direct migration background","(2a) intermediate vocational","10.33","8.41","46","2","4","15","30","34","7.74","12.92","1","34","4","10"
"1985","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1985","direct migration background","(2c_gen) general maturity certificate","13.22","10","53","2","3","20","32","45","10.02","16.42","1","45","5","11"
"1985","direct migration background","(2c_voc) vocational maturity certificate","8.72","5","74","2","2","10","20","28","5.29","12.15","1","120","3","7"
"1985","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1985","direct migration background","(3b) higher tertiary education","12.05","7.25","48","2","3","17","30","38","8.89","15.21","1","40","5","11"
"1985","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"1985","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1985","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"1985","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1985","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1985","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1985","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1985","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1985","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1985","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1985","no migration background","(0) in school","","","","","","","","","","","","","",""
"1985","no migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
