"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","direct migration background","general elemantary","7.57","5","513","1","2","10","17","35","6.85","8.29","1","80","4","5"
"1985","direct migration background","higher education","11.14","7","62","1","3","17","28","38","8.56","13.72","1","40","5","11"
"1985","direct migration background","higher vocational","","","","","","","","","","","","","",""
"1985","direct migration background","in school","","","","","","","","","","","","","",""
"1985","direct migration background","inadequately","7.59","4","359","1","2","10","20","40","6.75","8.43","0","60","4","5"
"1985","direct migration background","middle vocational","10.24","6","559","1","3","13","21","86","8.7","11.78","0","260","5","7"
"1985","direct migration background","vocational + Abi","8.77","5","64","2","2","11","20","120","4.86","12.68","1","120","3","8"
"1985","indirect migration background","general elemantary","","","","","","","","","","","","","",""
"1985","indirect migration background","higher education","","","","","","","","","","","","","",""
"1985","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1985","indirect migration background","in school","","","","","","","","","","","","","",""
"1985","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1985","indirect migration background","middle vocational","","","","","","","","","","","","","",""
"1985","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1985","no migration background","general elemantary","9.42","6","678","1","3","12","20","60","8.46","10.38","0","150","5","6"
"1985","no migration background","higher education","15.26","8","428","2","4","20","37","86","13.51","17.01","1","113","7","10"
"1985","no migration background","higher vocational","14.5","8","291","1","3","17","30","95","11.24","17.76","0","360","7","10"
"1985","no migration background","in school","","","","","","","","","","","","","",""
"1985","no migration background","inadequately","","","","","","","","","","","","","",""
"1985","no migration background","middle vocational","12.35","8","2137","1","3","15","27","74","11.64","13.06","0","280","7","8"
"1985","no migration background","vocational + Abi","12.65","8","82","2","4","18","30","50","9.04","16.26","1","120","5","11"
"1986","direct migration background","general elemantary","","","","","","","","","","","","","",""
"1986","direct migration background","higher education","","","","","","","","","","","","","",""
"1986","direct migration background","higher vocational","","","","","","","","","","","","","",""
"1986","direct migration background","in school","","","","","","","","","","","","","",""
"1986","direct migration background","inadequately","","","","","","","","","","","","","",""
"1986","direct migration background","middle vocational","","","","","","","","","","","","","",""
"1986","direct migration background","vocational + Abi","","","","","","","","","","","","","",""
"1986","indirect migration background","general elemantary","","","","","","","","","","","","","",""
"1986","indirect migration background","higher education","","","","","","","","","","","","","",""
"1986","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1986","indirect migration background","in school","","","","","","","","","","","","","",""
"1986","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1986","indirect migration background","middle vocational","","","","","","","","","","","","","",""
"1986","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1986","no migration background","general elemantary","","","","","","","","","","","","","",""
"1986","no migration background","higher education","","","","","","","","","","","","","",""
"1986","no migration background","higher vocational","","","","","","","","","","","","","",""
"1986","no migration background","in school","","","","","","","","","","","","","",""
"1986","no migration background","inadequately","","","","","","","","","","","","","",""
"1986","no migration background","middle vocational","","","","","","","","","","","","","",""
"1986","no migration background","vocational + Abi","","","","","","","","","","","","","",""
"1987","direct migration background","general elemantary","","","","","","","","","","","","","",""
"1987","direct migration background","higher education","","","","","","","","","","","","","",""
"1987","direct migration background","higher vocational","","","","","","","","","","","","","",""
"1987","direct migration background","in school","","","","","","","","","","","","","",""
"1987","direct migration background","inadequately","","","","","","","","","","","","","",""
"1987","direct migration background","middle vocational","","","","","","","","","","","","","",""
"1987","direct migration background","vocational + Abi","","","","","","","","","","","","","",""
"1987","indirect migration background","general elemantary","","","","","","","","","","","","","",""
"1987","indirect migration background","higher education","","","","","","","","","","","","","",""
"1987","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1987","indirect migration background","in school","","","","","","","","","","","","","",""
"1987","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1987","indirect migration background","middle vocational","","","","","","","","","","","","","",""
"1987","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1987","no migration background","general elemantary","","","","","","","","","","","","","",""
"1987","no migration background","higher education","","","","","","","","","","","","","",""
"1987","no migration background","higher vocational","","","","","","","","","","","","","",""
"1987","no migration background","in school","","","","","","","","","","","","","",""
"1987","no migration background","inadequately","","","","","","","","","","","","","",""
"1987","no migration background","middle vocational","","","","","","","","","","","","","",""
"1987","no migration background","vocational + Abi","","","","","","","","","","","","","",""
"1988","direct migration background","general elemantary","","","","","","","","","","","","","",""
"1988","direct migration background","higher education","","","","","","","","","","","","","",""
"1988","direct migration background","higher vocational","","","","","","","","","","","","","",""
"1988","direct migration background","in school","","","","","","","","","","","","","",""
