"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","16-34 y.","general elemantary","9.99","6","596","1","3","12","22","64","9.04","10.94","1","150","5","7"
"1985","16-34 y.","higher education","16.79","10","159","2","5","19","50","90","13.63","19.95","1","100","7","10"
"1985","16-34 y.","higher vocational","14.15","9.02","121","2","3","16","30","95","10.98","17.32","0","104","6","10"
"1985","16-34 y.","in school","","","","","","","","","","","","","",""
"1985","16-34 y.","inadequately","7.35","5","87","1","2","10","15","25","5.77","8.93","0","40","3","7"
"1985","16-34 y.","middle vocational","11.81","8","1219","1","3","15","25","60","11.07","12.55","0","130","7","8"
"1985","16-34 y.","vocational + Abi","12.8","8","81","2","4","15","32","120","8.41","17.19","1","120","5","10"
"1985","35-65 y.","general elemantary","8.37","5","614","1","2","10","18","50","7.55","9.19","0","150","4","5"
"1985","35-65 y.","higher education","14.16","8","330","2","4","20","31","82","12.4","15.92","1","113","7","10"
"1985","35-65 y.","higher vocational","14.04","8","199","1","3","17","27","48","9.63","18.45","1","360","6","10"
"1985","35-65 y.","in school","","","","","","","","","","","","","",""
"1985","35-65 y.","inadequately","7.37","4","298","1","1","10","17","40","6.44","8.3","0","60","4","5"
"1985","35-65 y.","middle vocational","12.55","8","1497","1","3","15","27","80","11.55","13.55","0","280","7","8"
"1985","35-65 y.","vocational + Abi","10.62","7.18","64","2","3","15","25","50","8.26","12.98","1","50","3","9"
"1985","66 and older","general elemantary","","","","","","","","","","","","","",""
"1985","66 and older","higher education","","","","","","","","","","","","","",""
"1985","66 and older","higher vocational","","","","","","","","","","","","","",""
"1985","66 and older","in school","","","","","","","","","","","","","",""
"1985","66 and older","inadequately","","","","","","","","","","","","","",""
"1985","66 and older","middle vocational","","","","","","","","","","","","","",""
"1985","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1986","16-34 y.","general elemantary","","","","","","","","","","","","","",""
"1986","16-34 y.","higher education","","","","","","","","","","","","","",""
"1986","16-34 y.","higher vocational","","","","","","","","","","","","","",""
"1986","16-34 y.","in school","","","","","","","","","","","","","",""
"1986","16-34 y.","inadequately","","","","","","","","","","","","","",""
"1986","16-34 y.","middle vocational","","","","","","","","","","","","","",""
"1986","16-34 y.","vocational + Abi","","","","","","","","","","","","","",""
"1986","35-65 y.","general elemantary","","","","","","","","","","","","","",""
"1986","35-65 y.","higher education","","","","","","","","","","","","","",""
"1986","35-65 y.","higher vocational","","","","","","","","","","","","","",""
"1986","35-65 y.","in school","","","","","","","","","","","","","",""
"1986","35-65 y.","inadequately","","","","","","","","","","","","","",""
"1986","35-65 y.","middle vocational","","","","","","","","","","","","","",""
"1986","35-65 y.","vocational + Abi","","","","","","","","","","","","","",""
"1986","66 and older","general elemantary","","","","","","","","","","","","","",""
"1986","66 and older","higher education","","","","","","","","","","","","","",""
"1986","66 and older","higher vocational","","","","","","","","","","","","","",""
"1986","66 and older","in school","","","","","","","","","","","","","",""
"1986","66 and older","inadequately","","","","","","","","","","","","","",""
"1986","66 and older","middle vocational","","","","","","","","","","","","","",""
"1986","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1987","16-34 y.","general elemantary","","","","","","","","","","","","","",""
"1987","16-34 y.","higher education","","","","","","","","","","","","","",""
"1987","16-34 y.","higher vocational","","","","","","","","","","","","","",""
"1987","16-34 y.","in school","","","","","","","","","","","","","",""
"1987","16-34 y.","inadequately","","","","","","","","","","","","","",""
"1987","16-34 y.","middle vocational","","","","","","","","","","","","","",""
"1987","16-34 y.","vocational + Abi","","","","","","","","","","","","","",""
"1987","35-65 y.","general elemantary","","","","","","","","","","","","","",""
"1987","35-65 y.","higher education","","","","","","","","","","","","","",""
"1987","35-65 y.","higher vocational","","","","","","","","","","","","","",""
"1987","35-65 y.","in school","","","","","","","","","","","","","",""
"1987","35-65 y.","inadequately","","","","","","","","","","","","","",""
"1987","35-65 y.","middle vocational","","","","","","","","","","","","","",""
"1987","35-65 y.","vocational + Abi","","","","","","","","","","","","","",""
"1987","66 and older","general elemantary","","","","","","","","","","","","","",""
"1987","66 and older","higher education","","","","","","","","","","","","","",""
"1987","66 and older","higher vocational","","","","","","","","","","","","","",""
"1987","66 and older","in school","","","","","","","","","","","","","",""
"1987","66 and older","inadequately","","","","","","","","","","","","","",""
"1987","66 and older","middle vocational","","","","","","","","","","","","","",""
"1987","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1988","16-34 y.","general elemantary","","","","","","","","","","","","","",""
"1988","16-34 y.","higher education","","","","","","","","","","","","","",""
"1988","16-34 y.","higher vocational","","","","","","","","","","","","","",""
"1988","16-34 y.","in school","","","","","","","","","","","","","",""
"1988","16-34 y.","inadequately","","","","","","","","","","","","","",""
"1988","16-34 y.","middle vocational","","","","","","","","","","","","","",""
"1988","16-34 y.","vocational + Abi","","","","","","","","","","","","","",""
"1988","35-65 y.","general elemantary","","","","","","","","","","","","","",""
"1988","35-65 y.","higher education","","","","","","","","","","","","","",""
"1988","35-65 y.","higher vocational","","","","","","","","","","","","","",""
"1988","35-65 y.","in school","","","","","","","","","","","","","",""
"1988","35-65 y.","inadequately","","","","","","","","","","","","","",""
"1988","35-65 y.","middle vocational","","","","","","","","","","","","","",""
"1988","35-65 y.","vocational + Abi","","","","","","","","","","","","","",""
"1988","66 and older","general elemantary","","","","","","","","","","","","","",""
"1988","66 and older","higher education","","","","","","","","","","","","","",""
"1988","66 and older","higher vocational","","","","","","","","","","","","","",""
"1988","66 and older","in school","","","","","","","","","","","","","",""
"1988","66 and older","inadequately","","","","","","","","","","","","","",""
"1988","66 and older","middle vocational","","","","","","","","","","","","","",""
