"year","e11102","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Employed","general elemantary","9.17","5","1171","1","2","11","20","60","8.53","9.81","0","150","5","6"
"1985","Employed","higher education","14.86","8","482","2","4","20","35","85","13.3","16.42","1","113","7","10"
"1985","Employed","higher vocational","14.02","8","319","1","3","17","28","95","11.03","17.01","0","360","6","10"
"1985","Employed","in school","","","","","","","","","","","","","",""
"1985","Employed","inadequately","7.37","4.68","381","1","2","10","16","40","6.57","8.17","0","60","4","5"
"1985","Employed","middle vocational","12.23","8","2668","1","3","15","26","74","11.58","12.88","0","280","7","8"
"1985","Employed","vocational + Abi","11.87","8","143","2","3","15","30","50","9.19","14.55","1","120","5","8"
"1985","Not Employed","general elemantary","8.11","5","44","1","3","10","18","36","5.98","10.24","1","36","3","9"
"1985","Not Employed","higher education","","","","","","","","","","","","","",""
"1985","Not Employed","higher vocational","","","","","","","","","","","","","",""
"1985","Not Employed","in school","","","","","","","","","","","","","",""
"1985","Not Employed","inadequately","","","","","","","","","","","","","",""
"1985","Not Employed","middle vocational","11.25","5","55","1","2","10","36","52","7.95","14.55","1","52","3","8"
"1985","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"1986","Employed","general elemantary","","","","","","","","","","","","","",""
"1986","Employed","higher education","","","","","","","","","","","","","",""
"1986","Employed","higher vocational","","","","","","","","","","","","","",""
"1986","Employed","in school","","","","","","","","","","","","","",""
"1986","Employed","inadequately","","","","","","","","","","","","","",""
"1986","Employed","middle vocational","","","","","","","","","","","","","",""
"1986","Employed","vocational + Abi","","","","","","","","","","","","","",""
"1986","Not Employed","general elemantary","","","","","","","","","","","","","",""
"1986","Not Employed","higher education","","","","","","","","","","","","","",""
"1986","Not Employed","higher vocational","","","","","","","","","","","","","",""
"1986","Not Employed","in school","","","","","","","","","","","","","",""
"1986","Not Employed","inadequately","","","","","","","","","","","","","",""
"1986","Not Employed","middle vocational","","","","","","","","","","","","","",""
"1986","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
