"year","e11103","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Full Time","college entrance qualification","13.94","8.87","458","2","4","19","30","78","12.24","15.64","1","250","8","10"
"1985","Full Time","lower secondary degree","12.47","8","1791","1","3","15","26","80","11.59","13.35","0","360","7","8"
"1985","Full Time","no degree/no degree yet","7.68","5","369","1","2","10","20","40","6.83","8.53","0","60","4","5"
"1985","Full Time","Other degree","9.96","5","617","1","2","11","20","89","8.55","11.37","1","260","4","5"
"1985","Full Time","secondary school degree","12.8","9","730","2","3","17","28","65","11.75","13.85","0","130","8","10"
"1985","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"1985","Not Working","lower secondary degree","11.31","6.11","51","1","2","14","36","52","8.15","14.47","1","52","4","8"
"1985","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"1985","Not Working","Other degree","","","","","","","","","","","","","",""
"1985","Not Working","secondary school degree","","","","","","","","","","","","","",""
"1985","Part Time","college entrance qualification","14.35","7","177","2","4","15","35","85","11.6","17.1","1","120","6","10"
"1985","Part Time","lower secondary degree","8.99","5","586","1","2","10","20","65","8.04","9.94","0","120","5","6"
"1985","Part Time","no degree/no degree yet","7.49","4.89","58","1","1","10","15","40","5.15","9.83","0","40","2","5"
"1985","Part Time","Other degree","9.08","6","113","1","3","12","16","86","6.61","11.55","1","100","3","6"
"1985","Part Time","secondary school degree","9.8","6","250","1","2","14","20","60","8.4","11.2","1","80","5","7"
"1986","Full Time","college entrance qualification","","","","","","","","","","","","","",""
"1986","Full Time","lower secondary degree","","","","","","","","","","","","","",""
"1986","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1986","Full Time","Other degree","","","","","","","","","","","","","",""
"1986","Full Time","secondary school degree","","","","","","","","","","","","","",""
"1986","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"1986","Not Working","lower secondary degree","","","","","","","","","","","","","",""
"1986","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"1986","Not Working","Other degree","","","","","","","","","","","","","",""
"1986","Not Working","secondary school degree","","","","","","","","","","","","","",""
"1986","Part Time","college entrance qualification","","","","","","","","","","","","","",""
"1986","Part Time","lower secondary degree","","","","","","","","","","","","","",""
"1986","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1986","Part Time","Other degree","","","","","","","","","","","","","",""
"1986","Part Time","secondary school degree","","","","","","","","","","","","","",""
"1987","Full Time","college entrance qualification","","","","","","","","","","","","","",""
"1987","Full Time","lower secondary degree","","","","","","","","","","","","","",""
"1987","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1987","Full Time","Other degree","","","","","","","","","","","","","",""
"1987","Full Time","secondary school degree","","","","","","","","","","","","","",""
"1987","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"1987","Not Working","lower secondary degree","","","","","","","","","","","","","",""
"1987","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"1987","Not Working","Other degree","","","","","","","","","","","","","",""
"1987","Not Working","secondary school degree","","","","","","","","","","","","","",""
"1987","Part Time","college entrance qualification","","","","","","","","","","","","","",""
"1987","Part Time","lower secondary degree","","","","","","","","","","","","","",""
"1987","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1987","Part Time","Other degree","","","","","","","","","","","","","",""
"1987","Part Time","secondary school degree","","","","","","","","","","","","","",""
"1988","Full Time","college entrance qualification","","","","","","","","","","","","","",""
"1988","Full Time","lower secondary degree","","","","","","","","","","","","","",""
"1988","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1988","Full Time","Other degree","","","","","","","","","","","","","",""
"1988","Full Time","secondary school degree","","","","","","","","","","","","","",""
"1988","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"1988","Not Working","lower secondary degree","","","","","","","","","","","","","",""
"1988","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"1988","Not Working","Other degree","","","","","","","","","","","","","",""
"1988","Not Working","secondary school degree","","","","","","","","","","","","","",""
"1988","Part Time","college entrance qualification","","","","","","","","","","","","","",""
"1988","Part Time","lower secondary degree","","","","","","","","","","","","","",""
"1988","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1988","Part Time","Other degree","","","","","","","","","","","","","",""
"1988","Part Time","secondary school degree","","","","","","","","","","","","","",""
"1989","Full Time","college entrance qualification","","","","","","","","","","","","","",""
"1989","Full Time","lower secondary degree","","","","","","","","","","","","","",""
"1989","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1989","Full Time","Other degree","","","","","","","","","","","","","",""
"1989","Full Time","secondary school degree","","","","","","","","","","","","","",""
"1989","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"1989","Not Working","lower secondary degree","","","","","","","","","","","","","",""
"1989","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"1989","Not Working","Other degree","","","","","","","","","","","","","",""
"1989","Not Working","secondary school degree","","","","","","","","","","","","","",""
"1989","Part Time","college entrance qualification","","","","","","","","","","","","","",""
"1989","Part Time","lower secondary degree","","","","","","","","","","","","","",""
"1989","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1989","Part Time","Other degree","","","","","","","","","","","","","",""
"1989","Part Time","secondary school degree","","","","","","","","","","","","","",""
"1990","Full Time","college entrance qualification","17.39","11","502","3","6","22","38","100","15.44","19.34","0","240","10","12"
"1990","Full Time","lower secondary degree","13.66","8","1568","2","4","16","30","94","12.71","14.61","0","300","8","8"
"1990","Full Time","no degree/no degree yet","11.22","6","250","1","2","15","27","60","9.81","12.63","0","80","4","6"
"1990","Full Time","Other degree","9.83","6","506","1","2","12","20","70","8.63","11.03","0","110","4","5"
"1990","Full Time","secondary school degree","15.15","10","732","2","5","20","34","90","13.93","16.37","0","140","9","11"
"1990","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"1990","Not Working","lower secondary degree","7.71","5","36","2","3","10","20","23","5.55","9.87","1","23","3","6"
"1990","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"1990","Not Working","Other degree","","","","","","","","","","","","","",""
"1990","Not Working","secondary school degree","","","","","","","","","","","","","",""
"1990","Part Time","college entrance qualification","14.4","7","164","2","4","15","34","200","10.42","18.38","1","207","6","10"
"1990","Part Time","lower secondary degree","8.08","5","477","1","2","10","18","50","7.22","8.94","0","65","4","5"
"1990","Part Time","no degree/no degree yet","8.67","5","72","1","2","12","25","37","6.77","10.57","0","37","3","6"
"1990","Part Time","Other degree","9.5","7","82","1","2","16","25","30","7.83","11.17","1","30","2","7"
"1990","Part Time","secondary school degree","10.32","7","225","1","2","13","22","50","7.14","13.5","1","330","5","8"
"1991","Full Time","college entrance qualification","","","","","","","","","","","","","",""
"1991","Full Time","lower secondary degree","","","","","","","","","","","","","",""
"1991","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1991","Full Time","Other degree","","","","","","","","","","","","","",""
"1991","Full Time","secondary school degree","","","","","","","","","","","","","",""
"1991","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"1991","Not Working","lower secondary degree","","","","","","","","","","","","","",""
"1991","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"1991","Not Working","Other degree","","","","","","","","","","","","","",""
"1991","Not Working","secondary school degree","","","","","","","","","","","","","",""
"1991","Part Time","college entrance qualification","","","","","","","","","","","","","",""
"1991","Part Time","lower secondary degree","","","","","","","","","","","","","",""
"1991","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1991","Part Time","Other degree","","","","","","","","","","","","","",""
"1991","Part Time","secondary school degree","","","","","","","","","","","","","",""
"1992","Full Time","college entrance qualification","38.5","15","80","6","8","25","75","500","23.96","53.04","3","500","12","16"
"1992","Full Time","lower secondary degree","37.16","10","151","5","8","20","40","550","20.37","53.95","1","800","10","15"
"1992","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1992","Full Time","Other degree","","","","","","","","","","","","","",""
"1992","Full Time","secondary school degree","40.19","12","379","5","7","22","40","550","29.86","50.52","1","650","12","15"
"1992","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"1992","Not Working","lower secondary degree","","","","","","","","","","","","","",""
"1992","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"1992","Not Working","Other degree","","","","","","","","","","","","","",""
"1992","Not Working","secondary school degree","","","","","","","","","","","","","",""
"1992","Part Time","college entrance qualification","","","","","","","","","","","","","",""
"1992","Part Time","lower secondary degree","","","","","","","","","","","","","",""
"1992","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1992","Part Time","Other degree","","","","","","","","","","","","","",""
"1992","Part Time","secondary school degree","43.09","12","90","4","7","25","100","600","18.15","68.03","2","635","10","20"
"1993","Full Time","college entrance qualification","14.41","8","798","1","3","20","34","77","13.26","15.56","0","140","7","10"
"1993","Full Time","lower secondary degree","12.18","7","1946","1","3","15","30","75","11.54","12.82","0","165","6","8"
"1993","Full Time","no degree/no degree yet","7.63","4.64","230","1","2","10","20","65","6.22","9.04","0","90","3","5"
"1993","Full Time","Other degree","9.85","6","480","1","2","13","23","49","8.86","10.84","0","100","5","6"
"1993","Full Time","secondary school degree","12.22","8","1768","1","3","17","29","70","11.63","12.81","0","110","6","7"
"1993","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"1993","Not Working","lower secondary degree","7.35","3","43","1","1","10","16","35","4.59","10.11","0","35","2","8"
"1993","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"1993","Not Working","Other degree","","","","","","","","","","","","","",""
"1993","Not Working","secondary school degree","12.01","7","60","1","2","15","30","80","7.99","16.03","0","80","3","10"
"1993","Part Time","college entrance qualification","11.98","6","262","1","3","15","30","60","10.26","13.7","0","80","5","8"
"1993","Part Time","lower secondary degree","6.73","3","611","1","1","8","16","42","6.06","7.4","0","70","3","4"
"1993","Part Time","no degree/no degree yet","5.84","3","61","1","1","10","15","20","4.46","7.22","0","20","2","5"
"1993","Part Time","Other degree","7.17","4","102","1","1","8","20","40","3.06","11.28","0","180","2","5"
"1993","Part Time","secondary school degree","7.95","5","429","0","1","11","20","45","6.92","8.98","0","100","4","5"
"1994","Full Time","college entrance qualification","","","","","","","","","","","","","",""
"1994","Full Time","lower secondary degree","","","","","","","","","","","","","",""
"1994","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1994","Full Time","Other degree","","","","","","","","","","","","","",""
"1994","Full Time","secondary school degree","","","","","","","","","","","","","",""
"1994","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"1994","Not Working","lower secondary degree","","","","","","","","","","","","","",""
"1994","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"1994","Not Working","Other degree","","","","","","","","","","","","","",""
"1994","Not Working","secondary school degree","","","","","","","","","","","","","",""
"1994","Part Time","college entrance qualification","","","","","","","","","","","","","",""
"1994","Part Time","lower secondary degree","","","","","","","","","","","","","",""
"1994","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1994","Part Time","Other degree","","","","","","","","","","","","","",""
"1994","Part Time","secondary school degree","","","","","","","","","","","","","",""
"1995","Full Time","college entrance qualification","18.52","10","895","1","4","25","43","115","16.1","20.94","0","750","8","12"
"1995","Full Time","lower secondary degree","13.05","8","1717","1","3","16","30","87","12.1","14","0","440","7","8"
"1995","Full Time","no degree/no degree yet","8.54","5","170","1","2","12","22","40","7.07","10.01","0","70","3","5"
"1995","Full Time","Other degree","11.58","6","496","1","2","12","25","60","9.25","13.91","0","500","5","7"
"1995","Full Time","secondary school degree","14.99","8","1766","1","3","20","32","108","13.64","16.34","0","600","7","8"
"1995","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"1995","Not Working","lower secondary degree","6.52","4","55","1","1","8","15","25","4.65","8.39","0","35","2","6"
"1995","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"1995","Not Working","Other degree","","","","","","","","","","","","","",""
"1995","Not Working","secondary school degree","9.83","6.3","56","1","2","16","25","30","5.13","14.53","0","124","5","10"
"1995","Part Time","college entrance qualification","14.66","7","302","1","3","18","40","100","11.06","18.26","0","450","6","10"
"1995","Part Time","lower secondary degree","8.27","4","654","1","1","10","20","80","7.23","9.31","0","150","3","5"
"1995","Part Time","no degree/no degree yet","6.95","4.51","73","1","1","12","18","35","5.33","8.57","0","35","2","5"
"1995","Part Time","Other degree","12.62","5","169","1","2","13","25","80","8.83","16.41","0","300","3","5"
"1995","Part Time","secondary school degree","10.46","5","555","1","2","15","25","58","7.98","12.94","0","550","5","7"
"1996","Full Time","college entrance qualification","","","","","","","","","","","","","",""
"1996","Full Time","lower secondary degree","","","","","","","","","","","","","",""
"1996","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1996","Full Time","Other degree","","","","","","","","","","","","","",""
"1996","Full Time","secondary school degree","","","","","","","","","","","","","",""
"1996","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"1996","Not Working","lower secondary degree","","","","","","","","","","","","","",""
"1996","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"1996","Not Working","Other degree","","","","","","","","","","","","","",""
"1996","Not Working","secondary school degree","","","","","","","","","","","","","",""
"1996","Part Time","college entrance qualification","","","","","","","","","","","","","",""
"1996","Part Time","lower secondary degree","","","","","","","","","","","","","",""
"1996","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1996","Part Time","Other degree","","","","","","","","","","","","","",""
"1996","Part Time","secondary school degree","","","","","","","","","","","","","",""
"1997","Full Time","college entrance qualification","37.34","23","514","9","15","40","65","354","32.38","42.3","1","500","20","25"
"1997","Full Time","lower secondary degree","25.62","16","809","7","10","30","50","130","22.83","28.41","2","580","15","16"
"1997","Full Time","no degree/no degree yet","22.08","15","50","4","7","20","30","486","-14.52","58.68","1","800","8","20"
"1997","Full Time","Other degree","26.14","15","157","6","8","28","41","318","17.33","34.95","1","600","15","20"
"1997","Full Time","secondary school degree","33.16","20","863","8","12","30","55","450","28.4","37.92","2","800","18","20"
"1997","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"1997","Not Working","lower secondary degree","","","","","","","","","","","","","",""
"1997","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"1997","Not Working","Other degree","","","","","","","","","","","","","",""
"1997","Not Working","secondary school degree","","","","","","","","","","","","","",""
"1997","Part Time","college entrance qualification","39.52","20","130","8","13","31","80","250","26.34","52.7","2","650","17","25"
"1997","Part Time","lower secondary degree","18.5","13","240","4","7","20","30","120","15.06","21.94","1","340","12","15"
"1997","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1997","Part Time","Other degree","15.89","15","41","3","7","18","30","50","12.27","19.51","3","50","8","18"
"1997","Part Time","secondary school degree","27.54","16","231","6","10","27","43","272","18.88","36.2","2","540","13","17"
"1998","Full Time","college entrance qualification","18.51","12","968","2","5","25","40","96","17.25","19.77","1","180","10","14"
"1998","Full Time","lower secondary degree","15.1","10","1472","2","4","20","34","84","14.18","16.02","0","200","8","10"
"1998","Full Time","no degree/no degree yet","9.85","6.19","103","1","2","15","30","41","7.78","11.92","1","45","3","8"
"1998","Full Time","Other degree","11.7","7","308","2","3","15","30","50","10.27","13.13","0","130","7","10"
"1998","Full Time","secondary school degree","16.19","10","1691","2","5","22","35","100","15.31","17.07","0","200","10","10"
"1998","Not Working","college entrance qualification","18.23","8","183","2","3","25","45","150","13.81","22.65","1","193","8","15"
"1998","Not Working","lower secondary degree","16.37","9.5","62","2","4","15","40","100","11.55","21.19","0","100","5","12"
"1998","Not Working","no degree/no degree yet","7.66","5","110","1","3","10","15","45","6","9.32","1","55","4","6"
"1998","Not Working","Other degree","","","","","","","","","","","","","",""
"1998","Not Working","secondary school degree","18.61","12","92","3","5","20","35","160","13.66","23.56","1","160","9","15"
"1998","Part Time","college entrance qualification","15.22","10","343","2","4","20","30","90","13.05","17.39","0","150","7","10"
"1998","Part Time","lower secondary degree","9.87","6","595","1","2","12","22","54","8.8","10.94","0","120","5","7"
"1998","Part Time","no degree/no degree yet","7.48","5.12","69","1","1","10","15","47","5.56","9.4","1","47","3","7"
"1998","Part Time","Other degree","11.09","6","158","1","2","15","25","54","8.99","13.19","0","90","3","6"
"1998","Part Time","secondary school degree","13.64","8","599","1","3","16","30","105","12.45","14.83","0","117","7","8"
"1999","Full Time","college entrance qualification","36.1","25","606","8","15","35","60","330","31.13","41.07","2","610","20","25"
"1999","Full Time","lower secondary degree","27.11","16","886","6","10","28","50","160","23.88","30.34","2","800","15","17"
"1999","Full Time","no degree/no degree yet","17.09","13.97","59","6","7","24","30","60","14.06","20.12","3","60","10","20"
"1999","Full Time","Other degree","23.89","15","171","5","8","25","40","160","16.94","30.84","2","470","15","17"
"1999","Full Time","secondary school degree","31.52","20","989","7","11","30","50","400","27.45","35.59","2","630","17","20"
"1999","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"1999","Not Working","lower secondary degree","","","","","","","","","","","","","",""
"1999","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"1999","Not Working","Other degree","","","","","","","","","","","","","",""
"1999","Not Working","secondary school degree","","","","","","","","","","","","","",""
"1999","Part Time","college entrance qualification","30.15","18","162","8","11","30","40","78","17.06","43.24","3","999","16","20"
"1999","Part Time","lower secondary degree","19.27","13","288","4","6","23","40","85","15.79","22.75","2","436","10","14"
"1999","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"1999","Part Time","Other degree","13.49","8","40","4","6","20","30","53","9.94","17.04","3","53","8","18"
"1999","Part Time","secondary school degree","23.91","15","329","6","10","25","37","150","19.4","28.42","2","600","15","17"
"2000","Full Time","college entrance qualification","33.35","23","1222","8","15","35","60","250","30.25","36.45","1","700","20","25"
"2000","Full Time","lower secondary degree","26.29","16","1535","6","10","26","45","280","23.66","28.92","1","700","15","17"
"2000","Full Time","no degree/no degree yet","15.72","12.8","38","6","8","18","25","68","11.3","20.14","3","68","11","18"
"2000","Full Time","Other degree","30.19","15","227","5","8","25","48","450","23","37.38","2","600","15","16"
"2000","Full Time","secondary school degree","28.98","18","1739","6","11","30","55","200","26.39","31.57","1","850","18","20"
"2000","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"2000","Not Working","lower secondary degree","","","","","","","","","","","","","",""
"2000","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"2000","Not Working","Other degree","","","","","","","","","","","","","",""
