"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","16-34 y.","college entrance qualification","14.64","8","324","2","4","17","33","90","12.64","16.64","1","120","7","10"
"1985","16-34 y.","lower secondary degree","11.26","7","1026","1","3","15","25","64","10.44","12.08","0","150","6","7"
"1985","16-34 y.","no degree/no degree yet","8.25","7","100","1","2","10","20","27","6.71","9.79","0","40","3","7"
"1985","16-34 y.","Other degree","11.57","7","215","1","3","14","25","89","9.78","13.36","1","120","5","8"
"1985","16-34 y.","secondary school degree","11.58","8","592","1","3","15","25","60","10.52","12.64","0","130","7","9"
"1985","35-65 y.","college entrance qualification","13.46","8","327","2","4","18","30","76","11.39","15.53","1","250","7","10"
"1985","35-65 y.","lower secondary degree","11.9","7","1393","1","3","15","25","80","10.85","12.95","0","360","6","8"
"1985","35-65 y.","no degree/no degree yet","7.21","4","334","1","1","8","18","40","6.29","8.13","0","60","4","5"
"1985","35-65 y.","Other degree","8.87","5","529","1","2","10","18","60","7.3","10.44","1","260","4","5"
"1985","35-65 y.","secondary school degree","12.63","8","410","2","3","17","29","86","11.21","14.05","1","120","7","10"
"1985","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1985","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1985","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1985","66 and older","Other degree","","","","","","","","","","","","","",""
"1985","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1986","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"1986","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"1986","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1986","16-34 y.","Other degree","","","","","","","","","","","","","",""
"1986","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"1986","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"1986","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"1986","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1986","35-65 y.","Other degree","","","","","","","","","","","","","",""
"1986","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"1986","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1986","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1986","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1986","66 and older","Other degree","","","","","","","","","","","","","",""
"1986","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1987","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"1987","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"1987","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1987","16-34 y.","Other degree","","","","","","","","","","","","","",""
"1987","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"1987","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"1987","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"1987","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1987","35-65 y.","Other degree","","","","","","","","","","","","","",""
"1987","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"1987","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1987","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1987","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1987","66 and older","Other degree","","","","","","","","","","","","","",""
"1987","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1988","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"1988","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"1988","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1988","16-34 y.","Other degree","","","","","","","","","","","","","",""
"1988","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"1988","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"1988","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"1988","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1988","35-65 y.","Other degree","","","","","","","","","","","","","",""
"1988","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"1988","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1988","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1988","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1988","66 and older","Other degree","","","","","","","","","","","","","",""
"1988","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1989","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"1989","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"1989","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1989","16-34 y.","Other degree","","","","","","","","","","","","","",""
"1989","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"1989","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"1989","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"1989","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1989","35-65 y.","Other degree","","","","","","","","","","","","","",""
"1989","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"1989","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1989","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1989","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1989","66 and older","Other degree","","","","","","","","","","","","","",""
"1989","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1990","16-34 y.","college entrance qualification","18.81","10","335","3","5","20","41","150","15.98","21.64","1","207","10","12"
"1990","16-34 y.","lower secondary degree","12.7","8","936","1","3","15","25","75","11.59","13.81","1","300","7","8"
"1990","16-34 y.","no degree/no degree yet","13.27","9.34","78","1","4","22","30","60","10.27","16.27","1","70","4","12"
"1990","16-34 y.","Other degree","11.67","6","116","1","2","13","30","100","8.45","14.89","1","110","5","10"
"1990","16-34 y.","secondary school degree","14.06","10","605","2","5","18","30","90","12.42","15.7","1","330","8","10"
"1990","35-65 y.","college entrance qualification","14.94","10","339","2","5","20","34","74","12.79","17.09","0","240","8","12"
"1990","35-65 y.","lower secondary degree","12.06","7","1142","2","3","15","25","80","11.05","13.07","0","300","6","7"
"1990","35-65 y.","no degree/no degree yet","8.1","5","255","1","2","10","20","37","6.94","9.26","0","80","3","5"
"1990","35-65 y.","Other degree","9.26","6","481","1","2","12","20","48","8.22","10.3","0","100","3","5"
"1990","35-65 y.","secondary school degree","14.07","9","364","2","4","20","35","85","12.48","15.66","0","110","8","11"
"1990","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1990","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1990","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1990","66 and older","Other degree","","","","","","","","","","","","","",""
"1990","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1991","16-34 y.","college entrance qualification","58.48","22.53","46","6","10","40","230","700","23.15","93.81","3","700","12","30"
"1991","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"1991","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1991","16-34 y.","Other degree","","","","","","","","","","","","","",""
"1991","16-34 y.","secondary school degree","47","12","342","5","6","25","115","550","35.98","58.02","0","600","10","15"
"1991","35-65 y.","college entrance qualification","48.87","12","62","6","8","20","45","750","13.06","84.68","2","750","10","15"
"1991","35-65 y.","lower secondary degree","25.91","10","170","4","6","15","25","450","13.43","38.39","1","700","10","11"
"1991","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1991","35-65 y.","Other degree","","","","","","","","","","","","","",""
"1991","35-65 y.","secondary school degree","38.74","10","188","5","7","18","40","600","21.24","56.24","1","999","10","12"
"1991","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1991","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1991","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1991","66 and older","Other degree","","","","","","","","","","","","","",""
"1991","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1992","16-34 y.","college entrance qualification","79.13","15","39","6","10","75","250","600","29.97","128.29","3","600","14","40"
"1992","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"1992","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1992","16-34 y.","Other degree","","","","","","","","","","","","","",""
"1992","16-34 y.","secondary school degree","47.54","15","278","5","7","25","100","600","33.74","61.34","2","650","12","17"
"1992","35-65 y.","college entrance qualification","20.32","15","60","6","8","22","45","196","13.68","26.96","3","196","10","15"
"1992","35-65 y.","lower secondary degree","30.68","10","159","5","6","20","36","400","17.62","43.74","1","800","10","15"
"1992","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1992","35-65 y.","Other degree","","","","","","","","","","","","","",""
"1992","35-65 y.","secondary school degree","29.05","10","196","5","7","17","30","500","17.14","40.96","1","550","10","13"
"1992","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1992","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1992","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1992","66 and older","Other degree","","","","","","","","","","","","","",""
"1992","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1993","16-34 y.","college entrance qualification","14.95","9","458","1","4","20","37","70","13.39","16.51","0","140","8","10"
"1993","16-34 y.","lower secondary degree","12.69","7","943","1","3","18","30","60","11.8","13.58","0","165","6","8"
"1993","16-34 y.","no degree/no degree yet","9.46","6.1","61","1","2","11","20","65","6.89","12.03","0","65","3","8"
"1993","16-34 y.","Other degree","8.69","6","123","1","2","13","20","40","5.27","12.11","0","180","5","8"
"1993","16-34 y.","secondary school degree","11.57","7","1236","1","3","16","25","60","10.88","12.26","0","100","6","7"
"1993","35-65 y.","college entrance qualification","13.02","8","622","1","3","17","30","75","11.84","14.2","0","115","6","8"
"1993","35-65 y.","lower secondary degree","10.11","5","1646","1","2","13","23","70","9.48","10.74","0","150","5","6"
"1993","35-65 y.","no degree/no degree yet","6.69","4","238","1","1","10","15","31","5.42","7.96","0","90","3","5"
"1993","35-65 y.","Other degree","9.58","6","465","1","2","12","25","49","8.56","10.6","0","100","4","5"
"1993","35-65 y.","secondary school degree","11.2","6","1018","1","2","15","26","70","10.41","11.99","0","110","5","6"
"1993","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1993","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1993","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1993","66 and older","Other degree","","","","","","","","","","","","","",""
"1993","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1994","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"1994","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"1994","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1994","16-34 y.","Other degree","","","","","","","","","","","","","",""
"1994","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"1994","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"1994","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"1994","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1994","35-65 y.","Other degree","","","","","","","","","","","","","",""
"1994","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"1994","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1994","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1994","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1994","66 and older","Other degree","","","","","","","","","","","","","",""
"1994","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1995","16-34 y.","college entrance qualification","18.82","10","526","2","5","25","45","100","14.73","22.91","0","750","10","12"
"1995","16-34 y.","lower secondary degree","11.89","7","877","1","3","16","30","64","10.96","12.82","0","150","6","8"
"1995","16-34 y.","no degree/no degree yet","8.77","7.19","56","1","2","13","20","28","6.85","10.69","0","28","3","10"
"1995","16-34 y.","Other degree","12.72","6.06","170","1","2","13","23","46","6.82","18.62","0","500","5","9"
"1995","16-34 y.","secondary school degree","14.35","9","1224","1","3","18","30","78","12.67","16.03","0","600","7","8"
"1995","35-65 y.","college entrance qualification","16.32","10","692","1","3","20","40","115","14.72","17.92","0","250","7","10"
"1995","35-65 y.","lower secondary degree","11.5","6","1536","1","2","15","25","100","10.47","12.53","0","440","5","6"
"1995","35-65 y.","no degree/no degree yet","7.16","4","195","1","1","10","18","40","5.84","8.48","0","70","3","5"
"1995","35-65 y.","Other degree","11.31","5","505","1","2","12","25","80","9.6","13.02","0","300","4","6"
"1995","35-65 y.","secondary school degree","13.4","7","1148","1","2","16","30","110","11.79","15.01","0","450","6","7"
"1995","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1995","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1995","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1995","66 and older","Other degree","","","","","","","","","","","","","",""
"1995","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1996","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"1996","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"1996","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1996","16-34 y.","Other degree","","","","","","","","","","","","","",""
"1996","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"1996","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"1996","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"1996","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1996","35-65 y.","Other degree","","","","","","","","","","","","","",""
"1996","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"1996","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1996","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1996","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1996","66 and older","Other degree","","","","","","","","","","","","","",""
"1996","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1997","16-34 y.","college entrance qualification","41.3","22","309","10","15","43","76","350","32.82","49.78","2","650","20","25"
"1997","16-34 y.","lower secondary degree","22.76","15","412","6","10","30","44","120","19.62","25.9","2","440","14","15"
"1997","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1997","16-34 y.","Other degree","28.92","18.39","48","5","12","35","44","200","20.54","37.3","3","200","15","26"
"1997","16-34 y.","secondary school degree","34.27","20","550","8","12","30","55","450","27.2","41.34","2","800","17","20"
"1997","35-65 y.","college entrance qualification","37.14","22","341","8","12","40","73","450","31.25","43.03","1","450","18","23"
"1997","35-65 y.","lower secondary degree","25.49","15","648","5","9","26","50","180","22.19","28.79","1","580","15","15"
"1997","35-65 y.","no degree/no degree yet","23.27","12","54","4","7","20","35","486","-10.57","57.11","2","800","10","20"
"1997","35-65 y.","Other degree","22.35","13","155","5","8","25","40","318","13.69","31.01","1","600","12","16"
"1997","35-65 y.","secondary school degree","29.47","19","568","6","11","30","45","272","25.28","33.66","2","600","15","19"
"1997","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1997","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1997","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1997","66 and older","Other degree","","","","","","","","","","","","","",""
"1997","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1998","16-34 y.","college entrance qualification","18.42","10","750","2","4","25","44","100","16.66","20.18","0","193","10","12"
"1998","16-34 y.","lower secondary degree","14.81","10","741","1","3","20","35","85","13.47","16.15","1","200","8","10"
"1998","16-34 y.","no degree/no degree yet","8.55","6","143","1","3","10","15","45","6.97","10.13","1","55","4","7"
"1998","16-34 y.","Other degree","14.16","6.51","118","1","3","18","36","130","11.1","17.22","1","130","5","10"
"1998","16-34 y.","secondary school degree","16.32","10","1127","2","5","22","35","105","15.23","17.41","0","200","10","10"
"1998","35-65 y.","college entrance qualification","17.07","11","739","2","5","23","38","80","15.75","18.39","1","150","10","12"
"1998","35-65 y.","lower secondary degree","13.34","8","1382","1","3","16","30","75","12.5","14.18","0","186","7","8"
"1998","35-65 y.","no degree/no degree yet","8.22","5.03","139","1","2","11","20","47","6.7","9.74","1","47","3","6"
"1998","35-65 y.","Other degree","10.51","7","364","1","3","15","25","50","9.32","11.7","0","90","6","8"
"1998","35-65 y.","secondary school degree","15.06","10","1255","2","4","20","32","100","14.11","16.01","0","190","8","10"
"1998","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1998","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1998","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1998","66 and older","Other degree","","","","","","","","","","","","","",""
"1998","66 and older","secondary school degree","","","","","","","","","","","","","",""
"1999","16-34 y.","college entrance qualification","38.4","25","318","10","15","40","65","320","30.26","46.54","2","999","20","25"
"1999","16-34 y.","lower secondary degree","23.32","15","427","6","10","26","44","100","19.39","27.25","2","750","15","16"
"1999","16-34 y.","no degree/no degree yet","19.84","15","30","5","10","20","50","60","14.15","25.53","3","60","8","20"
"1999","16-34 y.","Other degree","22.08","16.09","50","4","6","25","50","160","14.4","29.76","3","160","15","25"
"1999","16-34 y.","secondary school degree","29.39","20","618","7","10","30","53","250","24.22","34.56","2","630","15","20"
"1999","35-65 y.","college entrance qualification","32.9","22","459","8","12","35","54","400","27.2","38.6","2","610","18","22"
"1999","35-65 y.","lower secondary degree","25.73","15","763","5","10","27","49","160","22.39","29.07","2","800","14","15"
"1999","35-65 y.","no degree/no degree yet","15.82","11.23","59","5","7","24","30","60","13.09","18.55","3","60","10","20"
"1999","35-65 y.","Other degree","20.94","14","165","5","8","24","34","320","14.01","27.87","2","470","12","16"
"1999","35-65 y.","secondary school degree","29.51","18","717","6","11","30","45","360","25.49","33.53","2","600","15","20"
"1999","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1999","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"1999","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1999","66 and older","Other degree","","","","","","","","","","","","","",""
"1999","66 and older","secondary school degree","","","","","","","","","","","","","",""
"2000","16-34 y.","college entrance qualification","36.14","25","624","8","13","37","66","265","31.05","41.23","1","800","20","25"
"2000","16-34 y.","lower secondary degree","24.97","15","623","5","10","25","40","300","20.65","29.29","1","600","15","17"
"2000","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2000","16-34 y.","Other degree","29.33","14","84","5","8","25","45","600","14.25","44.41","3","600","12","18"
"2000","16-34 y.","secondary school degree","29.08","19","992","6","10","30","60","250","25.95","32.21","1","650","18","20"
"2000","35-65 y.","college entrance qualification","30.18","20","982","8","13","32","54","230","26.92","33.44","1","600","20","22"
"2000","35-65 y.","lower secondary degree","25.06","15","1452","5","9","25","44","220","22.3","27.82","1","700","15","15"
"2000","35-65 y.","no degree/no degree yet","15.57","12","43","5","8","18","30","80","10.94","20.2","3","80","10","15"
"2000","35-65 y.","Other degree","24.03","15","247","5","8","22","40","450","19.42","28.64","2","450","13","15"
"2000","35-65 y.","secondary school degree","27.07","17","1337","6","11","30","45","180","23.98","30.16","1","850","16","18"
"2000","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"2000","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"2000","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"2000","66 and older","Other degree","","","","","","","","","","","","","",""
"2000","66 and older","secondary school degree","","","","","","","","","","","","","",""
"2001","16-34 y.","college entrance qualification","20.58","10","1043","2","4","25","42","130","17.12","24.04","1","650","10","12"
"2001","16-34 y.","lower secondary degree","15.85","9","901","1","3","20","30","80","12.62","19.08","1","999","7","10"
"2001","16-34 y.","no degree/no degree yet","7.6","4","101","1","2","10","15","50","5.62","9.58","1","60","3","5"
"2001","16-34 y.","Other degree","16.47","8","140","1","3","15","25","100","2.35","30.59","1","999","6","12"
"2001","16-34 y.","secondary school degree","21.68","10","1488","1","3","21","40","330","18.82","24.54","1","750","10","11"
"2001","35-65 y.","college entrance qualification","21.33","12","1677","2","5","23","40","200","19.05","23.61","1","850","11","12"
"2001","35-65 y.","lower secondary degree","14.33","8","2428","1","3","17","30","80","12.71","15.95","1","816","7","8"
"2001","35-65 y.","no degree/no degree yet","7.56","5.27","77","1","2","12","17","20","6.17","8.95","1","25","4","8"
"2001","35-65 y.","Other degree","10.43","6","546","1","2","14","23","80","9.22","11.64","1","150","6","8"
"2001","35-65 y.","secondary school degree","19.03","10","2444","1","4","20","35","140","17.08","20.98","1","750","10","10"
"2001","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"2001","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"2001","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"2001","66 and older","Other degree","","","","","","","","","","","","","",""
"2001","66 and older","secondary school degree","","","","","","","","","","","","","",""
"2002","16-34 y.","college entrance qualification","24.72","10.16","1063","2","4","25","50","300","20.88","28.56","0","620","10","15"
"2002","16-34 y.","lower secondary degree","17.15","9","799","2","3","18","30","90","12.89","21.41","0","800","8","10"
"2002","16-34 y.","no degree/no degree yet","6.82","4","93","1","2","10","16","28","5.16","8.48","1","39","3","6"
"2002","16-34 y.","Other degree","16.18","10","112","1","3","25","40","60","-2.11","34.47","1","999","7","13"
"2002","16-34 y.","secondary school degree","22.61","10","1391","1","3","20","40","300","19.24","25.98","0","960","10","12"
"2002","35-65 y.","college entrance qualification","21.07","11","2427","2","5","22","40","200","18.82","23.32","0","999","11","12"
"2002","35-65 y.","lower secondary degree","15.45","8","2328","1","3","16","30","115","13.49","17.41","0","900","7","9"
"2002","35-65 y.","no degree/no degree yet","8.04","6.63","65","1","3","12","17","30","6.35","9.73","1","30","4","10"
"2002","35-65 y.","Other degree","10.88","6","537","1","2","14","28","60","8.96","12.8","0","450","6","8"
"2002","35-65 y.","secondary school degree","18.19","10","2607","2","4","20","35","150","16.22","20.16","0","999","10","10"
"2002","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"2002","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"2002","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"2002","66 and older","Other degree","","","","","","","","","","","","","",""
"2002","66 and older","secondary school degree","","","","","","","","","","","","","",""
"2003","16-34 y.","college entrance qualification","19.98","10","1284","2","4","25","50","130","18.22","21.74","1","450","10","12"
"2003","16-34 y.","lower secondary degree","14.84","10","733","2","5","20","30","80","13.37","16.31","1","250","10","12"
"2003","16-34 y.","no degree/no degree yet","7.08","5","250","1","2","10","15","25","6.08","8.08","1","75","5","6"
"2003","16-34 y.","Other degree","15.47","9.07","110","2","3","20","30","250","10.01","20.93","1","250","7","12"
"2003","16-34 y.","secondary school degree","18.19","10","1319","2","4","20","40","142","16.81","19.57","1","290","10","12"
"2003","35-65 y.","college entrance qualification","17.87","10.37","2293","2","5","22","40","110","16.63","19.11","1","600","11","12"
"2003","35-65 y.","lower secondary degree","13.69","9","2072","2","3","18","30","70","12.85","14.53","0","340","8","10"
"2003","35-65 y.","no degree/no degree yet","9.97","7.82","64","1","3","15","20","50","7.8","12.14","1","50","4","10"
"2003","35-65 y.","Other degree","12.58","7","466","1","3","15","27","80","11.11","14.05","1","200","6","8"
"2003","35-65 y.","secondary school degree","15.17","10","2527","2","4","20","33","85","14.41","15.93","1","435","10","10"
"2003","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"2003","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"2003","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"2003","66 and older","Other degree","","","","","","","","","","","","","",""
"2003","66 and older","secondary school degree","","","","","","","","","","","","","",""
