"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","direct migration background","Female","7.3","4.37","570","1","2","10","18","38","6.72","7.88","0","52","3","4"
"1985","direct migration background","Male","10.13","7","1045","1","3","13","20","65","9.19","11.07","0","260","5","6"
"1985","indirect migration background","Female","","","","","","","","","","","","","",""
"1985","indirect migration background","Male","15.63","3.71","32","1","1","16","62","62","10.59","20.67","1","62","2","12"
"1985","no migration background","Female","9.5","6","1487","1","2","12","20","60","8.92","10.08","0","150","5","6"
"1985","no migration background","Male","14.14","9","2179","2","4","17","30","86","13.29","14.99","0","360","8","10"
"1986","direct migration background","Female","","","","","","","","","","","","","",""
"1986","direct migration background","Male","","","","","","","","","","","","","",""
"1986","indirect migration background","Female","","","","","","","","","","","","","",""
"1986","indirect migration background","Male","","","","","","","","","","","","","",""
"1986","no migration background","Female","","","","","","","","","","","","","",""
"1986","no migration background","Male","","","","","","","","","","","","","",""
"1987","direct migration background","Female","","","","","","","","","","","","","",""
"1987","direct migration background","Male","","","","","","","","","","","","","",""
"1987","indirect migration background","Female","","","","","","","","","","","","","",""
"1987","indirect migration background","Male","","","","","","","","","","","","","",""
"1987","no migration background","Female","","","","","","","","","","","","","",""
"1987","no migration background","Male","","","","","","","","","","","","","",""
"1988","direct migration background","Female","","","","","","","","","","","","","",""
"1988","direct migration background","Male","","","","","","","","","","","","","",""
"1988","indirect migration background","Female","","","","","","","","","","","","","",""
"1988","indirect migration background","Male","","","","","","","","","","","","","",""
"1988","no migration background","Female","","","","","","","","","","","","","",""
"1988","no migration background","Male","","","","","","","","","","","","","",""
"1989","direct migration background","Female","","","","","","","","","","","","","",""
"1989","direct migration background","Male","","","","","","","","","","","","","",""
"1989","indirect migration background","Female","","","","","","","","","","","","","",""
"1989","indirect migration background","Male","","","","","","","","","","","","","",""
"1989","no migration background","Female","","","","","","","","","","","","","",""
"1989","no migration background","Male","","","","","","","","","","","","","",""
"1990","direct migration background","Female","7.96","5","514","1","2","10","20","56","7.17","8.75","0","120","4","5"
"1990","direct migration background","Male","12.08","7.97","897","1","3","16","25","94","11.12","13.04","0","130","5","7"
"1990","indirect migration background","Female","7.81","5","63","1","3","12","18","30","6","9.62","1","30","4","7"
"1990","indirect migration background","Male","11.08","8.27","75","1","5","16","20","60","8.67","13.49","1","60","6","10"
"1990","no migration background","Female","10.72","7","1357","1","3","15","23","60","9.8","11.64","0","330","6","7"
"1990","no migration background","Male","16.33","10","1865","2","5","20","36","100","15.29","17.37","0","330","10","10"
"1991","direct migration background","Female","","","","","","","","","","","","","",""
"1991","direct migration background","Male","","","","","","","","","","","","","",""
"1991","indirect migration background","Female","","","","","","","","","","","","","",""
"1991","indirect migration background","Male","","","","","","","","","","","","","",""
"1991","no migration background","Female","16.83","10","303","4","6","15","30","200","13.31","20.35","0","300","9","10"
"1991","no migration background","Male","55.27","12","537","5","7","25","130","600","44.09","66.45","1","999","12","15"
"1992","direct migration background","Female","","","","","","","","","","","","","",""
"1992","direct migration background","Male","","","","","","","","","","","","","",""
"1992","indirect migration background","Female","","","","","","","","","","","","","",""
"1992","indirect migration background","Male","","","","","","","","","","","","","",""
"1992","no migration background","Female","20.32","10","289","5","7","18","30","450","12.44","28.2","1","635","10","12"
"1992","no migration background","Male","50.51","15","472","5","8","25","120","550","39.82","61.2","1","800","15","16"
"1993","direct migration background","Female","7.98","5","533","1","2","10","20","40","7.2","8.76","0","95","3","4"
"1993","direct migration background","Male","11.2","6","832","1","3","15","25","60","10.29","12.11","0","165","5","7"
"1993","indirect migration background","Female","7.59","5.2","115","1","2","10","20","27","6.09","9.09","0","30","3","8"
"1993","indirect migration background","Male","9.8","8","142","1","2","14","25","35","8.19","11.41","0","50","5","8"
"1993","no migration background","Female","9.25","5","2481","1","2","12","22","60","8.79","9.71","0","140","5","5"
"1993","no migration background","Male","13.74","8.3","2888","1","3","20","32","75","13.17","14.31","0","180","7","9"
"1994","direct migration background","Female","","","","","","","","","","","","","",""
"1994","direct migration background","Male","","","","","","","","","","","","","",""
"1994","indirect migration background","Female","","","","","","","","","","","","","",""
"1994","indirect migration background","Male","","","","","","","","","","","","","",""
"1994","no migration background","Female","","","","","","","","","","","","","",""
"1994","no migration background","Male","","","","","","","","","","","","","",""
"1995","direct migration background","Female","8.46","5","575","1","2","11","21","45","7.66","9.26","0","100","3","4"
"1995","direct migration background","Male","13.09","7","875","1","3","15","30","110","11.59","14.59","0","500","6","7"
"1995","indirect migration background","Female","9.82","6.6","138","1","2","15","25","40","8.34","11.3","0","40","4","8"
