"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","direct migration background","East Germany","","","","","","","","","","","","","",""
"1985","direct migration background","West Germany","9.08","5.29","1615","1","2","12","20","43","8.44","9.72","0","260","5","5"
"1985","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1985","indirect migration background","West Germany","14.5","8","57","1","3","15","50","62","11.26","17.74","1","62","3","10"
"1985","no migration background","East Germany","","","","","","","","","","","","","",""
"1985","no migration background","West Germany","12.25","8","3666","1","3","15","27","77","11.69","12.81","0","360","7","8"
"1986","direct migration background","East Germany","","","","","","","","","","","","","",""
"1986","direct migration background","West Germany","","","","","","","","","","","","","",""
"1986","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1986","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1986","no migration background","East Germany","","","","","","","","","","","","","",""
"1986","no migration background","West Germany","","","","","","","","","","","","","",""
"1987","direct migration background","East Germany","","","","","","","","","","","","","",""
"1987","direct migration background","West Germany","","","","","","","","","","","","","",""
"1987","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1987","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1987","no migration background","East Germany","","","","","","","","","","","","","",""
"1987","no migration background","West Germany","","","","","","","","","","","","","",""
"1988","direct migration background","East Germany","","","","","","","","","","","","","",""
"1988","direct migration background","West Germany","","","","","","","","","","","","","",""
"1988","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1988","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1988","no migration background","East Germany","","","","","","","","","","","","","",""
"1988","no migration background","West Germany","","","","","","","","","","","","","",""
"1989","direct migration background","East Germany","","","","","","","","","","","","","",""
"1989","direct migration background","West Germany","","","","","","","","","","","","","",""
"1989","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1989","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1989","no migration background","East Germany","","","","","","","","","","","","","",""
"1989","no migration background","West Germany","","","","","","","","","","","","","",""
"1990","direct migration background","East Germany","","","","","","","","","","","","","",""
"1990","direct migration background","West Germany","10.56","6","1411","1","3","15","25","74","9.88","11.24","0","130","5","6"
"1990","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1990","indirect migration background","West Germany","9.56","8","138","1","3","13","20","35","8.01","11.11","1","60","5","8"
"1990","no migration background","East Germany","","","","","","","","","","","","","",""
"1990","no migration background","West Germany","13.99","8","3222","2","4","17","30","90","13.27","14.71","0","330","8","9"
"1991","direct migration background","East Germany","","","","","","","","","","","","","",""
"1991","direct migration background","West Germany","","","","","","","","","","","","","",""
"1991","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1991","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1991","no migration background","East Germany","42.59","10","821","4","7","20","65","600","35.07","50.11","0","999","10","12"
"1991","no migration background","West Germany","","","","","","","","","","","","","",""
"1992","direct migration background","East Germany","","","","","","","","","","","","","",""
"1992","direct migration background","West Germany","","","","","","","","","","","","","",""
"1992","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1992","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1992","no migration background","East Germany","39.77","12","761","5","7","22","50","550","32.43","47.11","1","800","12","15"
"1992","no migration background","West Germany","","","","","","","","","","","","","",""
"1993","direct migration background","East Germany","7.94","4","43","1","2","12","15","60","4.7","11.18","0","60","2","8"
"1993","direct migration background","West Germany","10.01","5.67","1322","1","2","14","22","60","9.36","10.66","0","165","5","6"
"1993","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1993","indirect migration background","West Germany","8.9","7","252","1","2","12","21","35","7.78","10.02","0","50","5","8"
"1993","no migration background","East Germany","8.94","5","1895","1","2","12","22","60","8.43","9.45","0","125","4","5"
"1993","no migration background","West Germany","12.45","7","3474","1","3","16","30","70","11.95","12.95","0","180","7","8"
"1994","direct migration background","East Germany","","","","","","","","","","","","","",""
"1994","direct migration background","West Germany","","","","","","","","","","","","","",""
"1994","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1994","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1994","no migration background","East Germany","","","","","","","","","","","","","",""
"1994","no migration background","West Germany","","","","","","","","","","","","","",""
"1995","direct migration background","East Germany","8.69","5","52","1","3","13","17","35","6.53","10.85","0","35","3","8"
"1995","direct migration background","West Germany","11.35","6","1398","1","2","13","25","80","10.35","12.35","0","500","5","6"
"1995","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1995","indirect migration background","West Germany","10.51","7","282","1","3","15","25","50","9.36","11.66","0","60","6","8"
"1995","no migration background","East Germany","13.5","6","1903","1","2","15","25","150","11.65","15.35","0","750","5","6"
"1995","no migration background","West Germany","14.14","8","3532","1","3","19","35","90","13.55","14.73","0","340","8","9"
"1996","direct migration background","East Germany","","","","","","","","","","","","","",""
"1996","direct migration background","West Germany","","","","","","","","","","","","","",""
"1996","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1996","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1996","no migration background","East Germany","","","","","","","","","","","","","",""
"1996","no migration background","West Germany","","","","","","","","","","","","","",""
"1997","direct migration background","East Germany","","","","","","","","","","","","","",""
"1997","direct migration background","West Germany","24.96","15","481","5","9","25","40","200","19.52","30.4","1","800","15","16"
"1997","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1997","indirect migration background","West Germany","21.64","15","126","6","10","25","44","79","14.95","28.33","3","400","15","19"
"1997","no migration background","East Germany","33.22","17","818","6","10","30","50","450","28.01","38.43","2","540","15","20"
"1997","no migration background","West Germany","30.75","20","1767","7","11","32","55","250","28.36","33.14","1","800","17","20"
"1998","direct migration background","East Germany","9.99","7.54","30","1","2","15","20","40","5.52","14.46","1","40","2","15"
"1998","direct migration background","West Germany","12.15","7","1067","1","3","15","30","60","11.26","13.04","0","186","6","7"
"1998","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1998","indirect migration background","West Germany","11.63","8","348","1","3","15","25","50","10.23","13.03","0","100","6","10"
"1998","no migration background","East Germany","13.34","8","1828","1","3","17","30","89","12.5","14.18","0","190","8","10"
"1998","no migration background","West Germany","16.19","10","3873","2","4","21","36","96","15.59","16.79","0","200","10","10"
"1999","direct migration background","East Germany","","","","","","","","","","","","","",""
"1999","direct migration background","West Germany","20.71","13","477","5","8","20","40","135","17.1","24.32","2","600","14","15"
"1999","indirect migration background","East Germany","","","","","","","","","","","","","",""
