"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","college entrance qualification","direct migration background","10.85","6.87","55","1","3","17","25","38","8.22","13.48","1","38","5","14"
"1985","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1985","college entrance qualification","no migration background","14.19","8","599","2","4","18","32","82","12.65","15.73","1","250","7","10"
"1985","lower secondary degree","direct migration background","9.2","6","317","1","3","12","20","92","8.12","10.28","0","92","5","7"
"1985","lower secondary degree","indirect migration background","19.41","10.22","36","1","3","28","62","62","14.63","24.19","1","62","3","15"
"1985","lower secondary degree","no migration background","11.76","7","2075","1","3","15","25","70","10.97","12.55","0","360","6","7"
"1985","no degree/no degree yet","direct migration background","7.39","4","409","1","2","8","20","40","6.57","8.21","0","60","4","5"
"1985","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1985","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"1985","Other degree","direct migration background","9.06","5","722","1","2","11","20","65","7.82","10.3","1","260","4","5"
"1985","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1985","Other degree","no migration background","","","","","","","","","","","","","",""
"1985","secondary school degree","direct migration background","9.79","6.35","73","2","3","12","20","34","7.67","11.91","1","40","4","10"
"1985","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1985","secondary school degree","no migration background","12.15","8","919","1","3","15","27","60","11.24","13.06","0","130","8","10"
"1986","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"1986","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1986","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"1986","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"1986","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"1986","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"1986","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"1986","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1986","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"1986","Other degree","direct migration background","","","","","","","","","","","","","",""
"1986","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1986","Other degree","no migration background","","","","","","","","","","","","","",""
"1986","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"1986","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1986","secondary school degree","no migration background","","","","","","","","","","","","","",""
"1987","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"1987","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1987","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"1987","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"1987","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"1987","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"1987","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"1987","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1987","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"1987","Other degree","direct migration background","","","","","","","","","","","","","",""
"1987","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1987","Other degree","no migration background","","","","","","","","","","","","","",""
"1987","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"1987","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1987","secondary school degree","no migration background","","","","","","","","","","","","","",""
"1988","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"1988","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1988","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"1988","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"1988","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"1988","lower secondary degree","no migration background","","","","","","","","","","","","","",""
