"year","hgtyp1hh","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","(Married) couple without C.","direct migration background","10.81","5","232","1","2","15","25","92","9.29","12.33","1","92","4","7"
"1985","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"1985","(Married) couple without C.","no migration background","12.26","8","811","2","3","16","26","75","11.28","13.24","0","150","7","9"
"1985","1-pers.-HH","direct migration background","8.24","5.19","101","1","3","10","16","51","6.11","10.37","1","65","3","7"
"1985","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"1985","1-pers.-HH","no migration background","9.86","6","353","1","3","14","23","60","8.71","11.01","1","73","5","7"
"1985","Couple + C. GT 16 ","direct migration background","8.26","5","233","1","2","10","18","36","5.89","10.63","0","250","4","6"
"1985","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"1985","Couple + C. GT 16 ","no migration background","11.69","7","790","1","3","15","25","60","10.4","12.98","0","360","7","8"
"1985","Couple + C. LE 16","direct migration background","9.02","6","555","1","3","11","20","40","7.76","10.28","0","260","4","5"
"1985","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"1985","Couple + C. LE 16","no migration background","14.44","8","939","1","3","17","32","95","13.06","15.82","0","280","7","9"
"1985","Couple + C. LE and GT 16","direct migration background","8.08","5","327","1","2","12","20","40","7.18","8.98","1","52","4","5"
"1985","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"1985","Couple + C. LE and GT 16","no migration background","12.05","8","402","1","3","15","27","80","10.38","13.72","0","160","6","8"
"1985","Single parent","direct migration background","10.36","5","66","2","3","17","27","45","8.25","12.47","1","45","3","6"
"1985","Single parent","indirect migration background","","","","","","","","","","","","","",""
"1985","Single parent","no migration background","11","7","197","1","3","15","25","60","9.33","12.67","1","70","5","10"
"1986","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"1986","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"1986","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"1986","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"1986","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"1986","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"1986","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"1986","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"1986","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"1986","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"1986","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"1986","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"1986","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"1986","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"1986","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"1986","Single parent","direct migration background","","","","","","","","","","","","","",""
"1986","Single parent","indirect migration background","","","","","","","","","","","","","",""
"1986","Single parent","no migration background","","","","","","","","","","","","","",""
"1987","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"1987","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"1987","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"1987","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"1987","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"1987","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"1987","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"1987","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"1987","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"1987","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"1987","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"1987","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"1987","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
