"year","age_gr","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","16-34 y.","(Married) couple without C.","12.66","10","457","2","5","16","25","75","11.5","13.82","1","104","8","10"
"1985","16-34 y.","1-pers.-HH","9.77","5","228","1","2","12","25","62","8.26","11.28","1","73","5","6"
"1985","16-34 y.","Couple + C. GT 16 ","11.24","7","425","1","3","15","25","60","9.96","12.52","0","120","7","8"
"1985","16-34 y.","Couple + C. LE 16","12.44","7","632","1","3","15","30","80","11.3","13.58","0","120","6","7"
"1985","16-34 y.","Couple + C. LE and GT 16","12.09","7.21","272","1","3","15","29","90","10.22","13.96","1","130","6","8"
"1985","16-34 y.","Single parent","11.37","8.23","139","1","3","15","25","60","9.32","13.42","1","70","5","10"
"1985","35-65 y.","(Married) couple without C.","11.87","7","578","1","3","15","26","82","10.67","13.07","0","150","6","8"
"1985","35-65 y.","1-pers.-HH","10.01","6","225","1","3","15","23","48","8.59","11.43","1","65","5","8"
"1985","35-65 y.","Couple + C. GT 16 ","11.59","7","616","1","3","13","24","60","9.92","13.26","0","360","5","7"
"1985","35-65 y.","Couple + C. LE 16","14.54","8","871","2","3","18","30","100","13.05","16.03","0","280","6","7"
"1985","35-65 y.","Couple + C. LE and GT 16","10.97","7","471","1","2","14","25","60","9.82","12.12","0","160","5","7"
"1985","35-65 y.","Single parent","10.48","6","130","1","3","15","27","56","8.71","12.25","1","56","4","7"
"1985","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"1985","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
"1985","66 and older","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1985","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"1985","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1985","66 and older","Single parent","","","","","","","","","","","","","",""
"1986","16-34 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"1986","16-34 y.","1-pers.-HH","","","","","","","","","","","","","",""
"1986","16-34 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1986","16-34 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"1986","16-34 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1986","16-34 y.","Single parent","","","","","","","","","","","","","",""
"1986","35-65 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"1986","35-65 y.","1-pers.-HH","","","","","","","","","","","","","",""
"1986","35-65 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1986","35-65 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"1986","35-65 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1986","35-65 y.","Single parent","","","","","","","","","","","","","",""
"1986","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"1986","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
"1986","66 and older","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1986","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"1986","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1986","66 and older","Single parent","","","","","","","","","","","","","",""
"1987","16-34 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"1987","16-34 y.","1-pers.-HH","","","","","","","","","","","","","",""
"1987","16-34 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1987","16-34 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"1987","16-34 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1987","16-34 y.","Single parent","","","","","","","","","","","","","",""
"1987","35-65 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"1987","35-65 y.","1-pers.-HH","","","","","","","","","","","","","",""
"1987","35-65 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1987","35-65 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"1987","35-65 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1987","35-65 y.","Single parent","","","","","","","","","","","","","",""
"1987","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"1987","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
"1987","66 and older","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1987","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"1987","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1987","66 and older","Single parent","","","","","","","","","","","","","",""
"1988","16-34 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"1988","16-34 y.","1-pers.-HH","","","","","","","","","","","","","",""
"1988","16-34 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1988","16-34 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"1988","16-34 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1988","16-34 y.","Single parent","","","","","","","","","","","","","",""
"1988","35-65 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"1988","35-65 y.","1-pers.-HH","","","","","","","","","","","","","",""
"1988","35-65 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1988","35-65 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"1988","35-65 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1988","35-65 y.","Single parent","","","","","","","","","","","","","",""
"1988","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"1988","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
"1988","66 and older","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1988","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"1988","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1988","66 and older","Single parent","","","","","","","","","","","","","",""
"1989","16-34 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"1989","16-34 y.","1-pers.-HH","","","","","","","","","","","","","",""
"1989","16-34 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1989","16-34 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"1989","16-34 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
