"year","education","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","college entrance qualification","(Married) couple without C.","13.28","10","149","2","5","17","27","77","10.98","15.58","1","90","7","10"
"1985","college entrance qualification","1-pers.-HH","11","6","113","1","2","14","27","60","8.62","13.38","1","73","4","7"
"1985","college entrance qualification","Couple + C. GT 16 ","13.5","8","119","2","4","15","35","100","10.35","16.65","1","120","6","10"
"1985","college entrance qualification","Couple + C. LE 16","17.19","10","180","2","5","20","40","95","13.46","20.92","1","250","7","10"
"1985","college entrance qualification","Couple + C. LE and GT 16","13.67","8.52","38","1","5","20","30","76","9.13","18.21","1","76","5","15"
"1985","college entrance qualification","Single parent","","","","","","","","","","","","","",""
"1985","lower secondary degree","(Married) couple without C.","11.26","7","503","1","3","15","25","82","10.01","12.51","0","150","6","8"
"1985","lower secondary degree","1-pers.-HH","9.32","5","156","1","3","10","25","60","7.58","11.06","1","62","4","6"
"1985","lower secondary degree","Couple + C. GT 16 ","11.54","7.22","522","1","3","14","22","70","9.84","13.24","1","360","6","8"
"1985","lower secondary degree","Couple + C. LE 16","13.23","7","618","1","3","15","30","80","11.59","14.87","0","280","6","8"
"1985","lower secondary degree","Couple + C. LE and GT 16","11.68","7","358","1","3","14","25","60","10.06","13.3","0","160","6","8"
"1985","lower secondary degree","Single parent","10.41","6","144","1","3","13","25","60","8.47","12.35","1","70","4","7"
"1985","no degree/no degree yet","(Married) couple without C.","8.94","8","60","1","4","13","15","32","7.02","10.86","1","32","4","8"
"1985","no degree/no degree yet","1-pers.-HH","","","","","","","","","","","","","",""
"1985","no degree/no degree yet","Couple + C. GT 16 ","7.55","5","68","1","2","10","20","27","6.14","8.96","0","27","3","5"
"1985","no degree/no degree yet","Couple + C. LE 16","7.39","4","149","1","2","10","20","40","5.92","8.86","0","40","3","5"
"1985","no degree/no degree yet","Couple + C. LE and GT 16","7.92","6","93","1","2","10","15","40","6.25","9.59","1","40","3","8"
"1985","no degree/no degree yet","Single parent","","","","","","","","","","","","","",""
"1985","Other degree","(Married) couple without C.","8.9","5","106","1","2","15","18","60","6.7","11.1","1","86","3","6"
