"erwst","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Other","1984","no degree/no degree yet","West Germany","","","",""
"Other","1984","no degree/no degree yet","East Germany","","","",""
"Full-time","1985","lower secondary degree","West Germany","2352","0.388773992638426","0.375880461185833","0.401667524091019"
"Full-time","1985","lower secondary degree","East Germany","","","",""
"Full-time","1985","secondary school degree","West Germany","884","0.453218429167907","0.430733907867916","0.475702950467899"
"Full-time","1985","secondary school degree","East Germany","","","",""
"Full-time","1985","college entrance qualification","West Germany","621","0.497765690713135","0.469857465376718","0.525673916049552"
"Full-time","1985","college entrance qualification","East Germany","","","",""
"Full-time","1985","Other degree","West Germany","852","0.653817433532587","0.627219187770635","0.68041567929454"
"Full-time","1985","Other degree","East Germany","","","",""
"Full-time","1985","no degree/no degree yet","West Germany","483","0.243361350912087","0.218025974669663","0.268696727154511"
"Full-time","1985","no degree/no degree yet","East Germany","","","",""
"Part-time","1985","lower secondary degree","West Germany","414","0.0704622441149599","0.0636930943656227","0.0772313938642972"
"Part-time","1985","lower secondary degree","East Germany","","","",""
"Part-time","1985","secondary school degree","West Germany","162","0.0766429060259508","0.0646273531839135","0.088658458867988"
"Part-time","1985","secondary school degree","East Germany","","","",""
"Part-time","1985","college entrance qualification","West Germany","91","0.0699037550596896","0.0556712695266388","0.0841362405927403"
"Part-time","1985","college entrance qualification","East Germany","","","",""
"Part-time","1985","Other degree","West Germany","53","0.038378487126718","0.0276381438978552","0.0491188303555808"
"Part-time","1985","Other degree","East Germany","","","",""
"Part-time","1985","no degree/no degree yet","West Germany","","","",""
"Part-time","1985","no degree/no degree yet","East Germany","","","",""
"Non-working","1985","lower secondary degree","West Germany","2492","0.505625677836765","0.49240161566274","0.518849740010789"
"Non-working","1985","lower secondary degree","East Germany","","","",""
"Non-working","1985","secondary school degree","West Germany","688","0.400539499423836","0.378407232854574","0.422671765993098"
"Non-working","1985","secondary school degree","East Germany","","","",""
"Non-working","1985","college entrance qualification","West Germany","434","0.363857935004762","0.337003900963958","0.390711969045567"
"Non-working","1985","college entrance qualification","East Germany","","","",""
"Non-working","1985","Other degree","West Germany","305","0.280223047892014","0.255114416340733","0.305331679443295"
"Non-working","1985","Other degree","East Germany","","","",""
"Non-working","1985","no degree/no degree yet","West Germany","571","0.7119560144572","0.685218977209037","0.738693051705364"
"Non-working","1985","no degree/no degree yet","East Germany","","","",""
"Other","1985","lower secondary degree","West Germany","233","0.0351380854098493","0.0302679167874205","0.0400082540322781"
"Other","1985","lower secondary degree","East Germany","","","",""
"Other","1985","secondary school degree","West Germany","149","0.069599165382306","0.0581054618044843","0.0810928689601278"
"Other","1985","secondary school degree","East Germany","","","",""
"Other","1985","college entrance qualification","West Germany","87","0.0684726192224128","0.0543757446512513","0.0825694937935744"
"Other","1985","college entrance qualification","East Germany","","","",""
"Other","1985","Other degree","West Germany","","","",""
"Other","1985","Other degree","East Germany","","","",""
"Other","1985","no degree/no degree yet","West Germany","","","",""
"Other","1985","no degree/no degree yet","East Germany","","","",""
"Full-time","1986","lower secondary degree","West Germany","2256","0.392844600543762","0.379555106945736","0.406134094141788"
"Full-time","1986","lower secondary degree","East Germany","","","",""
"Full-time","1986","secondary school degree","West Germany","852","0.443517409284318","0.420830026161018","0.466204792407617"
"Full-time","1986","secondary school degree","East Germany","","","",""
"Full-time","1986","college entrance qualification","West Germany","611","0.481523321229023","0.453912390486721","0.509134251971325"
"Full-time","1986","college entrance qualification","East Germany","","","",""
"Full-time","1986","Other degree","West Germany","807","0.65928068340959","0.632134848901751","0.686426517917428"
"Full-time","1986","Other degree","East Germany","","","",""
"Full-time","1986","no degree/no degree yet","West Germany","443","0.278835089154446","0.251542186939609","0.306127991369282"
"Full-time","1986","no degree/no degree yet","East Germany","","","",""
"Part-time","1986","lower secondary degree","West Germany","337","0.0608036310996118","0.0543009707925236","0.0673062914067"
"Part-time","1986","lower secondary degree","East Germany","","","",""
"Part-time","1986","secondary school degree","West Germany","132","0.0644338863556156","0.0532215095821817","0.0756462631290495"
"Part-time","1986","secondary school degree","East Germany","","","",""
"Part-time","1986","college entrance qualification","West Germany","96","0.0685789713303422","0.0546128351282668","0.0825451075324176"
"Part-time","1986","college entrance qualification","East Germany","","","",""
"Part-time","1986","Other degree","West Germany","44","0.0259363074661082","0.0168326188572505","0.0350399960749659"
"Part-time","1986","Other degree","East Germany","","","",""
"Part-time","1986","no degree/no degree yet","West Germany","","","",""
"Part-time","1986","no degree/no degree yet","East Germany","","","",""
"Non-working","1986","lower secondary degree","West Germany","2314","0.503708595246383","0.490103356569139","0.517313833923626"
"Non-working","1986","lower secondary degree","East Germany","","","",""
"Non-working","1986","secondary school degree","West Germany","676","0.407146169289975","0.384709816007217","0.429582522572734"
"Non-working","1986","secondary school degree","East Germany","","","",""
"Non-working","1986","college entrance qualification","West Germany","451","0.375840437136691","0.349076047905318","0.402604826368064"
"Non-working","1986","college entrance qualification","East Germany","","","",""
"Non-working","1986","Other degree","West Germany","294","0.265505784249926","0.240212756123367","0.290798812376485"
"Non-working","1986","Other degree","East Germany","","","",""
"Non-working","1986","no degree/no degree yet","West Germany","546","0.678965317931371","0.650549609718899","0.707381026143843"
"Non-working","1986","no degree/no degree yet","East Germany","","","",""
"Other","1986","lower secondary degree","West Germany","281","0.0426431731102436","0.0371451092067621","0.0481412370137251"
"Other","1986","lower secondary degree","East Germany","","","",""
"Other","1986","secondary school degree","West Germany","182","0.0849025350700914","0.0721734472391016","0.0976316229010813"
"Other","1986","secondary school degree","East Germany","","","",""
"Other","1986","college entrance qualification","West Germany","100","0.0740572703039437","0.0595867654383543","0.0885277751695332"
"Other","1986","college entrance qualification","East Germany","","","",""
"Other","1986","Other degree","West Germany","","","",""
"Other","1986","Other degree","East Germany","","","",""
"Other","1986","no degree/no degree yet","West Germany","","","",""
"Other","1986","no degree/no degree yet","East Germany","","","",""
"Full-time","1987","lower secondary degree","West Germany","2220","0.393791691033576","0.380408572421445","0.407174809645706"
"Full-time","1987","lower secondary degree","East Germany","","","",""
"Full-time","1987","secondary school degree","West Germany","849","0.455608278209492","0.432802919073788","0.478413637345197"
"Full-time","1987","secondary school degree","East Germany","","","",""
"Full-time","1987","college entrance qualification","West Germany","617","0.487609056547755","0.459697803043112","0.515520310052399"
"Full-time","1987","college entrance qualification","East Germany","","","",""
"Full-time","1987","Other degree","West Germany","791","0.650960116074775","0.623458393005171","0.67846183914438"
"Full-time","1987","Other degree","East Germany","","","",""
"Full-time","1987","no degree/no degree yet","West Germany","413","0.288970894574818","0.260974371683079","0.316967417466557"
"Full-time","1987","no degree/no degree yet","East Germany","","","",""
"Part-time","1987","lower secondary degree","West Germany","379","0.0706420127750208","0.0636236443762576","0.077660381173784"
"Part-time","1987","lower secondary degree","East Germany","","","",""
"Part-time","1987","secondary school degree","West Germany","143","0.0720178063466775","0.0601798939389966","0.0838557187543585"
"Part-time","1987","secondary school degree","East Germany","","","",""
"Part-time","1987","college entrance qualification","West Germany","79","0.0605529455652032","0.0472347150148592","0.0738711761155472"
"Part-time","1987","college entrance qualification","East Germany","","","",""
"Part-time","1987","Other degree","West Germany","40","0.0246430306343329","0.0156981604757399","0.0335879007929259"
"Part-time","1987","Other degree","East Germany","","","",""
"Part-time","1987","no degree/no degree yet","West Germany","37","0.0317643065489986","0.0209326822122436","0.0425959308857536"
"Part-time","1987","no degree/no degree yet","East Germany","","","",""
"Non-working","1987","lower secondary degree","West Germany","2259","0.499812561996829","0.48611689826266","0.513508225730999"
"Non-working","1987","lower secondary degree","East Germany","","","",""
"Non-working","1987","secondary school degree","West Germany","642","0.383375376288284","0.361111135220617","0.405639617355952"
"Non-working","1987","secondary school degree","East Germany","","","",""
"Non-working","1987","college entrance qualification","West Germany","419","0.365124327961306","0.338239487404293","0.392009168518319"
"Non-working","1987","college entrance qualification","East Germany","","","",""
"Non-working","1987","Other degree","West Germany","306","0.292336343906282","0.266094156168762","0.318578531643801"
"Non-working","1987","Other degree","East Germany","","","",""
"Non-working","1987","no degree/no degree yet","West Germany","531","0.647361436893599","0.617851269711779","0.67687160407542"
"Non-working","1987","no degree/no degree yet","East Germany","","","",""
"Other","1987","lower secondary degree","West Germany","262","0.0357537341945745","0.0306678344265318","0.0408396339626171"
"Other","1987","lower secondary degree","East Germany","","","",""
"Other","1987","secondary school degree","West Germany","198","0.0889985391555459","0.0759597779365925","0.102037300374499"
"Other","1987","secondary school degree","East Germany","","","",""
"Other","1987","college entrance qualification","West Germany","117","0.0867136699257355","0.070999552316433","0.102427787535038"
"Other","1987","college entrance qualification","East Germany","","","",""
"Other","1987","Other degree","West Germany","","","",""
"Other","1987","Other degree","East Germany","","","",""
"Other","1987","no degree/no degree yet","West Germany","","","",""
"Other","1987","no degree/no degree yet","East Germany","","","",""
"Full-time","1988","lower secondary degree","West Germany","2093","0.388075757188021","0.374422911084355","0.401728603291687"
"Full-time","1988","lower secondary degree","East Germany","","","",""
"Full-time","1988","secondary school degree","West Germany","827","0.464280381897534","0.441026858976646","0.487533904818422"
"Full-time","1988","secondary school degree","East Germany","","","",""
"Full-time","1988","college entrance qualification","West Germany","612","0.509773393271829","0.481262543367486","0.538284243176173"
"Full-time","1988","college entrance qualification","East Germany","","","",""
"Full-time","1988","Other degree","West Germany","700","0.610848473188314","0.581703076240452","0.639993870136175"
"Full-time","1988","Other degree","East Germany","","","",""
"Full-time","1988","no degree/no degree yet","West Germany","362","0.262287577490729","0.233739091507268","0.29083606347419"
"Full-time","1988","no degree/no degree yet","East Germany","","","",""
"Part-time","1988","lower secondary degree","West Germany","364","0.0697327739561472","0.0625970434504683","0.0768685044618262"
"Part-time","1988","lower secondary degree","East Germany","","","",""
"Part-time","1988","secondary school degree","West Germany","143","0.0769272622305952","0.0645025048533994","0.089352019607791"
"Part-time","1988","secondary school degree","East Germany","","","",""
"Part-time","1988","college entrance qualification","West Germany","77","0.0629157082149275","0.0490675500226725","0.0767638664071826"
"Part-time","1988","college entrance qualification","East Germany","","","",""
"Part-time","1988","Other degree","West Germany","47","0.035582673323027","0.0245088995309415","0.0466564471151126"
"Part-time","1988","Other degree","East Germany","","","",""
"Part-time","1988","no degree/no degree yet","West Germany","40","0.0296846035473091","0.0186699013501255","0.0406993057444927"
"Part-time","1988","no degree/no degree yet","East Germany","","","",""
"Non-working","1988","lower secondary degree","West Germany","2168","0.503511426186564","0.489503449741831","0.517519402631297"
"Non-working","1988","lower secondary degree","East Germany","","","",""
"Non-working","1988","secondary school degree","West Germany","608","0.379203251006961","0.356580752968338","0.401825749045583"
"Non-working","1988","secondary school degree","East Germany","","","",""
"Non-working","1988","college entrance qualification","West Germany","389","0.34825777507337","0.321086408464761","0.375429141681979"
"Non-working","1988","college entrance qualification","East Germany","","","",""
"Non-working","1988","Other degree","West Germany","305","0.317074549894149","0.289257491641222","0.344891608147075"
"Non-working","1988","Other degree","East Germany","","","",""
"Non-working","1988","no degree/no degree yet","West Germany","496","0.695024011314947","0.66514381819118","0.724904204438714"
"Non-working","1988","no degree/no degree yet","East Germany","","","",""
"Other","1988","lower secondary degree","West Germany","269","0.0386800426692679","0.0332775577902338","0.044082527548302"
"Other","1988","lower secondary degree","East Germany","","","",""
"Other","1988","secondary school degree","West Germany","189","0.0795891048649101","0.0669694492944591","0.092208760435361"
"Other","1988","secondary school degree","East Germany","","","",""
"Other","1988","college entrance qualification","West Germany","103","0.0790531234398732","0.0636644937561906","0.0944417531235559"
"Other","1988","college entrance qualification","East Germany","","","",""
"Other","1988","Other degree","West Germany","","","",""
"Other","1988","Other degree","East Germany","","","",""
"Other","1988","no degree/no degree yet","West Germany","","","",""
"Other","1988","no degree/no degree yet","East Germany","","","",""
"Full-time","1989","lower secondary degree","West Germany","2044","0.389069113416738","0.375096622859052","0.403041603974423"
"Full-time","1989","lower secondary degree","East Germany","","","",""
"Full-time","1989","secondary school degree","West Germany","844","0.489207603976346","0.465535425817979","0.512879782134713"
"Full-time","1989","secondary school degree","East Germany","","","",""
"Full-time","1989","college entrance qualification","West Germany","637","0.522432130427351","0.494217956642136","0.550646304212566"
"Full-time","1989","college entrance qualification","East Germany","","","",""
"Full-time","1989","Other degree","West Germany","683","0.635668001602703","0.60633532765437","0.665000675551036"
"Full-time","1989","Other degree","East Germany","","","",""
"Full-time","1989","no degree/no degree yet","West Germany","342","0.240218662847858","0.212135572709654","0.268301752986061"
"Full-time","1989","no degree/no degree yet","East Germany","","","",""
"Part-time","1989","lower secondary degree","West Germany","351","0.0714592430123091","0.0640769020909232","0.0788415839336951"
"Part-time","1989","lower secondary degree","East Germany","","","",""
"Part-time","1989","secondary school degree","West Germany","141","0.0778595352360059","0.0651706387948584","0.0905484316771534"
"Part-time","1989","secondary school degree","East Germany","","","",""
"Part-time","1989","college entrance qualification","West Germany","84","0.0657753025104836","0.0517732421088631","0.0797773629121042"
"Part-time","1989","college entrance qualification","East Germany","","","",""
"Part-time","1989","Other degree","West Germany","52","0.0507900476998898","0.0374068999213497","0.0641731954784298"
"Part-time","1989","Other degree","East Germany","","","",""
"Part-time","1989","no degree/no degree yet","West Germany","38","0.0296949577135161","0.0185367944852817","0.0408531209417505"
"Part-time","1989","no degree/no degree yet","East Germany","","","",""
"Non-working","1989","lower secondary degree","West Germany","2028","0.500436208759643","0.486106602900847","0.514765814618439"
"Non-working","1989","lower secondary degree","East Germany","","","",""
"Non-working","1989","secondary school degree","West Germany","565","0.362842262959375","0.340072850537196","0.385611675381554"
"Non-working","1989","secondary school degree","East Germany","","","",""
"Non-working","1989","college entrance qualification","West Germany","393","0.33817564338684","0.311453125090297","0.364898161683383"
"Non-working","1989","college entrance qualification","East Germany","","","",""
"Non-working","1989","Other degree","West Germany","284","0.287838501672255","0.260242160235914","0.315434843108597"
"Non-working","1989","Other degree","East Germany","","","",""
"Non-working","1989","no degree/no degree yet","West Germany","489","0.692981533330667","0.662660758829492","0.723302307831841"
"Non-working","1989","no degree/no degree yet","East Germany","","","",""
"Other","1989","lower secondary degree","West Germany","254","0.0390354348113103","0.0334847367539188","0.0445861328687017"
"Other","1989","lower secondary degree","East Germany","","","",""
"Other","1989","secondary school degree","West Germany","163","0.0700905978282733","0.0580007840588052","0.0821804115977414"
"Other","1989","secondary school degree","East Germany","","","",""
"Other","1989","college entrance qualification","West Germany","90","0.0736169236753259","0.0588660077956702","0.0883678395549817"
"Other","1989","college entrance qualification","East Germany","","","",""
"Other","1989","Other degree","West Germany","","","",""
"Other","1989","Other degree","East Germany","","","",""
"Other","1989","no degree/no degree yet","West Germany","","","",""
"Other","1989","no degree/no degree yet","East Germany","","","",""
"Full-time","1990","lower secondary degree","West Germany","1980","0.391508220497556","0.377330805037227","0.405685635957884"
"Full-time","1990","lower secondary degree","East Germany","968","0.478117518555196","0.454733948310165","0.501501088800228"
"Full-time","1990","secondary school degree","West Germany","836","0.488968482946928","0.46511483386442","0.512822132029436"
"Full-time","1990","secondary school degree","East Germany","1466","0.708312237264626","0.688607115516176","0.728017359013077"
"Full-time","1990","college entrance qualification","West Germany","626","0.516511284502254","0.488330848892364","0.544691720112143"
"Full-time","1990","college entrance qualification","East Germany","413","0.755989414134945","0.719696725386804","0.792282102883087"
"Full-time","1990","Other degree","West Germany","661","0.632963464149544","0.603296501598832","0.662630426700255"
"Full-time","1990","Other degree","East Germany","","","",""
"Full-time","1990","no degree/no degree yet","West Germany","324","0.269222208409439","0.239315552907025","0.299128863911853"
"Full-time","1990","no degree/no degree yet","East Germany","","","",""
"Part-time","1990","lower secondary degree","West Germany","359","0.0775085393155642","0.0697415050799678","0.0852755735511607"
"Part-time","1990","lower secondary degree","East Germany","182","0.090894840665254","0.0774382881516732","0.104351393178835"
"Part-time","1990","secondary school degree","West Germany","163","0.0883479916773804","0.0748053484610498","0.101890634893711"
"Part-time","1990","secondary school degree","East Germany","186","0.081404568222217","0.0695497697776006","0.0932593666668335"
"Part-time","1990","college entrance qualification","West Germany","95","0.0796720862827259","0.0644020870247232","0.0949420855407286"
"Part-time","1990","college entrance qualification","East Germany","32","0.0604667352037281","0.0403261866978866","0.0806072837095695"
"Part-time","1990","Other degree","West Germany","53","0.0499624384016886","0.0365526688477233","0.0633722079556538"
"Part-time","1990","Other degree","East Germany","","","",""
"Part-time","1990","no degree/no degree yet","West Germany","40","0.029963368964832","0.0184683650121887","0.0414583729174753"
"Part-time","1990","no degree/no degree yet","East Germany","","","",""
"Non-working","1990","lower secondary degree","West Germany","1984","0.493159071764454","0.478636998685558","0.50768114484335"
"Non-working","1990","lower secondary degree","East Germany","589","0.423900422962581","0.400767109850438","0.447033736074723"
"Non-working","1990","secondary school degree","West Germany","540","0.354565860990501","0.331738012839591","0.37739370914141"
"Non-working","1990","secondary school degree","East Germany","266","0.151105564300494","0.135579023200056","0.166632105400932"
"Non-working","1990","college entrance qualification","West Germany","397","0.334972611716598","0.308356841446819","0.361588381986378"
"Non-working","1990","college entrance qualification","East Germany","90","0.179172041826928","0.146766585245801","0.211577498408056"
"Non-working","1990","Other degree","West Germany","290","0.296324474849965","0.268218471209414","0.324430478490515"
"Non-working","1990","Other degree","East Germany","","","",""
"Non-working","1990","no degree/no degree yet","West Germany","464","0.665035737843895","0.63321271243211","0.696858763255681"
"Non-working","1990","no degree/no degree yet","East Germany","39","0.871313026418782","0.77347757993637","0.969148472901195"
"Other","1990","lower secondary degree","West Germany","230","0.037824168422426","0.0322828745581973","0.0433654622866547"
"Other","1990","lower secondary degree","East Germany","","","",""
"Other","1990","secondary school degree","West Germany","148","0.068117664385191","0.0560949933602823","0.0801403354100996"
"Other","1990","secondary school degree","East Germany","126","0.0591776302126624","0.0489484637132263","0.0694067967120986"
"Other","1990","college entrance qualification","West Germany","90","0.0688440174984218","0.054566294697284","0.0831217402995595"
"Other","1990","college entrance qualification","East Germany","","","",""
"Other","1990","Other degree","West Germany","","","",""
"Other","1990","Other degree","East Germany","","","",""
"Other","1990","no degree/no degree yet","West Germany","","","",""
"Other","1990","no degree/no degree yet","East Germany","","","",""
"Full-time","1991","lower secondary degree","West Germany","1961","0.388492643061175","0.374220101161113","0.402765184961237"
"Full-time","1991","lower secondary degree","East Germany","725","0.384285020134854","0.360368238956954","0.408201801312754"
"Full-time","1991","secondary school degree","West Germany","834","0.474131104483113","0.450546994965048","0.497715214001178"
"Full-time","1991","secondary school degree","East Germany","1336","0.670816204344072","0.649969894855167","0.691662513832976"
"Full-time","1991","college entrance qualification","West Germany","647","0.519524261854031","0.491860502130465","0.547188021577597"
"Full-time","1991","college entrance qualification","East Germany","364","0.717788123345126","0.678179200666361","0.757397046023891"
"Full-time","1991","Other degree","West Germany","663","0.654261439639454","0.624753941223262","0.683768938055646"
"Full-time","1991","Other degree","East Germany","","","",""
"Full-time","1991","no degree/no degree yet","West Germany","322","0.282774844002711","0.252062977600905","0.313486710404516"
"Full-time","1991","no degree/no degree yet","East Germany","","","",""
"Part-time","1991","lower secondary degree","West Germany","372","0.0785360321560322","0.0706586350216672","0.0864134292903972"
"Part-time","1991","lower secondary degree","East Germany","93","0.0487176926372002","0.0381328548286133","0.0593025304457871"
"Part-time","1991","secondary school degree","West Germany","169","0.0925649451459993","0.0788762337345679","0.106253656557431"
"Part-time","1991","secondary school degree","East Germany","122","0.0575705741249313","0.0472374205633745","0.0679037276864882"
"Part-time","1991","college entrance qualification","West Germany","108","0.0878228863483186","0.0721511904956684","0.103494582200969"
"Part-time","1991","college entrance qualification","East Germany","","","",""
"Part-time","1991","Other degree","West Germany","46","0.0350598758962676","0.0236484952985613","0.0464712564939738"
"Part-time","1991","Other degree","East Germany","","","",""
"Part-time","1991","no degree/no degree yet","West Germany","45","0.0416833878563312","0.0280534435781338","0.0553133321345287"
"Part-time","1991","no degree/no degree yet","East Germany","","","",""
"Non-working","1991","lower secondary degree","West Germany","1880","0.486663626173998","0.47202755384167","0.501299698506325"
"Non-working","1991","lower secondary degree","East Germany","756","0.557923125719495","0.533504443536037","0.582341807902953"
"Non-working","1991","secondary school degree","West Germany","562","0.363165306514614","0.340451127116156","0.385879485913073"
"Non-working","1991","secondary school degree","East Germany","393","0.225797104490037","0.207249203702284","0.24434500527779"
"Non-working","1991","college entrance qualification","West Germany","388","0.314387350986127","0.288680759361049","0.340093942611205"
"Non-working","1991","college entrance qualification","East Germany","105","0.224799558365762","0.188061856507425","0.261537260224099"
"Non-working","1991","Other degree","West Germany","270","0.287840300058739","0.259750586101729","0.315930014015748"
"Non-working","1991","Other degree","East Germany","","","",""
"Non-working","1991","no degree/no degree yet","West Germany","435","0.634997692165254","0.602166099871182","0.667829284459326"
"Non-working","1991","no degree/no degree yet","East Germany","38","0.929385869501403","0.850970714881768","1.00780102412104"
"Other","1991","lower secondary degree","West Germany","267","0.0463076986087948","0.0401539489958683","0.0524614482217213"
"Other","1991","lower secondary degree","East Germany","","","",""
"Other","1991","secondary school degree","West Germany","157","0.0701386438562731","0.058076644544024","0.0822006431685222"
"Other","1991","secondary school degree","East Germany","101","0.0458161170409602","0.0365407017727524","0.0550915323091679"
"Other","1991","college entrance qualification","West Germany","110","0.0782655008115239","0.0633937992640127","0.0931372023590352"
"Other","1991","college entrance qualification","East Germany","","","",""
"Other","1991","Other degree","West Germany","","","",""
"Other","1991","Other degree","East Germany","","","",""
"Other","1991","no degree/no degree yet","West Germany","","","",""
"Other","1991","no degree/no degree yet","East Germany","","","",""
"Full-time","1992","lower secondary degree","West Germany","1893","0.383066110172328","0.368649506614971","0.397482713729685"
"Full-time","1992","lower secondary degree","East Germany","576","0.317043964837464","0.293542673630568","0.34054525604436"
"Full-time","1992","secondary school degree","West Germany","852","0.466350323634097","0.443017349389","0.489683297879193"
"Full-time","1992","secondary school degree","East Germany","1175","0.608367967361812","0.586191254302229","0.630544680421395"
"Full-time","1992","college entrance qualification","West Germany","652","0.523004586518206","0.495458730948436","0.550550442087976"
"Full-time","1992","college entrance qualification","East Germany","329","0.673492624375244","0.631715520469951","0.715269728280537"
"Full-time","1992","Other degree","West Germany","616","0.630518400889807","0.600128345439781","0.660908456339833"
"Full-time","1992","Other degree","East Germany","","","",""
"Full-time","1992","no degree/no degree yet","West Germany","290","0.278635391554876","0.247607200156019","0.309663582953734"
"Full-time","1992","no degree/no degree yet","East Germany","","","",""
"Part-time","1992","lower secondary degree","West Germany","380","0.0829110320274866","0.0747335674554209","0.0910884965995523"
"Part-time","1992","lower secondary degree","East Germany","48","0.0225100648680427","0.0150183692240664","0.030001760512019"
"Part-time","1992","secondary school degree","West Germany","180","0.0915114403256482","0.0780254370120111","0.104997443639285"
"Part-time","1992","secondary school degree","East Germany","99","0.048916924356413","0.0391172035521601","0.0587166451606659"
"Part-time","1992","college entrance qualification","West Germany","119","0.0916164925710454","0.0757065773039522","0.107526407838139"
"Part-time","1992","college entrance qualification","East Germany","","","",""
"Part-time","1992","Other degree","West Germany","54","0.0466689902127641","0.0333882505192555","0.0599497299062728"
"Part-time","1992","Other degree","East Germany","","","",""
"Part-time","1992","no degree/no degree yet","West Germany","38","0.0334728218771268","0.0210244055240889","0.0459212382301647"
"Part-time","1992","no degree/no degree yet","East Germany","","","",""
"Non-working","1992","lower secondary degree","West Germany","1883","0.49949949082985","0.484671696177824","0.514327285481875"
"Non-working","1992","lower secondary degree","East Germany","863","0.649081733180506","0.624977779365812","0.673185686995199"
"Non-working","1992","secondary school degree","West Germany","580","0.37691502718077","0.35424869755505","0.399581356806489"
"Non-working","1992","secondary school degree","East Germany","474","0.290034602232692","0.269417937772935","0.310651266692448"
"Non-working","1992","college entrance qualification","West Germany","399","0.317706574898186","0.292029525881279","0.343383623915093"
"Non-working","1992","college entrance qualification","East Germany","127","0.264271685540201","0.224988249951825","0.303555121128577"
"Non-working","1992","Other degree","West Germany","286","0.31216985827981","0.28299409089296","0.341345625666659"
"Non-working","1992","Other degree","East Germany","","","",""
"Non-working","1992","no degree/no degree yet","West Germany","459","0.656280584794536","0.623409978308601","0.68915119128047"
"Non-working","1992","no degree/no degree yet","East Germany","51","0.846866378202657","0.755746068220855","0.93798668818446"
"Other","1992","lower secondary degree","West Germany","212","0.0345233669703361","0.0291091677483455","0.0399375661923267"
"Other","1992","lower secondary degree","East Germany","","","",""
"Other","1992","secondary school degree","West Germany","144","0.0652232088594855","0.0536743020615719","0.0767721156573991"
"Other","1992","secondary school degree","East Germany","113","0.0526805060490837","0.0425309251233349","0.0628300869748325"
"Other","1992","college entrance qualification","West Germany","93","0.0676723460125626","0.0538195858542435","0.0815251061708817"
"Other","1992","college entrance qualification","East Germany","","","",""
"Other","1992","Other degree","West Germany","","","",""
"Other","1992","Other degree","East Germany","","","",""
"Other","1992","no degree/no degree yet","West Germany","","","",""
"Other","1992","no degree/no degree yet","East Germany","","","",""
"Full-time","1993","lower secondary degree","West Germany","1839","0.376901273451343","0.362404882897143","0.391397664005543"
