"ple0019","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Not Working","inadequately","84","0.835734415229168","0.762000098655027","0.90946873180331","2"
"No","2009","Not Working","vocational + Abi","229","0.940351549464744","0.910635033973651","0.970068064955837","2"
"No","2009","Not Working","higher vocational","400","0.927130970693088","0.902448687661775","0.951813253724402","2"
"No","2009","Not Working","middle vocational","3327","0.925727017542653","0.917106243133787","0.93434779195152","2"
"No","2009","Not Working","general elemantary","989","0.946824057216522","0.933303409464054","0.960344704968991","2"
"No","2009","Part Time","higher vocational","287","0.938488569276478","0.911479867645685","0.965497270907271","2"
"No","2009","Part Time","higher education","841","0.935860022505443","0.919763838163412","0.951956206847474","2"
"No","2009","Not Working","higher education","1044","0.931629048544911","0.916761765722264","0.946496331367557","2"
"No","2009","Part Time","middle vocational","2071","0.93565484339227","0.925401806577862","0.945907880206677","2"
"No","2009","Part Time","vocational + Abi","261","0.894180728892951","0.858278734673356","0.930082723112546","2"
"No","2009","Not Working","in school","247","0.988131104188007","0.974760215773443","1.00150199260257","2"
"No","2009","Part Time","in school","60","1","1","1","2"
"No","2009","Part Time","inadequately","29","","","","2"
"No","2009","Part Time","general elemantary","347","0.947636504774729","0.924720970700315","0.970552038849143","2"
"No","2009","Full Time","higher vocational","580","0.95735853804701","0.941298386029612","0.973418690064408","2"
"No","2009","Full Time","higher education","1982","0.95857246290656","0.949950295622666","0.967194630190454","2"
"No","2009","Full Time","general elemantary","380","0.960621566903393","0.941343428481652","0.979899705325134","2"
"No","2009","Full Time","middle vocational","3248","0.958270382599857","0.951505836596501","0.965034928603214","2"
"No","2009","Full Time","vocational + Abi","460","0.957451274535773","0.939338268992758","0.975564280078789","2"
"No","2009","Full Time","in school","1","","","","2"
"No","2009","Full Time","inadequately","39","0.986848456741485","0.951543824868274","1.0221530886147","2"
"Yes","2009","Full Time","in school","","","","","1"
"Yes","2009","Full Time","inadequately","1","","","","1"
"Yes","2009","Full Time","general elemantary","11","","","","1"
"Yes","2009","Full Time","middle vocational","109","0.0417296174001428","0.0349650713967862","0.0484941634034995","1"
"Yes","2009","Full Time","vocational + Abi","17","","","","1"
"Yes","2009","Full Time","higher vocational","28","","","","1"
"Yes","2009","Full Time","higher education","70","0.04142753709344","0.0328053698095461","0.0500497043773339","1"
"Yes","2009","Part Time","in school","","","","","1"
"Yes","2009","Part Time","inadequately","3","","","","1"
"Yes","2009","Part Time","general elemantary","16","","","","1"
"Yes","2009","Part Time","middle vocational","129","0.0643451566077304","0.0540921197933227","0.074598193422138","1"
"Yes","2009","Part Time","vocational + Abi","21","","","","1"
"Yes","2009","Part Time","higher vocational","17","","","","1"
"Yes","2009","Part Time","higher education","49","0.0641399774945571","0.0480437931525262","0.0802361618365879","1"
"Yes","2009","Not Working","in school","5","","","","1"
"Yes","2009","Not Working","inadequately","13","","","","1"
"Yes","2009","Not Working","general elemantary","69","0.0531759427834777","0.0396552950310093","0.0666965905359461","1"
"Yes","2009","Not Working","middle vocational","227","0.0742729824573468","0.0656522080484801","0.0828937568662134","1"
"Yes","2009","Not Working","vocational + Abi","15","","","","1"
"Yes","2009","Not Working","higher vocational","26","","","","1"
"Yes","2009","Not Working","higher education","63","0.0683709514550895","0.0535036686324431","0.0832382342777358","1"
"No","2010","Not Working","inadequately","","","","","2"
"No","2010","Not Working","vocational + Abi","","","","","2"
"No","2010","Not Working","general elemantary","","","","","2"
"No","2010","Not Working","middle vocational","","","","","2"
"No","2010","Part Time","middle vocational","","","","","2"
"No","2010","Part Time","vocational + Abi","","","","","2"
"No","2010","Not Working","higher vocational","","","","","2"
"No","2010","Part Time","higher vocational","","","","","2"
"No","2010","Not Working","higher education","","","","","2"
"No","2010","Part Time","higher education","","","","","2"
"No","2010","Not Working","in school","","","","","2"
"No","2010","Full Time","higher vocational","","","","","2"
"No","2010","Full Time","higher education","","","","","2"
"No","2010","Part Time","in school","","","","","2"
"No","2010","Part Time","inadequately","","","","","2"
"No","2010","Part Time","general elemantary","","","","","2"
"No","2010","Full Time","in school","","","","","2"
"No","2010","Full Time","inadequately","","","","","2"
"No","2010","Full Time","general elemantary","","","","","2"
"No","2010","Full Time","middle vocational","","","","","2"
"No","2010","Full Time","vocational + Abi","","","","","2"
"Yes","2010","Part Time","general elemantary","","","","","1"
