"ple0019","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Employed","Male","5607","0.966919018381243","0.96230270783031","0.971535328932177","2"
"No","2009","Employed","Female","5164","0.931512442681936","0.924825032217919","0.938199853145952","2"
"No","2009","Not Employed","Female","3713","0.923515712311645","0.91528158066026","0.93174984396303","2"
"No","2009","Not Employed","Male","2748","0.946835445833141","0.938638519382176","0.955032372284106","2"
"Yes","2009","Not Employed","Male","130","0.0531645541668591","0.044967627715894","0.0613614806178242","1"
"Yes","2009","Not Employed","Female","289","0.0764842876883549","0.0682501560369697","0.0847184193397402","1"
"Yes","2009","Employed","Male","159","0.0330809816187568","0.0284646710678232","0.0376972921696903","1"
"Yes","2009","Employed","Female","316","0.0684875573180641","0.0618001468540476","0.0751749677820806","1"
"No","2010","Not Employed","Female","","","","","2"
"No","2010","Not Employed","Male","","","","","2"
"No","2010","Employed","Male","","","","","2"
"No","2010","Employed","Female","","","","","2"
"Yes","2010","Not Employed","Male","","","","","1"
"Yes","2010","Not Employed","Female","","","","","1"
"Yes","2010","Employed","Male","","","","","1"
"Yes","2010","Employed","Female","","","","","1"
"No","2011","Not Employed","Female","4338","0.919896135059506","0.912151994549171","0.927640275569842","2"
"No","2011","Employed","Female","5846","0.921719375031252","0.915086988148621","0.928351761913884","2"
"No","2011","Not Employed","Male","3257","0.943544182124732","0.935815776926101","0.951272587323364","2"
"No","2011","Employed","Male","6174","0.959925778844748","0.955125473718012","0.964726083971483","2"
"Yes","2011","Not Employed","Female","382","0.0801038649404937","0.072359724430158","0.0878480054508294","1"
"Yes","2011","Employed","Male","239","0.040074221155252","0.0352739160285166","0.0448745262819875","1"
"Yes","2011","Employed","Female","455","0.0782806249687476","0.0716482380861163","0.084913011851379","1"
"Yes","2011","Not Employed","Male","169","0.0564558178752676","0.048727412676636","0.0641842230738991","1"
"No","2012","Not Employed","Female","","","","","2"
"No","2012","Employed","Female","","","","","2"
"No","2012","Not Employed","Male","","","","","2"
"No","2012","Employed","Male","","","","","2"
"Yes","2012","Not Employed","Female","","","","","1"
"Yes","2012","Employed","Male","","","","","1"
"Yes","2012","Employed","Female","","","","","1"
"Yes","2012","Not Employed","Male","","","","","1"
"No","2013","Not Employed","Female","3755","0.891639834938308","0.882223583660547","0.901056086216069","2"
"No","2013","Employed","Female","5444","0.917516208186173","0.910503128194418","0.924529288177928","2"
"No","2013","Not Employed","Male","2989","0.932056923248879","0.923324262823632","0.940789583674126","2"
"No","2013","Employed","Male","5426","0.948094362693973","0.942327307572467","0.953861417815479","2"
"Yes","2013","Not Employed","Female","431","0.108360165061692","0.098943913783931","0.117776416339453","1"
"Yes","2013","Not Employed","Male","201","0.067943076751121","0.0592104163258739","0.076675737176368","1"
