"ple0019","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2011","lower secondary degree","(1c) basic vocational qualification","298","1","1","1"
"Yes","2011","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes","2011","lower secondary degree","(2a) intermediate vocational","1","","",""
"Yes","2011","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Yes","2011","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","2011","lower secondary degree","(3a) lower tertiary education","6","","",""
"Yes","2011","lower secondary degree","(3b) higher tertiary education","1","","",""
"Yes","2011","secondary school degree","(0) in school","","","",""
"Yes","2011","secondary school degree","(1a) inadequately completed","","","",""
"Yes","2011","secondary school degree","(1b) general elementary school","","","",""
"Yes","2011","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes","2011","secondary school degree","(2b) intermediate general qualification","27","","",""
"Yes","2011","secondary school degree","(2a) intermediate vocational","329","1","1","1"
"Yes","2011","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes","2011","secondary school degree","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2011","secondary school degree","(3a) lower tertiary education","30","1","1","1"
"Yes","2011","secondary school degree","(3b) higher tertiary education","11","","",""
"Yes","2011","college entrance qualification","(0) in school","","","",""
"Yes","2011","college entrance qualification","(1a) inadequately completed","","","",""
"Yes","2011","college entrance qualification","(1b) general elementary school","","","",""
"Yes","2011","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes","2011","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes","2011","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes","2011","college entrance qualification","(2c_gen) general maturity certificate","35","1","1","1"
"Yes","2011","college entrance qualification","(2c_voc) vocational maturity certificate","82","1","1","1"
"Yes","2011","college entrance qualification","(3a) lower tertiary education","51","1","1","1"
"Yes","2011","college entrance qualification","(3b) higher tertiary education","142","1","1","1"
"Yes","2011","Other degree","(0) in school","","","",""
"Yes","2011","Other degree","(1a) inadequately completed","","","",""
"Yes","2011","Other degree","(1b) general elementary school","14","","",""
"Yes","2011","Other degree","(1c) basic vocational qualification","23","","",""
"Yes","2011","Other degree","(2b) intermediate general qualification","","","",""
"Yes","2011","Other degree","(2a) intermediate vocational","","","",""
"Yes","2011","Other degree","(2c_gen) general maturity certificate","6","","",""
"Yes","2011","Other degree","(2c_voc) vocational maturity certificate","9","","",""
"Yes","2011","Other degree","(3a) lower tertiary education","2","","",""
"Yes","2011","Other degree","(3b) higher tertiary education","11","","",""
"Yes","2011","no degree/no degree yet","(0) in school","5","","",""
"Yes","2011","no degree/no degree yet","(1a) inadequately completed","20","","",""
"Yes","2011","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes","2011","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes","2011","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes","2011","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes","2011","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes","2011","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes","2011","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes","2011","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes","2012","lower secondary degree","(0) in school","","","",""
"Yes","2012","lower secondary degree","(1a) inadequately completed","","","",""
"Yes","2012","lower secondary degree","(1b) general elementary school","","","",""
"Yes","2012","lower secondary degree","(1c) basic vocational qualification","","","",""
"Yes","2012","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes","2012","lower secondary degree","(2a) intermediate vocational","","","",""
"Yes","2012","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes","2012","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","lower secondary degree","(3a) lower tertiary education","","","",""
"Yes","2012","lower secondary degree","(3b) higher tertiary education","","","",""
"Yes","2012","secondary school degree","(0) in school","","","",""
"Yes","2012","secondary school degree","(1a) inadequately completed","","","",""
"Yes","2012","secondary school degree","(1b) general elementary school","","","",""
"Yes","2012","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes","2012","secondary school degree","(2b) intermediate general qualification","","","",""
"Yes","2012","secondary school degree","(2a) intermediate vocational","","","",""
"Yes","2012","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes","2012","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","secondary school degree","(3a) lower tertiary education","","","",""
"Yes","2012","secondary school degree","(3b) higher tertiary education","","","",""
"Yes","2012","college entrance qualification","(0) in school","","","",""
"Yes","2012","college entrance qualification","(1a) inadequately completed","","","",""
"Yes","2012","college entrance qualification","(1b) general elementary school","","","",""
"Yes","2012","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes","2012","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes","2012","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes","2012","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Yes","2012","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","college entrance qualification","(3a) lower tertiary education","","","",""
"Yes","2012","college entrance qualification","(3b) higher tertiary education","","","",""
"Yes","2012","Other degree","(0) in school","","","",""
"Yes","2012","Other degree","(1a) inadequately completed","","","",""
"Yes","2012","Other degree","(1b) general elementary school","","","",""
"Yes","2012","Other degree","(1c) basic vocational qualification","","","",""
"Yes","2012","Other degree","(2b) intermediate general qualification","","","",""
"Yes","2012","Other degree","(2a) intermediate vocational","","","",""
"Yes","2012","Other degree","(2c_gen) general maturity certificate","","","",""
"Yes","2012","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","Other degree","(3a) lower tertiary education","","","",""
"Yes","2012","Other degree","(3b) higher tertiary education","","","",""
"Yes","2012","no degree/no degree yet","(0) in school","","","",""
"Yes","2012","no degree/no degree yet","(1a) inadequately completed","","","",""
"Yes","2012","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes","2012","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes","2012","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes","2012","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes","2012","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes","2012","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes","2012","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes","2013","lower secondary degree","(0) in school","","","",""
"Yes","2013","lower secondary degree","(1a) inadequately completed","","","",""
"Yes","2013","lower secondary degree","(1b) general elementary school","107","1","1","1"
"Yes","2013","lower secondary degree","(1c) basic vocational qualification","325","1","1","1"
"Yes","2013","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes","2013","lower secondary degree","(2a) intermediate vocational","","","",""
"Yes","2013","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Yes","2013","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","2013","lower secondary degree","(3a) lower tertiary education","4","","",""
"Yes","2013","lower secondary degree","(3b) higher tertiary education","6","","",""
"Yes","2013","secondary school degree","(0) in school","","","",""
"Yes","2013","secondary school degree","(1a) inadequately completed","","","",""
"Yes","2013","secondary school degree","(1b) general elementary school","","","",""
"Yes","2013","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes","2013","secondary school degree","(2b) intermediate general qualification","35","1","1","1"
"Yes","2013","secondary school degree","(2a) intermediate vocational","360","1","1","1"
"Yes","2013","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes","2013","secondary school degree","(2c_voc) vocational maturity certificate","2","","",""
"Yes","2013","secondary school degree","(3a) lower tertiary education","31","1","1","1"
"Yes","2013","secondary school degree","(3b) higher tertiary education","15","","",""
"Yes","2013","college entrance qualification","(0) in school","","","",""
"Yes","2013","college entrance qualification","(1a) inadequately completed","","","",""
"Yes","2013","college entrance qualification","(1b) general elementary school","","","",""
"Yes","2013","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes","2013","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes","2013","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes","2013","college entrance qualification","(2c_gen) general maturity certificate","33","1","1","1"
"Yes","2013","college entrance qualification","(2c_voc) vocational maturity certificate","101","1","1","1"
"Yes","2013","college entrance qualification","(3a) lower tertiary education","75","1","1","1"
"Yes","2013","college entrance qualification","(3b) higher tertiary education","139","1","1","1"
"Yes","2013","Other degree","(0) in school","","","",""
"Yes","2013","Other degree","(1a) inadequately completed","","","",""
"Yes","2013","Other degree","(1b) general elementary school","17","","",""
"Yes","2013","Other degree","(1c) basic vocational qualification","24","","",""
"Yes","2013","Other degree","(2b) intermediate general qualification","","","",""
"Yes","2013","Other degree","(2a) intermediate vocational","","","",""
"Yes","2013","Other degree","(2c_gen) general maturity certificate","3","","",""
"Yes","2013","Other degree","(2c_voc) vocational maturity certificate","13","","",""
"Yes","2013","Other degree","(3a) lower tertiary education","2","","",""
"Yes","2013","Other degree","(3b) higher tertiary education","13","","",""
"Yes","2013","no degree/no degree yet","(0) in school","3","","",""
"Yes","2013","no degree/no degree yet","(1a) inadequately completed","29","","",""
"Yes","2013","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes","2013","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes","2013","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes","2013","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes","2013","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes","2013","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes","2013","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes","2013","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes","2014","lower secondary degree","(0) in school","","","",""
"Yes","2014","lower secondary degree","(1a) inadequately completed","","","",""
"Yes","2014","lower secondary degree","(1b) general elementary school","","","",""
"Yes","2014","lower secondary degree","(1c) basic vocational qualification","","","",""
"Yes","2014","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes","2014","lower secondary degree","(2a) intermediate vocational","","","",""
"Yes","2014","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes","2014","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","lower secondary degree","(3a) lower tertiary education","","","",""
"Yes","2014","lower secondary degree","(3b) higher tertiary education","","","",""
"Yes","2014","secondary school degree","(0) in school","","","",""
"Yes","2014","secondary school degree","(1a) inadequately completed","","","",""
"Yes","2014","secondary school degree","(1b) general elementary school","","","",""
"Yes","2014","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes","2014","secondary school degree","(2b) intermediate general qualification","","","",""
"Yes","2014","secondary school degree","(2a) intermediate vocational","","","",""
"Yes","2014","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes","2014","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","secondary school degree","(3a) lower tertiary education","","","",""
"Yes","2014","secondary school degree","(3b) higher tertiary education","","","",""
"Yes","2014","college entrance qualification","(0) in school","","","",""
"Yes","2014","college entrance qualification","(1a) inadequately completed","","","",""
"Yes","2014","college entrance qualification","(1b) general elementary school","","","",""
"Yes","2014","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes","2014","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes","2014","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes","2014","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Yes","2014","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","college entrance qualification","(3a) lower tertiary education","","","",""
"Yes","2014","college entrance qualification","(3b) higher tertiary education","","","",""
"Yes","2014","Other degree","(0) in school","","","",""
"Yes","2014","Other degree","(1a) inadequately completed","","","",""
"Yes","2014","Other degree","(1b) general elementary school","","","",""
"Yes","2014","Other degree","(1c) basic vocational qualification","","","",""
"Yes","2014","Other degree","(2b) intermediate general qualification","","","",""
"Yes","2014","Other degree","(2a) intermediate vocational","","","",""
"Yes","2014","Other degree","(2c_gen) general maturity certificate","","","",""
"Yes","2014","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","Other degree","(3a) lower tertiary education","","","",""
"Yes","2014","Other degree","(3b) higher tertiary education","","","",""
"Yes","2014","no degree/no degree yet","(0) in school","","","",""
"Yes","2014","no degree/no degree yet","(1a) inadequately completed","","","",""
"Yes","2014","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes","2014","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes","2014","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes","2014","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes","2014","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes","2014","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes","2014","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes","2015","lower secondary degree","(0) in school","","","",""
"Yes","2015","lower secondary degree","(1a) inadequately completed","","","",""
"Yes","2015","lower secondary degree","(1b) general elementary school","136","1","1","1"
"Yes","2015","lower secondary degree","(1c) basic vocational qualification","361","1","1","1"
"Yes","2015","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes","2015","lower secondary degree","(2a) intermediate vocational","1","","",""
"Yes","2015","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes","2015","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","lower secondary degree","(3a) lower tertiary education","5","","",""
"Yes","2015","lower secondary degree","(3b) higher tertiary education","2","","",""
"Yes","2015","secondary school degree","(0) in school","","","",""
"Yes","2015","secondary school degree","(1a) inadequately completed","","","",""
"Yes","2015","secondary school degree","(1b) general elementary school","","","",""
"Yes","2015","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes","2015","secondary school degree","(2b) intermediate general qualification","50","1","1","1"
"Yes","2015","secondary school degree","(2a) intermediate vocational","510","1","1","1"
"Yes","2015","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes","2015","secondary school degree","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2015","secondary school degree","(3a) lower tertiary education","41","1","1","1"
"Yes","2015","secondary school degree","(3b) higher tertiary education","19","","",""
"Yes","2015","college entrance qualification","(0) in school","","","",""
"Yes","2015","college entrance qualification","(1a) inadequately completed","","","",""
"Yes","2015","college entrance qualification","(1b) general elementary school","","","",""
"Yes","2015","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes","2015","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes","2015","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes","2015","college entrance qualification","(2c_gen) general maturity certificate","55","1","1","1"
"Yes","2015","college entrance qualification","(2c_voc) vocational maturity certificate","152","1","1","1"
"Yes","2015","college entrance qualification","(3a) lower tertiary education","94","1","1","1"
"Yes","2015","college entrance qualification","(3b) higher tertiary education","185","1","1","1"
"Yes","2015","Other degree","(0) in school","","","",""
"Yes","2015","Other degree","(1a) inadequately completed","","","",""
"Yes","2015","Other degree","(1b) general elementary school","37","1","1","1"
"Yes","2015","Other degree","(1c) basic vocational qualification","52","1","1","1"
"Yes","2015","Other degree","(2b) intermediate general qualification","","","",""
"Yes","2015","Other degree","(2a) intermediate vocational","","","",""
"Yes","2015","Other degree","(2c_gen) general maturity certificate","7","","",""
"Yes","2015","Other degree","(2c_voc) vocational maturity certificate","38","1","1","1"
"Yes","2015","Other degree","(3a) lower tertiary education","2","","",""
"Yes","2015","Other degree","(3b) higher tertiary education","36","1","1","1"
"Yes","2015","no degree/no degree yet","(0) in school","9","","",""
"Yes","2015","no degree/no degree yet","(1a) inadequately completed","45","1","1","1"
"Yes","2015","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes","2015","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes","2015","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes","2015","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes","2015","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes","2015","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes","2015","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes","2016","lower secondary degree","(0) in school","","","",""
"Yes","2016","lower secondary degree","(1a) inadequately completed","","","",""
"Yes","2016","lower secondary degree","(1b) general elementary school","","","",""
"Yes","2016","lower secondary degree","(1c) basic vocational qualification","","","",""
"Yes","2016","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes","2016","lower secondary degree","(2a) intermediate vocational","","","",""
"Yes","2016","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes","2016","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","lower secondary degree","(3a) lower tertiary education","","","",""
"Yes","2016","lower secondary degree","(3b) higher tertiary education","","","",""
"Yes","2016","secondary school degree","(0) in school","","","",""
"Yes","2016","secondary school degree","(1a) inadequately completed","","","",""
"Yes","2016","secondary school degree","(1b) general elementary school","","","",""
"Yes","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes","2016","secondary school degree","(2b) intermediate general qualification","","","",""
"Yes","2016","secondary school degree","(2a) intermediate vocational","","","",""
"Yes","2016","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes","2016","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","secondary school degree","(3a) lower tertiary education","","","",""
"Yes","2016","secondary school degree","(3b) higher tertiary education","","","",""
"Yes","2016","college entrance qualification","(0) in school","","","",""
"Yes","2016","college entrance qualification","(1a) inadequately completed","","","",""
"Yes","2016","college entrance qualification","(1b) general elementary school","","","",""
"Yes","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes","2016","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Yes","2016","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","college entrance qualification","(3a) lower tertiary education","","","",""
"Yes","2016","college entrance qualification","(3b) higher tertiary education","","","",""
"Yes","2016","Other degree","(0) in school","","","",""
"Yes","2016","Other degree","(1a) inadequately completed","","","",""
"Yes","2016","Other degree","(1b) general elementary school","","","",""
"Yes","2016","Other degree","(1c) basic vocational qualification","","","",""
"Yes","2016","Other degree","(2b) intermediate general qualification","","","",""
"Yes","2016","Other degree","(2a) intermediate vocational","","","",""
"Yes","2016","Other degree","(2c_gen) general maturity certificate","","","",""
"Yes","2016","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","Other degree","(3a) lower tertiary education","","","",""
"Yes","2016","Other degree","(3b) higher tertiary education","","","",""
"Yes","2016","no degree/no degree yet","(0) in school","","","",""
"Yes","2016","no degree/no degree yet","(1a) inadequately completed","","","",""
"Yes","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes","2016","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes","2017","lower secondary degree","(0) in school","","","",""
"Yes","2017","lower secondary degree","(1a) inadequately completed","","","",""
"Yes","2017","lower secondary degree","(1b) general elementary school","138","1","1","1"
"Yes","2017","lower secondary degree","(1c) basic vocational qualification","349","1","1","1"
"Yes","2017","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes","2017","lower secondary degree","(2a) intermediate vocational","1","","",""
"Yes","2017","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Yes","2017","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","lower secondary degree","(3a) lower tertiary education","3","","",""
"Yes","2017","lower secondary degree","(3b) higher tertiary education","6","","",""
"Yes","2017","secondary school degree","(0) in school","","","",""
"Yes","2017","secondary school degree","(1a) inadequately completed","","","",""
"Yes","2017","secondary school degree","(1b) general elementary school","","","",""
"Yes","2017","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes","2017","secondary school degree","(2b) intermediate general qualification","81","1","1","1"
"Yes","2017","secondary school degree","(2a) intermediate vocational","547","1","1","1"
"Yes","2017","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes","2017","secondary school degree","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2017","secondary school degree","(3a) lower tertiary education","39","1","1","1"
