"ple0019","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","2009","no migration background","West Germany","581","0.0573443738432079","0.0530570285100765","0.0616317191763393"
"Yes","2009","no migration background","East Germany","188","0.0515475925791974","0.0450481617350114","0.0580470234233834"
"Yes","2009","direct migration background","West Germany","98","0.0659985671919139","0.0538025624605827","0.0781945719232451"
"Yes","2009","direct migration background","East Germany","6","","",""
"Yes","2009","indirect migration background","West Germany","21","","",""
"Yes","2009","indirect migration background","East Germany","","","",""
"No","2009","no migration background","West Germany","10716","0.942655626156792","0.938368280823661","0.946942971489924"
"No","2009","no migration background","East Germany","4258","0.948452407420803","0.941952976576617","0.954951838264989"
"No","2009","direct migration background","West Germany","1494","0.934001432808086","0.921805428076755","0.946197437539417"
"No","2009","direct migration background","East Germany","70","0.897432276066004","0.829222362936267","0.965642189195741"
"No","2009","indirect migration background","West Germany","653","0.966975320495737","0.953484289392336","0.980466351599139"
"No","2009","indirect migration background","East Germany","41","1","1","1"
"Yes","2010","no migration background","West Germany","","","",""
"Yes","2010","no migration background","East Germany","","","",""
"Yes","2010","direct migration background","West Germany","","","",""
"Yes","2010","direct migration background","East Germany","","","",""
"Yes","2010","indirect migration background","West Germany","","","",""
"Yes","2010","indirect migration background","East Germany","","","",""
"No","2010","no migration background","West Germany","","","",""
"No","2010","no migration background","East Germany","","","",""
"No","2010","direct migration background","West Germany","","","",""
"No","2010","direct migration background","East Germany","","","",""
"No","2010","indirect migration background","West Germany","","","",""
"No","2010","indirect migration background","East Germany","","","",""
"Yes","2011","no migration background","West Germany","802","0.0625211329400359","0.0583987274878189","0.0666435383922529"
"Yes","2011","no migration background","East Germany","282","0.0662619107684706","0.0592192916479429","0.0733045298889984"
"Yes","2011","direct migration background","West Germany","110","0.0622817134709339","0.0514860536080415","0.0730773733338263"
"Yes","2011","direct migration background","East Germany","5","","",""
"Yes","2011","indirect migration background","West Germany","44","0.0523961783960824","0.0364914731148427","0.0683008836773221"
"Yes","2011","indirect migration background","East Germany","2","","",""
"No","2011","no migration background","West Germany","12447","0.937478867059964","0.933356461607747","0.941601272512181"
"No","2011","no migration background","East Germany","4510","0.933738089231529","0.926695470111002","0.940780708352057"
"No","2011","direct migration background","West Germany","1815","0.937718286529066","0.926922626666174","0.948513946391959"
"No","2011","direct migration background","East Germany","90","0.951851759777056","0.908802949226899","0.994900570327212"
"No","2011","indirect migration background","West Germany","710","0.947603821603918","0.931699116322678","0.963508526885157"
"No","2011","indirect migration background","East Germany","43","0.984897076602571","0.949262814657877","1.02053133854726"
"Yes","2012","no migration background","West Germany","","","",""
"Yes","2012","no migration background","East Germany","","","",""
"Yes","2012","direct migration background","West Germany","","","",""
"Yes","2012","direct migration background","East Germany","","","",""
"Yes","2012","indirect migration background","West Germany","","","",""
"Yes","2012","indirect migration background","East Germany","","","",""
"No","2012","no migration background","West Germany","","","",""
"No","2012","no migration background","East Germany","","","",""
"No","2012","direct migration background","West Germany","","","",""
"No","2012","direct migration background","East Germany","","","",""
"No","2012","indirect migration background","West Germany","","","",""
"No","2012","indirect migration background","East Germany","","","",""
"Yes","2013","no migration background","West Germany","909","0.0796491246857194","0.0748453569164105","0.0844528924550284"
"Yes","2013","no migration background","East Germany","282","0.0668875068287453","0.0594685360299503","0.0743064776275403"
"Yes","2013","direct migration background","West Germany","108","0.0677390467431599","0.0554830082758892","0.0799950852104306"
"Yes","2013","direct migration background","East Germany","5","","",""
"Yes","2013","indirect migration background","West Germany","49","0.0712488884415673","0.0517851817733721","0.0907125951097625"
"Yes","2013","indirect migration background","East Germany","4","","",""
"No","2013","no migration background","West Germany","11294","0.920350875314281","0.915547107544971","0.92515464308359"
"No","2013","no migration background","East Germany","4074","0.933112493171255","0.92569352237246","0.94053146397005"
"No","2013","direct migration background","West Germany","1507","0.93226095325684","0.920004914789569","0.944516991724111"
"No","2013","direct migration background","East Germany","76","0.838112424494513","0.757895966696058","0.918328882292968"
"No","2013","indirect migration background","West Germany","622","0.928751111558433","0.909287404890237","0.948214818226628"
"No","2013","indirect migration background","East Germany","41","0.931933815024681","0.858346988504705","1.00552064154466"
"Yes","2014","no migration background","West Germany","","","",""
"Yes","2014","no migration background","East Germany","","","",""
"Yes","2014","direct migration background","West Germany","","","",""
"Yes","2014","direct migration background","East Germany","","","",""
"Yes","2014","indirect migration background","West Germany","","","",""
"Yes","2014","indirect migration background","East Germany","","","",""
"No","2014","no migration background","West Germany","","","",""
"No","2014","no migration background","East Germany","","","",""
"No","2014","direct migration background","West Germany","","","",""
"No","2014","direct migration background","East Germany","","","",""
"No","2014","indirect migration background","West Germany","","","",""
"No","2014","indirect migration background","East Germany","","","",""
"Yes","2015","no migration background","West Germany","1175","0.0868877768647127","0.0822748930518284","0.0915006606775971"
"Yes","2015","no migration background","East Germany","371","0.0782336207311401","0.0707092942727479","0.0857579471895323"
"Yes","2015","direct migration background","West Germany","239","0.0759506022368021","0.0677673787732931","0.084133825700311"
"Yes","2015","direct migration background","East Germany","16","","",""
"Yes","2015","indirect migration background","West Germany","92","0.056841962358366","0.0452400617118628","0.0684438630048692"
"Yes","2015","indirect migration background","East Germany","7","","",""
"No","2015","no migration background","West Germany","13148","0.913112223135287","0.908499339322403","0.917725106948172"
"No","2015","no migration background","East Germany","4522","0.92176637926886","0.914242052810468","0.929290705727252"
"No","2015","direct migration background","West Germany","3787","0.924049397763198","0.915866174299689","0.932232621226707"
"No","2015","direct migration background","East Germany","279","0.918857664404844","0.887698560727086","0.950016768082601"
"No","2015","indirect migration background","West Germany","1438","0.943158037641634","0.931556136995131","0.954759938288137"
"No","2015","indirect migration background","East Germany","96","0.969745596465673","0.936666572678198","1.00282462025315"
"Yes","2016","no migration background","West Germany","","","",""
"Yes","2016","no migration background","East Germany","","","",""
"Yes","2016","direct migration background","West Germany","","","",""
"Yes","2016","direct migration background","East Germany","","","",""
"Yes","2016","indirect migration background","West Germany","","","",""
"Yes","2016","indirect migration background","East Germany","","","",""
"No","2016","no migration background","West Germany","","","",""
"No","2016","no migration background","East Germany","","","",""
"No","2016","direct migration background","West Germany","","","",""
"No","2016","direct migration background","East Germany","","","",""
"No","2016","indirect migration background","West Germany","","","",""
"No","2016","indirect migration background","East Germany","","","",""
"Yes","2017","no migration background","West Germany","1272","0.0902857824395026","0.0857261314017622","0.0948454334772429"
"Yes","2017","no migration background","East Germany","389","0.0775102961598261","0.0702171412854161","0.0848034510342361"
"Yes","2017","direct migration background","West Germany","296","0.0818652681464907","0.0736699197453611","0.0900606165476202"
"Yes","2017","direct migration background","East Germany","22","","",""
"Yes","2017","indirect migration background","West Germany","103","0.0629744207896424","0.0511013547624034","0.0748474868168814"
"Yes","2017","indirect migration background","East Germany","4","","",""
"No","2017","no migration background","West Germany","13904","0.909714217560497","0.905154566522757","0.914273868598238"
"No","2017","no migration background","East Germany","4775","0.922489703840174","0.915196548965764","0.929782858714584"
"No","2017","direct migration background","West Germany","4003","0.918134731853509","0.90993938345238","0.926330080254639"
"No","2017","direct migration background","East Germany","347","0.929459805305245","0.903334068846676","0.955585541763813"
"No","2017","indirect migration background","West Germany","1505","0.937025579210358","0.925152513183119","0.948898645237597"
"No","2017","indirect migration background","East Germany","103","0.990089310494228","0.971320129464122","1.00885849152434"
"Yes","2018","no migration background","West Germany","","","",""
"Yes","2018","no migration background","East Germany","","","",""
"Yes","2018","direct migration background","West Germany","","","",""
"Yes","2018","direct migration background","East Germany","","","",""
"Yes","2018","indirect migration background","West Germany","","","",""
"Yes","2018","indirect migration background","East Germany","","","",""
"No","2018","no migration background","West Germany","","","",""
"No","2018","no migration background","East Germany","","","",""
"No","2018","direct migration background","West Germany","","","",""
"No","2018","direct migration background","East Germany","","","",""
"No","2018","indirect migration background","West Germany","","","",""
"No","2018","indirect migration background","East Germany","","","",""
"Yes","2019","no migration background","West Germany","1460","0.105226094648015","0.100328854488229","0.110123334807801"
"Yes","2019","no migration background","East Germany","471","0.0897808657473588","0.0819802263523109","0.0975815051424068"
"Yes","2019","direct migration background","West Germany","263","0.0822100984236298","0.0731932961677838","0.0912269006794758"
"Yes","2019","direct migration background","East Germany","14","","",""
"Yes","2019","indirect migration background","West Germany","144","0.0813770968110313","0.0678613032208264","0.0948928904012362"
"Yes","2019","indirect migration background","East Germany","10","","",""
"No","2019","no migration background","West Germany","13621","0.894773905351985","0.889876665192199","0.899671145511771"
"No","2019","no migration background","East Germany","4688","0.910219134252641","0.902418494857593","0.918019773647689"
"No","2019","direct migration background","West Germany","3302","0.91778990157637","0.908773099320524","0.926806703832216"
"No","2019","direct migration background","East Germany","277","0.95158474994303","0.926923424018723","0.976246075867338"
"No","2019","indirect migration background","West Germany","1428","0.918622903188969","0.905107109598764","0.932138696779174"
"No","2019","indirect migration background","East Germany","123","0.911041989669669","0.862659969532811","0.959424009806527"
