"ple0019","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Full Time","1-pers.-HH","932","0.929089339800552","0.913164784133655","0.945013895467448","2"
"No","2009","Full Time","Couple + C. GT 16 ","1419","0.980254956175084","0.973096605676541","0.987413306673626","2"
"No","2009","Part Time","Couple + C. GT 16 ","842","0.970814706305003","0.95965526166679","0.981974150943217","2"
"No","2009","Full Time","Single parent ","336","0.928222968373166","0.901485180099508","0.954960756646824","2"
"No","2009","Full Time","Couple + C. LE 16 ","1376","0.977184184236492","0.969390465118357","0.984977903354627","2"
"No","2009","Not Working","1-pers.-HH","1366","0.923385926426053","0.909789169725417","0.936982683126689","2"
"No","2009","Not Working","(Married) couple without C. ","3204","0.937091622508412","0.928920806351602","0.945262438665222","2"
"No","2009","Not Working","Couple + C. LE 16 ","409","0.959300960275261","0.940603226764409","0.977998693786113","2"
"No","2009","Not Working","Couple + C. GT 16 ","793","0.942713333169176","0.926997947272214","0.958428719066137","2"
"No","2009","Not Working","Couple + C. LE and GT 16","287","0.938717319665189","0.911666469995057","0.965768169335322","2"
"No","2009","Part Time","Couple + C. LE and GT 16","370","0.95924111077216","0.939541045271024","0.978941176273296","2"
"No","2009","Full Time","(Married) couple without C. ","2131","0.960692023161153","0.952566234915176","0.968817811407131","2"
"No","2009","Not Working","Single parent ","270","0.926671639723328","0.896823779405539","0.956519500041117","2"
"No","2009","Full Time","Couple + C. LE and GT 16","480","0.980458835450768","0.968228019166545","0.99268965173499","2"
"No","2009","Part Time","1-pers.-HH","398","0.885623422361833","0.855952567985379","0.915294276738287","2"
"No","2009","Part Time","(Married) couple without C. ","1016","0.937371892525658","0.923001210521858","0.951742574529458","2"
"No","2009","Part Time","Single parent ","320","0.92093885346188","0.892465704811206","0.949412002112554","2"
"No","2009","Part Time","Couple + C. LE 16 ","980","0.946950017241365","0.933201958734669","0.960698075748062","2"
"Yes","2009","Full Time","1-pers.-HH","66","0.0709106601994485","0.0549861045325516","0.0868352158663453","1"
"Yes","2009","Full Time","(Married) couple without C. ","66","0.0393079768388466","0.0311821885928693","0.0474337650848239","1"
"Yes","2009","Full Time","Single parent ","22","","","","1"
"Yes","2009","Full Time","Couple + C. LE 16 ","34","0.0228158157635076","0.0150220966453726","0.0306095348816425","1"
"Yes","2009","Full Time","Couple + C. GT 16 ","32","0.0197450438249164","0.0125866933263738","0.026903394323459","1"
"Yes","2009","Full Time","Couple + C. LE and GT 16","12","","","","1"
"Yes","2009","Part Time","1-pers.-HH","44","0.114376577638167","0.0847057232617134","0.144047432014621","1"
"Yes","2009","Part Time","(Married) couple without C. ","76","0.0626281074743419","0.0482574254705418","0.076998789478142","1"
"Yes","2009","Part Time","Single parent ","25","","","","1"
"Yes","2009","Part Time","Couple + C. LE 16 ","41","0.0530499827586346","0.0393019242519384","0.0667980412653308","1"
"Yes","2009","Part Time","Couple + C. GT 16 ","32","0.0291852936949966","0.0180258490567834","0.0403447383332098","1"
"Yes","2009","Part Time","Couple + C. LE and GT 16","17","","","","1"
"Yes","2009","Not Working","1-pers.-HH","104","0.0766140735739471","0.0630173168733112","0.0902108302745831","1"
"Yes","2009","Not Working","(Married) couple without C. ","188","0.0629083774915879","0.0547375613347778","0.0710791936483981","1"
"Yes","2009","Not Working","Single parent ","23","","","","1"
"Yes","2009","Not Working","Couple + C. LE 16 ","20","","","","1"
"Yes","2009","Not Working","Couple + C. GT 16 ","47","0.0572866668308245","0.0415712809338633","0.0730020527277856","1"
"Yes","2009","Not Working","Couple + C. LE and GT 16","15","","","","1"
"No","2010","Part Time","Couple + C. GT 16 ","","","","","2"
"No","2010","Part Time","Couple + C. LE and GT 16","","","","","2"
"No","2010","Not Working","1-pers.-HH","","","","","2"
"No","2010","Not Working","(Married) couple without C. ","","","","","2"
"No","2010","Full Time","1-pers.-HH","","","","","2"
"No","2010","Full Time","Single parent ","","","","","2"
"No","2010","Full Time","Couple + C. LE 16 ","","","","","2"
"No","2010","Full Time","Couple + C. GT 16 ","","","","","2"
"No","2010","Not Working","Single parent ","","","","","2"
"No","2010","Not Working","Couple + C. LE 16 ","","","","","2"
"No","2010","Not Working","Couple + C. GT 16 ","","","","","2"
"No","2010","Not Working","Couple + C. LE and GT 16","","","","","2"
"No","2010","Full Time","(Married) couple without C. ","","","","","2"
"No","2010","Full Time","Couple + C. LE and GT 16","","","","","2"
"No","2010","Part Time","1-pers.-HH","","","","","2"
"No","2010","Part Time","(Married) couple without C. ","","","","","2"
"No","2010","Part Time","Single parent ","","","","","2"
"No","2010","Part Time","Couple + C. LE 16 ","","","","","2"
"Yes","2010","Full Time","1-pers.-HH","","","","","1"
"Yes","2010","Full Time","(Married) couple without C. ","","","","","1"
"Yes","2010","Full Time","Single parent ","","","","","1"
"Yes","2010","Full Time","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Full Time","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Full Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Part Time","1-pers.-HH","","","","","1"
"Yes","2010","Part Time","(Married) couple without C. ","","","","","1"
"Yes","2010","Part Time","Single parent ","","","","","1"
"Yes","2010","Part Time","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Part Time","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Part Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Not Working","1-pers.-HH","","","","","1"
"Yes","2010","Not Working","(Married) couple without C. ","","","","","1"
"Yes","2010","Not Working","Single parent ","","","","","1"
"Yes","2010","Not Working","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Not Working","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Not Working","Couple + C. LE and GT 16","","","","","1"
"No","2011","Full Time","1-pers.-HH","1052","0.921498550529288","0.905906216070697","0.937090884987879","2"
"No","2011","Part Time","Couple + C. GT 16 ","851","0.953557881701878","0.939770997952508","0.967344765451248","2"
"No","2011","Part Time","Couple + C. LE and GT 16","399","0.927141059851501","0.902255041806326","0.952027077896677","2"
"No","2011","Not Working","1-pers.-HH","1709","0.922086116839492","0.909901789372443","0.934270444306541","2"
"No","2011","Not Working","(Married) couple without C. ","3906","0.937698421675696","0.930344734355013","0.945052108996379","2"
"No","2011","Not Working","Single parent ","335","0.892325660989233","0.860741813974483","0.923909508003984","2"
"No","2011","Not Working","Couple + C. LE 16 ","410","0.929595740180214","0.905746009054852","0.953445471305577","2"
"No","2011","Not Working","Couple + C. GT 16 ","794","0.935482053117873","0.918946902155824","0.952017204079922","2"
"No","2011","Not Working","Couple + C. LE and GT 16","287","0.954623218447454","0.931032273447306","0.978214163447603","2"
"No","2011","Full Time","(Married) couple without C. ","2454","0.95101056469546","0.942697864904712","0.959323264486209","2"
