"ple0019","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2009","16-34 y.","(0) in school","5","","",""
"Yes","2009","16-34 y.","(1a) inadequately completed","1","","",""
"Yes","2009","16-34 y.","(1b) general elementary school","5","","",""
"Yes","2009","16-34 y.","(1c) basic vocational qualification","9","","",""
"Yes","2009","16-34 y.","(2b) intermediate general qualification","8","","",""
"Yes","2009","16-34 y.","(2a) intermediate vocational","21","","",""
"Yes","2009","16-34 y.","(2c_gen) general maturity certificate","13","","",""
"Yes","2009","16-34 y.","(2c_voc) vocational maturity certificate","17","","",""
"Yes","2009","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2009","16-34 y.","(3b) higher tertiary education","8","","",""
"Yes","2009","35-65 y.","(0) in school","","","",""
"Yes","2009","35-65 y.","(1a) inadequately completed","14","","",""
"Yes","2009","35-65 y.","(1b) general elementary school","53","1","1","1"
"Yes","2009","35-65 y.","(1c) basic vocational qualification","160","1","1","1"
"Yes","2009","35-65 y.","(2b) intermediate general qualification","5","","",""
"Yes","2009","35-65 y.","(2a) intermediate vocational","191","1","1","1"
"Yes","2009","35-65 y.","(2c_gen) general maturity certificate","12","","",""
"Yes","2009","35-65 y.","(2c_voc) vocational maturity certificate","46","1","1","1"
"Yes","2009","35-65 y.","(3a) lower tertiary education","45","1","1","1"
"Yes","2009","35-65 y.","(3b) higher tertiary education","94","1","1","1"
"Yes","2009","66 and older","(0) in school","","","",""
"Yes","2009","66 and older","(1a) inadequately completed","3","","",""
"Yes","2009","66 and older","(1b) general elementary school","28","","",""
"Yes","2009","66 and older","(1c) basic vocational qualification","72","1","1","1"
"Yes","2009","66 and older","(2b) intermediate general qualification","1","","",""
"Yes","2009","66 and older","(2a) intermediate vocational","29","","",""
"Yes","2009","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2009","66 and older","(2c_voc) vocational maturity certificate","9","","",""
"Yes","2009","66 and older","(3a) lower tertiary education","13","","",""
"Yes","2009","66 and older","(3b) higher tertiary education","22","","",""
"Yes","2010","16-34 y.","(0) in school","","","",""
"Yes","2010","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2010","16-34 y.","(1b) general elementary school","","","",""
"Yes","2010","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2010","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2010","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2010","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2010","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2010","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2010","35-65 y.","(0) in school","","","",""
"Yes","2010","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2010","35-65 y.","(1b) general elementary school","","","",""
"Yes","2010","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2010","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2010","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2010","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2010","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2010","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2010","66 and older","(0) in school","","","",""
"Yes","2010","66 and older","(1a) inadequately completed","","","",""
"Yes","2010","66 and older","(1b) general elementary school","","","",""
"Yes","2010","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2010","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2010","66 and older","(2a) intermediate vocational","","","",""
"Yes","2010","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2010","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","66 and older","(3a) lower tertiary education","","","",""
"Yes","2010","66 and older","(3b) higher tertiary education","","","",""
"Yes","2011","16-34 y.","(0) in school","5","","",""
"Yes","2011","16-34 y.","(1a) inadequately completed","1","","",""
"Yes","2011","16-34 y.","(1b) general elementary school","11","","",""
"Yes","2011","16-34 y.","(1c) basic vocational qualification","16","","",""
"Yes","2011","16-34 y.","(2b) intermediate general qualification","14","","",""
"Yes","2011","16-34 y.","(2a) intermediate vocational","36","1","1","1"
"Yes","2011","16-34 y.","(2c_gen) general maturity certificate","28","","",""
