"ple0019","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Not Employed","no migration background","351","0.0628527539016339","0.0567122734962843","0.0689932343069835"
"Yes","2009","Not Employed","direct migration background","62","0.101763562347829","0.079122630870171","0.124404493825488"
"Yes","2009","Not Employed","indirect migration background","6","","",""
"Yes","2009","Employed","no migration background","418","0.0517641229448278","0.0473646905339842","0.0561635553556713"
"Yes","2009","Employed","direct migration background","42","0.044218827194646","0.0313673166270456","0.0570703377622463"
"Yes","2009","Employed","indirect migration background","15","","",""
"No","2009","Not Employed","no migration background","5650","0.937147246098366","0.931006765693017","0.943287726503716"
"No","2009","Not Employed","direct migration background","623","0.898236437652171","0.875595506174512","0.920877369129829"
"No","2009","Not Employed","indirect migration background","188","0.963897960456564","0.937648001692794","0.990147919220334"
"No","2009","Employed","no migration background","9324","0.948235877055172","0.943836444644329","0.952635309466016"
"No","2009","Employed","direct migration background","941","0.955781172805354","0.942929662237754","0.968632683372954"
"No","2009","Employed","indirect migration background","506","0.969440181318572","0.954660498152582","0.984219864484562"
"Yes","2010","Not Employed","no migration background","","","",""
"Yes","2010","Not Employed","direct migration background","","","",""
"Yes","2010","Not Employed","indirect migration background","","","",""
"Yes","2010","Employed","no migration background","","","",""
"Yes","2010","Employed","direct migration background","","","",""
"Yes","2010","Employed","indirect migration background","","","",""
"No","2010","Not Employed","no migration background","","","",""
"No","2010","Not Employed","direct migration background","","","",""
"No","2010","Not Employed","indirect migration background","","","",""
"No","2010","Employed","no migration background","","","",""
"No","2010","Employed","direct migration background","","","",""
"No","2010","Employed","indirect migration background","","","",""
"Yes","2011","Not Employed","no migration background","467","0.066711647628085","0.0608932852786166","0.0725300099775534"
"Yes","2011","Not Employed","direct migration background","68","0.0901470611989371","0.0709503681187634","0.109343754279111"
"Yes","2011","Not Employed","indirect migration background","16","","",""
"Yes","2011","Employed","no migration background","617","0.0611001218991416","0.0566193099117099","0.0655809338865733"
"Yes","2011","Employed","direct migration background","47","0.0437174181933","0.031976406946789","0.055458429439811"
"Yes","2011","Employed","indirect migration background","30","0.0367908044165052","0.0213773233999711","0.0522042854330392"
"No","2011","Not Employed","no migration background","6598","0.933288352371915","0.927469990022447","0.939106714721383"
"No","2011","Not Employed","direct migration background","787","0.909852938801063","0.890656245720889","0.929049631881237"
"No","2011","Not Employed","indirect migration background","210","0.904415305066098","0.866082376289553","0.942748233842643"
"No","2011","Employed","no migration background","10359","0.938899878100858","0.934419066113427","0.94338069008829"
"No","2011","Employed","direct migration background","1118","0.9562825818067","0.944541570560189","0.968023593053211"
"No","2011","Employed","indirect migration background","543","0.963209195583495","0.947795714566961","0.978622676600029"
"Yes","2012","Not Employed","no migration background","","","",""
"Yes","2012","Not Employed","direct migration background","","","",""
"Yes","2012","Not Employed","indirect migration background","","","",""
"Yes","2012","Employed","no migration background","","","",""
"Yes","2012","Employed","direct migration background","","","",""
"Yes","2012","Employed","indirect migration background","","","",""
"No","2012","Not Employed","no migration background","","","",""
"No","2012","Not Employed","direct migration background","","","",""
"No","2012","Not Employed","indirect migration background","","","",""
"No","2012","Employed","no migration background","","","",""
"No","2012","Employed","direct migration background","","","",""
"No","2012","Employed","indirect migration background","","","",""
"Yes","2013","Not Employed","no migration background","551","0.0882667031266762","0.0813856150418156","0.0951477912115367"
"Yes","2013","Not Employed","direct migration background","68","0.113070799107","0.089321136367106","0.136820461846893"
"Yes","2013","Not Employed","indirect migration background","13","","",""
"Yes","2013","Employed","no migration background","640","0.0693156510736544","0.0643449862046705","0.0742863159426384"
"Yes","2013","Employed","direct migration background","45","0.0412813631264384","0.0290305203024792","0.0535322059503977"
"Yes","2013","Employed","indirect migration background","40","0.0576242545998647","0.0381843888061533","0.0770641203935761"
"No","2013","Not Employed","no migration background","5978","0.911733296873324","0.904852208788463","0.918614384958184"
"No","2013","Not Employed","direct migration background","615","0.886929200893","0.863179538153107","0.910678863632894"
"No","2013","Not Employed","indirect migration background","151","0.886845645190233","0.838363054084697","0.935328236295769"
"No","2013","Employed","no migration background","9390","0.930684348926346","0.925713684057362","0.93565501379533"
"No","2013","Employed","direct migration background","968","0.958718636873562","0.946467794049602","0.970969479697521"
"No","2013","Employed","indirect migration background","512","0.942375745400135","0.922935879606424","0.961815611193847"
"Yes","2014","Not Employed","no migration background","","","",""
"Yes","2014","Not Employed","direct migration background","","","",""
"Yes","2014","Not Employed","indirect migration background","","","",""
"Yes","2014","Employed","no migration background","","","",""
"Yes","2014","Employed","direct migration background","","","",""
"Yes","2014","Employed","indirect migration background","","","",""
"No","2014","Not Employed","no migration background","","","",""
"No","2014","Not Employed","direct migration background","","","",""
"No","2014","Not Employed","indirect migration background","","","",""
"No","2014","Employed","no migration background","","","",""
"No","2014","Employed","direct migration background","","","",""
"No","2014","Employed","indirect migration background","","","",""
"Yes","2015","Not Employed","no migration background","657","0.103276277827924","0.0960099965448667","0.110542559110981"
"Yes","2015","Not Employed","direct migration background","142","0.144336850533907","0.125421414556012","0.163252286511802"
"Yes","2015","Not Employed","indirect migration background","33","0.0719707696719995","0.0479047022402173","0.0960368371037817"
"Yes","2015","Employed","no migration background","889","0.0738511481125995","0.0692623957364051","0.078439900488794"
"Yes","2015","Employed","direct migration background","113","0.0397383184359553","0.0327423277924664","0.0467343090794442"
"Yes","2015","Employed","indirect migration background","66","0.0504919335925091","0.0380515165141496","0.0629323506708686"
"No","2015","Not Employed","no migration background","6081","0.896723722172076","0.889457440889019","0.903990003455133"
"No","2015","Not Employed","direct migration background","1184","0.855663149466093","0.836747713488198","0.874578585443988"
"No","2015","Not Employed","indirect migration background","410","0.928029230328","0.903963162896218","0.952095297759783"
"No","2015","Employed","no migration background","11589","0.9261488518874","0.921560099511206","0.930737604263595"
"No","2015","Employed","direct migration background","2882","0.960261681564045","0.953265690920556","0.967257672207534"
"No","2015","Employed","indirect migration background","1124","0.949508066407491","0.937067649329131","0.96194848348585"
"Yes","2016","Not Employed","no migration background","","","",""
"Yes","2016","Not Employed","direct migration background","","","",""
"Yes","2016","Not Employed","indirect migration background","","","",""
"Yes","2016","Employed","no migration background","","","",""
"Yes","2016","Employed","direct migration background","","","",""
"Yes","2016","Employed","indirect migration background","","","",""
"No","2016","Not Employed","no migration background","","","",""
"No","2016","Not Employed","direct migration background","","","",""
"No","2016","Not Employed","indirect migration background","","","",""
"No","2016","Employed","no migration background","","","",""
"No","2016","Employed","direct migration background","","","",""
"No","2016","Employed","indirect migration background","","","",""
"Yes","2017","Not Employed","no migration background","674","0.106780867335812","0.0994144282018243","0.114147306469799"
"Yes","2017","Not Employed","direct migration background","157","0.139870324333853","0.12190556767552","0.157835080992186"
"Yes","2017","Not Employed","indirect migration background","45","0.110048543723623","0.0811339467605546","0.138963140686692"
"Yes","2017","Employed","no migration background","987","0.0764629982920197","0.0719948957256619","0.0809311008583775"
"Yes","2017","Employed","direct migration background","161","0.0521065409360125","0.0444493457148665","0.0597637361571586"
"Yes","2017","Employed","indirect migration background","62","0.0426568601055299","0.0315208123322139","0.0537929078788459"
"No","2017","Not Employed","no migration background","6078","0.893219132664188","0.885852693530201","0.900585571798176"
"No","2017","Not Employed","direct migration background","1275","0.860129675666147","0.842164919007814","0.87809443232448"
"No","2017","Not Employed","indirect migration background","405","0.889951456276377","0.861036859313308","0.918866053239445"
"No","2017","Employed","no migration background","12601","0.92353700170798","0.919068899141622","0.928005104274338"
"No","2017","Employed","direct migration background","3075","0.947893459063987","0.940236263842841","0.955550654285134"
"No","2017","Employed","indirect migration background","1203","0.95734313989447","0.946207092121154","0.968479187667786"
"Yes","2018","Not Employed","no migration background","","","",""
"Yes","2018","Not Employed","direct migration background","","","",""
"Yes","2018","Not Employed","indirect migration background","","","",""
"Yes","2018","Employed","no migration background","","","",""
"Yes","2018","Employed","direct migration background","","","",""
"Yes","2018","Employed","indirect migration background","","","",""
"No","2018","Not Employed","no migration background","","","",""
"No","2018","Not Employed","direct migration background","","","",""
"No","2018","Not Employed","indirect migration background","","","",""
"No","2018","Employed","no migration background","","","",""
"No","2018","Employed","direct migration background","","","",""
"No","2018","Employed","indirect migration background","","","",""
"Yes","2019","Not Employed","no migration background","790","0.118877869201243","0.111067414314254","0.126688324088232"
"Yes","2019","Not Employed","direct migration background","139","0.131055285204762","0.11139688280957","0.150713687599953"
"Yes","2019","Not Employed","indirect migration background","50","0.101723571998792","0.0718755344247957","0.131571609572789"
"Yes","2019","Employed","no migration background","1154","0.0923869388917306","0.0875405118886179","0.0972333658948433"
"Yes","2019","Employed","direct migration background","139","0.0563600825321069","0.0477045362242644","0.0650156288399494"
"Yes","2019","Employed","indirect migration background","108","0.0781517839919273","0.0636555776760202","0.0926479903078345"
"No","2019","Not Employed","no migration background","5806","0.881122130798757","0.873311675911768","0.888932585685746"
"No","2019","Not Employed","direct migration background","993","0.868944714795238","0.849286312400046","0.888603117190431"
"No","2019","Not Employed","indirect migration background","344","0.898276428001208","0.868428390427211","0.928124465575204"
"No","2019","Employed","no migration background","12560","0.907613061108269","0.902766634105157","0.912459488111382"
"No","2019","Employed","direct migration background","2588","0.943639917467893","0.934984371160051","0.952295463775736"
"No","2019","Employed","indirect migration background","1209","0.921848216008073","0.907352009692165","0.93634442232398"
