"ple0019","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Full Time","no migration background","214","0.0445968158589449","0.039447551121274","0.0497460805966157"
"Yes","2009","Full Time","direct migration background","16","","",""
"Yes","2009","Full Time","indirect migration background","7","","",""
"Yes","2009","Part Time","no migration background","204","0.0643892590327604","0.0563367887598042","0.0724417293057166"
"Yes","2009","Part Time","direct migration background","26","","",""
"Yes","2009","Part Time","indirect migration background","8","","",""
"Yes","2009","Not Working","no migration background","351","0.0628527539016339","0.0567122734962843","0.0689932343069835"
"Yes","2009","Not Working","direct migration background","62","0.101763562347829","0.079122630870171","0.124404493825488"
"Yes","2009","Not Working","indirect migration background","6","","",""
"No","2009","Full Time","no migration background","5959","0.955403184141055","0.950253919403384","0.960552448878726"
"No","2009","Full Time","direct migration background","515","0.980302665692338","0.968483559077636","0.992121772307041"
"No","2009","Full Time","indirect migration background","303","0.974058121017067","0.956362720601522","0.991753521432611"
"No","2009","Part Time","no migration background","3365","0.93561074096724","0.927558270694283","0.943663211240196"
"No","2009","Part Time","direct migration background","426","0.928723397128085","0.905004441466178","0.952442352789993"
"No","2009","Part Time","indirect migration background","203","0.962872885329247","0.937361329698735","0.988384440959758"
"No","2009","Not Working","no migration background","5650","0.937147246098366","0.931006765693017","0.943287726503716"
"No","2009","Not Working","direct migration background","623","0.898236437652171","0.875595506174512","0.920877369129829"
"No","2009","Not Working","indirect migration background","188","0.963897960456564","0.937648001692794","0.990147919220334"
"Yes","2010","Full Time","no migration background","","","",""
"Yes","2010","Full Time","direct migration background","","","",""
"Yes","2010","Full Time","indirect migration background","","","",""
"Yes","2010","Part Time","no migration background","","","",""
"Yes","2010","Part Time","direct migration background","","","",""
"Yes","2010","Part Time","indirect migration background","","","",""
"Yes","2010","Not Working","no migration background","","","",""
"Yes","2010","Not Working","direct migration background","","","",""
"Yes","2010","Not Working","indirect migration background","","","",""
"No","2010","Full Time","no migration background","","","",""
"No","2010","Full Time","direct migration background","","","",""
"No","2010","Full Time","indirect migration background","","","",""
"No","2010","Part Time","no migration background","","","",""
"No","2010","Part Time","direct migration background","","","",""
"No","2010","Part Time","indirect migration background","","","",""
"No","2010","Not Working","no migration background","","","",""
"No","2010","Not Working","direct migration background","","","",""
"No","2010","Not Working","indirect migration background","","","",""
