"ple0019","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2009","1-pers.-HH","(0) in school","","","",""
"Yes","2009","1-pers.-HH","(1a) inadequately completed","4","","",""
"Yes","2009","1-pers.-HH","(1b) general elementary school","21","","",""
"Yes","2009","1-pers.-HH","(1c) basic vocational qualification","61","1","1","1"
"Yes","2009","1-pers.-HH","(2b) intermediate general qualification","2","","",""
"Yes","2009","1-pers.-HH","(2a) intermediate vocational","51","1","1","1"
"Yes","2009","1-pers.-HH","(2c_gen) general maturity certificate","10","","",""
"Yes","2009","1-pers.-HH","(2c_voc) vocational maturity certificate","20","","",""
"Yes","2009","1-pers.-HH","(3a) lower tertiary education","20","","",""
"Yes","2009","1-pers.-HH","(3b) higher tertiary education","24","","",""
"Yes","2009","(Married) couple without C. ","(0) in school","","","",""
"Yes","2009","(Married) couple without C. ","(1a) inadequately completed","10","","",""
"Yes","2009","(Married) couple without C. ","(1b) general elementary school","25","","",""
"Yes","2009","(Married) couple without C. ","(1c) basic vocational qualification","103","1","1","1"
"Yes","2009","(Married) couple without C. ","(2b) intermediate general qualification","1","","",""
"Yes","2009","(Married) couple without C. ","(2a) intermediate vocational","76","1","1","1"
"Yes","2009","(Married) couple without C. ","(2c_gen) general maturity certificate","6","","",""
"Yes","2009","(Married) couple without C. ","(2c_voc) vocational maturity certificate","23","","",""
"Yes","2009","(Married) couple without C. ","(3a) lower tertiary education","20","","",""
"Yes","2009","(Married) couple without C. ","(3b) higher tertiary education","60","1","1","1"
"Yes","2009","Single parent ","(0) in school","","","",""
"Yes","2009","Single parent ","(1a) inadequately completed","1","","",""
"Yes","2009","Single parent ","(1b) general elementary school","10","","",""
"Yes","2009","Single parent ","(1c) basic vocational qualification","16","","",""
"Yes","2009","Single parent ","(2b) intermediate general qualification","2","","",""
"Yes","2009","Single parent ","(2a) intermediate vocational","19","","",""
"Yes","2009","Single parent ","(2c_gen) general maturity certificate","1","","",""
"Yes","2009","Single parent ","(2c_voc) vocational maturity certificate","7","","",""
"Yes","2009","Single parent ","(3a) lower tertiary education","6","","",""
"Yes","2009","Single parent ","(3b) higher tertiary education","8","","",""
"Yes","2009","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2009","Couple + C. LE 16 ","(1a) inadequately completed","1","","",""
"Yes","2009","Couple + C. LE 16 ","(1b) general elementary school","7","","",""
"Yes","2009","Couple + C. LE 16 ","(1c) basic vocational qualification","13","","",""
"Yes","2009","Couple + C. LE 16 ","(2b) intermediate general qualification","4","","",""
"Yes","2009","Couple + C. LE 16 ","(2a) intermediate vocational","39","1","1","1"
"Yes","2009","Couple + C. LE 16 ","(2c_gen) general maturity certificate","2","","",""
"Yes","2009","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","11","","",""
"Yes","2009","Couple + C. LE 16 ","(3a) lower tertiary education","4","","",""
"Yes","2009","Couple + C. LE 16 ","(3b) higher tertiary education","14","","",""
"Yes","2009","Couple + C. GT 16 ","(0) in school","3","","",""
"Yes","2009","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"Yes","2009","Couple + C. GT 16 ","(1b) general elementary school","11","","",""
"Yes","2009","Couple + C. GT 16 ","(1c) basic vocational qualification","29","","",""
"Yes","2009","Couple + C. GT 16 ","(2b) intermediate general qualification","3","","",""
"Yes","2009","Couple + C. GT 16 ","(2a) intermediate vocational","37","1","1","1"
"Yes","2009","Couple + C. GT 16 ","(2c_gen) general maturity certificate","4","","",""
"Yes","2009","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","4","","",""
"Yes","2009","Couple + C. GT 16 ","(3a) lower tertiary education","7","","",""
"Yes","2009","Couple + C. GT 16 ","(3b) higher tertiary education","10","","",""
"Yes","2009","Couple + C. LE and GT 16","(0) in school","2","","",""
"Yes","2009","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"Yes","2009","Couple + C. LE and GT 16","(1b) general elementary school","2","","",""
"Yes","2009","Couple + C. LE and GT 16","(1c) basic vocational qualification","10","","",""
