"ple0019","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2009","in school","Male","1","","",""
"Yes","2009","in school","Female","4","","",""
"Yes","2009","inadequately","Male","5","","",""
"Yes","2009","inadequately","Female","12","","",""
"Yes","2009","general elemantary","Male","14","","",""
"Yes","2009","general elemantary","Female","82","0.0558695594972757","0.0431426469486067","0.0685964720459447"
"Yes","2009","middle vocational","Male","136","0.039387169855451","0.0335699150594083","0.0452044246514938"
"Yes","2009","middle vocational","Female","329","0.0788196683804054","0.0712094962163225","0.0864298405444883"
"Yes","2009","vocational + Abi","Male","15","","",""
"Yes","2009","vocational + Abi","Female","38","0.0768448215596158","0.0557085766840653","0.0979810664351664"
"Yes","2009","higher vocational","Male","32","0.038558110712489","0.0251063195017489","0.0520099019232292"
"Yes","2009","higher vocational","Female","39","0.0823396538696492","0.059387798803477","0.105291508935821"
"Yes","2009","higher education","Male","84","0.0451975518314533","0.0365011012415481","0.0538940024213585"
"Yes","2009","higher education","Female","98","0.0644201098178752","0.0532542207536953","0.0755859988820551"
"No","2009","in school","Male","168","0.99895454824611","0.994082297836714","1.00382679865551"
"No","2009","in school","Female","140","0.980787518072179","0.958366979224995","1.00320805691936"
"No","2009","inadequately","Male","65","0.942874900640456","0.888507371900446","0.997242429380466"
"No","2009","inadequately","Female","87","0.842994461044997","0.771330577185017","0.914658344904977"
"No","2009","general elemantary","Male","547","0.962145475175255","0.946353155347943","0.977937795002566"
"No","2009","general elemantary","Female","1169","0.944130440502724","0.931403527954055","0.956857353051393"
"No","2009","middle vocational","Male","4159","0.960612830144549","0.954795575348506","0.966430084940592"
"No","2009","middle vocational","Female","4487","0.921180331619594","0.913570159455512","0.928790503783677"
"No","2009","vocational + Abi","Male","378","0.95307837881244","0.932170853606541","0.973985904018339"
"No","2009","vocational + Abi","Female","572","0.923155178440384","0.902018933564834","0.944291423315935"
"No","2009","higher vocational","Male","755","0.961441889287511","0.947990098076771","0.974893680498251"
"No","2009","higher vocational","Female","512","0.917660346130351","0.894708491064179","0.940612201196523"
"No","2009","higher education","Male","2108","0.954802448168547","0.946105997578642","0.963498898758452"
"No","2009","higher education","Female","1759","0.935579890182125","0.924414001117945","0.946745779246305"
"Yes","2010","in school","Male","","","",""
"Yes","2010","in school","Female","","","",""
"Yes","2010","inadequately","Male","","","",""
"Yes","2010","inadequately","Female","","","",""
"Yes","2010","general elemantary","Male","","","",""
"Yes","2010","general elemantary","Female","","","",""
"Yes","2010","middle vocational","Male","","","",""
"Yes","2010","middle vocational","Female","","","",""
"Yes","2010","vocational + Abi","Male","","","",""
"Yes","2010","vocational + Abi","Female","","","",""
"Yes","2010","higher vocational","Male","","","",""
"Yes","2010","higher vocational","Female","","","",""
"Yes","2010","higher education","Male","","","",""
"Yes","2010","higher education","Female","","","",""
"No","2010","in school","Male","","","",""
"No","2010","in school","Female","","","",""
"No","2010","inadequately","Male","","","",""
"No","2010","inadequately","Female","","","",""
"No","2010","general elemantary","Male","","","",""
"No","2010","general elemantary","Female","","","",""
"No","2010","middle vocational","Male","","","",""
"No","2010","middle vocational","Female","","","",""
"No","2010","vocational + Abi","Male","","","",""
"No","2010","vocational + Abi","Female","","","",""
"No","2010","higher vocational","Male","","","",""
"No","2010","higher vocational","Female","","","",""
"No","2010","higher education","Male","","","",""
"No","2010","higher education","Female","","","",""
"Yes","2011","in school","Male","1","","",""
"Yes","2011","in school","Female","4","","",""
"Yes","2011","inadequately","Male","3","","",""
"Yes","2011","inadequately","Female","15","","",""
"Yes","2011","general elemantary","Male","34","0.0546608466312831","0.0374612274689957","0.0718604657935705"
"Yes","2011","general elemantary","Female","121","0.0687761724814383","0.0560411023188529","0.0815112426440236"
"Yes","2011","middle vocational","Male","201","0.0470146266801665","0.0411030328515482","0.0529262205087847"
"Yes","2011","middle vocational","Female","441","0.0847170406534047","0.0774387880244125","0.0919952932823968"
"Yes","2011","vocational + Abi","Male","27","","",""
"Yes","2011","vocational + Abi","Female","50","0.0683176305994681","0.0503097436924788","0.0863255175064574"
"Yes","2011","higher vocational","Male","39","0.0418748465677726","0.0288031319575982","0.0549465611779469"
"Yes","2011","higher vocational","Female","39","0.0880995731694868","0.0644545815834995","0.111744564755474"
"Yes","2011","higher education","Male","99","0.0429661451391414","0.0349772386906638","0.050955051587619"
"Yes","2011","higher education","Female","157","0.0731838233718515","0.0621106277105897","0.0842570190331134"
"No","2011","in school","Male","161","0.990626327932405","0.975787472807361","1.00546518305745"
"No","2011","in school","Female","147","0.978997682855397","0.956126740702585","1.00186862500821"
"No","2011","inadequately","Male","87","0.988926497405215","0.967306713489854","1.01054628132058"
"No","2011","inadequately","Female","128","0.863763350792707","0.807539001797374","0.919987699788041"
"No","2011","general elemantary","Male","637","0.945339153368717","0.928139534206429","0.962538772531004"
"No","2011","general elemantary","Female","1396","0.931223827518562","0.918488757355976","0.943958897681147"
"No","2011","middle vocational","Male","4724","0.952985373319833","0.947073779491215","0.958896967148452"
"No","2011","middle vocational","Female","5182","0.915282959346595","0.908004706717603","0.922561211975587"
"No","2011","vocational + Abi","Male","428","0.938642522017863","0.916591625301471","0.960693418734255"
"No","2011","vocational + Abi","Female","704","0.931682369400532","0.913674482493543","0.949690256307521"
"No","2011","higher vocational","Male","863","0.958125153432227","0.945053438822053","0.971196868042402"
"No","2011","higher vocational","Female","513","0.911900426830513","0.888255435244526","0.935545418416501"
"No","2011","higher education","Male","2376","0.957033854860859","0.949044948412381","0.965022761309336"
"No","2011","higher education","Female","1968","0.926816176628148","0.915742980966887","0.93788937228941"
"Yes","2012","in school","Male","","","",""
"Yes","2012","in school","Female","","","",""
"Yes","2012","inadequately","Male","","","",""
"Yes","2012","inadequately","Female","","","",""
"Yes","2012","general elemantary","Male","","","",""
"Yes","2012","general elemantary","Female","","","",""
"Yes","2012","middle vocational","Male","","","",""
"Yes","2012","middle vocational","Female","","","",""
"Yes","2012","vocational + Abi","Male","","","",""
"Yes","2012","vocational + Abi","Female","","","",""
"Yes","2012","higher vocational","Male","","","",""
"Yes","2012","higher vocational","Female","","","",""
"Yes","2012","higher education","Male","","","",""
"Yes","2012","higher education","Female","","","",""
"No","2012","in school","Male","","","",""
"No","2012","in school","Female","","","",""
"No","2012","inadequately","Male","","","",""
"No","2012","inadequately","Female","","","",""
"No","2012","general elemantary","Male","","","",""
"No","2012","general elemantary","Female","","","",""
"No","2012","middle vocational","Male","","","",""
"No","2012","middle vocational","Female","","","",""
"No","2012","vocational + Abi","Male","","","",""
"No","2012","vocational + Abi","Female","","","",""
"No","2012","higher vocational","Male","","","",""
"No","2012","higher vocational","Female","","","",""
"No","2012","higher education","Male","","","",""
"No","2012","higher education","Female","","","",""
"Yes","2013","in school","Male","2","","",""
"Yes","2013","in school","Female","1","","",""
"Yes","2013","inadequately","Male","7","","",""
"Yes","2013","inadequately","Female","19","","",""
"Yes","2013","general elemantary","Male","33","0.0688186144046354","0.0483050909156357","0.0893321378936351"
"Yes","2013","general elemantary","Female","123","0.0981280445340122","0.0818372397473069","0.114418849320718"
"Yes","2013","middle vocational","Male","228","0.0568745390137319","0.0499801272208592","0.0637689508066046"
"Yes","2013","middle vocational","Female","468","0.0995342706647458","0.0913371100614341","0.107731431268057"
"Yes","2013","vocational + Abi","Male","26","","",""
"Yes","2013","vocational + Abi","Female","60","0.0785306977178924","0.0583564242705388","0.098704971165246"
"Yes","2013","higher vocational","Male","42","0.0488146629280666","0.0341197915818751","0.0635095342742581"
"Yes","2013","higher vocational","Female","56","0.119401826179932","0.0911765314102516","0.147627120949612"
"Yes","2013","higher education","Male","119","0.0552522166015631","0.0460325139592508","0.0644719192438755"
"Yes","2013","higher education","Female","167","0.0770257019940453","0.065673104273091","0.0883782997149997"
"No","2013","in school","Male","120","0.996398067384987","0.985767598863016","1.00702853590696"
"No","2013","in school","Female","137","0.990977075729587","0.975200454171125","1.00675369728805"
"No","2013","inadequately","Male","78","0.924021361079937","0.867693223974078","0.980349498185796"
"No","2013","inadequately","Female","91","0.815844910446345","0.74341008535251","0.888279735540179"
"No","2013","general elemantary","Male","552","0.931181385595365","0.910667862106365","0.951694909084364"
"No","2013","general elemantary","Female","1158","0.901871955465988","0.885581150679282","0.918162760252693"
