"ple0019","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"No","2009","1-pers.-HH","no migration background","2451","0.91702085003847","0.906512241450094","0.927529458626845","2"
"No","2009","(Married) couple without C. ","direct migration background","486","0.913192244160846","0.889153977141406","0.937230511180286","2"
"No","2009","Couple + C. LE 16 ","direct migration background","328","0.96423550161721","0.944438137594441","0.98403286563998","2"
"No","2009","1-pers.-HH","indirect migration background","73","0.959174814330602","0.915259726337027","1.00308990232418","2"
"No","2009","(Married) couple without C. ","no migration background","5753","0.948828591161783","0.943271632191996","0.954385550131571","2"
"No","2009","Couple + C. GT 16 ","no migration background","2596","0.969705086007058","0.963224430197982","0.976185741816134","2"
"No","2009","Couple + C. GT 16 ","direct migration background","297","0.941106379516303","0.915107998781543","0.967104760251063","2"
"No","2009","Couple + C. LE and GT 16","no migration background","872","0.958982896627568","0.946096979935211","0.971868813319926","2"
"No","2009","Couple + C. LE and GT 16","direct migration background","164","0.966574547003994","0.939475060177568","0.993674033830419","2"
"No","2009","Couple + C. LE and GT 16","indirect migration background","101","0.982501811319673","0.957056297055411","1.00794732558393","2"
"No","2009","Couple + C. LE 16 ","indirect migration background","162","0.953631513847865","0.921833850578044","0.985429177117687","2"
"No","2009","1-pers.-HH","direct migration background","172","0.928212951401918","0.891015850914763","0.965410051889074","2"
"No","2009","Couple + C. GT 16 ","indirect migration background","161","0.996076628489988","0.986479741495478","1.0056735154845","2"
"No","2009","(Married) couple without C. ","indirect migration background","112","0.963467627227781","0.929028418149101","0.99790683630646","2"
"No","2009","Single parent ","no migration background","780","0.927219551273349","0.909578508822591","0.944860593724108","2"
"No","2009","Single parent ","direct migration background","76","0.896695814885676","0.833464149954881","0.95992747981647","2"
"No","2009","Single parent ","indirect migration background","70","0.949002517946478","0.898879145902461","0.999125889990495","2"
"No","2009","Couple + C. LE 16 ","no migration background","2275","0.964273432089002","0.956775515391088","0.971771348786916","2"
"Yes","2009","1-pers.-HH","no migration background","196","0.0829791499615304","0.0724705413731552","0.0934877585499056","1"
"Yes","2009","1-pers.-HH","direct migration background","13","","","","1"
"Yes","2009","1-pers.-HH","indirect migration background","5","","","","1"
"Yes","2009","(Married) couple without C. ","no migration background","287","0.0511714088382167","0.0456144498684292","0.0567283678080042","1"
"Yes","2009","(Married) couple without C. ","direct migration background","41","0.086807755839154","0.0627694888197144","0.110846022858594","1"
"Yes","2009","(Married) couple without C. ","indirect migration background","2","","","","1"
"Yes","2009","Single parent ","no migration background","53","0.0727804487266509","0.0551394062758923","0.0904214911774094","1"
"Yes","2009","Single parent ","direct migration background","13","","","","1"
"Yes","2009","Single parent ","indirect migration background","4","","","","1"
"Yes","2009","Couple + C. LE 16 ","no migration background","79","0.035726567910998","0.0282286512130836","0.0432244846089123","1"
"Yes","2009","Couple + C. LE 16 ","direct migration background","10","","","","1"
"Yes","2009","Couple + C. LE 16 ","indirect migration background","6","","","","1"
"Yes","2009","Couple + C. GT 16 ","no migration background","91","0.0302949139929419","0.0238142581838661","0.0367755698020178","1"
"Yes","2009","Couple + C. GT 16 ","direct migration background","18","","","","1"
"Yes","2009","Couple + C. GT 16 ","indirect migration background","2","","","","1"
"Yes","2009","Couple + C. LE and GT 16","no migration background","38","0.0410171033724317","0.0281311866800741","0.0539030200647893","1"
"Yes","2009","Couple + C. LE and GT 16","direct migration background","5","","","","1"
"Yes","2009","Couple + C. LE and GT 16","indirect migration background","1","","","","1"
"No","2010","Couple + C. LE 16 ","direct migration background","","","","","2"
"No","2010","Couple + C. LE 16 ","indirect migration background","","","","","2"
"No","2010","Couple + C. GT 16 ","no migration background","","","","","2"
"No","2010","Couple + C. GT 16 ","direct migration background","","","","","2"
"No","2010","1-pers.-HH","no migration background","","","","","2"
"No","2010","1-pers.-HH","indirect migration background","","","","","2"
"No","2010","(Married) couple without C. ","no migration background","","","","","2"
"No","2010","(Married) couple without C. ","direct migration background","","","","","2"
"No","2010","Couple + C. GT 16 ","indirect migration background","","","","","2"
"No","2010","Couple + C. LE and GT 16","no migration background","","","","","2"
"No","2010","Couple + C. LE and GT 16","direct migration background","","","","","2"
"No","2010","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"No","2010","1-pers.-HH","direct migration background","","","","","2"
"No","2010","(Married) couple without C. ","indirect migration background","","","","","2"
"No","2010","Single parent ","no migration background","","","","","2"
"No","2010","Single parent ","direct migration background","","","","","2"
"No","2010","Single parent ","indirect migration background","","","","","2"
"No","2010","Couple + C. LE 16 ","no migration background","","","","","2"
"Yes","2010","1-pers.-HH","no migration background","","","","","1"
"Yes","2010","1-pers.-HH","direct migration background","","","","","1"
"Yes","2010","1-pers.-HH","indirect migration background","","","","","1"
"Yes","2010","(Married) couple without C. ","no migration background","","","","","1"
"Yes","2010","(Married) couple without C. ","direct migration background","","","","","1"
"Yes","2010","(Married) couple without C. ","indirect migration background","","","","","1"
"Yes","2010","Single parent ","no migration background","","","","","1"
"Yes","2010","Single parent ","direct migration background","","","","","1"
"Yes","2010","Single parent ","indirect migration background","","","","","1"
"Yes","2010","Couple + C. LE 16 ","no migration background","","","","","1"
"Yes","2010","Couple + C. LE 16 ","direct migration background","","","","","1"
"Yes","2010","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Yes","2010","Couple + C. GT 16 ","no migration background","","","","","1"
"Yes","2010","Couple + C. GT 16 ","direct migration background","","","","","1"
"Yes","2010","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","no migration background","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","direct migration background","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"No","2011","1-pers.-HH","no migration background","2967","0.917023498571146","0.907519384797747","0.926527612344546","2"
"No","2011","Couple + C. LE 16 ","direct migration background","364","0.954923666262832","0.934008524512182","0.975838808013481","2"
"No","2011","Couple + C. LE 16 ","indirect migration background","189","0.973947194038159","0.951589565145585","0.996304822930732","2"
"No","2011","Couple + C. GT 16 ","no migration background","2580","0.947696807340868","0.939319161388065","0.956074453293672","2"
"No","2011","Couple + C. GT 16 ","direct migration background","303","0.96872083326395","0.949558633322687","0.987883033205212","2"
"No","2011","Couple + C. GT 16 ","indirect migration background","164","0.987041464668966","0.970090450258747","1.00399247907919","2"
"No","2011","Couple + C. LE and GT 16","no migration background","889","0.955386604273308","0.94207487981411","0.968698328732505","2"
"No","2011","Couple + C. LE and GT 16","direct migration background","202","0.952368403518553","0.923562035685488","0.981174771351618","2"
"No","2011","Couple + C. LE and GT 16","indirect migration background","99","0.990027930452574","0.970553513511784","1.00950234739336","2"
"No","2011","1-pers.-HH","direct migration background","231","0.933793422997259","0.902847871755482","0.964738974239037","2"
"No","2011","1-pers.-HH","indirect migration background","78","0.874087216706253","0.805548000641555","0.942626432770951","2"
"No","2011","(Married) couple without C. ","no migration background","6938","0.942339848700857","0.937015912185093","0.947663785216622","2"
"No","2011","(Married) couple without C. ","direct migration background","607","0.924539164569912","0.904202297536488","0.944876031603336","2"
"No","2011","(Married) couple without C. ","indirect migration background","123","0.956991222778996","0.922512212134636","0.991470233423355","2"
"No","2011","Single parent ","no migration background","883","0.931526048801022","0.915533210991787","0.947518886610257","2"
"No","2011","Single parent ","direct migration background","120","0.85579555089298","0.795866766637111","0.915724335148848","2"
"No","2011","Single parent ","indirect migration background","77","0.949802745458212","0.903108308755603","0.996497182160822","2"
"No","2011","Couple + C. LE 16 ","no migration background","2421","0.951205810992031","0.942834165352084","0.959577456631978","2"
"Yes","2011","1-pers.-HH","no migration background","269","0.0829765014288538","0.073472387655454","0.0924806152022535","1"
"Yes","2011","1-pers.-HH","direct migration background","17","","","","1"
"Yes","2011","1-pers.-HH","indirect migration background","12","","","","1"
"Yes","2011","(Married) couple without C. ","no migration background","426","0.0576601512991426","0.0523362147833782","0.062984087814907","1"
