"ple0019","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2009","no migration background","(0) in school","4","","",""
"Yes","2009","no migration background","(1a) inadequately completed","5","","",""
"Yes","2009","no migration background","(1b) general elementary school","60","1","1","1"
"Yes","2009","no migration background","(1c) basic vocational qualification","216","1","1","1"
"Yes","2009","no migration background","(2b) intermediate general qualification","10","","",""
"Yes","2009","no migration background","(2a) intermediate vocational","233","1","1","1"
"Yes","2009","no migration background","(2c_gen) general maturity certificate","15","","",""
"Yes","2009","no migration background","(2c_voc) vocational maturity certificate","54","1","1","1"
"Yes","2009","no migration background","(3a) lower tertiary education","54","1","1","1"
"Yes","2009","no migration background","(3b) higher tertiary education","111","1","1","1"
"Yes","2009","direct migration background","(0) in school","","","",""
"Yes","2009","direct migration background","(1a) inadequately completed","13","","",""
"Yes","2009","direct migration background","(1b) general elementary school","22","","",""
"Yes","2009","direct migration background","(1c) basic vocational qualification","19","","",""
"Yes","2009","direct migration background","(2b) intermediate general qualification","2","","",""
"Yes","2009","direct migration background","(2a) intermediate vocational","5","","",""
"Yes","2009","direct migration background","(2c_gen) general maturity certificate","8","","",""
"Yes","2009","direct migration background","(2c_voc) vocational maturity certificate","15","","",""
"Yes","2009","direct migration background","(3a) lower tertiary education","4","","",""
"Yes","2009","direct migration background","(3b) higher tertiary education","13","","",""
"Yes","2009","indirect migration background","(0) in school","1","","",""
"Yes","2009","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2009","indirect migration background","(1b) general elementary school","4","","",""
"Yes","2009","indirect migration background","(1c) basic vocational qualification","6","","",""
"Yes","2009","indirect migration background","(2b) intermediate general qualification","2","","",""
"Yes","2009","indirect migration background","(2a) intermediate vocational","3","","",""
"Yes","2009","indirect migration background","(2c_gen) general maturity certificate","2","","",""
"Yes","2009","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2009","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2009","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2010","no migration background","(0) in school","","","",""
"Yes","2010","no migration background","(1a) inadequately completed","","","",""
"Yes","2010","no migration background","(1b) general elementary school","","","",""
"Yes","2010","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2010","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2010","no migration background","(2a) intermediate vocational","","","",""
"Yes","2010","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2010","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","no migration background","(3a) lower tertiary education","","","",""
"Yes","2010","no migration background","(3b) higher tertiary education","","","",""
"Yes","2010","direct migration background","(0) in school","","","",""
"Yes","2010","direct migration background","(1a) inadequately completed","","","",""
"Yes","2010","direct migration background","(1b) general elementary school","","","",""
"Yes","2010","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2010","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2010","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2010","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2010","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2010","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2010","indirect migration background","(0) in school","","","",""
"Yes","2010","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2010","indirect migration background","(1b) general elementary school","","","",""
"Yes","2010","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2010","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2010","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2010","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2010","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2010","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2011","no migration background","(0) in school","3","","",""
"Yes","2011","no migration background","(1a) inadequately completed","10","","",""
"Yes","2011","no migration background","(1b) general elementary school","100","1","1","1"
"Yes","2011","no migration background","(1c) basic vocational qualification","285","1","1","1"
"Yes","2011","no migration background","(2b) intermediate general qualification","22","","",""
"Yes","2011","no migration background","(2a) intermediate vocational","316","1","1","1"
"Yes","2011","no migration background","(2c_gen) general maturity certificate","29","","",""
"Yes","2011","no migration background","(2c_voc) vocational maturity certificate","77","1","1","1"
"Yes","2011","no migration background","(3a) lower tertiary education","84","1","1","1"
"Yes","2011","no migration background","(3b) higher tertiary education","144","1","1","1"
"Yes","2011","direct migration background","(0) in school","","","",""
