"ple0019","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2009","lower secondary degree","no migration background","274","1","1","1"
"Yes","2009","lower secondary degree","direct migration background","18","","",""
"Yes","2009","lower secondary degree","indirect migration background","10","","",""
"Yes","2009","secondary school degree","no migration background","265","1","1","1"
"Yes","2009","secondary school degree","direct migration background","9","","",""
"Yes","2009","secondary school degree","indirect migration background","5","","",""
"Yes","2009","college entrance qualification","no migration background","202","1","1","1"
"Yes","2009","college entrance qualification","direct migration background","16","","",""
"Yes","2009","college entrance qualification","indirect migration background","5","","",""
"Yes","2009","Other degree","no migration background","12","","",""
"Yes","2009","Other degree","direct migration background","45","1","1","1"
"Yes","2009","Other degree","indirect migration background","","","",""
"Yes","2009","no degree/no degree yet","no migration background","9","","",""
"Yes","2009","no degree/no degree yet","direct migration background","13","","",""
"Yes","2009","no degree/no degree yet","indirect migration background","1","","",""
"Yes","2010","lower secondary degree","no migration background","","","",""
"Yes","2010","lower secondary degree","direct migration background","","","",""
"Yes","2010","lower secondary degree","indirect migration background","","","",""
"Yes","2010","secondary school degree","no migration background","","","",""
"Yes","2010","secondary school degree","direct migration background","","","",""
"Yes","2010","secondary school degree","indirect migration background","","","",""
"Yes","2010","college entrance qualification","no migration background","","","",""
"Yes","2010","college entrance qualification","direct migration background","","","",""
"Yes","2010","college entrance qualification","indirect migration background","","","",""
"Yes","2010","Other degree","no migration background","","","",""
"Yes","2010","Other degree","direct migration background","","","",""
"Yes","2010","Other degree","indirect migration background","","","",""
"Yes","2010","no degree/no degree yet","no migration background","","","",""
"Yes","2010","no degree/no degree yet","direct migration background","","","",""
"Yes","2010","no degree/no degree yet","indirect migration background","","","",""
"Yes","2011","lower secondary degree","no migration background","385","1","1","1"
"Yes","2011","lower secondary degree","direct migration background","19","","",""
"Yes","2011","lower secondary degree","indirect migration background","19","","",""
"Yes","2011","secondary school degree","no migration background","379","1","1","1"
"Yes","2011","secondary school degree","direct migration background","9","","",""
