"ple0019","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Yes","2009","16-34 y.","lower secondary degree","13","","",""
"Yes","2009","16-34 y.","secondary school degree","29","","",""
"Yes","2009","16-34 y.","college entrance qualification","37","1","1","1"
"Yes","2009","16-34 y.","Other degree","2","","",""
"Yes","2009","16-34 y.","no degree/no degree yet","6","","",""
"Yes","2009","35-65 y.","lower secondary degree","193","1","1","1"
"Yes","2009","35-65 y.","secondary school degree","214","1","1","1"
"Yes","2009","35-65 y.","college entrance qualification","156","1","1","1"
"Yes","2009","35-65 y.","Other degree","43","1","1","1"
"Yes","2009","35-65 y.","no degree/no degree yet","14","","",""
"Yes","2009","66 and older","lower secondary degree","96","1","1","1"
"Yes","2009","66 and older","secondary school degree","36","1","1","1"
"Yes","2009","66 and older","college entrance qualification","30","1","1","1"
"Yes","2009","66 and older","Other degree","12","","",""
"Yes","2009","66 and older","no degree/no degree yet","3","","",""
"Yes","2010","16-34 y.","lower secondary degree","","","",""
"Yes","2010","16-34 y.","secondary school degree","","","",""
"Yes","2010","16-34 y.","college entrance qualification","","","",""
"Yes","2010","16-34 y.","Other degree","","","",""
"Yes","2010","16-34 y.","no degree/no degree yet","","","",""
"Yes","2010","35-65 y.","lower secondary degree","","","",""
"Yes","2010","35-65 y.","secondary school degree","","","",""
"Yes","2010","35-65 y.","college entrance qualification","","","",""
"Yes","2010","35-65 y.","Other degree","","","",""
"Yes","2010","35-65 y.","no degree/no degree yet","","","",""
"Yes","2010","66 and older","lower secondary degree","","","",""
"Yes","2010","66 and older","secondary school degree","","","",""
"Yes","2010","66 and older","college entrance qualification","","","",""
"Yes","2010","66 and older","Other degree","","","",""
"Yes","2010","66 and older","no degree/no degree yet","","","",""
"Yes","2011","16-34 y.","lower secondary degree","23","","",""
"Yes","2011","16-34 y.","secondary school degree","51","1","1","1"
"Yes","2011","16-34 y.","college entrance qualification","66","1","1","1"
"Yes","2011","16-34 y.","Other degree","6","","",""
"Yes","2011","16-34 y.","no degree/no degree yet","6","","",""
"Yes","2011","35-65 y.","lower secondary degree","284","1","1","1"
"Yes","2011","35-65 y.","secondary school degree","309","1","1","1"
"Yes","2011","35-65 y.","college entrance qualification","219","1","1","1"
"Yes","2011","35-65 y.","Other degree","48","1","1","1"
"Yes","2011","35-65 y.","no degree/no degree yet","14","","",""
"Yes","2011","66 and older","lower secondary degree","116","1","1","1"
"Yes","2011","66 and older","secondary school degree","40","1","1","1"
"Yes","2011","66 and older","college entrance qualification","25","","",""
"Yes","2011","66 and older","Other degree","11","","",""
"Yes","2011","66 and older","no degree/no degree yet","5","","",""
"Yes","2012","16-34 y.","lower secondary degree","","","",""
"Yes","2012","16-34 y.","secondary school degree","","","",""
"Yes","2012","16-34 y.","college entrance qualification","","","",""
"Yes","2012","16-34 y.","Other degree","","","",""
"Yes","2012","16-34 y.","no degree/no degree yet","","","",""
"Yes","2012","35-65 y.","lower secondary degree","","","",""
"Yes","2012","35-65 y.","secondary school degree","","","",""
"Yes","2012","35-65 y.","college entrance qualification","","","",""
"Yes","2012","35-65 y.","Other degree","","","",""
"Yes","2012","35-65 y.","no degree/no degree yet","","","",""
"Yes","2012","66 and older","lower secondary degree","","","",""
"Yes","2012","66 and older","secondary school degree","","","",""
"Yes","2012","66 and older","college entrance qualification","","","",""
"Yes","2012","66 and older","Other degree","","","",""
"Yes","2012","66 and older","no degree/no degree yet","","","",""
"Yes","2013","16-34 y.","lower secondary degree","18","","",""
"Yes","2013","16-34 y.","secondary school degree","62","1","1","1"
"Yes","2013","16-34 y.","college entrance qualification","61","1","1","1"
"Yes","2013","16-34 y.","Other degree","3","","",""
"Yes","2013","16-34 y.","no degree/no degree yet","6","","",""
"Yes","2013","35-65 y.","lower secondary degree","286","1","1","1"
"Yes","2013","35-65 y.","secondary school degree","321","1","1","1"
"Yes","2013","35-65 y.","college entrance qualification","242","1","1","1"
"Yes","2013","35-65 y.","Other degree","59","1","1","1"
