"ple0019","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Not Working","Male","2748","0.946835445833141","0.938638519382176","0.955032372284106","2"
"No","2009","Full Time","Male","4475","0.969147287225589","0.964144830752055","0.974149743699122","2"
"No","2009","Full Time","Female","2302","0.937786962773276","0.928171402805633","0.947402522740918","2"
"No","2009","Not Working","Female","3713","0.923515712311645","0.91528158066026","0.93174984396303","2"
"No","2009","Part Time","Male","1132","0.95873741437955","0.947369717427595","0.970105111331504","2"
"No","2009","Part Time","Female","2862","0.926729543713114","0.917490811731317","0.935968275694912","2"
"Yes","2009","Full Time","Male","115","0.0308527127744115","0.0258502563008776","0.0358551692479453","1"
"Yes","2009","Full Time","Female","122","0.0622130372267244","0.0525974772590821","0.0718285971943666","1"
"Yes","2009","Part Time","Male","44","0.0412625856204504","0.0298948886684954","0.0526302825724053","1"
"Yes","2009","Part Time","Female","194","0.0732704562868856","0.0640317243050882","0.082509188268683","1"
"Yes","2009","Not Working","Male","130","0.0531645541668591","0.044967627715894","0.0613614806178242","1"
"Yes","2009","Not Working","Female","289","0.0764842876883549","0.0682501560369697","0.0847184193397402","1"
"No","2010","Not Working","Male","","","","","2"
"No","2010","Full Time","Male","","","","","2"
"No","2010","Not Working","Female","","","","","2"
"No","2010","Full Time","Female","","","","","2"
"No","2010","Part Time","Male","","","","","2"
"No","2010","Part Time","Female","","","","","2"
"Yes","2010","Full Time","Male","","","","","1"
"Yes","2010","Full Time","Female","","","","","1"
"Yes","2010","Part Time","Male","","","","","1"
"Yes","2010","Part Time","Female","","","","","1"
"Yes","2010","Not Working","Male","","","","","1"
"Yes","2010","Not Working","Female","","","","","1"
"No","2011","Full Time","Male","4851","0.962540698532032","0.957290575920968","0.967790821143096","2"
"No","2011","Not Working","Male","3257","0.943544182124732","0.935815776926101","0.951272587323364","2"
"No","2011","Not Working","Female","4338","0.919896135059506","0.912151994549171","0.927640275569842","2"
"No","2011","Full Time","Female","2590","0.929024522062496","0.919487709591442","0.938561334533551","2"
"No","2011","Part Time","Male","1323","0.95080786330744","0.939430343932394","0.962185382682487","2"
"No","2011","Part Time","Female","3256","0.914788533619358","0.905559992885492","0.924017074353223","2"
"Yes","2011","Full Time","Male","174","0.0374593014679679","0.032209178856904","0.0427094240790317","1"
"Yes","2011","Full Time","Female","195","0.0709754779375038","0.0614386654664495","0.0805122904085582","1"
"Yes","2011","Part Time","Male","65","0.0491921366925595","0.0378146173175128","0.0605696560676062","1"
"Yes","2011","Part Time","Female","260","0.0852114663806421","0.0759829256467767","0.0944400071145074","1"
"Yes","2011","Not Working","Male","169","0.0564558178752676","0.048727412676636","0.0641842230738991","1"
"Yes","2011","Not Working","Female","382","0.0801038649404937","0.072359724430158","0.0878480054508294","1"
"No","2012","Full Time","Male","","","","","2"
"No","2012","Full Time","Female","","","","","2"
"No","2012","Not Working","Male","","","","","2"
"No","2012","Not Working","Female","","","","","2"
"No","2012","Part Time","Male","","","","","2"
"No","2012","Part Time","Female","","","","","2"
"Yes","2012","Full Time","Male","","","","","1"
"Yes","2012","Full Time","Female","","","","","1"
"Yes","2012","Part Time","Male","","","","","1"
"Yes","2012","Part Time","Female","","","","","1"
"Yes","2012","Not Working","Male","","","","","1"
"Yes","2012","Not Working","Female","","","","","1"
"No","2013","Full Time","Male","4246","0.950996932050239","0.94463281513122","0.957361048969259","2"
"No","2013","Full Time","Female","2374","0.91948335936998","0.908978127512628","0.929988591227332","2"
"No","2013","Part Time","Male","1180","0.937713809661774","0.924390700254144","0.951036919069404","2"
"No","2013","Part Time","Female","3070","0.915729030797084","0.906299550031779","0.925158511562389","2"
"No","2013","Not Working","Male","2989","0.932056923248879","0.923324262823632","0.940789583674126","2"
"No","2013","Not Working","Female","3755","0.891639834938308","0.882223583660547","0.901056086216069","2"
"Yes","2013","Full Time","Male","174","0.0490030679497606","0.0426389510307408","0.0553671848687804","1"
"Yes","2013","Full Time","Female","203","0.0805166406300204","0.0700114087726684","0.0910218724873724","1"
"Yes","2013","Part Time","Male","84","0.0622861903382255","0.0489630809305955","0.0756092997458555","1"
"Yes","2013","Part Time","Female","264","0.0842709692029159","0.0748414884376105","0.0937004499682212","1"
"Yes","2013","Not Working","Male","201","0.067943076751121","0.0592104163258739","0.076675737176368","1"
"Yes","2013","Not Working","Female","431","0.108360165061692","0.098943913783931","0.117776416339453","1"
"No","2014","Full Time","Male","","","","","2"
"No","2014","Full Time","Female","","","","","2"
"No","2014","Part Time","Male","","","","","2"
"No","2014","Part Time","Female","","","","","2"
"No","2014","Not Working","Male","","","","","2"
"No","2014","Not Working","Female","","","","","2"
"Yes","2014","Full Time","Male","","","","","1"
"Yes","2014","Full Time","Female","","","","","1"
"Yes","2014","Part Time","Male","","","","","1"
"Yes","2014","Part Time","Female","","","","","1"
"Yes","2014","Not Working","Male","","","","","1"
"Yes","2014","Not Working","Female","","","","","1"
"No","2015","Full Time","Male","6024","0.954958507580961","0.949822966702798","0.960094048459124","2"
"No","2015","Full Time","Female","3015","0.923569021720335","0.914447331930394","0.932690711510276","2"
"No","2015","Part Time","Male","1703","0.938978211220215","0.927953706433705","0.950002716006724","2"
