"year","pgcasmin","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","(0) in school","Female","5.56","6","341","4","5","7","7","5.42","5.7","6","6"
"2005","(0) in school","Male","5.2","5","313","3","4","6","7","5.04","5.36","5","6"
"2005","(1a) inadequately completed","Female","4.46","4","141","2","4","5","7","4.18","4.74","4","4"
"2005","(1a) inadequately completed","Male","4.97","5","106","3","4","7","7","4.65","5.29","4","5"
"2005","(1b) general elementary school","Female","4.8","5","1283","3","4","6","7","4.71","4.89","5","5"
"2005","(1b) general elementary school","Male","4.86","5","573","3","4","6","7","4.73","4.99","5","5"
"2005","(1c) basic vocational qualification","Female","5.19","5","2628","3","4","6","7","5.13","5.25","5","5"
"2005","(1c) basic vocational qualification","Male","4.97","5","3081","3","4","6","7","4.92","5.02","5","5"
"2005","(2a) intermediate vocational","Female","5.2","5","2731","3","4","6","7","5.15","5.25","5","6"
"2005","(2a) intermediate vocational","Male","5.04","5","2059","3","4","6","7","4.98","5.1","5","5"
"2005","(2b) intermediate general qualification","Female","5.54","6","354","3","5","7","7","5.39","5.69","6","6"
"2005","(2b) intermediate general qualification","Male","5.47","6","226","4","5","7","7","5.3","5.64","5","6"
"2005","(2c_gen) general maturity certificate","Female","5.24","5","433","3","4","6","7","5.11","5.37","5","6"
"2005","(2c_gen) general maturity certificate","Male","5.15","5","363","4","4","6","7","5.01","5.29","5","5"
"2005","(2c_voc) vocational maturity certificate","Female","5.2","5","846","3","4","6","7","5.11","5.29","5","6"
"2005","(2c_voc) vocational maturity certificate","Male","5.1","5","668","3","4","6","7","5","5.2","5","5"
"2005","(3a) lower tertiary education","Female","5.19","5","768","3","4","6","7","5.09","5.29","5","6"
"2005","(3a) lower tertiary education","Male","4.87","5","883","3","4","6","7","4.78","4.96","5","5"
"2005","(3b) higher tertiary education","Female","5.15","5","1089","3","4","6","7","5.07","5.23","5","5"
"2005","(3b) higher tertiary education","Male","4.81","5","1427","3","4","6","7","4.74","4.88","5","5"
"2006","(0) in school","Female","","","","","","","","","","",""
"2006","(0) in school","Male","","","","","","","","","","",""
"2006","(1a) inadequately completed","Female","","","","","","","","","","",""
"2006","(1a) inadequately completed","Male","","","","","","","","","","",""
"2006","(1b) general elementary school","Female","","","","","","","","","","",""
"2006","(1b) general elementary school","Male","","","","","","","","","","",""
"2006","(1c) basic vocational qualification","Female","","","","","","","","","","",""
"2006","(1c) basic vocational qualification","Male","","","","","","","","","","",""
"2006","(2a) intermediate vocational","Female","","","","","","","","","","",""
"2006","(2a) intermediate vocational","Male","","","","","","","","","","",""
"2006","(2b) intermediate general qualification","Female","","","","","","","","","","",""
"2006","(2b) intermediate general qualification","Male","","","","","","","","","","",""
"2006","(2c_gen) general maturity certificate","Female","","","","","","","","","","",""
"2006","(2c_gen) general maturity certificate","Male","","","","","","","","","","",""
"2006","(2c_voc) vocational maturity certificate","Female","","","","","","","","","","",""
"2006","(2c_voc) vocational maturity certificate","Male","","","","","","","","","","",""
"2006","(3a) lower tertiary education","Female","","","","","","","","","","",""
"2006","(3a) lower tertiary education","Male","","","","","","","","","","",""
"2006","(3b) higher tertiary education","Female","","","","","","","","","","",""
"2006","(3b) higher tertiary education","Male","","","","","","","","","","",""
"2007","(0) in school","Female","","","","","","","","","","",""
"2007","(0) in school","Male","","","","","","","","","","",""
"2007","(1a) inadequately completed","Female","","","","","","","","","","",""
"2007","(1a) inadequately completed","Male","","","","","","","","","","",""
"2007","(1b) general elementary school","Female","","","","","","","","","","",""
"2007","(1b) general elementary school","Male","","","","","","","","","","",""
"2007","(1c) basic vocational qualification","Female","","","","","","","","","","",""
"2007","(1c) basic vocational qualification","Male","","","","","","","","","","",""
"2007","(2a) intermediate vocational","Female","","","","","","","","","","",""
"2007","(2a) intermediate vocational","Male","","","","","","","","","","",""
"2007","(2b) intermediate general qualification","Female","","","","","","","","","","",""
"2007","(2b) intermediate general qualification","Male","","","","","","","","","","",""
"2007","(2c_gen) general maturity certificate","Female","","","","","","","","","","",""
"2007","(2c_gen) general maturity certificate","Male","","","","","","","","","","",""
"2007","(2c_voc) vocational maturity certificate","Female","","","","","","","","","","",""
"2007","(2c_voc) vocational maturity certificate","Male","","","","","","","","","","",""
"2007","(3a) lower tertiary education","Female","","","","","","","","","","",""
"2007","(3a) lower tertiary education","Male","","","","","","","","","","",""
"2007","(3b) higher tertiary education","Female","","","","","","","","","","",""
"2007","(3b) higher tertiary education","Male","","","","","","","","","","",""
"2008","(0) in school","Female","","","","","","","","","","",""
"2008","(0) in school","Male","","","","","","","","","","",""
"2008","(1a) inadequately completed","Female","","","","","","","","","","",""
"2008","(1a) inadequately completed","Male","","","","","","","","","","",""
"2008","(1b) general elementary school","Female","","","","","","","","","","",""
"2008","(1b) general elementary school","Male","","","","","","","","","","",""
"2008","(1c) basic vocational qualification","Female","","","","","","","","","","",""
"2008","(1c) basic vocational qualification","Male","","","","","","","","","","",""
"2008","(2a) intermediate vocational","Female","","","","","","","","","","",""
"2008","(2a) intermediate vocational","Male","","","","","","","","","","",""
"2008","(2b) intermediate general qualification","Female","","","","","","","","","","",""
"2008","(2b) intermediate general qualification","Male","","","","","","","","","","",""
"2008","(2c_gen) general maturity certificate","Female","","","","","","","","","","",""
"2008","(2c_gen) general maturity certificate","Male","","","","","","","","","","",""
"2008","(2c_voc) vocational maturity certificate","Female","","","","","","","","","","",""
"2008","(2c_voc) vocational maturity certificate","Male","","","","","","","","","","",""
"2008","(3a) lower tertiary education","Female","","","","","","","","","","",""
"2008","(3a) lower tertiary education","Male","","","","","","","","","","",""
"2008","(3b) higher tertiary education","Female","","","","","","","","","","",""
"2008","(3b) higher tertiary education","Male","","","","","","","","","","",""
"2009","(0) in school","Female","5.3","6","143","3","4","6","7","5.07","5.53","5","6"
"2009","(0) in school","Male","5.2","6","168","3","4","6","7","4.98","5.42","5","6"
"2009","(1a) inadequately completed","Female","4.44","5","91","2","4","5","7","4.12","4.76","4","5"
"2009","(1a) inadequately completed","Male","4.93","5","79","3","4","6","7","4.61","5.25","4","5"
"2009","(1b) general elementary school","Female","4.8","5","988","3","4","6","7","4.7","4.9","5","5"
"2009","(1b) general elementary school","Male","4.7","5","399","3","4","6","7","4.55","4.85","4","5"
"2009","(1c) basic vocational qualification","Female","4.99","5","2201","3","4","6","7","4.93","5.05","5","5"
"2009","(1c) basic vocational qualification","Male","4.8","5","2594","3","4","6","7","4.74","4.86","5","5"
"2009","(2a) intermediate vocational","Female","5.03","5","2521","3","4","6","7","4.97","5.09","5","5"
"2009","(2a) intermediate vocational","Male","4.93","5","1846","3","4","6","7","4.86","5","5","5"
"2009","(2b) intermediate general qualification","Female","5.18","5","262","3","4","6","7","5.01","5.35","5","6"
"2009","(2b) intermediate general qualification","Male","5.07","5","170","3","4","6","7","4.85","5.29","5","6"
"2009","(2c_gen) general maturity certificate","Female","5.16","5","367","3","4","6","7","5.02","5.3","5","6"
"2009","(2c_gen) general maturity certificate","Male","5.07","5","326","3","4","6","7","4.92","5.22","5","5"
"2009","(2c_voc) vocational maturity certificate","Female","5.03","5","749","3","4","6","7","4.93","5.13","5","5"
