"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","16-34 y.","college entrance qualification","5.24","5","1578","3","4","6","7","5.17","5.31","5","6"
"2005","16-34 y.","lower secondary degree","5.17","5","947","3","4","6","7","5.08","5.26","5","5"
"2005","16-34 y.","no degree/no degree yet","5.34","6","694","3","4","7","7","5.24","5.44","5","6"
"2005","16-34 y.","Other degree","5.13","5","155","4","4","6","7","4.9","5.36","5","5"
"2005","16-34 y.","secondary school degree","5.26","5","1608","3","4","6","7","5.19","5.33","5","6"
"2005","35-65 y.","college entrance qualification","4.96","5","3048","3","4","6","7","4.91","5.01","5","5"
"2005","35-65 y.","lower secondary degree","5.1","5","3718","3","4","6","7","5.05","5.15","5","5"
"2005","35-65 y.","no degree/no degree yet","4.73","5","144","3","4","6","7","4.45","5.01","4","5"
"2005","35-65 y.","Other degree","4.68","5","785","3","4","6","7","4.57","4.79","5","5"
"2005","35-65 y.","secondary school degree","5.15","5","3864","3","4","6","7","5.11","5.19","5","5"
"2005","66 and older","college entrance qualification","5.05","5","565","3","4","6","7","4.93","5.17","5","5"
"2005","66 and older","lower secondary degree","4.93","5","2415","3","4","6","7","4.87","4.99","5","5"
"2005","66 and older","no degree/no degree yet","4.57","4","65","2","4","6","7","4.14","5","4","4"
"2005","66 and older","Other degree","4.7","5","173","2","4","6","7","4.46","4.94","4","5"
"2005","66 and older","secondary school degree","5","5","540","3","4","6","7","4.88","5.12","5","5"
"2006","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2006","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2006","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2006","16-34 y.","Other degree","","","","","","","","","","",""
"2006","16-34 y.","secondary school degree","","","","","","","","","","",""
"2006","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2006","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2006","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2006","35-65 y.","Other degree","","","","","","","","","","",""
"2006","35-65 y.","secondary school degree","","","","","","","","","","",""
"2006","66 and older","college entrance qualification","","","","","","","","","","",""
"2006","66 and older","lower secondary degree","","","","","","","","","","",""
"2006","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2006","66 and older","Other degree","","","","","","","","","","",""
"2006","66 and older","secondary school degree","","","","","","","","","","",""
"2007","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2007","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2007","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2007","16-34 y.","Other degree","","","","","","","","","","",""
"2007","16-34 y.","secondary school degree","","","","","","","","","","",""
"2007","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2007","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2007","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2007","35-65 y.","Other degree","","","","","","","","","","",""
"2007","35-65 y.","secondary school degree","","","","","","","","","","",""
"2007","66 and older","college entrance qualification","","","","","","","","","","",""
"2007","66 and older","lower secondary degree","","","","","","","","","","",""
"2007","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2007","66 and older","Other degree","","","","","","","","","","",""
"2007","66 and older","secondary school degree","","","","","","","","","","",""
"2008","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2008","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2008","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2008","16-34 y.","Other degree","","","","","","","","","","",""
"2008","16-34 y.","secondary school degree","","","","","","","","","","",""
"2008","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2008","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2008","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2008","35-65 y.","Other degree","","","","","","","","","","",""
"2008","35-65 y.","secondary school degree","","","","","","","","","","",""
"2008","66 and older","college entrance qualification","","","","","","","","","","",""
"2008","66 and older","lower secondary degree","","","","","","","","","","",""
"2008","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2008","66 and older","Other degree","","","","","","","","","","",""
"2008","66 and older","secondary school degree","","","","","","","","","","",""
"2009","16-34 y.","college entrance qualification","5.14","5","1378","3","4","6","7","5.07","5.21","5","6"
"2009","16-34 y.","lower secondary degree","5.1","5","577","3","4","6","7","4.98","5.22","5","6"
"2009","16-34 y.","no degree/no degree yet","5.29","6","337","3","4","7","7","5.14","5.44","5","6"
"2009","16-34 y.","Other degree","4.89","5","96","3","4","6","7","4.6","5.18","4","5"
"2009","16-34 y.","secondary school degree","5.07","5","1148","3","4","6","7","4.99","5.15","5","5"
"2009","35-65 y.","college entrance qualification","4.8","5","2791","3","4","6","7","4.75","4.85","5","5"
"2009","35-65 y.","lower secondary degree","4.92","5","2847","3","4","6","7","4.86","4.98","5","5"
