"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","direct migration background","(0) in school","5.74","6","55","4","5","7","7","5.37","6.11","5","6"
"2005","direct migration background","(1a) inadequately completed","4.49","4","164","2","4","5","7","4.23","4.75","4","5"
"2005","direct migration background","(1b) general elementary school","4.6","5","516","2","4","6","7","4.47","4.73","4","5"
"2005","direct migration background","(1c) basic vocational qualification","4.88","5","666","3","4","6","7","4.76","5","5","5"
"2005","direct migration background","(2a) intermediate vocational","5.33","5","148","4","4","7","7","5.12","5.54","5","6"
"2005","direct migration background","(2b) intermediate general qualification","5.36","5","49","3","4","7","7","4.96","5.76","5","6"
"2005","direct migration background","(2c_gen) general maturity certificate","5.17","5","106","4","4","6","7","4.92","5.42","5","6"
"2005","direct migration background","(2c_voc) vocational maturity certificate","4.99","5","269","3","4","6","7","4.82","5.16","5","5"
"2005","direct migration background","(3a) lower tertiary education","4.71","5","75","2","4","6","7","4.36","5.06","4","5"
"2005","direct migration background","(3b) higher tertiary education","4.97","5","263","3","4","6","7","4.78","5.16","5","5"
"2005","indirect migration background","(0) in school","5.5","5","91","4","5","7","7","5.23","5.77","5","6"
"2005","indirect migration background","(1a) inadequately completed","","","","","","","","","","",""
"2005","indirect migration background","(1b) general elementary school","5.08","5","115","3","4","6","7","4.8","5.36","5","6"
"2005","indirect migration background","(1c) basic vocational qualification","5.37","5.33","145","4","4","7","7","5.13","5.61","5","6"
"2005","indirect migration background","(2a) intermediate vocational","5.52","6","126","4","5","6","7","5.3","5.74","6","6"
"2005","indirect migration background","(2b) intermediate general qualification","5.26","5","70","4","4","7","7","4.94","5.58","5","6"
"2005","indirect migration background","(2c_gen) general maturity certificate","5.42","6","88","4","5","6","7","5.15","5.69","5","6"
"2005","indirect migration background","(2c_voc) vocational maturity certificate","5.54","6","57","4","5","6","7","5.22","5.86","5","6"
"2005","indirect migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2005","indirect migration background","(3b) higher tertiary education","5.18","5","48","4","4","6","7","4.81","5.55","5","6"
"2005","no migration background","(0) in school","5.31","6","508","3","4","6","7","5.19","5.43","5","6"
"2005","no migration background","(1a) inadequately completed","5.02","5","76","3","4","7","7","4.63","5.41","4","5"
"2005","no migration background","(1b) general elementary school","4.88","5","1225","3","4","6","7","4.79","4.97","5","5"
"2005","no migration background","(1c) basic vocational qualification","5.09","5","4898","3","4","6","7","5.05","5.13","5","5"
"2005","no migration background","(2a) intermediate vocational","5.1","5","4516","3","4","6","7","5.06","5.14","5","5"
"2005","no migration background","(2b) intermediate general qualification","5.58","6","461","4","5","7","7","5.46","5.7","5","6"
"2005","no migration background","(2c_gen) general maturity certificate","5.17","5","602","3","4","6","7","5.06","5.28","5","6"
"2005","no migration background","(2c_voc) vocational maturity certificate","5.19","5","1188","3","4","6","7","5.11","5.27","5","5"
"2005","no migration background","(3a) lower tertiary education","5.03","5","1555","3","4","6","7","4.96","5.1","5","5"
"2005","no migration background","(3b) higher tertiary education","4.95","5","2205","3","4","6","7","4.89","5.01","5","5"
"2006","direct migration background","(0) in school","","","","","","","","","","",""
