"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","college entrance qualification","Female","5.21","5","2473","3","4","6","7","5.16","5.26","5","6"
"2005","college entrance qualification","Male","4.94","5","2718","3","4","6","7","4.89","4.99","5","5"
"2005","lower secondary degree","Female","5.11","5","3625","3","4","6","7","5.06","5.16","5","5"
"2005","lower secondary degree","Male","4.98","5","3455","3","4","6","7","4.93","5.03","5","5"
"2005","no degree/no degree yet","Female","5.13","5","483","3","4","7","7","4.99","5.27","5","6"
"2005","no degree/no degree yet","Male","5.12","5","420","3","4","6","7","4.98","5.26","5","5"
"2005","Other degree","Female","4.73","5","585","2","4","6","7","4.6","4.86","5","5"
"2005","Other degree","Male","4.78","5","528","3","4","6","7","4.65","4.91","5","5"
"2005","secondary school degree","Female","5.24","5","3442","3","4","6","7","5.19","5.29","5","6"
"2005","secondary school degree","Male","5.07","5","2570","3","4","6","7","5.02","5.12","5","5"
"2006","college entrance qualification","Female","","","","","","","","","","",""
"2006","college entrance qualification","Male","","","","","","","","","","",""
"2006","lower secondary degree","Female","","","","","","","","","","",""
"2006","lower secondary degree","Male","","","","","","","","","","",""
"2006","no degree/no degree yet","Female","","","","","","","","","","",""
"2006","no degree/no degree yet","Male","","","","","","","","","","",""
"2006","Other degree","Female","","","","","","","","","","",""
"2006","Other degree","Male","","","","","","","","","","",""
"2006","secondary school degree","Female","","","","","","","","","","",""
"2006","secondary school degree","Male","","","","","","","","","","",""
"2007","college entrance qualification","Female","","","","","","","","","","",""
"2007","college entrance qualification","Male","","","","","","","","","","",""
"2007","lower secondary degree","Female","","","","","","","","","","",""
"2007","lower secondary degree","Male","","","","","","","","","","",""
"2007","no degree/no degree yet","Female","","","","","","","","","","",""
"2007","no degree/no degree yet","Male","","","","","","","","","","",""
"2007","Other degree","Female","","","","","","","","","","",""
"2007","Other degree","Male","","","","","","","","","","",""
"2007","secondary school degree","Female","","","","","","","","","","",""
"2007","secondary school degree","Male","","","","","","","","","","",""
"2008","college entrance qualification","Female","","","","","","","","","","",""
"2008","college entrance qualification","Male","","","","","","","","","","",""
"2008","lower secondary degree","Female","","","","","","","","","","",""
"2008","lower secondary degree","Male","","","","","","","","","","",""
"2008","no degree/no degree yet","Female","","","","","","","","","","",""
"2008","no degree/no degree yet","Male","","","","","","","","","","",""
"2008","Other degree","Female","","","","","","","","","","",""
"2008","Other degree","Male","","","","","","","","","","",""
"2008","secondary school degree","Female","","","","","","","","","","",""
"2008","secondary school degree","Male","","","","","","","","","","",""
"2009","college entrance qualification","Female","5.05","5","2366","3","4","6","7","4.99","5.11","5","5"
"2009","college entrance qualification","Male","4.8","5","2518","3","4","6","7","4.74","4.86","5","5"
"2009","lower secondary degree","Female","4.96","5","2999","3","4","6","7","4.91","5.01","5","5"
"2009","lower secondary degree","Male","4.8","5","2901","3","4","6","7","4.75","4.85","5","5"
"2009","no degree/no degree yet","Female","4.89","5","236","2","4","6","7","4.7","5.08","5","5"
"2009","no degree/no degree yet","Male","5.08","5","248","3","4","6","7","4.9","5.26","5","6"
"2009","Other degree","Female","4.76","5","432","3","4","6","7","4.62","4.9","5","5"
