"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","general elemantary","Female","4.94","5","1621","3","4","6","7","4.87","5.01","5","5"
"2005","general elemantary","Male","5.01","5","778","3","4","6","7","4.9","5.12","5","5"
"2005","higher education","Female","5.17","5","1857","3","4","6","7","5.11","5.23","5","5"
"2005","higher education","Male","4.84","5","2310","3","4","6","7","4.78","4.9","5","5"
"2005","higher vocational","Female","5.09","5","665","3","4","6","7","4.98","5.2","5","5"
"2005","higher vocational","Male","5.03","5","889","3","4","6","7","4.94","5.12","5","5"
"2005","in school","Female","5.56","6","340","4","5","7","7","5.42","5.7","6","6"
"2005","in school","Male","5.19","5","310","3","4","6","7","5.03","5.35","5","5"
"2005","inadequately","Female","4.37","4","136","2","4","5","7","4.08","4.66","4","4"
"2005","inadequately","Male","5.12","5","102","3","4","7","7","4.77","5.47","4","5"
"2005","middle vocational","Female","5.2","5","5365","3","4","6","7","5.16","5.24","5","5"
"2005","middle vocational","Male","5.01","5","4877","3","4","6","7","4.97","5.05","5","5"
"2005","vocational + Abi","Female","5.22","5","667","3","4","6","7","5.12","5.32","5","6"
"2005","vocational + Abi","Male","5.09","5","467","3","4","6","7","4.96","5.22","5","5"
"2006","general elemantary","Female","","","","","","","","","","",""
"2006","general elemantary","Male","","","","","","","","","","",""
"2006","higher education","Female","","","","","","","","","","",""
"2006","higher education","Male","","","","","","","","","","",""
"2006","higher vocational","Female","","","","","","","","","","",""
"2006","higher vocational","Male","","","","","","","","","","",""
"2006","in school","Female","","","","","","","","","","",""
"2006","in school","Male","","","","","","","","","","",""
"2006","inadequately","Female","","","","","","","","","","",""
"2006","inadequately","Male","","","","","","","","","","",""
"2006","middle vocational","Female","","","","","","","","","","",""
"2006","middle vocational","Male","","","","","","","","","","",""
"2006","vocational + Abi","Female","","","","","","","","","","",""
"2006","vocational + Abi","Male","","","","","","","","","","",""
"2007","general elemantary","Female","","","","","","","","","","",""
"2007","general elemantary","Male","","","","","","","","","","",""
"2007","higher education","Female","","","","","","","","","","",""
"2007","higher education","Male","","","","","","","","","","",""
"2007","higher vocational","Female","","","","","","","","","","",""
"2007","higher vocational","Male","","","","","","","","","","",""
"2007","in school","Female","","","","","","","","","","",""
"2007","in school","Male","","","","","","","","","","",""
"2007","inadequately","Female","","","","","","","","","","",""
"2007","inadequately","Male","","","","","","","","","","",""
"2007","middle vocational","Female","","","","","","","","","","",""
"2007","middle vocational","Male","","","","","","","","","","",""
"2007","vocational + Abi","Female","","","","","","","","","","",""
"2007","vocational + Abi","Male","","","","","","","","","","",""
"2008","general elemantary","Female","","","","","","","","","","",""
"2008","general elemantary","Male","","","","","","","","","","",""
"2008","higher education","Female","","","","","","","","","","",""
"2008","higher education","Male","","","","","","","","","","",""
"2008","higher vocational","Female","","","","","","","","","","",""
"2008","higher vocational","Male","","","","","","","","","","",""
"2008","in school","Female","","","","","","","","","","",""
"2008","in school","Male","","","","","","","","","","",""
"2008","inadequately","Female","","","","","","","","","","",""
"2008","inadequately","Male","","","","","","","","","","",""
"2008","middle vocational","Female","","","","","","","","","","",""
"2008","middle vocational","Male","","","","","","","","","","",""
"2008","vocational + Abi","Female","","","","","","","","","","",""
"2008","vocational + Abi","Male","","","","","","","","","","",""
"2009","general elemantary","Female","4.86","5","1231","3","4","6","7","4.77","4.95","5","5"
"2009","general elemantary","Male","4.78","5","554","3","4","6","7","4.65","4.91","5","5"
"2009","higher education","Female","4.98","5","1850","3","4","6","7","4.92","5.04","5","5"
"2009","higher education","Male","4.69","5","2180","3","4","6","6","4.63","4.75","5","5"
"2009","higher vocational","Female","4.92","5","549","3","4","6","7","4.8","5.04","5","5"
"2009","higher vocational","Male","4.86","5","777","3","4","6","7","4.76","4.96","5","5"
"2009","in school","Female","5.3","6","143","3","4","6","7","5.07","5.53","5","6"
"2009","in school","Male","5.2","6","168","3","4","6","7","4.98","5.42","5","6"
"2009","inadequately","Female","4.66","5","96","2","4","6","7","4.34","4.98","4","5"
"2009","inadequately","Male","5.04","5","70","3","4","6","7","4.73","5.35","5","5"
"2009","middle vocational","Female","5.03","5","4768","3","4","6","7","4.99","5.07","5","5"
"2009","middle vocational","Male","4.87","5","4267","3","4","6","7","4.83","4.91","5","5"
"2009","vocational + Abi","Female","5.05","5","603","3","4","6","7","4.94","5.16","5","5"
"2009","vocational + Abi","Male","5.02","5","392","3","4","6","7","4.88","5.16","5","5"
"2010","general elemantary","Female","","","","","","","","","","",""
"2010","general elemantary","Male","","","","","","","","","","",""
"2010","higher education","Female","","","","","","","","","","",""
"2010","higher education","Male","","","","","","","","","","",""
"2010","higher vocational","Female","","","","","","","","","","",""
"2010","higher vocational","Male","","","","","","","","","","",""
"2010","in school","Female","","","","","","","","","","",""
"2010","in school","Male","","","","","","","","","","",""
"2010","inadequately","Female","","","","","","","","","","",""
"2010","inadequately","Male","","","","","","","","","","",""
"2010","middle vocational","Female","","","","","","","","","","",""
"2010","middle vocational","Male","","","","","","","","","","",""
"2010","vocational + Abi","Female","","","","","","","","","","",""
"2010","vocational + Abi","Male","","","","","","","","","","",""
"2011","general elemantary","Female","","","","","","","","","","",""
"2011","general elemantary","Male","","","","","","","","","","",""
"2011","higher education","Female","","","","","","","","","","",""
"2011","higher education","Male","","","","","","","","","","",""
"2011","higher vocational","Female","","","","","","","","","","",""
"2011","higher vocational","Male","","","","","","","","","","",""
"2011","in school","Female","","","","","","","","","","",""
"2011","in school","Male","","","","","","","","","","",""
"2011","inadequately","Female","","","","","","","","","","",""
"2011","inadequately","Male","","","","","","","","","","",""
"2011","middle vocational","Female","","","","","","","","","","",""
"2011","middle vocational","Male","","","","","","","","","","",""
"2011","vocational + Abi","Female","","","","","","","","","","",""
"2011","vocational + Abi","Male","","","","","","","","","","",""
"2012","general elemantary","Female","5.26","5","485","3","4","6","7","5.13","5.39","5","6"
"2012","general elemantary","Male","5.14","5","294","3","4","6","7","4.96","5.32","5","6"
"2012","higher education","Female","5.32","5","810","4","5","6","7","5.23","5.41","5","6"
"2012","higher education","Male","4.85","5","686","3","4","6","7","4.75","4.95","5","5"
"2012","higher vocational","Female","5.45","6","144","4","5","6","7","5.22","5.68","5","6"
"2012","higher vocational","Male","5.03","5","221","3","4","6","7","4.83","5.23","5","6"
"2012","in school","Female","5.57","6","99","3","5","7","7","5.3","5.84","5","6"
"2012","in school","Male","5.48","6","91","4","5","6","7","5.24","5.72","5","6"
"2012","inadequately","Female","4.94","5","92","3","4","7","7","4.57","5.31","4","5"
"2012","inadequately","Male","5.24","6","65","4","4","6","7","4.93","5.55","5","6"
"2012","middle vocational","Female","5.46","6","1992","4","5","7","7","5.4","5.52","6","6"
"2012","middle vocational","Male","5.31","5","1259","3","4","6","7","5.23","5.39","5","6"
"2012","vocational + Abi","Female","5.28","6","539","3","4","6","7","5.16","5.4","5","6"
"2012","vocational + Abi","Male","4.86","5","216","3","4","6","7","4.66","5.06","5","5"
"2013","general elemantary","Female","5.14","5","1260","3","4","6","7","5.06","5.22","5","5"
"2013","general elemantary","Male","5.04","5","579","3","4","6","7","4.92","5.16","5","5"
"2013","higher education","Female","5.2","5","2114","3","4","6","7","5.14","5.26","5","6"
"2013","higher education","Male","4.85","5","2346","3","4","6","7","4.79","4.91","5","5"
"2013","higher vocational","Female","4.99","5","504","3","4","6","7","4.87","5.11","5","6"
"2013","higher vocational","Male","5.07","5","823","3","4","6","7","4.98","5.16","5","5"
"2013","in school","Female","5.33","6","138","4","5","6","7","5.11","5.55","5","6"
"2013","in school","Male","5.17","5","121","3","5","6","7","4.93","5.41","5","6"
"2013","inadequately","Female","4.92","5","108","2","4","6","7","4.6","5.24","4","6"
"2013","inadequately","Male","4.94","5","85","3","4","6","7","4.58","5.3","5","6"
"2013","middle vocational","Female","5.29","5","5090","3","4","6","7","5.25","5.33","5","6"
