"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","Female","4.9","5","1252","3","4","6","7","7","4.81","4.99","1","7","5","5"
"2005","direct migration background","Male","4.9","5","1109","3","4","6","7","7","4.81","4.99","1","7","5","5"
"2005","indirect migration background","Female","5.31","5","426","3","4","7","7","7","5.18","5.44","1","7","5","6"
"2005","indirect migration background","Male","5.25","5","404","4","4","6","7","7","5.12","5.38","1","7","5","6"
"2005","no migration background","Female","5.17","5","9119","3","4","6","7","7","5.14","5.2","1","7","5","5"
"2005","no migration background","Male","4.99","5","8377","3","4","6","7","7","4.96","5.02","1","7","5","5"
"2006","direct migration background","Female","","","","","","","","","","","","","",""
"2006","direct migration background","Male","","","","","","","","","","","","","",""
"2006","indirect migration background","Female","","","","","","","","","","","","","",""
"2006","indirect migration background","Male","","","","","","","","","","","","","",""
"2006","no migration background","Female","","","","","","","","","","","","","",""
"2006","no migration background","Male","","","","","","","","","","","","","",""
"2007","direct migration background","Female","","","","","","","","","","","","","",""
"2007","direct migration background","Male","","","","","","","","","","","","","",""
"2007","indirect migration background","Female","","","","","","","","","","","","","",""
"2007","indirect migration background","Male","","","","","","","","","","","","","",""
"2007","no migration background","Female","","","","","","","","","","","","","",""
"2007","no migration background","Male","","","","","","","","","","","","","",""
"2008","direct migration background","Female","","","","","","","","","","","","","",""
"2008","direct migration background","Male","","","","","","","","","","","","","",""
"2008","indirect migration background","Female","","","","","","","","","","","","","",""
"2008","indirect migration background","Male","","","","","","","","","","","","","",""
"2008","no migration background","Female","","","","","","","","","","","","","",""
"2008","no migration background","Male","","","","","","","","","","","","","",""
"2009","direct migration background","Female","4.87","5","890","3","4","6","7","7","4.77","4.97","1","7","5","5"
"2009","direct migration background","Male","4.83","5","753","3","4","6","7","7","4.73","4.93","1","7","5","5"
"2009","indirect migration background","Female","5.27","6","369","4","4","6","7","7","5.13","5.41","1","7","5","6"
"2009","indirect migration background","Male","5.1","5","344","3","4","6","7","7","4.95","5.25","1","7","5","5"
"2009","no migration background","Female","5","5","8133","3","4","6","7","7","4.97","5.03","1","7","5","5"
"2009","no migration background","Male","4.83","5","7486","3","4","6","7","7","4.8","4.86","1","7","5","5"
"2010","direct migration background","Female","","","","","","","","","","","","","",""
"2010","direct migration background","Male","","","","","","","","","","","","","",""
"2010","indirect migration background","Female","","","","","","","","","","","","","",""
"2010","indirect migration background","Male","","","","","","","","","","","","","",""
"2010","no migration background","Female","","","","","","","","","","","","","",""
"2010","no migration background","Male","","","","","","","","","","","","","",""
"2011","direct migration background","Female","","","","","","","","","","","","","",""
"2011","direct migration background","Male","","","","","","","","","","","","","",""
"2011","indirect migration background","Female","","","","","","","","","","","","","",""
"2011","indirect migration background","Male","","","","","","","","","","","","","",""
"2011","no migration background","Female","","","","","","","","","","","","","",""
"2011","no migration background","Male","","","","","","","","","","","","","",""
"2012","direct migration background","Female","5.2","5","602","3","4","6","7","7","5.08","5.32","1","7","5","6"
"2012","direct migration background","Male","5.07","5","484","3","4","6","7","7","4.94","5.2","1","7","5","5"
"2012","indirect migration background","Female","5.68","6","287","4","5","7","7","7","5.53","5.83","1","7","6","6"
"2012","indirect migration background","Male","5.21","5","197","3","4","6","7","7","5","5.42","1","7","5","6"
"2012","no migration background","Female","5.39","6","3342","3","5","6","7","7","5.34","5.44","1","7","6","6"
"2012","no migration background","Male","5.16","5","2212","3","4","6","7","7","5.1","5.22","1","7","5","5"
"2013","direct migration background","Female","5.16","5","949","3","4","6","7","7","5.07","5.25","1","7","5","6"
"2013","direct migration background","Male","5.02","5","730","3","4","6","7","7","4.91","5.13","1","7","5","5"
"2013","indirect migration background","Female","5.43","6","368","3","5","7","7","7","5.29","5.57","1","7","5","6"
"2013","indirect migration background","Male","5.28","5","345","3","4","6","7","7","5.14","5.42","1","7","5","6"
"2013","no migration background","Female","5.24","5","8709","3","4","6","7","7","5.21","5.27","1","7","5","6"
"2013","no migration background","Male","5","5","7745","3","4","6","7","7","4.97","5.03","1","7","5","5"
"2014","direct migration background","Female","","","","","","","","","","","","","",""
"2014","direct migration background","Male","","","","","","","","","","","","","",""
"2014","indirect migration background","Female","","","","","","","","","","","","","",""
"2014","indirect migration background","Male","","","","","","","","","","","","","",""
"2014","no migration background","Female","","","","","","","","","","","","","",""
"2014","no migration background","Male","","","","","","","","","","","","","",""
"2015","direct migration background","Female","","","","","","","","","","","","","",""
"2015","direct migration background","Male","","","","","","","","","","","","","",""
"2015","indirect migration background","Female","","","","","","","","","","","","","",""
"2015","indirect migration background","Male","","","","","","","","","","","","","",""
"2015","no migration background","Female","","","","","","","","","","","","","",""
"2015","no migration background","Male","","","","","","","","","","","","","",""
"2016","direct migration background","Female","","","","","","","","","","","","","",""
"2016","direct migration background","Male","","","","","","","","","","","","","",""
"2016","indirect migration background","Female","","","","","","","","","","","","","",""
"2016","indirect migration background","Male","","","","","","","","","","","","","",""
"2016","no migration background","Female","","","","","","","","","","","","","",""
"2016","no migration background","Male","","","","","","","","","","","","","",""
"2017","direct migration background","Female","5.19","5","3522","3","4","6","7","7","5.14","5.24","1","7","6","6"
"2017","direct migration background","Male","5.21","6","3724","3","4","6","7","7","5.16","5.26","1","7","6","6"
"2017","indirect migration background","Female","5.48","6","926","4","5","7","7","7","5.39","5.57","1","7","6","6"
"2017","indirect migration background","Male","5.22","5","789","3","4","6","7","7","5.12","5.32","1","7","5","6"
"2017","no migration background","Female","5.21","5","10854","3","4","6","7","7","5.18","5.24","1","7","5","6"
"2017","no migration background","Male","5","5","9452","3","4","6","7","7","4.97","5.03","1","7","5","5"
"2018","direct migration background","Female","","","","","","","","","","","","","",""
"2018","direct migration background","Male","","","","","","","","","","","","","",""
"2018","indirect migration background","Female","","","","","","","","","","","","","",""
"2018","indirect migration background","Male","","","","","","","","","","","","","",""
"2018","no migration background","Female","","","","","","","","","","","","","",""
"2018","no migration background","Male","","","","","","","","","","","","","",""
"2019","direct migration background","Female","5.13","5","2086","3","4","6","7","7","5.07","5.19","1","7","5","5"
"2019","direct migration background","Male","5.04","5","1726","3","4","6","7","7","4.97","5.11","1","7","5","5"
"2019","indirect migration background","Female","5.45","6","900","4","5","7","7","7","5.36","5.54","1","7","6","6"
"2019","indirect migration background","Male","5.17","5","796","3","4","6","7","7","5.07","5.27","1","7","5","6"
"2019","no migration background","Female","5.14","5","10452","3","4","6","7","7","5.11","5.17","1","7","5","5"
"2019","no migration background","Male","4.92","5","9757","3","4","6","7","7","4.89","4.95","1","7","5","5"
