"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","16-34 y.","5.22","5","5319","3","4","6","7","5.18","5.26","5","5"
"2005","35-65 y.","5.04","5","11600","3","4","6","7","5.01","5.07","5","5"
"2005","66 and older","4.94","5","3768","3","4","6","7","4.89","4.99","5","5"
"2006","16-34 y.","","","","","","","","","","",""
"2006","35-65 y.","","","","","","","","","","",""
"2006","66 and older","","","","","","","","","","",""
"2007","16-34 y.","","","","","","","","","","",""
"2007","35-65 y.","","","","","","","","","","",""
"2007","66 and older","","","","","","","","","","",""
"2008","16-34 y.","","","","","","","","","","",""
"2008","35-65 y.","","","","","","","","","","",""
"2008","66 and older","","","","","","","","","","",""
"2009","16-34 y.","5.13","5","3989","3","4","6","7","5.09","5.17","5","5"
"2009","35-65 y.","4.89","5","9845","3","4","6","7","4.86","4.92","5","5"
"2009","66 and older","4.79","5","4141","3","4","6","7","4.74","4.84","5","5"
"2010","16-34 y.","","","","","","","","","","",""
"2010","35-65 y.","","","","","","","","","","",""
"2010","66 and older","","","","","","","","","","",""
"2011","16-34 y.","","","","","","","","","","",""
"2011","35-65 y.","","","","","","","","","","",""
"2011","66 and older","","","","","","","","","","",""
"2012","16-34 y.","5.37","6","2201","4","5","6","7","5.31","5.43","5","6"
"2012","35-65 y.","5.22","5","4900","3","4","6","7","5.18","5.26","5","5"
"2012","66 and older","","","","","","","","","","",""
"2013","16-34 y.","5.25","5","3689","3","4","6","7","5.21","5.29","5","6"
"2013","35-65 y.","5.08","5","10220","3","4","6","7","5.05","5.11","5","5"
"2013","66 and older","5.1","5","4937","3","4","6","7","5.06","5.14","5","5"
"2014","16-34 y.","","","","","","","","","","",""
"2014","35-65 y.","","","","","","","","","","",""
"2014","66 and older","","","","","","","","","","",""
"2015","16-34 y.","","","","","","","","","","",""
"2015","35-65 y.","","","","","","","","","","",""
"2015","66 and older","","","","","","","","","","",""
"2016","16-34 y.","","","","","","","","","","",""
"2016","35-65 y.","","","","","","","","","","",""
"2016","66 and older","","","","","","","","","","",""
"2017","16-34 y.","5.25","5","7562","3","4","6","7","5.22","5.28","6","6"
"2017","35-65 y.","5.12","5","16679","3","4","6","7","5.1","5.14","5","6"
"2017","66 and older","5.03","5","5026","3","4","6","7","4.99","5.07","5","5"
"2018","16-34 y.","","","","","","","","","","",""
"2018","35-65 y.","","","","","","","","","","",""
"2018","66 and older","","","","","","","","","","",""
"2019","16-34 y.","5.17","5","5420","3","4","6","7","5.13","5.21","5","5"
"2019","35-65 y.","5.04","5","15114","3","4","6","7","5.02","5.06","5","5"
"2019","66 and older","5","5","5192","3","4","6","7","4.96","5.04","5","5"
