"plh0172","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2008","Not Employed","Full Time","","","","","0"
"0 Completely dissatisfied","2008","Not Employed","Part Time","","","","","0"
"0 Completely dissatisfied","2008","Not Employed","Not Working","69","0.00957718950210761","0.00736991837784386","0.0117844606263714","0"
"0 Completely dissatisfied","2008","Employed","Full Time","20","","","","0"
"0 Completely dissatisfied","2008","Employed","Part Time","35","0.00872374680466432","0.00598288209403585","0.0114646115152928","0"
"0 Completely dissatisfied","2008","Employed","Not Working","","","","","0"
"1 on Scale 1 to 10","2008","Employed","Part Time","35","0.00837253218022337","0.00568693168282954","0.0110581326776172","1"
"1 on Scale 1 to 10","2008","Not Employed","Part Time","","","","","1"
"1 on Scale 1 to 10","2008","Not Employed","Full Time","","","","","1"
"1 on Scale 1 to 10","2008","Not Employed","Not Working","94","0.0127090701222108","0.0101704028398748","0.0152477374045468","1"
"1 on Scale 1 to 10","2008","Employed","Full Time","52","0.00686596967632347","0.0049970041683593","0.00873493518428763","1"
"1 on Scale 1 to 10","2008","Employed","Not Working","","","","","1"
"10 Completely satisfied","2008","Not Employed","Part Time","","","","","10"
"10 Completely satisfied","2008","Employed","Part Time","488","0.113513015832689","0.104163314569383","0.122862717095994","10"
"10 Completely satisfied","2008","Employed","Not Working","","","","","10"
"10 Completely satisfied","2008","Not Employed","Not Working","747","0.106526034772872","0.0995341356099851","0.113517933935759","10"
"10 Completely satisfied","2008","Not Employed","Full Time","","","","","10"
"10 Completely satisfied","2008","Employed","Full Time","806","0.103613222622327","0.0967155635353771","0.110510881709277","10"
"2 on Scale 1 to 10","2008","Not Employed","Not Working","306","0.0452922568776204","0.0405795163655976","0.0500049973896433","2"
"2 on Scale 1 to 10","2008","Not Employed","Part Time","","","","","2"
"2 on Scale 1 to 10","2008","Employed","Part Time","121","0.0295280838829774","0.0245386894179091","0.0345174783480457","2"
"2 on Scale 1 to 10","2008","Employed","Not Working","","","","","2"
"2 on Scale 1 to 10","2008","Not Employed","Full Time","","","","","2"
"2 on Scale 1 to 10","2008","Employed","Full Time","174","0.0292156440124574","0.0254039719340037","0.0330273160909112","2"
"3 on Scale 1 to 10","2008","Not Employed","Full Time","","","","","3"
