"plh0172","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2008","1-pers.-HH","in school","","","","","0"
"0 Completely dissatisfied","2008","1-pers.-HH","inadequately","1","","","","0"
"0 Completely dissatisfied","2008","1-pers.-HH","general elemantary","6","","","","0"
"0 Completely dissatisfied","2008","1-pers.-HH","middle vocational","17","","","","0"
"0 Completely dissatisfied","2008","1-pers.-HH","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","2008","1-pers.-HH","higher vocational","1","","","","0"
"0 Completely dissatisfied","2008","1-pers.-HH","higher education","1","","","","0"
"0 Completely dissatisfied","2008","(Married) couple without C. ","in school","","","","","0"
"0 Completely dissatisfied","2008","(Married) couple without C. ","inadequately","1","","","","0"
"0 Completely dissatisfied","2008","(Married) couple without C. ","general elemantary","10","","","","0"
"0 Completely dissatisfied","2008","(Married) couple without C. ","middle vocational","24","","","","0"
"0 Completely dissatisfied","2008","(Married) couple without C. ","vocational + Abi","3","","","","0"
"0 Completely dissatisfied","2008","(Married) couple without C. ","higher vocational","5","","","","0"
"0 Completely dissatisfied","2008","(Married) couple without C. ","higher education","10","","","","0"
"0 Completely dissatisfied","2008","Single parent ","in school","","","","","0"
"0 Completely dissatisfied","2008","Single parent ","inadequately","2","","","","0"
"0 Completely dissatisfied","2008","Single parent ","general elemantary","1","","","","0"
"0 Completely dissatisfied","2008","Single parent ","middle vocational","4","","","","0"
"0 Completely dissatisfied","2008","Single parent ","vocational + Abi","","","","","0"
"0 Completely dissatisfied","2008","Single parent ","higher vocational","","","","","0"
"0 Completely dissatisfied","2008","Single parent ","higher education","1","","","","0"
"0 Completely dissatisfied","2008","Couple + C. LE 16 ","in school","","","","","0"
"0 Completely dissatisfied","2008","Couple + C. LE 16 ","inadequately","","","","","0"
"0 Completely dissatisfied","2008","Couple + C. LE 16 ","general elemantary","2","","","","0"
"0 Completely dissatisfied","2008","Couple + C. LE 16 ","middle vocational","13","","","","0"
"0 Completely dissatisfied","2008","Couple + C. LE 16 ","vocational + Abi","","","","","0"
