"plh0172","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2008","no migration background","in school","","","","","0"
"0 Completely dissatisfied","2008","no migration background","inadequately","3","","","","0"
"0 Completely dissatisfied","2008","no migration background","general elemantary","16","","","","0"
"0 Completely dissatisfied","2008","no migration background","middle vocational","54","0.00823943604782265","0.00634373959455327","0.010135132501092","0"
"0 Completely dissatisfied","2008","no migration background","vocational + Abi","4","","","","0"
"0 Completely dissatisfied","2008","no migration background","higher vocational","7","","","","0"
"0 Completely dissatisfied","2008","no migration background","higher education","19","","","","0"
"0 Completely dissatisfied","2008","direct migration background","in school","","","","","0"
"0 Completely dissatisfied","2008","direct migration background","inadequately","2","","","","0"
"0 Completely dissatisfied","2008","direct migration background","general elemantary","4","","","","0"
"0 Completely dissatisfied","2008","direct migration background","middle vocational","6","","","","0"
"0 Completely dissatisfied","2008","direct migration background","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","2008","direct migration background","higher vocational","2","","","","0"
"0 Completely dissatisfied","2008","direct migration background","higher education","","","","","0"
"0 Completely dissatisfied","2008","indirect migration background","in school","","","","","0"
"0 Completely dissatisfied","2008","indirect migration background","inadequately","","","","","0"
"0 Completely dissatisfied","2008","indirect migration background","general elemantary","","","","","0"
"0 Completely dissatisfied","2008","indirect migration background","middle vocational","4","","","","0"
"0 Completely dissatisfied","2008","indirect migration background","vocational + Abi","","","","","0"
"0 Completely dissatisfied","2008","indirect migration background","higher vocational","1","","","","0"
"0 Completely dissatisfied","2008","indirect migration background","higher education","","","","","0"
"1 on Scale 1 to 10","2008","no migration background","higher education","29","","","","1"
"1 on Scale 1 to 10","2008","no migration background","higher vocational","12","","","","1"
"1 on Scale 1 to 10","2008","no migration background","middle vocational","76","0.0076268869145733","0.00580245447999679","0.00945131934914981","1"
"1 on Scale 1 to 10","2008","no migration background","vocational + Abi","9","","","","1"
"1 on Scale 1 to 10","2008","no migration background","in school","1","","","","1"
"1 on Scale 1 to 10","2008","no migration background","inadequately","2","","","","1"
"1 on Scale 1 to 10","2008","no migration background","general elemantary","25","","","","1"
"1 on Scale 1 to 10","2008","direct migration background","in school","","","","","1"
"1 on Scale 1 to 10","2008","direct migration background","inadequately","1","","","","1"
"1 on Scale 1 to 10","2008","direct migration background","general elemantary","4","","","","1"
"1 on Scale 1 to 10","2008","direct migration background","middle vocational","11","","","","1"
"1 on Scale 1 to 10","2008","direct migration background","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","2008","direct migration background","higher vocational","1","","","","1"
"1 on Scale 1 to 10","2008","direct migration background","higher education","3","","","","1"
"1 on Scale 1 to 10","2008","indirect migration background","in school","","","","","1"
"1 on Scale 1 to 10","2008","indirect migration background","inadequately","","","","","1"
"1 on Scale 1 to 10","2008","indirect migration background","general elemantary","1","","","","1"
"1 on Scale 1 to 10","2008","indirect migration background","middle vocational","2","","","","1"
"1 on Scale 1 to 10","2008","indirect migration background","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","2008","indirect migration background","higher vocational","","","","","1"
"1 on Scale 1 to 10","2008","indirect migration background","higher education","1","","","","1"
"10 Completely satisfied","2008","indirect migration background","higher education","8","","","","10"
"10 Completely satisfied","2008","direct migration background","in school","1","","","","10"
"10 Completely satisfied","2008","indirect migration background","higher vocational","4","","","","10"
"10 Completely satisfied","2008","no migration background","higher vocational","114","0.0858245866409504","0.0704194037321783","0.101229769549723","10"
"10 Completely satisfied","2008","direct migration background","inadequately","12","","","","10"
"10 Completely satisfied","2008","direct migration background","general elemantary","38","0.121025762582094","0.0901980820158172","0.15185344314837","10"
"10 Completely satisfied","2008","no migration background","higher education","370","0.0998271556122409","0.0902998031870678","0.109354508037414","10"
"10 Completely satisfied","2008","no migration background","inadequately","12","","","","10"
"10 Completely satisfied","2008","no migration background","general elemantary","157","0.113094812487853","0.0967482890762893","0.129441335899417","10"
"10 Completely satisfied","2008","no migration background","middle vocational","895","0.101892147211906","0.095548321534858","0.108235972888954","10"
"10 Completely satisfied","2008","indirect migration background","vocational + Abi","3","","","","10"
"10 Completely satisfied","2008","direct migration background","higher vocational","10","","","","10"
"10 Completely satisfied","2008","no migration background","in school","58","0.228050266205151","0.179676603475489","0.276423928934813","10"
"10 Completely satisfied","2008","indirect migration background","in school","13","","","","10"
"10 Completely satisfied","2008","indirect migration background","inadequately","4","","","","10"
