"plh0172","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2008","16-34 y.","Full Time","4","","","","0"
"0 Completely dissatisfied","2008","16-34 y.","Part Time","12","","","","0"
"0 Completely dissatisfied","2008","16-34 y.","Not Working","2","","","","0"
"0 Completely dissatisfied","2008","35-65 y.","Full Time","16","","","","0"
"0 Completely dissatisfied","2008","35-65 y.","Part Time","23","","","","0"
"0 Completely dissatisfied","2008","35-65 y.","Not Working","27","","","","0"
"0 Completely dissatisfied","2008","66 and older","Full Time","","","","","0"
"0 Completely dissatisfied","2008","66 and older","Part Time","","","","","0"
"0 Completely dissatisfied","2008","66 and older","Not Working","40","0.0102200141553346","0.00712668112595504","0.0133133471847142","0"
"1 on Scale 1 to 10","2008","16-34 y.","Full Time","3","","","","1"
"1 on Scale 1 to 10","2008","16-34 y.","Part Time","7","","","","1"
"1 on Scale 1 to 10","2008","16-34 y.","Not Working","6","","","","1"
"1 on Scale 1 to 10","2008","35-65 y.","Full Time","49","0.00944190186002914","0.00690488769310183","0.0119789160269565","1"
"1 on Scale 1 to 10","2008","35-65 y.","Part Time","27","","","","1"
"1 on Scale 1 to 10","2008","35-65 y.","Not Working","36","0.0140205497596079","0.00913405820122155","0.0189070413179942","1"
"1 on Scale 1 to 10","2008","66 and older","Full Time","","","","","1"
"1 on Scale 1 to 10","2008","66 and older","Part Time","1","","","","1"
"1 on Scale 1 to 10","2008","66 and older","Not Working","52","0.0135993741006406","0.0100371788009664","0.0171615694003147","1"
"10 Completely satisfied","2008","16-34 y.","Not Working","213","0.205968467467086","0.18302995922027","0.228906975713902","10"
"10 Completely satisfied","2008","66 and older","Part Time","24","","","","10"
"10 Completely satisfied","2008","16-34 y.","Full Time","253","0.126894401811519","0.111763562680028","0.142025240943011","10"
"10 Completely satisfied","2008","66 and older","Not Working","373","0.0982522243922623","0.089097498784618","0.107406949999907","10"
"10 Completely satisfied","2008","35-65 y.","Full Time","546","0.0946785348588591","0.0869981965940527","0.102358873123665","10"
"10 Completely satisfied","2008","35-65 y.","Part Time","285","0.0967544987500709","0.085954065343328","0.107554932156814","10"
"10 Completely satisfied","2008","35-65 y.","Not Working","161","0.0709514728116995","0.0602810751072161","0.081621870516183","10"
"10 Completely satisfied","2008","16-34 y.","Part Time","179","0.151278114937099","0.13190403171244","0.170652198161758","10"
"10 Completely satisfied","2008","66 and older","Full Time","7","","","","10"
"2 on Scale 1 to 10","2008","16-34 y.","Full Time","25","","","","2"
"2 on Scale 1 to 10","2008","16-34 y.","Part Time","19","","","","2"
"2 on Scale 1 to 10","2008","16-34 y.","Not Working","26","","","","2"
"2 on Scale 1 to 10","2008","35-65 y.","Full Time","147","0.0330462799709751","0.0283568796570105","0.0377356802849397","2"
"2 on Scale 1 to 10","2008","35-65 y.","Part Time","96","0.034628292994566","0.0279484612835746","0.0413081247055573","2"
"2 on Scale 1 to 10","2008","35-65 y.","Not Working","109","0.054407017052106","0.0449803042090701","0.063833729895142","2"
"2 on Scale 1 to 10","2008","66 and older","Full Time","2","","","","2"
"2 on Scale 1 to 10","2008","66 and older","Part Time","6","","","","2"
"2 on Scale 1 to 10","2008","66 and older","Not Working","171","0.0454328226384197","0.0390278142252675","0.0518378310515719","2"
"3 on Scale 1 to 10","2008","35-65 y.","Full Time","288","0.0545632619415782","0.048605000235225","0.0605215236479315","3"
"3 on Scale 1 to 10","2008","16-34 y.","Full Time","67","0.0396524999688293","0.0307818000517139","0.0485231998859448","3"
"3 on Scale 1 to 10","2008","16-34 y.","Part Time","48","0.0374743072415966","0.0272054201090029","0.0477431943741904","3"
"3 on Scale 1 to 10","2008","35-65 y.","Part Time","167","0.0748519591547247","0.0652378311766999","0.0844660871327495","3"
"3 on Scale 1 to 10","2008","16-34 y.","Not Working","46","0.0399869183608048","0.0288736072811364","0.0511002294404731","3"
"3 on Scale 1 to 10","2008","35-65 y.","Not Working","170","0.0852293022939533","0.0736246725486536","0.0968339320392531","3"
"3 on Scale 1 to 10","2008","66 and older","Full Time","1","","","","3"
"3 on Scale 1 to 10","2008","66 and older","Part Time","12","","","","3"
"3 on Scale 1 to 10","2008","66 and older","Not Working","249","0.0701577940734307","0.06230228767872","0.0780133004681414","3"
"4 on Scale 1 to 10","2008","16-34 y.","Not Working","52","0.041518131083279","0.0302030732908691","0.0528331888756889","4"
"4 on Scale 1 to 10","2008","16-34 y.","Full Time","103","0.0497716086903127","0.0398857764511957","0.0596574409294298","4"
"4 on Scale 1 to 10","2008","16-34 y.","Part Time","68","0.063498199757252","0.0503130391864978","0.0766833603280062","4"
"4 on Scale 1 to 10","2008","35-65 y.","Full Time","336","0.0641363831984427","0.0577093330367295","0.0705634333601558","4"
"4 on Scale 1 to 10","2008","35-65 y.","Part Time","181","0.0684162905997324","0.0591928405348254","0.0776397406646394","4"
"4 on Scale 1 to 10","2008","35-65 y.","Not Working","155","0.0693139704301641","0.058758133187534","0.0798698076727942","4"
"4 on Scale 1 to 10","2008","66 and older","Full Time","1","","","","4"
"4 on Scale 1 to 10","2008","66 and older","Part Time","16","","","","4"
"4 on Scale 1 to 10","2008","66 and older","Not Working","298","0.0729177945450848","0.0649211557196476","0.0809144333705221","4"
"5 on Scale 1 to 10","2008","16-34 y.","Not Working","113","0.100362250544024","0.0833185082635235","0.117405992824524","5"
"5 on Scale 1 to 10","2008","66 and older","Part Time","20","","","","5"
"5 on Scale 1 to 10","2008","16-34 y.","Full Time","162","0.0808443413108261","0.0684527311466246","0.0932359514750276","5"
"5 on Scale 1 to 10","2008","16-34 y.","Part Time","133","0.104201081880641","0.0876817762141091","0.120720387547172","5"
"5 on Scale 1 to 10","2008","35-65 y.","Full Time","587","0.115334494894752","0.10695491336682","0.123714076422683","5"
"5 on Scale 1 to 10","2008","35-65 y.","Part Time","343","0.123782166929683","0.111750168107708","0.135814165751658","5"
"5 on Scale 1 to 10","2008","35-65 y.","Not Working","287","0.144059849798725","0.129465865398539","0.158653834198911","5"
"5 on Scale 1 to 10","2008","66 and older","Not Working","558","0.135418315072799","0.12489449740951","0.145942132736088","5"
"5 on Scale 1 to 10","2008","66 and older","Full Time","6","","","","5"
"6 on Scale 1 to 10","2008","16-34 y.","Full Time","161","0.0903799075411806","0.0773460081330022","0.103413806949359","6"
"6 on Scale 1 to 10","2008","16-34 y.","Part Time","143","0.117572641892378","0.100156857920322","0.134988425864435","6"
"6 on Scale 1 to 10","2008","16-34 y.","Not Working","101","0.103810162184571","0.0865093747628776","0.121110949606264","6"
"6 on Scale 1 to 10","2008","35-65 y.","Full Time","621","0.105325349250497","0.0972724513086748","0.113378247192319","6"
"6 on Scale 1 to 10","2008","35-65 y.","Part Time","276","0.100907007260553","0.089902625063246","0.11191138945786","6"
"6 on Scale 1 to 10","2008","35-65 y.","Not Working","244","0.115789232238185","0.102491037563363","0.129087426913007","6"
"6 on Scale 1 to 10","2008","66 and older","Full Time","6","","","","6"
"6 on Scale 1 to 10","2008","66 and older","Part Time","19","","","","6"
"6 on Scale 1 to 10","2008","66 and older","Not Working","473","0.11132888808162","0.101654888519332","0.121002887643909","6"
"7 on Scale 1 to 10","2008","16-34 y.","Full Time","276","0.154374220740291","0.137949995495902","0.17079844598468","7"
"7 on Scale 1 to 10","2008","16-34 y.","Part Time","198","0.135841906107432","0.117316663985531","0.154367148229332","7"
"7 on Scale 1 to 10","2008","16-34 y.","Not Working","164","0.131841066283665","0.112651246315886","0.151030886251444","7"
"7 on Scale 1 to 10","2008","35-65 y.","Full Time","950","0.163423424792501","0.153723615880996","0.173123233704006","7"
"7 on Scale 1 to 10","2008","35-65 y.","Part Time","466","0.147989702866489","0.135016689453932","0.160962716279046","7"
"7 on Scale 1 to 10","2008","35-65 y.","Not Working","322","0.134414014000863","0.120237871076938","0.148590156924789","7"
"7 on Scale 1 to 10","2008","66 and older","Full Time","7","","","","7"
"7 on Scale 1 to 10","2008","66 and older","Part Time","38","0.143904496839321","0.0985435131946945","0.189265480483947","7"
"7 on Scale 1 to 10","2008","66 and older","Not Working","577","0.13422620298496","0.12374158846899","0.14471081750093","7"
"8 on Scale 1 to 10","2008","16-34 y.","Full Time","431","0.232390072532733","0.213190680644963","0.251589464420505","8"
"8 on Scale 1 to 10","2008","16-34 y.","Not Working","242","0.179439980044897","0.157674877868439","0.201205082221355","8"
"8 on Scale 1 to 10","2008","35-65 y.","Full Time","1302","0.230959316771412","0.219903379255081","0.242015254287744","8"
