"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","direct migration background","(0) in school","","","","","","","","","","",""
"1984","direct migration background","(1a) inadequately completed","57.9","57.9","1041","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","direct migration background","(1b) general elementary school","57.9","57.9","1025","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","direct migration background","(1c) basic vocational qualification","57.9","57.9","722","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","direct migration background","(2a) intermediate vocational","57.9","57.9","88","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","direct migration background","(2b) intermediate general qualification","57.9","57.9","52","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","direct migration background","(2c_gen) general maturity certificate","57.9","57.9","129","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","direct migration background","(2c_voc) vocational maturity certificate","57.9","57.9","146","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","direct migration background","(3a) lower tertiary education","","","","","","","","","","",""
"1984","direct migration background","(3b) higher tertiary education","57.9","57.9","100","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","indirect migration background","(0) in school","","","","","","","","","","",""
"1984","indirect migration background","(1a) inadequately completed","","","","","","","","","","",""
"1984","indirect migration background","(1b) general elementary school","57.9","57.9","37","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
